0 29.88937 39.31768 39.86554 104.3022 41.98533 24.91182 47.11842 69.09482 60.58982 149.3725 80.14096 70.17312 134.3785 126.702 133.7446 138.3686 137.104 145.5338 135.5728 134.7574 175.7593 169.8119 172.1702 199.7003 213.1322 209.2762 202.4112 181.7191 188.5052 205.2521 206.9472 235.1596 209.8355 250.4214 183.6936 245.4758 186.7374 247.9541 211.0003 199.5959 212.8083 197.8634 250.7702 226.8113 207.1354 262.2195 263.8474 209.9099 210.3288 274.0864 263.7592 228.7832 273.9749 278.1691 278.6885 283.6158 251.0498 252.5811 254.6845 268.594 256.5266 255.0637 278.9221
29.88937 0 9.434919 10.43806 133.7907 17.21215 13.11371 33.65174 57.13265 47.79781 159.2505 68.78427 86.40127 117.1562 111.1374 118.3528 122.6358 122.2904 172.3369 161.4182 160.2774 199.7675 192.9432 195.4723 223.7784 237.1568 233.1823 224.831 177.4345 184.8091 226.8679 228.454 259.4527 231.0482 274.0632 191.5584 268.021 195.4714 272.0598 206.0527 199.2944 208.7407 207.0061 273.7631 221.8662 213.1258 285.5428 287.2529 214.6523 216.1998 297.5169 285.6471 230.6267 296.0282 300.3927 300.7179 305.5976 266.9813 267.3621 269.9305 264.2583 271.5074 264.1018 274.4145
39.31768 9.434919 0 3.162278 143.1801 13.89058 19.81161 33.6607 55.79599 46.69047 163.02 67.18631 92.65528 112.461 107.1133 114.3133 118.4314 118.4198 180.8342 169.668 168.4406 207.4387 200.3781 202.9507 231.4344 244.7806 240.7763 232.0053 176.706 184.2295 233.8055 235.3572 267.1317 237.8613 281.5354 194.5508 275.174 198.7083 279.6717 204.9672 199.7248 207.9279 210.3188 281.0427 220.7189 215.4553 292.9095 294.6426 216.5918 218.4809 304.9054 292.5853 231.6058 303.0054 307.4167 307.6833 312.5441 272.1678 272.2026 274.9059 263.1757 276.4001 267.2083 273.2513
39.86554 10.43806 3.162278 0 144.0323 10.75425 18.72165 30.66312 52.65339 43.56604 160.429 64.03124 90.80198 109.4613 104.0397 111.2428 115.3776 115.3354 180.0139 168.6828 167.4015 206.1094 198.934 201.5267 230.0913 243.4182 239.3998 230.433 173.5655 181.0949 232.1314 233.6686 265.7934 236.1356 280.0914 191.802 273.584 196.0026 278.2971 201.814 196.652 204.7828 207.6247 279.5085 217.5637 212.5959 291.4138 293.1574 213.6773 215.6138 303.4182 290.9009 228.5788 301.3358 305.7663 306.0082 310.8606 269.8929 269.8353 272.5734 260.0213 274.0456 264.4679 270.0949
104.3022 133.7907 143.1801 144.0323 0 145.8975 128.5237 145.5496 161.4373 155.5128 177.1703 169.6097 112.4342 225.3716 215.8131 221.9787 226.7633 224.1269 92.75788 94.12793 96.0554 134.959 135.7066 136.491 153.8809 165.594 163.0115 165.8228 243.0454 247.6451 172.5624 174.5615 183.2508 178.5343 200.763 211.0031 202.453 210.6919 195.8372 271.0162 248.7211 270.4478 218.6536 204.7392 285.4953 236.9219 213.2665 214.291 243.2316 240.0758 223.536 222.4266 268.7036 230.8728 233.826 235.3216 240.1035 238.9598 245.1159 245.0763 322.7339 247.8211 269.1339 332.9039
41.98533 17.21215 13.89058 10.75425 145.8975 0 17.38258 20.21842 41.90558 32.8133 150.9214 53.31489 83.7739 100.0047 94.16705 101.3817 105.6114 105.3857 176.1074 164.2537 162.7964 200.4855 192.9473 195.6015 224.3941 237.6455 233.5851 223.9985 162.8155 170.3415 225.3712 226.8608 260.0792 229.2081 274.0277 181.8393 267.0592 186.1548 272.4567 191.0874 185.9485 194.0379 197.8047 273.157 206.8441 202.342 285.1774 286.9535 203.2906 205.3408 297.202 284.0673 217.9507 294.5431 299.0317 299.1957 304.0191 261.2549 260.9239 263.7635 249.2985 265.1707 254.5105 259.3804
24.91182 13.11371 19.81161 18.72165 128.5237 17.38258 0 25.08727 48.74332 39.52847 146.3583 60.36969 73.4064 112.0229 105.1059 112.2747 116.7497 115.9493 161.2963 149.9735 148.7086 187.6288 180.5978 183.1625 211.6259 224.9748 220.9734 212.2983 167.3036 174.5274 214.1927 215.7603 247.3223 218.3083 261.7517 178.9204 255.4774 182.7361 259.8678 196.1905 188.1555 198.6215 194.2383 261.3054 212.0345 200.7747 273.1492 274.8768 202.5056 203.871 285.1402 272.9767 219.0576 283.38 287.7716 288.0634 292.9329 253.8679 254.2577 256.8195 254.3083 258.3999 251.3886 264.5284
47.11842 33.65174 33.6607 30.66312 145.5496 20.21842 25.08727 0 23.77315 14.47649 131.1925 35.45071 68.17675 87.44709 80.19657 87.33746 91.86039 90.94375 164.8193 152.1484 150.3979 186.1416 178.0466 180.7887 209.8389 222.9274 218.8124 208.2782 143.8094 151.2145 209.1469 210.5606 245.3939 212.722 258.7622 161.7339 251.0998 166.1208 257.5435 172.401 166.1699 175.1081 177.7867 257.45 188.2147 182.1268 269.6241 271.447 183.0812 185.1236 281.659 267.6169 197.951 278.1377 282.7058 282.7547 287.529 242.3836 241.7362 244.6891 230.6075 246.0213 234.3974 240.7627
69.09482 57.13265 55.79599 52.65339 161.4373 41.90558 48.74332 23.77315 0 9.344377 117.0208 11.68353 68.27567 65.82201 57.67965 64.67508 69.32806 68.01083 168.3527 154.7157 152.5557 184.5552 175.5825 178.4457 207.6141 220.2919 216.117 203.9321 120.9127 128.4545 203.7999 205.047 242.6345 206.8076 254.8696 144.9358 245.9472 149.8531 254.2959 149.2145 144.5619 152.1328 161.5542 252.7416 164.9883 163.6626 265.1317 267.0314 163.8466 166.5393 277.1185 261.3873 177.0342 271.9423 276.647 276.4637 281.1148 230.4563 228.8102 232.1198 207.4318 233.2026 217.2081 217.5348
60.58982 47.79781 46.69047 43.56604 155.5128 32.8133 39.52847 14.47649 9.344377 0 122.8171 21.0238 67.97794 73.83002 66.16079 73.24783 77.83315 76.74145 167.2991 154.0061 152.0008 185.5492 176.9031 179.7248 208.8988 221.756 217.5988 206.0433 130.05 137.5494 206.3032 207.6174 244.1747 209.5376 256.8662 151.8223 248.4271 156.5407 256.0395 158.4455 153.2645 161.301 168.2439 255.0549 174.2321 171.2104 267.3724 269.2438 171.6858 174.1351 279.3884 264.3024 185.5027 274.8531 279.5085 279.4155 284.1181 235.5556 234.2936 237.4684 216.6644 238.6483 224.3128 226.7824
