0 190.6227 193.0121 191.1126 191.1748 188.3861 181.8454 170.6137 169.2329 183.055 170.8432 169.9152 168.9477 166.3107 188.4754 166.722 164.2199 190.678 157.9758 185.8315 155.8913 187.4114 163.6276 175.2689 173.0253 170.6946 152.5821 151.0664 144.187 141.9521 148.9811 138.9561 148.3614 133.8757 154.0581 151.2382 152.8493 137.7698 147.3982 152.5649 144.573 145.1934 142.3666 141.6037 136.0981 150.4445 150.5886 148.395 113.0726 147.8112 138.3969 148.6005 149.6014 68.03951 145.5355 143.2995 146.5152 147.6577 137.2562 107.7528 132.0674 93.88764 140.3821 90.60922 139.2169 124.5325 125.3061 137.2205 127.2217 123.715 135.7067 133.2093 134.3391 125.2709 97.30785 128.6754 98.86108 135.9796 100.2436 138.5128 99.79809 91.89623 93.64237 104.3499 147.425 77.2444 49.08475 50.65322 103.3413 99.57168 157.1418 115.1463 87.60865 94.44903 112.848 109.7878 61.129 102.7738 127.5534 110.2501 109.311 74.72965 105.335 80.13214 77.97408 122.2376 105.221 106.6707 118.5277 125.127 119.0385 110.8623 118.0946 112.991 118.7084 131.6499 111.3823 117.23 157.1 134.2951 117.9517 131.0771 105.078 134.222 136.8954 175.1998 133.5298 140.5299 132.1233 140.64 146.7492 147.2457 144.8585 116.1628 124.8716 137.4004 124.864 142.6846 152.2319 137.823 140.9502 150.6169 156.4592 115.3022 149.0884 165.8551 139.6847 154.1488 168.0733 132.4741 153.3611 157.0072 132.0651 161.0003 161.6914 138.3093 157.6017 159.8001 135.1827 137.6972 161.1583 162.6259 122.1529 123.5989 170.4969 173.0845 168.1563 127.6759 171.7378 129.8327 176.8173 179.0479 170.9049 127.0549 131.4915 130.0825 131.7559 129.2149 131.2472 132.9248 134.3239 137.1409 137.2101 176.3735
190.6227 0 9.219544 5.385165 7.615773 3.162278 11.18034 39.53796 37.9638 9.055385 31.32092 34.20526 31.95309 34.05225 28.01785 27.40032 34 42.72002 37.01351 41.23106 37.48333 47.10096 179.4752 43.80005 43.26662 45.79301 40.4475 41 46.64762 48.8774 43.73786 51.81324 50.14264 57.00877 56.32051 57.72348 61.58581 59.13544 63.78871 71.77601 65.30697 66.70832 68.24954 70.40597 70.34913 81.1208 86.40602 86.53901 84.85281 92.30926 94.25497 108.5012 111.8258 134.1827 115.5509 115.6936 120.4201 125.2996 129.6919 223.3226 135.3588 212.281 140.8634 211.0717 143.0245 166.8652 170.9883 177.1158 174.3846 174.0417 178.1081 178.8435 183.9266 185.5122 255.9727 187.2432 259.8735 195.0296 262.3604 197.2536 268.33 200.0225 207.9084 277.2382 309.6568 261.2757 228.9629 233.7028 282.195 279.7396 322.1572 226.3967 226.5657 277.4833 230.3128 291.5149 245.4058 287.6421 241.6414 293.8741 293.5319 247.881 291.1269 247.8911 250.741 304.2006 291.7807 292.8822 302.4764 307.6008 303.5276 297.8993 303.4535 300.1216 304.5406 314.401 299.3965 303.6989 334.4634 317.4051 305.1098 315.265 259.8043 318.4623 320.5191 350.0261 319.2648 325.261 319.2397 325.9724 331.4804 331.4348 330.2734 306.4719 315.3562 324.2225 314.2006 328.6898 336.2172 325.0661 327.8281 335.3752 339.9004 305.897 334.5255 347.4968 327.6255 338.8643 350.0974 321.5603 338.5144 341.5443 321.4001 283.7564 345.8139 327.1395 342.6981 344.4488 324.6729 326.9374 346.0708 347.242 312.6947 314.0844 354.6068 357.413 353.5095 318.1352 356.6539 320.3362 361.0055 362.8002 293.4063 317.1072 322.0637 320.4497 322.1878 318.2845 320.7024 322.5775 324.327 327.5668 327.3545 363.0706
193.0121 9.219544 0 4 2.236068 8.062258 19.23538 48.21048 46.45697 10.63015 39.62323 42.57934 40.02499 41.89537 19.79899 34.15325 41.4367 34.20526 43.41659 33.24154 43.26662 38.91658 187.9388 37.27525 37.16181 39.92493 40.8534 42.04759 50.32892 52.49762 44.38468 54.18129 48.65017 59.16925 52.46904 54.23099 57.42223 58.46366 60.29925 66.97381 62.1289 63.28507 65.12296 67.18631 68.02941 76.16185 81.27115 81.60882 84.64632 87.28115 90.02777 103.1722 106.4049 138.6579 110.3857 110.6797 115.1694 119.9708 125 229.6519 130.9695 218.3137 135.9871 217.0052 138.2208 162.9755 167.0928 172.6992 170.4259 170.2542 173.7772 174.6425 179.7387 181.7795 261.0383 183.3712 264.8646 190.9351 267.32 193.0803 273.0018 198.0909 206.0235 281.7162 314.9455 264.8245 229.9935 234.917 286.2907 283.7191 327.358 223.8966 225.3908 281.2046 228.0197 295.4173 246.6191 291.2198 238.9653 297.6054 297.2003 248.2136 294.6103 247.881 251.014 308.1315 295.1694 296.3191 306.2042 311.4952 307.2003 301.2391 307.0261 303.4535 308.0584 318.2907 302.5892 307.1319 338.8976 321.2678 308.4493 319.0063 258.8769 322.2068 324.337 354.7073 322.8328 328.9672 322.6159 329.6073 335.2018 335.2193 333.9079 309.0955 317.8761 327.6526 317.1514 332.2439 340.0368 328.4342 331.2571 339.1025 343.7896 308.3018 338.1666 351.5921 330.8825 342.6047 354.1611 324.5797 342.2002 345.3122 324.3594 280.8727 349.6402 330.223 346.4001 348.2097 327.595 329.9263 349.8028 351.0128 314.8412 316.1803 358.4536 361.2396 357.2002 320.2077 360.4067 322.4411 364.8561 366.7056 290.4019 318.9765 324.2376 322.4609 324.2376 319.8625 322.374 324.3027 326.1671 329.6073 329.2476 366.5873
191.1126 5.385165 4 0 2.236068 4.123106 15.29706 44.22952 42.5 8.062258 35.69314 38.63936 36.13862 38.05989 22.80351 30.56868 37.69615 37.44329 39.96248 36.12478 40 41.93447 184.0043 39.29518 38.94868 41.59327 39.56008 40.49691 47.80167 50 43.01163 52.16086 48.21889 57.24509 53.15073 54.74486 58.26931 57.70615 60.82763 68.15529 62.514 63.78871 65.49046 67.60178 68.02941 77.43453 82.63776 82.8734 83.74366 88.60023 90.95603 104.6542 107.9352 135.9485 111.79 112.0089 116.619 121.4619 126.1784 226.3184 132.0038 215.0772 137.2607 213.8019 139.4597 163.7834 167.9047 173.7613 171.2688 171.0161 174.7985 175.6018 180.6931 182.5188 258.1414 184.1765 261.9948 191.8477 264.4617 194.0309 270.248 198.0101 205.9238 279.034 311.9739 262.4881 228.6504 233.4995 283.7505 281.2221 324.4183 224.0769 224.9822 278.8046 228.1074 292.9504 245.204 288.8754 239.2282 295.2033 294.822 247.1639 292.3022 246.9757 249.9898 305.655 292.8976 294.0289 303.8042 309.0328 304.8213 298.9866 304.6851 301.2042 305.7385 315.8307 300.3935 304.8442 336.2362 318.8181 306.1976 316.6023 258.3665 319.8019 321.9045 351.9563 320.4949 326.5773 320.3514 327.2446 332.8066 332.8002 331.5456 307.1221 315.9445 325.3679 315.0508 329.9121 337.6048 326.1733 328.973 336.7054 341.3317 306.4148 335.8021 349.0573 328.6645 340.2029 351.6383 322.4531 339.8191 342.9001 322.2561 281.2361 347.2064 328.072 344.0131 345.8005 325.5065 327.812 347.4047 348.6001 313.0575 314.4169 356.0126 358.8064 354.8183 318.4541 358.0014 320.6747 362.4141 364.2431 290.8217 317.3043 322.4438 320.732 322.4934 318.308 320.7819 322.6891 324.5073 327.8674 327.5668 364.2722
191.1748 7.615773 2.236068 2.236068 0 6 17.11724 46.13296 44.34242 8.485281 37.48333 40.4475 37.85499 39.70167 20.61553 31.9183 39.21734 35.22783 41.18252 33.97058 41.04875 39.7555 185.7936 37.38687 37.12142 39.81206 39.21734 40.31129 48.27007 50.44799 42.72002 52.28259 47.39967 57.3062 51.78803 53.46027 56.83584 57.07013 59.5399 66.58284 61.29437 62.514 64.28063 66.37017 67 75.82745 80.99383 81.27115 83.19856 86.97701 89.4986 102.9684 106.2309 136.5613 110.1363 110.3857 114.9478 119.7748 124.6194 227.4313 130.5067 216.1062 135.6632 214.8028 137.8768 162.3884 166.5083 172.2556 169.8588 169.6423 173.3104 174.1407 179.2345 181.1559 258.8977 182.784 262.7304 190.408 265.1886 192.5747 270.8967 197.0406 204.9643 279.6301 312.7884 262.8403 228.3725 233.2659 284.2447 281.6858 325.208 222.9789 224.183 279.2006 227.0551 293.3931 244.9694 289.2335 238.0906 295.6011 295.2033 246.7164 292.6355 246.4467 249.5279 306.1046 293.2064 294.3501 304.2006 309.4725 305.2032 299.2825 305.041 301.4979 306.0801 316.2689 300.6514 305.1639 336.8177 319.2491 306.4931 317.0016 257.6223 320.2019 322.3236 352.6035 320.8489 326.967 320.6556 327.6156 333.2 333.2101 331.9164 307.2344 316.0302 325.6858 315.2459 330.262 338.0237 326.4751 329.2905 337.1001 341.7687 306.4719 336.1745 349.5483 328.9376 340.6009 352.1208 322.6655 340.2029 343.3053 322.4531 280.0515 347.6266 328.3005 344.4009 346.2037 325.6939 328.0163 347.8002 349.0057 313.0495 314.3962 356.4379 359.2263 355.2028 318.4274 358.402 320.656 362.8402 364.6834 289.6105 317.227 322.4422 320.6899 322.4609 318.1588 320.6556 322.576 324.4226 327.8323 327.495 364.6111
188.3861 3.162278 8.062258 4.123106 6 0 11.18034 40.15283 38.39596 6 31.57531 34.52535 32.01562 33.9444 25.55386 26.58529 33.61547 40.31129 36.05551 38.60052 36.23534 44.52527 179.8893 40.81394 40.22437 42.72002 37.65634 38.32754 44.65423 46.87217 41 49.46902 47.11753 54.626 53.16014 54.57105 58.42356 56.22277 60.63827 68.62035 62.16912 63.56099 65.11528 67.26812 67.26812 77.96806 83.25863 83.38465 82.03658 89.15716 91.09336 105.3589 108.6876 132.5481 112.4011 112.5389 117.2732 122.1556 126.5306 222.4433 132.1968 211.2673 137.7044 210.0149 139.8642 163.7132 167.8362 173.954 171.2308 170.8932 174.9471 175.6844 180.7678 182.3662 254.5742 184.0924 258.4478 191.8729 260.9234 194.0953 266.7902 197.0102 204.9018 275.632 308.3474 259.3704 226.42 231.199 280.4622 277.9692 320.815 223.3311 223.647 275.632 227.2664 289.7212 242.9033 285.7481 238.5617 292.0274 291.6659 245.204 289.205 245.153 248.0534 302.4169 289.831 290.9467 300.6293 305.8059 301.6637 295.9358 301.5593 298.156 302.6301 312.6052 297.3907 301.7632 332.8468 315.601 303.1468 313.423 256.9227 316.6216 318.7013 348.4957 317.3704 323.409 317.2885 324.0988 329.6335 329.6073 328.3999 304.3107 313.1686 322.2875 312.1282 326.792 334.401 323.113 325.893 333.5304 338.1062 303.6791 332.6543 345.7687 325.6403 337.0237 348.3593 319.5074 336.6571 339.7124 319.3305 280.6623 344.0004 325.105 340.846 342.6149 322.5934 324.8765 344.2281 345.4113 310.4126 311.79 352.8002 355.6003 351.6547 315.8354 354.8183 318.0444 359.2005 361.0125 290.3037 314.7586 319.789 318.1352 319.8828 315.8686 318.308 320.1956 321.972 325.2599 325.0123 361.1637
181.8454 11.18034 19.23538 15.29706 17.11724 11.18034 0 29.03877 27.22591 11.7047 20.39608 23.34524 20.88061 22.90318 34.78505 16.50589 22.82542 49.39636 26.1725 46.95743 27.01851 52.99528 168.7089 47.11806 46.01087 48.08326 35.22783 35.01428 37.69615 39.92493 38.0526 43.97611 46.62326 49.24429 55.47071 56.36488 60.97387 54.33231 62.24147 71.76844 63.32456 65 66.12866 68.35203 67.18631 81.15697 86.60831 86.4523 79.02531 92.28218 93.10746 108.7313 112.1606 124.0161 115.4859 115.4123 120.4409 125.3994 128.8604 212.2687 134.0783 201.3162 140.223 200.1406 142.2709 164.7695 168.8846 175.6844 172.3514 171.7862 176.5574 177.1158 182.1648 183.1478 245.3915 185.054 249.3276 193.1102 251.8293 195.4329 257.9457 195.4329 203.2467 266.9569 298.9594 251.575 221.2894 225.8584 272.1348 269.7515 311.4968 222.4072 221.0814 267.6602 226.073 281.57 237.5479 277.9083 237.8321 284.037 283.7358 240.8319 281.4544 241.1742 243.7453 294.2329 282.1719 283.2402 292.638 297.6546 293.7244 288.321 293.7158 290.5478 294.8389 304.4553 289.9194 294.0544 324.1894 307.4752 295.5283 305.4128 254.0044 308.607 310.6163 339.6149 309.5238 315.4278 309.6272 316.1851 321.6353 321.5494 320.4848 297.4054 306.3637 314.5715 304.8885 318.9545 326.3081 315.4568 318.1764 325.525 329.9467 296.9983 324.7311 337.4152 318.0913 329.0046 340.0341 312.1955 328.6898 331.6662 312.0785 280.1332 335.8977 317.7267 332.8618 334.5744 315.3768 317.5921 336.2142 337.3603 303.9951 305.4243 344.6752 347.4933 343.6772 309.4915 346.7809 311.6653 351.0698 352.83 289.9177 308.6292 313.3369 311.8541 313.5602 310.0484 312.386 314.2153 315.8686 318.9436 318.8511 353.3486
170.6137 39.53796 48.21048 44.22952 46.13296 40.15283 29.03877 0 2.828427 40.07805 9.340771 6.5 10.06231 10.26997 62.7236 19.6391 13.08625 76.79355 19.29378 73.62914 22.89651 79.60057 139.9667 71.27899 69.56472 70.889 47.02393 44.96943 36.7049 38.16084 47.88789 45.5726 59.70558 49.86231 72.67221 72.52069 78.08369 63.09715 77.43546 89.17888 77.5258 79.61313 79.77625 81.94663 78.41078 98.09981 103.5966 102.8895 82.06857 108.5691 107.0572 124.917 128.4494 107.3371 130.8635 130.3428 135.8538 140.8448 142.2296 188.4098 146.3087 178.368 153.7376 177.4894 155.4904 174.4169 178.4384 186.7358 182.0172 180.9178 187.3132 187.4413 192.3311 191.8255 224.9761 194.1372 229.107 202.7399 231.6857 205.2712 238.6153 198.0057 205.5044 248.1456 277.6311 235.6995 213.7598 217.6678 254.4349 252.4179 290.3696 226.3134 220.7017 251.126 229.245 264.3905 229.197 261.737 242.0704 267.3579 267.2494 235.2685 265.5456 236.7113 238.3344 276.8903 266.5469 267.4607 275.9153 280.4015 277.1611 272.8026 277.455 275.0386 278.7369 287.1781 274.839 278.2144 305.2117 290.2624 279.9629 288.5745 252.3351 291.7413 293.5204 319.864 293.183 298.6405 293.8643 299.6068 304.7704 304.4967 303.8853 284.0216 293.2373 298.6176 290.4484 302.6041 309.1282 299.6853 302.2061 308.6232 312.5433 284.2943 308.0901 319.3716 302.6406 312.0469 322.0726 297.5 311.8962 314.6144 297.5672 284.5249 318.6534 302.8036 316.0004 317.5299 300.9589 302.9573 319.2479 320.2737 292.0415 293.6175 327.332 330.1978 326.8 297.7285 329.7063 299.7866 333.6889 335.2809 294.6057 297.505 301.2329 300.2653 301.8398 299.8237 301.8514 303.5004 304.7839 307.2153 307.5813 336.9458
169.2329 37.9638 46.45697 42.5 44.34242 38.39596 27.22591 2.828427 0 38.00329 7.017834 4.031129 7.433034 7.447968 60.46693 16.92221 10.25914 74.42614 16.5605 71.18462 20.15564 77.13786 141.5285 68.65392 66.91226 68.20007 44.19559 42.14558 34.07712 35.58441 45.06939 42.92857 56.87882 47.28901 69.85163 69.69397 75.25997 60.3262 74.60731 86.35368 74.70107 76.78704 76.95616 79.12806 75.61911 95.27174 100.7683 100.0612 79.53144 105.7414 104.2461 122.0912 125.6234 106.4483 128.0439 127.5274 133.0348 138.0263 139.4391 188.6697 143.5418 178.4633 150.9478 177.5345 152.7064 171.7302 175.7562 184.0115 179.3328 178.2505 184.5975 184.7383 189.6345 189.1781 224.7048 191.4765 228.81 200.0637 231.379 202.5889 238.2 195.6329 203.1526 247.6656 277.5125 234.8537 212.0831 216.0492 253.8158 251.7528 290.2249 223.8847 218.5114 250.3642 226.8551 263.7115 227.5989 260.9373 239.6308 266.62 266.4887 233.4465 264.7171 234.8068 236.5022 276.2359 265.6864 266.6182 275.1858 279.7374 276.4132 271.9324 276.6717 274.1683 277.9357 286.5192 273.9206 277.3829 304.773 289.5967 279.1008 287.8632 250.2419 291.0344 292.8417 319.5325 292.4145 297.9264 293.0294 298.8683 304.0674 303.8161 303.1505 282.9245 292.1169 297.8061 289.4655 301.8398 308.4643 298.8532 301.3976 307.9257 311.9075 283.1276 307.3616 318.817 301.7731 311.3571 321.5083 296.5472 311.1868 313.9367 296.5944 282.09 318 301.8775 315.3003 316.8521 299.9771 301.9997 318.5612 319.6017 290.8028 292.3649 326.6929 329.5536 326.1047 296.473 329.0353 298.5431 333.0559 334.6689 292.1583 296.1879 300.0121 298.9937 300.5815 298.4229 300.48 302.1465 303.4654 305.9596 306.2813 336.1971
183.055 9.055385 10.63015 8.062258 8.485281 6 11.7047 40.07805 38.00329 0 31 34 31.06445 32.62242 23.08679 24.14079 31.7805 37.69615 33.10589 35.35534 32.75668 41.38236 178.9022 36.30121 35.4683 37.80212 31.7805 32.57299 39.82462 42.0119 35.17101 44.101 41.11847 49.1935 47.43416 48.76474 52.75711 50.24938 54.81788 63.10698 56.29387 57.72348 59.22837 61.39218 61.29437 72.48191 77.82031 77.87811 76.11833 83.67198 85.3815 99.95249 103.3102 128.082 106.9299 107.0187 111.8258 116.7305 120.9049 219.1278 126.4911 207.7351 132.123 206.4128 134.2609 157.8924 162.0154 168.2379 165.4207 165.053 169.2114 169.9206 175 176.5147 250.4157 178.2638 254.2464 186.0839 256.7041 188.3215 262.4138 191.0105 198.9019 271.1549 304.316 254.4661 220.7306 225.5504 275.7989 273.2524 316.7306 217.3471 217.6649 270.8007 221.2736 284.9693 237.2551 280.8558 232.5873 287.2003 286.8118 239.3846 284.2737 239.2823 242.2246 297.6777 284.8614 285.9965 295.8006 301.0502 296.8114 290.9467 296.6648 293.1638 297.7129 307.8474 292.3444 296.8114 328.3458 310.8311 298.1577 308.6001 250.9567 311.8 313.9116 344.121 312.474 318.5709 312.3139 319.2303 324.8019 324.803 323.5313 299.0602 307.884 317.3346 306.9919 321.8897 329.6119 318.1352 320.9396 328.7012 333.3479 298.3572 327.7885 341.1041 320.6189 332.2002 343.68 314.3962 331.8102 334.9007 314.1974 274.7011 339.2142 320.0176 336.006 337.8002 317.4468 319.7542 339.4009 340.6009 305.0115 306.374 348.023 350.8141 346.8097 310.4126 350 312.6312 354.4249 356.2611 284.3523 309.2782 314.3962 312.6947 314.4535 310.3111 312.7747 314.6764 316.4838 319.8281 319.5387 356.2461
