38.09091 121.2809
3 77
6 63
5 115
7 112
9.5 64
13.5 65.25
27 44.5
27 105
29 47.5
39.5122 229.9268
188.1452 136.0699
44 33
45.5 35.5
50.78571 73.85714
49 119
53.16667 53.16667
54 76
61 12
61 36
62 5
63 34
63 44
63.5 72.5
69.74359 27.46154
66 15
67 40
69 77
70 75
71 2
72 8
78.38462 22.38462
76 28
77 31
77 72
78 64
78 70
80 27
80 69
83 31
84 33
85 31
87 33
89 17
89 43.5
90 19
91 37.4
93 30
94 49
96 50
96.75 55.75
98.5 47
100.3333 51.33333
107 4
107 6
107 140
131 1.5
131 5
132 237
133.3333 222.3333
135 219.5
138 7
139 10
142 3
143 8
153 18
157 17
162 16.5
167 16
185 13.33333
186 11
192 228
198 230
198 236
204 51
205 221
209.8333 225.9167
211.9 52.13333
208 220
214 235
215.8261 279.8696
217 225
219 225
246.9034 279.3983
222 124
222 198
223 204
223 207
224 200
224 227
225 130
227 220
227 286.5
229.75 36.9
230 70
236.8333 237.0417
234 42
234 226
234.6667 230
236 134
238 229
238.5 232
241 231
241.5 233
244.5714 31.28571
244 232
245 112
245 220
245 229.5
247 103
248.1429 111.1429
247.5 229.5
248.3333 218.3333
250 231
253 222
254 224
255 222
255 288.5
257.75 271.75
260 223
262.5 80
261 227
263 223
267 224
269 226
270.5 273
271.5 223
271 228
273 215
277 222
278 224.5
280.5 283.5
281 223
285.8846 21.46154
283 218
293 193
295 16.5
303 131
