0 171.4505 112.4342 92.75788 94.12793 96.0554 179.1006 243.0454 247.6451 211.0031 210.6919 271.0162 248.7211 270.4478 218.6536 285.4953 236.9219 243.2316 240.0758 222.4266 268.7036 235.9168 244.3215 244.7662 322.7339 300.8568 332.9039
171.4505 0 78.15813 111.0782 97.73698 94.45105 74.48991 90.45122 91.33632 39.95839 40.95286 111.8414 82.68352 109.0204 51.13673 123.4231 65.84589 71.79453 69.06185 150.8822 97.56189 109.8078 110.7876 108.3496 155.1496 130.1362 164.883
112.4342 78.15813 0 100.1699 86.44202 84.28671 67.1193 131.6435 136.8377 116.1077 118.423 160.3034 141.5238 160.4151 129.1395 175.3416 140.8119 144.8068 144.0626 200.2987 166.6741 178.8435 182.6103 181.0414 214.5951 196.8248 224.9361
92.75788 111.0782 100.1699 0 14.72715 17.75528 156.157 199.4492 201.3944 144.4611 141.7674 222.6995 193.6311 220.0659 146.3728 234.5009 168.5052 176.5814 171.2577 130.6643 204.155 145.7841 155.1742 156.237 264.8345 237.0021 274.2066
94.12793 97.73698 86.44202 14.72715 0 3.28718 141.4469 185.3345 187.4587 132.4055 130.1085 209.0017 180.4159 206.5282 135.4372 221.0726 156.9805 164.8046 159.8266 134.0484 192.2051 141.8563 150.5109 151.1651 252.2328 225.099 261.7317
96.0554 94.45105 84.28671 17.75528 3.28718 0 138.5577 182.0803 184.188 129.1869 126.9262 205.719 177.1306 203.2419 132.3301 217.7855 153.8059 161.6052 156.6607 133.5792 188.9881 139.8615 148.3711 148.9505 248.9687 221.8834 258.4744
179.1006 74.48991 67.1193 156.157 141.4469 138.5577 0 71.58911 78.40723 93.47727 98.9798 100.8978 91.66242 102.6937 110.5351 116.6912 110.44 110.218 113.2288 224.6984 123.504 182.6308 182.0412 179.0112 158.4926 148.1249 168.8083
243.0454 90.45122 131.6435 199.4492 185.3345 182.0803 71.58911 0 7.98088 75.18643 81.7435 29.35767 32.20248 31.32092 88.95504 45.10758 73.4983 67.47592 74.60399 227.1131 65.29357 168.2528 163.0476 158.9025 87.04947 81.15417 97.32035
247.6451 91.33632 136.8377 201.3944 187.4587 184.188 78.40723 7.98088 0 72.57291 78.96093 23.46651 25.43281 24.31243 85.34027 38.75623 68.4078 61.80152 69.25077 224.2562 57.766 164.0728 158.4361 154.2142 80.09046 73.20219 90.41761
211.0031 39.95839 116.1077 144.4611 132.4055 129.1869 93.47727 75.18643 72.57291 0 6.708204 87.44411 54.58938 82.8734 17.20465 95.42226 25.94224 32.64966 29.1334 151.9268 59.80176 95.41488 92.16024 88.52683 120.8113 92.69844 129.9433
