0 17.51534 12.10372 13.89244 29.53341 98.45018 38.13665 45.60976 49.92193 45.62072 55.93984 71.44928 61.22091 76.81937 66.33354 72.26641 88.71953 95.98604 104.2099 116.9622 174.5975 100.045 126.4792 160.0781 152.4529 152.2835 181.842 186.9358 190.1184 195.826 194.7434 214.9535 221.78 217.2487 253.0218 269.7365 215.3927 252.7194 218.1124 265.9892 244.2081 232.8476 246.0772 229.0196 260.0302 239.3094 242.3964 242.5252 289.3929 295.0348 288.0386 284.8125 295.2101 261.7809 260.3762 264.3436 266.3668 307.6118 271.0904 275.8644 279.6641 301.8704 275.8392 279.4497 284.7752 284.5646 286.3047 280.0071 284.1637 312.1926 291.7382 295.5266 296.3258 298.6176 298.1359
17.51534 0 13.96144 12.33782 12.0504 89.98997 21.30758 31.00522 36.82386 30.39583 45.03041 64.75596 52.44297 67.9847 56.9316 61.03141 79.48861 86.62659 94.22861 105.7045 157.7094 83.02737 115.3043 144.3217 136.1106 135.8018 164.6862 169.8805 173.1547 179.0571 177.8853 201.3902 207.9935 199.7883 236.6623 253.1524 198.7705 235.8084 201.334 249.6055 230.7311 218.0023 232.3041 212.1426 246.4948 222.9494 226.28 226.178 272.9084 278.506 271.2814 267.8537 278.6008 246.2654 243.3257 247.3584 249.3136 290.7481 254.0319 258.8846 262.1682 288.0118 259.3028 263.3083 267.2746 267.0718 270.2617 263.0273 267.9136 298.3659 275.544 279.1312 279.8859 282.3349 281.6506
12.10372 13.96144 0 2.54951 24.60465 103.0297 29.98948 35.08917 38.59731 35.5 44.0016 59.5021 49.11721 64.72012 54.23534 60.30113 76.61716 83.88337 92.10952 104.9281 165.2084 91.10708 114.4312 157.7862 149.2248 148.8027 176.7767 182.1497 185.5654 191.7187 190.4377 203.2695 210.1589 210.8661 249.6836 265.9646 205.5736 248.2454 208.5006 262.6009 232.4873 221.636 234.4408 219.5461 248.3196 229.1692 232.0183 232.3691 285.8068 291.3613 283.8983 280.2047 291.3769 250.9308 251.1794 255.023 257.171 303.2235 261.9017 266.5265 272.0156 290.2419 265.8689 269.0709 277.1799 276.8799 275.8357 270.6668 273.8841 300.5516 281.4017 285.3883 286.235 288.3626 288.0946
13.89244 12.33782 2.54951 0 22.40288 102.0104 27.45602 32.63817 36.32223 33.00379 42.04778 58.25805 47.50789 63.15725 52.55288 58.37401 75.02192 82.28195 90.42939 103.0814 162.6919 88.56636 112.6055 155.6213 146.9611 146.5137 174.3459 179.7387 183.1721 189.3616 188.0638 201.1616 208.0231 208.3555 247.3892 263.6281 203.0887 245.8512 206 260.3003 230.3979 219.365 232.3123 217.0369 246.2255 226.7157 229.5931 229.9175 283.4855 289.0315 281.5284 277.7977 289.0329 248.5805 248.6559 252.5059 254.6476 300.8322 259.3781 264.0106 269.468 288.1111 263.3994 266.647 274.6329 274.3319 273.4242 268.1511 271.448 298.4263 278.9728 282.9364 283.7781 285.9239 285.6326
29.53341 12.0504 24.60465 22.40288 0 84.69665 11.92568 24.44324 31.58726 22.98852 41.4456 63.77478 50.33444 65.13997 54.04345 56.30785 75.98128 82.85454 89.79888 100.0335 146.5771 71.86484 109.6018 133.2187 124.6315 124.2342 152.7265 157.968 161.2882 167.2948 166.0739 193.2543 199.6548 187.7389 225.1169 241.4745 187.8818 223.9581 190.2855 238.0423 222.6109 208.7348 223.9335 200.9865 238.3012 212.2998 215.8585 215.5386 261.2823 266.8541 259.5062 255.976 266.9043 236.375 231.9756 236.0763 237.9589 278.9156 242.6703 247.6048 250.2483 279.4999 248.4642 252.8392 255.3433 255.1586 259.879 251.7463 257.3413 289.8703 265.0197 268.418 269.1305 271.7255 270.8515
98.45018 89.98997 103.0297 102.0104 84.69665 0 91.59786 103.6226 111.1179 101.2003 121.8552 145.8617 131.8397 144.4811 134.1926 132.8596 153.2351 158.9984 163.7293 169.1871 170.4941 112.4342 177.8223 92.75788 94.12793 96.0554 132.8863 134.7837 135.5447 136.8513 137.5034 243.0454 247.6451 175.13 183.2508 202.0439 211.0031 191.2307 210.6919 195.8372 271.0162 248.7211 270.4478 218.6536 285.4953 236.9219 243.2316 240.0758 219.4699 225.4664 222.0475 222.4266 226.7296 268.7036 243.7037 248.894 249.2134 242.5428 253.4953 259.7777 244.2948 322.7339 268.1303 277.4723 248.5272 249.2385 285.2823 263.6625 280.3737 332.9039 288.332 288.941 289.0037 293.5694 289.9955
38.13665 21.30758 29.98948 27.45602 11.92568 91.59786 0 13.15746 20.69675 11.33629 31.1593 54.59766 40.72 54.76741 43.83473 45.10681 65.15164 71.85637 78.49904 88.32792 136.5144 61.91103 97.87589 131.3492 121.7041 121.003 147.4827 153.0347 156.6155 163.1179 161.6724 181.3924 187.8272 180.9538 221.6536 237.5034 177.4861 219.2447 180.0936 234.4974 210.75 197.1741 212.115 190.9459 226.4529 201.6418 204.9902 204.8705 257.4821 262.951 255.1078 251.0756 262.8285 225.1264 222.2447 226.2277 228.2349 274.228 232.9578 237.7505 242.1068 267.7159 238.0068 242.0134 247.2588 246.981 248.98 241.8934 246.609 278.0835 254.2433 257.8244 258.5811 261.0285 260.3493
45.60976 31.00522 35.08917 32.63817 24.44324 103.6226 13.15746 0 7.631443 2.54951 18.31709 42.24038 28.2179 41.72262 30.90667 31.98278 51.99621 58.70409 65.42761 75.64333 130.3822 57.00219 85.2247 136.3094 125.6389 124.6134 148.5135 154.4094 158.2822 165.3324 163.6314 170.3885 177.0118 179.7867 224.4374 239.66 170.5264 220.5795 173.5259 237.1508 199.7275 187.38 201.3237 184.6327 215.4943 194.0805 196.9676 197.2812 259.7851 265.1229 256.7187 252.094 264.8004 216.1712 216.4147 220.179 222.4039 275.451 227.1371 231.6681 238.8017 257.0496 230.7867 234.0227 244.0269 243.6109 240.8196 235.8055 238.8122 267.3995 246.3425 250.3003 251.1459 253.2869 253.0064
49.92193 36.82386 38.59731 36.32223 31.58726 111.1179 20.69675 7.631443 0 9.935422 10.74057 34.8038 20.76914 34.10075 23.27912 24.7389 44.5024 51.29608 58.23521 68.98985 128.7421 56.88899 78.5898 140.923 129.7879 128.6052 151.0743 157.1374 161.1555 168.4779 166.646 165.1428 171.9085 181.032 227.7747 242.6447 168.2119 223.1461 171.4653 240.403 194.4364 183.0447 196.2139 182.7155 210.241 191.3144 193.8816 194.4907 262.8256 268.0877 259.3894 254.4462 267.658 212.4079 214.7545 218.3723 220.7342 277.8908 225.4672 229.8238 238.6801 251.9956 228.1972 230.9098 243.9425 243.4436 237.5833 233.9523 235.8258 262.3261 243.2779 247.4859 248.3901 250.3231 250.3104
45.62072 30.39583 35.5 33.00379 22.98852 101.2003 11.33629 2.54951 9.935422 0 20.67343 44.67941 30.64719 43.91051 33.18718 33.82671 53.9945 60.61823 67.17433 77.05937 129.7401 55.9933 86.6213 134.0009 123.4226 122.4296 146.6467 152.5 156.337 163.322 161.6516 171.0738 177.6334 178.2505 222.3735 237.6737 170.0889 218.6943 173.0007 235.1042 200.4241 187.6812 201.9412 184.055 216.1708 193.7918 196.7924 197 257.7838 263.1384 254.8038 250.2567 262.8407 216.2418 215.7418 219.5537 221.7327 273.5896 226.4647 231.0525 237.641 257.6321 230.4257 233.8474 242.8542 242.4629 240.6879 235.1919 238.5901 267.9888 246.1472 250.0145 250.8391 253.0538 252.6782
