0 186.4303 177.7565 191.8925 189.0728 173.9489 156.1333 183.5242 155.5614 157.7919 153.7205 178.4631 149.8055 149.0216 148.5435 147.7664 174.4716 178.7099 153.2536 152.6178 169.4494 141.8465 166.8125 167.4493 150.0497 148.5298 168.3492 146.8708 165.3133 170.922 162.4539 146.3772 144.8187 162.7729 158.6423 153.4221 152.2448 154.4006 140.4159 129.86 150.2513 153.354 147.2632 136.5004 146.1455 135.6129 152.3284 135.9423 155.9678 150.3924 134.1789 152.3862 126.1708 149.4325 146.5391 148.7284 158.7466 116.7069 146.524 136.3876 133.5421 139.9276 140.7792 113.0739 146.4925 142.3691 144.011 140.2031 132.8246 146.041 135.8679 124.0403 134.0945 68.46726 136.2134 112.8217 98.85376 95.58215 127.331 119.2275 120.5838 122.3045 123.9098 121.9327 115.8866 122.7948 119.8051 123.2119 124.1394 86.69301 88.60622 109.4282 152.68 93.68312 163.6961 47.72482 49.99455 162.3017 110.3251 83.37205 108.1803 60.93342 122.961 72.92758 77.82159 76.18448 136.9996 161.745 102.0902 138.6516 150.9949 158.542 162.7658 134.3421 166.3521 178.1747 157.0277 167.0017 126.9748 128.9222
186.4303 0 9.055385 32.57299 34.9285 15.29706 45.18849 36.89173 43.82921 31.82766 43.21779 37.2307 61.46544 60.00833 64.62198 62.69968 38.66667 44.04543 34.12111 34 39.35257 64.88451 172.8277 41.04875 36.40055 38.01316 43.60046 39.82462 42.66512 49.57822 42.94182 40.16217 41.62932 44.77723 45.00625 41.7732 43.93177 46.32764 46.57252 63.63961 47.07441 49.98 47.38143 50.6425 51.34038 50.92151 56.46238 52.61179 60.41523 59.48763 54.58938 62.16912 60.40695 64.80451 66.85058 75.38924 84.6286 71.06335 83.88039 76.24303 78.23362 81.70679 84.69357 78.51751 89.60965 86.8159 89 86.92526 83.52245 93.94147 94.7048 94.83143 102.3181 130.6025 119.5073 218.2132 207.4011 206.2674 151.2217 152.1529 158.1455 160.1788 163.1748 172.4094 171.7323 175.5705 188.1385 189.9737 192.7214 201.2486 209.0881 273.4904 305.2848 265.0472 330.006 227.8815 232.4758 317.8463 228.0271 227.1783 231.7801 244.168 243.3921 247.3156 247.5884 250.2186 311.437 330.7225 260.1946 317.4805 328.2445 334.9104 339.0944 317.8541 342.4675 351.4385 285.6344 295.3714 306.635 309.2604
177.7565 9.055385 0 32.01562 33.37664 7.211103 41.23106 33.83785 39.56008 25.55386 38.38981 32.98674 57.72348 56.04463 60.87693 58.7218 33.56255 39.82462 26.51886 25.80698 33.25094 60.16644 170.1656 34.65545 27.73085 29.68164 37.48333 31.62278 35.9835 44.04543 35.80503 31.38471 33.12099 37.80212 37.43077 33.24154 35.44009 38.27858 37.64306 56.85068 38.60052 42.04759 38.63936 41.69607 42.75318 42.15448 48.76474 43.56604 53.25411 51.73114 45.54119 54.70832 51.62364 57.16314 59.03389 67.97785 78.1025 62.0967 76.4628 68.00735 69.8892 73.82412 76.92204 69.46222 82.26313 79.17702 81.49233 79.15807 75.27284 86.60831 86.8159 86.40023 94.42987 122.9187 111.8034 212.191 201.0685 199.8381 143.1712 143.8836 149.8933 151.9613 154.9839 164.125 163.3218 167.2872 179.7149 181.604 184.3499 192.3148 200.1434 265.9568 298.3492 257.2003 322.5865 218.9612 223.5911 310.846 219.1919 218.1467 222.8991 235.2871 234.5908 238.3044 238.5498 241.2021 303.6001 323.1844 251.1459 309.4369 320.3016 327.0245 331.2175 309.5291 334.6072 343.7397 276.8685 286.6343 297.639 300.2732
191.8925 32.57299 32.01562 0 4.123106 28.44293 72.56032 10 70.71068 55.31727 69.10941 14.51293 88.95504 87.13208 92.07063 89.76219 18.51426 18.24829 53.61203 51.07837 23.0895 90.47099 201.6771 25.29822 50.11986 53.66563 25.4951 55.9017 27.59189 27.07397 30.08322 52.15362 55.56978 30.36445 33.84616 38.60052 39.66106 37.79219 55.44367 83.67198 41.67733 39.56008 44.65423 58.53087 45.91079 61.22091 42.95346 57.31492 43.04649 45.7651 58.79626 46.17359 69.35416 49.47853 52.34501 57.42202 61.68468 76.05919 65.20399 63.63961 66.33626 66.00758 68.02941 78.89233 70.14905 69.18092 70.45566 70.06426 70.34913 74.1485 78.1025 82.38932 85.28775 144.6928 100.6231 238.7677 226.8749 225.3758 133.66 136.1708 141.9049 143.6323 146.3728 156.1602 156.5407 159.2608 172.8056 174.1522 176.8782 192.151 200.1277 287.0993 321.8279 276.805 344.0366 229.1659 234.4014 334.0483 216.8598 220.6558 221.3256 246.0589 231.575 246.065 245.1224 248.7495 323.048 344.0866 254.4607 327.6536 339.0852 346.1127 350.3427 325.8101 353.8149 363.7857 273.0182 282.323 305.4865 308.3586
189.0728 34.9285 33.37664 4.123106 0 29.01724 73.17103 6.082763 71.25307 55.57877 69.5014 10.91444 89.4539 87.57283 92.54188 90.17344 14.98147 14.14214 53.369 50.59644 19.78952 90.60905 202.184 21.93171 49.24429 52.92447 21.84033 55.15433 24.19323 23.02173 26.83282 51 54.56189 26.92582 30.63597 36.12478 37.01351 34.73111 53.82379 83.00602 38.83298 36.24914 42.0119 56.72444 42.94471 59.64059 39.29377 55.17246 39.11521 42.04891 56.56854 42.29657 67.47592 45.61387 48.50773 53.38294 57.56735 73.66139 61.12348 59.84146 62.56597 62.03225 64.00781 76.00658 66.0446 65.12296 66.37017 66.0303 66.48308 70.03571 74.06079 78.51751 81.22192 142.9021 96.50907 237.6741 225.6352 224.0854 129.5531 132.0928 137.8187 139.5394 142.2744 152.0691 152.4729 155.1677 168.7289 170.0647 172.7895 188.2897 196.2681 285.0351 320.1052 274.536 341.9877 225.9425 231.225 332.2744 212.8966 216.9101 217.3891 242.8703 227.5829 242.6376 241.6113 245.3048 320.732 341.9587 250.7414 325.1798 336.6766 343.7397 347.9727 323.1118 351.4541 361.5315 268.9903 278.2809 302.0348 304.9229
173.9489 15.29706 7.211103 28.44293 29.01724 0 44.18144 28.44293 42.29657 26.92582 40.66667 26.89098 60.53098 58.69412 63.63961 61.32088 27.00206 33.61547 25.98557 24.20744 26.27975 62.0967 173.2674 27.58623 24.83948 27.58623 30.4795 29.73214 28.84116 37.20215 28.6007 28.01785 30.4795 30.61046 30.23347 26.4764 28.63564 31.19695 33.54102 56.60389 31.7805 34.9285 32.14032 37.45347 36.04557 38.58756 41.59327 38.60052 46.04346 44.57329 40.5216 47.50789 47.88528 49.98625 51.89412 60.77654 70.93659 57.58472 69.26355 61.03278 62.98016 66.70832 69.77822 64.13267 75.05924 72.00694 74.30343 72.01389 68.30813 79.40403 79.70571 79.55501 87.32125 121.0165 104.6518 212.2192 200.7666 199.4273 136.1249 136.9398 142.9405 144.9905 148 157.191 156.4672 160.3527 172.8702 174.7226 177.4699 186.1317 193.9887 264.0928 297.2562 254.8804 320.8531 214.4108 219.1643 309.6664 212.7987 212.3394 216.5918 230.8679 228.1409 233.3345 233.3795 236.1989 301.2723 321.2864 245.4878 306.7799 317.8025 324.6121 328.8176 306.3825 332.2318 341.6036 270.365 280.0915 292.7405 295.4183
156.1333 45.18849 41.23106 72.56032 73.17103 44.18144 0 72.00694 2.236068 18.24829 5.206833 69.44872 16.49242 14.86607 19.64688 17.55705 68.26256 75.53807 23.30772 27.313 65.50286 20 129.1199 65.73431 31.76476 28.30194 68.88396 27.20294 65.80131 76.15773 63.89053 33.83785 30.61046 66.09841 63.05603 53.7122 55.4617 60.87076 38.94868 26.30589 57.70615 64.40497 54.70832 41.34686 59.37816 37.64306 71.11962 46.66905 77.82031 73.1399 48.10405 77.41447 43.41659 78.3749 78.77182 89.12905 102.9563 55.4617 96.6445 82.9759 83.51347 91.04944 94.64143 67.1193 102.342 97.6166 100.6032 96.67471 89.14034 106.4002 102.6499 97.08244 109.6221 93.10746 127.2792 174.1407 163.9366 163.0192 154.2012 152.6843 158.6443 161.0039 164.195 172.0378 169.8058 175.1142 185.5553 188.0425 190.6958 189.0106 196.3382 233.5658 263.0706 226.7421 289.4076 201.2064 204.9219 275.7993 217.711 210.4471 220.327 216.3793 233.5349 223.2241 225.0022 226.3276 272.8608 290.6203 241.5041 280.1034 290.2064 296.5215 300.641 282.5212 303.9112 312.0208 275.9013 286.0756 281.2988 283.5913
183.5242 36.89173 33.83785 10 6.082763 28.44293 72.00694 0 70 54.03702 68.04002 5.062114 88.05112 86.09297 91.08787 88.64113 9.098229 8.544004 51.12974 48.05206 14.07569 88.68484 200.6076 16.12452 46.17359 50 15.81139 52.20153 18.33882 17.11724 21.09502 47.53946 51.26402 21.0238 24.91109 31.14482 31.82766 29.12473 49.73932 80.00625 33.42155 30.41381 36.79674 52.39144 37.39178 55.56978 33.24154 50.44799 33.06055 35.97839 51.73973 36.22154 63.00794 39.53638 42.42641 47.4372 52.20153 68.593 55.26988 53.75872 56.48451 56.00893 58.03447 70.45566 60.28451 59.21149 60.53098 60.07495 60.40695 64.32729 68.11755 72.44308 75.32596 138.4052 90.80198 233.9444 221.7331 220.1233 123.7942 126.224 131.9735 133.7171 136.4734 146.2395 146.5776 149.3452 162.8551 164.2224 166.9508 182.2142 190.1923 280.1892 315.6211 269.4828 337.1498 220.0841 225.3974 327.732 206.8651 210.8293 211.341 237.0338 221.5752 236.6601 235.595 239.3188 315.6264 337.0394 244.6635 319.9222 331.4797 338.5764 342.8119 317.6511 346.3019 356.4828 263.0232 272.3348 296.0439 298.9398
155.5614 43.82921 39.56008 70.71068 71.25307 42.29657 2.236068 70 0 16.12452 3.073181 67.38416 18.24829 16.49242 21.37756 19.16377 66.15218 73.43705 21.07724 25.07987 63.34923 21.09502 130.9719 63.56099 29.52965 26.07681 66.70832 25 63.61063 73.97973 61.68468 31.62278 28.42534 63.89053 60.83225 51.47815 53.22593 58.63659 36.79674 25.70992 55.47071 62.16912 52.47857 39.25382 57.15261 35.60899 68.88396 44.55334 75.58439 70.90682 46.01087 75.17978 41.59327 76.14542 76.55064 86.90678 100.7224 53.7122 94.43495 80.80842 81.36646 88.86507 92.45539 65.29931 100.1377 95.42536 98.40732 94.49339 87 104.2017 100.4988 95.01579 107.4895 93.03763 125.1599 175.0714 164.7389 163.7811 152.2005 150.7398 156.7067 159.0605 162.2498 170.1352 167.9434 173.2166 183.7256 186.1961 188.8541 187.5153 194.8703 233.8931 263.6948 226.8942 289.8282 200.442 204.2156 276.4023 216.1647 209.1626 218.8264 215.6965 231.9818 222.3241 224.0201 225.4184 273.0568 290.9838 240.3336 280.1849 290.354 296.7052 300.8322 282.4221 304.1135 312.3139 274.3658 284.5281 280.5031 282.8162
157.7919 31.82766 25.55386 55.31727 55.57877 26.92582 18.24829 54.03702 16.12452 0 14.00397 51.29937 34.0147 32.06244 37.05401 34.63019 50.02777 57.31492 6.946222 10.63015 47.26653 35.17101 146.6467 47.53946 15.6205 13.41641 50.69517 13.60147 47.67927 57.97413 45.88028 18.86796 17.08801 48.10405 45.29418 36.35932 38.27532 43.47701 25.4951 31.82766 40.80441 47.16991 38.28838 28.98038 43.09821 26.68333 54.08327 33.54102 60.53924 56.34221 35.34119 60.46487 35.12834 61.75051 62.482 72.74193 85.98256 47.38143 80.6129 68.0147 68.95288 75.66373 79.19596 57.72348 86.42273 82.03658 84.89994 81.32035 74.65253 90.60905 87.86353 83.76157 95.13149 99.29753 112.9292 186.703 175.7049 174.5287 141.5097 140.7427 146.7685 149.0445 152.2005 160.5553 158.8238 163.6826 174.9108 177.192 179.8941 182.0165 189.5972 241.9132 273.4584 233.8226 298.335 201.0199 205.2218 286.0249 210.0975 205.4775 213.1783 216.8433 225.8106 221.7747 222.8116 224.7876 280.1785 299.1367 237.5337 286.5535 297.1376 303.7137 307.8831 287.5835 311.2314 320 268.2757 278.3096 280.6314 283.0989
