0 173.5912 112.4342 199.8737 182.6569 199.4242 92.75788 94.12793 96.0554 243.0454 247.6451 211.0031 210.6919 271.0162 248.7211 270.4478 218.6536 285.4953 236.9219 243.2316 240.0758 222.4266 268.7036 232.4398 241.3518 240.991 322.7339 248.876 332.9039 262.7292
173.5912 0 80.47243 114.5944 97.92196 100.2725 112.4906 99.25933 95.97561 89.67265 90.36766 37.70355 38.62803 110.634 81.17087 107.7059 48.80317 122.0345 63.61047 69.64094 66.82105 150.0721 95.53451 97.71838 109.3858 104.4052 153.4048 109.5399 163.1032 113.6928
112.4342 80.47243 0 94.04786 74.7025 89.84526 100.1699 86.44202 84.28671 131.6435 136.8377 116.1077 118.423 160.3034 141.5238 160.4151 129.1395 175.3416 140.8119 144.8068 144.0626 200.2987 166.6741 170.4494 181.801 178.2533 214.5951 184.6212 224.9361 191.8593
199.8737 114.5944 94.04786 0 20.02201 16.23963 190.6038 176.0697 173.3853 84.50444 92.45396 128.2404 134.281 110.594 112.8113 114.5007 145.44 125.9307 141.3372 139.2451 143.7472 263.9879 146.706 209.033 220.4464 214.5121 168.2041 218.1238 177.9979 216.8949
182.6569 97.92196 74.7025 20.02201 0 17.58868 170.5934 156.0519 153.364 83.94105 91.52555 115.6343 121.2695 112.2403 108.5039 115.1411 132.7609 128.0293 131.4939 130.5931 134.1628 246.1558 141.5781 194.1331 205.6806 200.0377 170.4592 204.1274 180.5803 204.275
199.4242 100.2725 89.84526 16.23963 17.58868 0 182.7033 168.027 165.1953 70.07811 77.93034 112.2543 118.3652 97.31953 97.27409 100.7545 129.4406 112.9427 125.0976 123.0445 127.5101 250.1838 131.0433 193.5473 204.9011 198.8754 155.3956 202.3438 165.3796 200.8279
92.75788 112.4906 100.1699 190.6038 170.5934 182.7033 0 14.72715 17.75528 199.4492 201.3944 144.4611 141.7674 222.6995 193.6311 220.0659 146.3728 234.5009 168.5052 176.5814 171.2577 130.6643 204.155 143.8923 151.6875 152.2999 264.8345 160.3527 274.2066 176.0454
94.12793 99.25933 86.44202 176.0697 156.0519 168.027 14.72715 0 3.28718 185.3345 187.4587 132.4055 130.1085 209.0017 180.4159 206.5282 135.4372 221.0726 156.9805 164.8046 159.8266 134.0484 192.2051 138.8016 147.3939 147.3232 252.2328 155.2865 261.7317 169.983
96.0554 95.97561 84.28671 173.3853 153.364 165.1953 17.75528 3.28718 0 182.0803 184.188 129.1869 126.9262 205.719 177.1306 203.2419 132.3301 217.7855 153.8059 161.6052 156.6607 133.5792 188.9881 136.5952 145.3251 145.1293 248.9687 153.0694 258.4744 167.5806
243.0454 89.67265 131.6435 84.50444 83.94105 70.07811 199.4492 185.3345 182.0803 0 7.98088 75.18643 81.7435 29.35767 32.20248 31.32092 88.95504 45.10758 73.4983 67.47592 74.60399 227.1131 65.29357 156.1698 166.0365 159.0071 87.04947 160.0156 97.32035 152.8005
