0 172.8131 112.4342 199.8512 182.4173 199.4242 92.75788 94.12793 96.0554 142.0905 148.4175 149.5739 151.892 155.7537 171.3782 159.7987 243.0454 247.6451 177.5139 179.5187 181.873 211.0031 210.6919 271.0162 248.7211 270.4478 218.6536 227.6353 285.4953 230.5406 236.9219 243.2316 240.0758 222.4266 268.7036 230.7318 283.8939 233.6155 286.4407 283.0073 241.4309 288.0733 285.4874 288.828 242.7932 290.4816 322.7339 298.9979 297.4181 332.9039 309.5985
172.8131 0 77.37961 109.3658 93.09351 95.48714 114.1551 100.6565 97.36928 107.5451 60.49649 99.60935 105.7118 79.65834 66.94663 75.26286 86.78154 87.83653 79.01104 75.02229 68.40256 39.46504 41.12114 108.5961 79.89957 105.9159 51.77297 57.90537 120.417 62.28062 65.13937 70.66976 68.3806 154.7945 95.93714 110.2381 111.3241 113.1898 113.9719 110.3066 114.1483 115.5361 112.7344 116.1123 109.305 117.7331 152.7596 126.634 124.844 162.5662 136.9785
112.4342 77.37961 0 93.90421 74.50288 89.84526 100.1699 86.44202 84.28671 126.8267 95.21029 125.495 131.3659 114.9195 116.4587 114.5044 131.6435 136.8377 128.1891 126.7636 123.879 116.1077 118.423 160.3034 141.5238 160.4151 129.1395 134.9518 175.3416 139.5699 140.8119 144.8068 144.0626 200.2987 166.6741 174.9286 180.4273 178.0842 182.5705 180.1555 181.8799 184.3909 182.9235 185.9301 179.1201 187.7711 214.5951 194.5508 197.6487 224.9361 209.4039
199.8512 109.3658 93.90421 0 19.93353 15.79248 190.3786 175.8396 173.1509 205.273 162.1635 200.2623 206.5841 183.3208 174.8391 180.2505 84.09518 92.04326 187.2782 183.6981 177.5049 127.8006 133.8432 110.2138 112.3788 114.1096 145 143.4225 125.5587 149.4663 140.89 138.7984 143.3 263.608 146.2712 217.9036 153.3101 220.6898 153.9415 154.7191 220.0829 155.9295 157.6864 159.2608 213.8457 161.2452 167.839 162.1974 176.4001 177.638 185.3106
182.4173 93.09351 74.50288 19.93353 0 17.85304 170.4452 155.9069 153.2218 185.9442 143.5158 181.2184 187.5317 164.7495 157.2261 161.9127 84.17978 91.76082 169.7384 166.3681 160.4896 115.7387 121.3663 112.4878 108.7112 115.383 132.8621 132.5963 128.2779 138.5762 131.6376 130.7521 134.3096 246.139 141.7742 202.8727 150.6667 205.7464 151.6942 151.6986 205.8058 153.6938 154.698 156.6667 200.0378 158.6667 170.7067 161.1059 172.9069 180.8291 182.6789
199.4242 95.48714 89.84526 15.79248 17.85304 0 182.7033 168.027 165.1953 194.4577 150.2555 188.8775 195.1999 171.2362 161.7025 167.8709 70.07811 77.93034 174.0424 170.2892 163.8607 112.2543 118.3652 97.31953 97.27409 100.7545 129.4406 127.695 112.9427 133.7404 125.0976 123.0445 127.5101 250.1838 131.0433 203.0654 138.5824 205.8129 139.3375 139.883 204.9638 141.3327 142.8644 144.5583 198.5885 146.5507 155.3956 148.0016 161.4638 165.3796 170.6337
92.75788 114.1551 100.1699 190.3786 170.4452 182.7033 0 14.72715 17.75528 49.36598 66.21933 57.03508 59.13544 66.42665 85.28794 71.5 199.4492 201.3944 88.55005 91.5478 95.70789 144.4611 141.7674 222.6995 193.6311 220.0659 146.3728 157.0032 234.5009 158.1397 168.5052 176.5814 171.2577 130.6643 204.155 140.4635 220.2272 143.1782 223.1815 218.5635 151.7637 224.4504 220.5108 224.0893 154.3308 225.3974 264.8345 235.8474 228.3966 274.2066 240.4329
94.12793 100.6565 86.44202 175.8396 155.9069 168.027 14.72715 0 3.28718 51.95404 57.10127 57.0896 60.61261 61.66622 78.41073 65.92778 185.3345 187.4587 83.57166 85.87135 88.96941 132.4055 130.1085 209.0017 180.4159 206.5282 135.4372 145.8134 221.0726 147.33 156.9805 164.8046 159.8266 134.0484 192.2051 136.6463 208.2232 139.5118 211.1308 206.6694 147.4725 212.4591 208.7085 212.2661 149.212 213.6342 252.2328 223.8353 217.3183 261.7317 229.4302
96.0554 97.36928 84.28671 173.1509 153.2218 165.1953 17.75528 3.28718 0 51.65511 54.34381 56.18051 59.98541 59.70971 75.98212 63.78871 182.0803 184.188 81.48227 83.64359 86.54045 129.1869 126.9262 205.719 177.1306 203.2419 132.3301 142.6753 217.7855 144.2339 153.8059 161.6052 156.6607 133.5792 188.9881 134.6783 205.0006 137.5691 207.9044 203.4558 145.4039 209.2373 205.5024 209.058 146.9906 210.4311 248.9687 220.6111 214.1804 258.4744 226.299
142.0905 107.5451 126.8267 205.273 185.9442 194.4577 49.36598 51.95404 51.65511 0 47.09565 11.31371 10.19804 31.53569 52.32466 37.56661 193.3727 193.3517 49.26234 53.8145 60.60528 125.865 121.2642 211.7871 179.8055 207.8702 122.0901 133.2704 221.0526 132.6211 145.7978 154.7773 147.9678 82.13988 182.2395 95.46203 198.1338 97.86215 201.2585 195.9413 107.3267 202.1806 197.3677 200.9602 111.4136 201.9332 245.1124 213.4127 201.6383 253.571 213.0845
