0 166.931 169.2431 135.7484 145.3081 143.387 137.4901 69.76294 115.8038 101.8242 98.55363 116.9034 120.3059 127.6047 130.1389 83.70438 85.63453 108.7465 111.0937 111.7573 155.1686 125.8051 166.4776 46.34925 48.97337 164.6948 107.3949 80.62346 105.2895 60.11379 120.0897 71.25606 75.89712 74.51347 163.7096 99.83395 154.3563 179.9813 172.5716 164.3543 188.4975 181.431
166.931 0 138.4883 44.21998 59.4138 58.69412 115.4621 104.6518 186.0376 175.9249 175.0264 189.9766 192.3148 200.95 203.4945 195.7805 203.2585 242.9262 243.8893 245.5239 275.1107 267.5998 302.2081 211.1421 215.0349 287.8407 224.145 218.3232 227.0352 226.559 239.9133 232.6972 234.173 235.7669 302.6 249.8925 282.3612 327.3408 324.3047 292.4556 337.6132 334.2772
169.2431 138.4883 0 156.581 179.5124 177.6034 221.5481 112.4342 92.75788 94.12793 96.0554 260.9204 264.247 273.311 276.1774 243.0454 247.6451 173.2534 172.5624 174.5615 183.2508 198.2064 218.8909 211.0031 210.6919 195.8372 271.0162 248.7211 270.4478 218.6536 285.4953 236.9219 243.2316 240.0758 222.4266 268.7036 322.7339 252.6856 255.8731 332.9039 263.7511 266.0267
135.7484 44.21998 156.581 0 22.93265 21.0394 73.69973 85.76949 181.5211 169.098 167.4322 145.7899 148.1069 156.7305 159.2746 153.3408 160.9998 225.3947 226.807 228.219 262.9639 248.4963 285.9233 176.8761 181.5197 275.1423 181.1879 177.6673 184.4008 193.2179 196.8586 196.3617 196.7922 199.2836 285.2662 210.2143 239.3197 307.3376 302.4985 249.3166 317.032 312.0922
145.3081 59.4138 179.5124 22.93265 0 2.236068 56.36268 103.5857 201.6928 188.8091 186.9579 136.3077 138.2208 146.3155 148.6607 150 157.9041 240.9422 242.5283 243.836 280.3016 263.1724 301.5575 183.1748 188.3667 292.2144 176.3147 177.0226 180.2249 200.0325 191.5884 200.5044 199.8825 203.2452 300.4669 210.5071 233.7584 321.2258 315.543 243.4569 330.5967 324.8942
143.387 58.69412 177.6034 21.0394 2.236068 0 56.84498 101.3558 199.4618 186.5741 184.7221 135.917 137.8768 146.0384 148.4082 149.0134 156.9024 238.7794 240.3601 241.6713 278.0914 261.0423 299.3959 181.4663 186.6253 290.0108 175.4901 175.8238 179.3377 198.2978 190.811 198.9497 198.4036 201.7046 298.3202 209.2493 233.0287 319.1316 313.4855 242.7597 328.5171 322.8486
137.4901 115.4621 221.5481 73.69973 56.36268 56.84498 0 123.9275 223.1671 208.897 206.3924 86.58648 87.76457 94.76718 96.76132 111.0709 118.9385 244.2668 246.3541 247.2822 288.4563 263.0349 303.4489 163.8457 170.0683 299.1535 132.8794 142.0477 137.936 180.978 146.8645 174.9793 171.952 177.1595 300.9899 175.9436 187.4872 317.2268 309.1552 196.5334 325.4379 317.6043
69.76294 104.6518 112.4342 85.76949 103.5857 101.3558 123.9275 0 100.1699 86.44202 84.28671 148.7563 152.1217 161.1197 163.9817 131.6435 136.8377 140.3322 141.598 143.0874 177.2191 164.1897 200.6299 116.1077 118.423 189.3733 160.3034 141.5238 160.4151 129.1395 175.3416 140.8119 144.8068 144.0626 200.2987 166.6741 214.5951 223.6605 220.0007 224.9361 233.7204 229.894
115.8038 186.0376 92.75788 181.5211 201.6928 199.4618 223.1671 100.1699 0 14.72715 17.75528 229.8603 233.3345 241.3301 244.0082 199.4492 201.3944 80.88959 80.025 82.02439 94.15207 105.5129 127.7501 144.4611 141.7674 107.1226 222.6995 193.6311 220.0659 146.3728 234.5009 168.5052 176.5814 171.2577 130.6643 204.155 264.8345 160.4307 163.1601 274.2066 171.4946 173.3385
101.8242 175.9249 94.12793 169.098 188.8091 186.5741 208.897 86.44202 14.72715 0 3.28718 215.2915 218.7675 226.8083 229.497 185.3345 187.4587 80.03341 79.67992 81.6551 100.5757 105.5784 131.9053 132.4055 130.1085 113.5377 209.0017 180.4159 206.5282 135.4372 221.0726 156.9805 164.8046 159.8266 134.0484 192.2051 252.2328 162.8012 164.1842 261.7317 173.7978 174.4567
98.55363 175.0264 96.0554 167.4322 186.9579 184.7221 206.3924 84.28671 17.75528 3.28718 0 212.1431 215.6183 223.6406 226.3255 182.0803 184.188 78.78848 78.54457 80.50621 100.8828 104.4446 131.6145 129.1869 126.9262 113.8112 205.719 177.1306 203.2419 132.3301 217.7855 153.8059 161.6052 156.6607 133.5792 188.9881 248.9687 162.0687 163.1592 258.4744 173.0395 173.4416
116.9034 189.9766 260.9204 145.7899 136.3077 135.917 86.58648 148.7563 229.8603 215.2915 212.1431 0 3.480102 12.40072 15.26798 42.18741 47.21282 220.6685 223.305 223.5556 268.3129 232.3378 272.7349 116.6881 123.3333 276.3766 50.57618 72.36098 56.76951 131.0017 62.21771 115.4778 109.0143 116.4205 268.3853 102.2286 101.2115 276.9364 265.8438 110.0456 283.0165 272.521
