0 30.90207 38.71711 29.66477 27.16757 104.9894 40.18017 41.79731 42.73893 147.514 69.1322 133.3709 136.4924 145.2892 135.2231 134.3758 151.7221 168.5806 158.7981 165.6961 164.1045 170.0946 175.9526 173.9366 198.7994 194.4471 211.1959 180.3263 202.7778 181.2545 187.1158 188.7677 189.9332 206.2862 234.7014 244.7715 182.4737 185.5404 247.4833 209.6062 198.2358 211.4183 196.6802 225.4178 205.8782 208.6279 209.0698 261.6182 270.2442 264.1705 275.8043 263.1342 275.4559 227.4546 265.3419 268.63 274.0267 282.2133 283.6268 251.8735 253.3739 267.205 259.123 260.7704 255.1444 262.8306 277.5325 262.2215
30.90207 0 9.171211 2.426703 5.962848 134.8838 15.44974 21.76247 27.17485 159.9119 88.44144 118.0208 122.4713 174.1778 163.3078 162.1814 176.675 195.1616 183.7804 191.1168 189.309 195.8106 202.2595 199.887 225.3568 220.9762 237.6972 178.9131 227.6967 201.8735 186.3109 209.6359 211.1071 230.4732 261.4147 270.3117 193.4689 197.4012 274.0282 207.4816 200.9367 210.2115 208.9423 223.2876 214.9804 216.4691 218.0501 287.1455 296.3391 289.438 301.7581 287.6637 301.1565 232.3398 289.4694 292.9718 298.6999 306.8639 308.8676 270.6687 271.6035 265.6939 276.8927 278.7325 267.2787 280.7767 275.8384 274.4307
38.71711 9.171211 0 9.357113 11.57104 143.3794 8.532617 15.94938 22.36379 159.0669 90.67647 110.2415 114.9386 179.6373 168.3416 167.0723 180.1889 199.3491 187.2811 194.7844 192.8874 199.5959 206.2989 203.7674 229.4635 225.0781 241.7533 174.0275 231.0465 203.5808 181.548 211.4085 212.9896 233.5014 265.5361 273.8604 191.998 196.1791 278.0488 202.3003 197.0395 205.2524 207.7961 218.0547 212.8463 213.9577 215.8683 290.664 300.1126 292.8342 305.4577 290.7332 304.7374 228.9304 292.362 295.9518 301.8171 309.9604 312.2268 271.5178 272.2488 260.5103 277.3648 279.2683 265.9102 281.3027 270.5891 273.0688
29.66477 2.426703 9.357113 0 3.605551 134.0851 14.34205 20.16261 25.28339 157.4906 86.09297 116.6837 121.0372 172.2846 161.3285 160.1757 174.4663 193.0453 181.5709 188.9287 187.1096 193.6382 200.1225 197.7277 223.2315 218.8498 235.5656 176.8219 225.4734 199.506 184.1996 207.2728 208.751 228.2148 259.294 268.1147 191.0628 194.9872 271.8938 205.4346 198.7083 208.1274 206.526 221.2474 212.6029 214.1145 215.6751 284.9456 294.172 287.2235 299.5816 285.4126 298.9649 230.0571 287.2003 290.7116 296.4544 304.6164 306.6496 268.2629 269.1912 263.6411 274.4759 276.3173 264.8673 278.3613 273.796 272.019
27.16757 5.962848 11.57104 3.605551 0 131.9736 14.46932 19.17109 23.58495 154.1434 82.49242 115.7909 119.9708 168.929 157.9005 156.7267 170.8874 189.5165 177.9916 185.3593 183.5347 190.0767 196.5808 194.1732 219.6966 215.3143 232.0267 174.4506 221.8879 195.9144 181.7816 203.6787 205.1536 224.6175 255.7615 264.5403 187.8084 191.6899 268.3528 203.1558 196.0102 205.7669 203.2142 218.9814 209.4684 211.0592 212.5496 281.3699 290.6125 283.6414 296.0171 281.8172 295.393 227.2141 283.6001 287.1137 292.8607 301.0222 303.066 264.7149 265.6586 261.3436 270.9576 272.7934 261.5831 274.8381 271.5203 268.7328
104.9894 134.8838 143.3794 134.0851 131.9736 0 145.1148 145.9319 145.3649 178.6795 112.4342 225.8331 226.8932 92.75788 94.12793 96.0554 127.633 129.0373 132.4489 134.7362 134.931 136.1193 136.6229 137.4968 153.3161 149.9062 164.1803 243.0454 167.2913 172.7478 247.6451 177.5674 177.0356 174.5615 183.2508 199.8685 211.0031 210.6919 195.8372 271.0162 248.7211 270.4478 218.6536 285.4953 236.9219 243.2316 240.0758 215.137 219.4815 219.0343 225.4826 222.4266 226.7296 268.7036 226.7077 228.4891 231.5233 239.1679 237.0335 240.9968 244.805 322.7339 251.9207 252.578 270.2698 254.4984 332.9039 276.3918
40.18017 15.44974 8.532617 14.34205 14.46932 145.1148 0 7.461217 14.01586 151.5755 85.25468 102.5906 107.1013 176.79 165.0698 163.6585 175.4823 195.2025 182.5514 190.1846 188.2145 195.0905 202.0083 199.3392 225.2046 220.8199 237.4361 165.4953 226.1348 197.4788 173.0182 205.3421 206.996 228.3288 261.2559 269.0761 184.2119 188.4915 273.6685 193.7722 188.5843 196.7198 200.1334 209.5293 204.8097 205.8034 207.815 285.8427 295.5011 287.9105 300.7797 285.5482 299.9595 220.553 287.0384 290.6936 296.663 304.7853 307.2611 264.8252 265.4383 251.9835 270.4546 272.3927 258.1321 274.4207 262.0657 265.291
41.79731 21.76247 15.94938 20.16261 19.17109 145.9319 7.461217 0 6.65856 144.6249 80.07134 96.64408 100.9063 173.5584 161.4972 159.9681 170.6915 190.8531 177.7335 185.4654 183.4372 190.4442 197.5325 194.7523 220.7345 216.3539 232.9087 158.1092 221.1302 191.5436 165.616 199.43 201.14 223.112 256.7436 264.1496 177.0561 181.3979 269.0675 186.4404 181.1236 189.3485 193.0538 202.2093 197.503 198.4355 200.4989 280.8785 290.7022 282.8631 295.9248 280.2931 295.0244 213.0996 281.6725 285.3783 291.4283 299.531 302.1726 258.4135 258.9398 244.6565 263.8825 265.8452 250.972 267.8681 254.7526 258.1305
42.73893 27.17485 22.36379 25.28339 23.58495 145.3649 14.01586 6.65856 0 138.0328 74.64081 92.7321 96.66566 169.4941 157.1744 155.5538 165.4275 185.9039 172.4449 180.2445 178.1748 185.2739 192.4844 189.6233 215.6785 211.3031 227.8052 151.9679 215.6861 185.4823 159.4307 193.3811 195.1262 217.5184 251.6424 258.7473 170.4061 174.7606 263.8977 180.419 174.689 183.2382 186.4196 196.21 190.8488 191.8 193.8464 275.4455 285.384 277.3714 290.5656 274.6584 289.6088 206.5732 275.9624 279.7016 285.8053 293.8931 296.6484 252.062 252.5425 238.6375 257.4476 259.4224 244.3206 261.4426 248.7609 251.479
147.514 159.9119 159.0669 157.4906 154.1434 178.6795 151.5755 144.6249 138.0328 0 80.73291 128.1217 123.0941 121.1552 107.6199 104.3329 83.2784 106.0821 86.44987 93.61407 90.89146 98.6185 107.5217 102.9445 124.75 121.4633 133.1662 79.87414 112.662 66.18385 80.84248 73.13145 75.92735 109.3485 153.5612 151.2568 35.37537 38.02646 162.4638 101.5812 73.04841 98.92663 49.26459 113.4558 60.46537 65.4206 63.72243 165.6084 177.9206 165.7581 181.6146 159.2675 179.2024 90.04129 158.3913 162.8242 170.025 177.2508 182.8822 118.0533 117.4461 146.1312 121.4806 123.6875 107.7853 125.6319 155.989 114.9016
