0 36.55285 57.22883 167.3081 59.3132 6.168919 8.36992 52.0198 54.99747 57.11634 63.54045 26.2181 57.72829 56.88982 60.97586 58.35714 110.9956 57.88776 41.8496 39.76668 67.43433 44.7462 43.29806 43.53606 67.8581 61.79042 105.2175 170.8529 162.701 162.3786 214.4032 221.456 220.706 236.25 238.0225 219.1698 222.2192 243.4793 233.7692 245.672 233.3339 259.3279 242.5243 245.1708 245.7101 294.1985 263.5656 291.7043 301.4511 311.7207
36.55285 0 62.76912 131.0816 63.69638 30.45807 28.78133 44.79298 49.68608 49.73352 56.53897 13.54302 47.28654 44.10225 47.09451 43.56973 108.9382 38.04631 13.12082 7.230809 50.13756 15.12912 12.59327 11.10586 49.33771 39.00725 70.46616 148.5942 138.3537 137.449 179.0953 185.97 188.5245 207.0669 208.7394 182.8781 186.0716 208.3282 197.5472 210.2549 197.2828 224.1563 206.0495 208.6303 209.228 265.6697 227.0833 258.7644 266.0552 276.3674
57.22883 62.76912 0 174.4894 2.5 57.44007 59.2558 22.49057 18.5 21.18928 20.59733 51.68414 25.83118 29.48835 31.08456 32.42299 165.4604 40.05521 53.48131 58.10551 37.61981 54.09482 55.56303 57.71698 39.70202 45.06939 124.4438 211.1001 200.3999 199.305 199.2266 207.009 243.4348 265.5772 267.1353 223.6252 228.0883 226.3963 224.5089 229.9745 239.7629 241.8741 243.5082 244.0231 246.4485 324.3597 257.28 311.3282 284.2206 294.0451
167.3081 131.0816 174.4894 0 173.7528 161.1409 159.1448 152.2504 155.9899 153.419 156.0504 143.5466 148.7631 145.0071 143.7922 142.0986 167.0549 134.4964 130.3603 129.6776 138.445 128.1015 128.2446 127.0048 136.2126 129.4201 64.71861 117.5647 103.3179 100.0783 82.10128 84.67448 83.40079 116.9538 117.6845 51.89081 55.02079 107.0302 81.83006 105.3542 66.36905 120.2988 76.12004 80.16852 79.36666 170.2314 103.0894 141.0489 155.8269 165.9371
59.3132 63.69638 2.5 173.7528 0 59.36703 61.13101 22.21443 17.88854 20.33378 19 52.92447 24.99 28.7891 30.08322 31.66228 167.1199 39.49392 54.03702 58.82176 36.34556 54.52064 56.0803 58.25805 38.47077 44.38468 124.4026 211.816 200.9981 199.8656 197.5702 205.3687 243.2535 265.6803 267.2265 222.6859 227.2004 224.6428 223.0359 228.2652 238.8828 240.0943 242.4046 242.8353 245.3319 324.457 255.8833 310.9421 282.4187 292.2229
6.168919 30.45807 57.44007 161.1409 59.36703 0 2.603417 49.80427 53.20819 55.0534 61.7207 20.75519 55.1931 53.96533 58.00096 55.17497 108.9532 53.96864 36.39292 33.94767 64.09455 39.30578 37.71973 37.82122 64.34629 57.55963 99.09143 166.1278 157.6952 157.3002 208.6874 215.7004 214.8426 230.7288 232.4904 213.0042 216.0504 237.8046 227.8218 239.9363 227.1654 253.651 236.3763 239.0456 239.5635 288.7818 257.5216 285.7787 295.727 306.0077
8.36992 28.78133 59.2558 159.1448 61.13101 2.603417 0 50.77405 54.34151 56.06902 62.8172 20 56.00446 54.6014 58.60034 55.68213 106.803 54.09039 35.51056 32.69557 64.49806 38.42525 36.71512 36.67424 64.66065 57.48913 96.87621 163.5268 155.0932 154.7005 207.4247 214.3964 212.3964 228.1776 229.9413 211.0213 214.021 236.5789 226.2963 238.6504 225.1089 252.4219 234.4803 237.2172 237.6724 286.2135 255.854 283.3655 294.4485 304.7396
52.0198 44.79298 22.49057 152.2504 22.21443 49.80427 50.77405 0 4.990921 5.368643 12.34445 36.69832 6.319265 8.096612 11.38105 11.05526 152.2419 17.77487 33.48283 38.89858 18.99636 33.43978 35.32037 37.5532 20.52536 23.00217 102.2199 191.1084 179.9143 178.6715 180.6042 188.2559 221.041 243.5889 245.1238 201.7599 206.1048 208.4335 204.6935 211.6655 217.7592 224.0897 222.0904 222.8929 225.0709 302.3563 237.0297 288.8382 266.5463 276.5257
54.99747 49.68608 18.5 155.9899 17.88854 53.20819 54.34151 4.990921 0 3.248649 8.544004 41.19466 7.516648 10.99147 13 13.94633 156.7987 21.60949 38.47077 43.86342 20.22375 38.42525 40.31129 42.54409 22.09072 26.57066 106.827 196.0867 184.8681 183.6144 182.4555 190.1614 225.4867 248.2781 249.8039 205.1853 209.6187 210.0523 207.0386 213.4127 221.2894 225.6511 225.2288 225.8694 228.1861 307.0354 239.5751 293.0614 268.0832 278.0112
57.11634 49.73352 21.18928 153.419 20.33378 55.0534 56.06902 5.368643 3.248649 0 7.00059 42.00984 4.657261 8.541494 9.959422 11.34016 157.4997 19.35355 38.04315 43.62661 17.02696 37.7535 39.77332 42.00876 18.93551 24.08336 105.0489 195.2248 183.8515 182.5471 179.2642 186.9771 223.4762 246.5891 248.1004 202.4386 206.915 206.8338 203.9312 210.2075 218.5928 222.4271 222.356 222.9368 225.3041 305.3257 236.5127 290.8241 264.8565 274.7805
63.54045 56.53897 20.59733 156.0504 19 61.7207 62.8172 12.34445 8.544004 7.00059 0 49.0102 9.617692 13.52082 12.80625 15.57241 164.4828 23.83212 44.59821 50.28916 17.72005 44.11916 46.23851 48.46648 19.92486 27.80288 109.7133 201.189 189.6327 188.2638 178.6309 186.4165 227.5549 251.3106 252.7944 204.4016 209.0383 205.8176 204.0392 209.38 220.7351 221.311 223.7789 224.0759 226.6833 309.9925 236.914 294.3365 263.6734 273.5165
26.2181 13.54302 51.68414 143.5466 52.92447 20.75519 20 36.69832 41.19466 42.00984 49.0102 0 40.65095 38.30552 41.97618 38.68462 115.6059 35.51014 15.65248 14.03567 46.8188 18.56071 17.08801 17.46425 46.61545 38.27532 83.81527 160.9627 151.0868 150.2806 188.2153 195.2952 202.06 220.5108 222.1914 195.2076 198.5674 217.2721 207.9279 219.4949 209.8619 233.121 218.0206 220.327 221.1765 279.0781 238.0866 272.2499 275.2648 285.528
57.72829 47.28654 25.83118 148.7631 24.99 55.1931 56.00446 6.319265 7.516648 4.657261 9.617692 40.65095 0 4.069705 5.522681 6.708204 155.6879 14.84486 35.10698 40.87175 12.98075 34.53983 36.69469 38.91658 14.71394 19.45508 100.71 191.5946 180.0816 178.7323 175.0843 182.7737 218.9892 242.286 243.7878 197.7941 202.2634 202.7667 199.5507 206.0789 213.9404 218.3897 217.7533 218.3678 220.7059 301.0061 232.0652 286.2385 260.834 270.7845
56.88982 44.10225 29.48835 145.0071 28.7891 53.96533 54.6014 8.096612 10.99147 8.541494 13.52082 38.30552 4.069705 0 4.100305 3.010399 152.7952 10.81816 31.65142 37.5075 11.37157 30.91217 33.1408 35.34562 12.6417 15.59848 96.64271 187.6761 176.1132 174.7493 172.5089 180.1594 214.96 238.2169 239.7192 194.2107 198.6324 200.3551 196.6337 203.5751 210.3017 216.0182 214.3357 215.0472 217.3023 296.938 229.0165 282.2841 258.477 268.4638
60.97586 47.09451 31.08456 143.7922 30.08322 58.00096 58.60034 11.38105 13 9.959422 12.80625 41.97618 5.522681 4.100305 0 3.535534 155.9664 11.24144 34.36568 40.31129 7.615773 33.35416 35.69314 37.85499 9.219544 15 96.93812 189.1692 177.4163 175.9865 169.5671 177.2539 214.7679 238.5309 240.0104 192.6032 197.1218 197.27 194.0412 200.5692 208.8061 212.9003 212.4265 212.9836 215.3699 297.2032 226.5795 281.6842 255.348 265.306
58.35714 43.56973 32.42299 142.0986 31.66228 55.17497 55.68213 11.05526 13.94633 11.34016 15.57241 38.68462 6.708204 3.010399 3.535534 0 152.4566 8.2807 30.83018 36.77635 9.192388 29.83287 32.16364 34.32929 10.12423 12.74755 94.21518 185.9045 174.2222 172.8185 169.5833 177.2248 212.347 235.8103 237.3025 191.2394 195.6745 197.4688 193.6453 200.6651 207.3463 213.1419 211.335 212.0389 214.3001 294.5116 226.0138 279.5362 255.6032 265.5998
