0 172.6556 172.2115 170.5132 167.8828 167.1596 187.4529 160.9059 186.2754 158.6118 157.0472 153.8853 150.2279 146.5355 163.3321 144.3498 181.1881 179.0862 140.4061 177.972 175.7136 136.7343 135.8958 171.9748 145.2295 173.9826 171.8095 140.8841 170.9389 166.5296 169.6896 168.1174 144.8209 169.8774 166.7373 144.8684 142.7917 155.9836 114.4677 142.7215 114.6664 106.5333 153.5676 137.7226 114.7385 107.8162 109.5078 141.4136 108.3254 63.71169 119.0192 131.2073 139.2072 116.9126 134.1665 135.7095 130.3642 134.74 131.5777 128.732 111.7711 124.6417 97.60442 94.35263 128.5922 125.6443 124.5793 124.537 121.9976 119.8506 117.8826 115.9158 124.3002 125.576 117.6518 121.4779 118.0351 121.9671 128.1284 122.0193 131.1922 119.5463 122.9791 130.5169 133.1049 87.73163 90.06123 108.2326 111.1667 110.5436 111.9617 154.786 112.6797 165.1039 52.40571 54.83267 164.6466 112.1712 119.5049 86.10938 110.2859 65.82923 128.8891 125.1643 77.41508 82.07661 80.67268 164.9475 124.337 105.9184 144.2121 144.7334 149.5659 149.1926 150.5162 155.5966 147.1268 166.1239 165.5744 167.7718 159.9761 169.8894 172.0499 186.3778 170.0162 139.8158 134.6583 136.522 134.2279 137.9868 140.2766 135.504 143.9271 144.6761 184.1579
172.6556 0 4.506939 8.062258 5.656854 15 65.21865 15.65248 68.65858 21.63331 23.85372 25.94224 31.76476 33.42529 141.9723 40.70626 93.62158 92.19544 42.15448 94.15546 95.56034 45.88028 48.03355 98.11218 65.8559 104.1667 100.559 65.91988 106 102.3426 107.7613 105.3945 79.93122 109.8362 112.6455 95.3455 103.5194 119.0042 86.92526 114.6909 96.60745 92.02717 127.3106 114.3372 100.6231 105.7024 108.5012 133.4166 110.982 115.0391 134.4619 146.6455 152.0033 138.7984 149.8433 151.8223 149.0788 154.2628 153.3786 151.7168 194 153.4959 184.3246 183.5518 158.6852 161.0373 162.931 165.3421 166.9641 166.8832 165.9458 165.0273 171.9186 173.9612 170.172 177.1243 182.0357 188.7306 196.1217 190.9791 198.5951 199.589 201.8539 210.397 212.9037 206.3201 213.8413 249.898 257.432 252.8092 255.1627 283.9751 257.9477 312.5104 222.1734 226.0487 296.7613 234.5576 268.2872 229.1572 237.5395 237.5647 280.9199 250.2989 243.7417 245.204 246.8106 312.1441 285.9974 260.8242 299.8033 303.0043 307.9468 309.9027 310.0613 314.2221 309.9914 322.1634 322.6221 324.3154 292.7597 326.3694 328.2499 338.941 302.8221 310.2467 306.6023 308.0584 306.4539 309.6724 311.7815 307.9391 315.7024 316.291 344.3752
172.2115 4.506939 0 3.716517 8.62047 10.78483 60.77309 12.79893 64.18577 18.22944 20.46491 22.85416 28.59742 30.63189 145.6975 37.52083 89.12526 87.70583 39.29774 89.67476 91.0966 43.13134 45.20363 93.68464 61.93797 99.73704 96.13926 62.16787 101.6037 97.98374 103.3831 101.0263 75.94612 105.4624 108.3158 91.33659 99.55815 114.8426 83.94827 110.7466 93.46289 89.29341 123.2165 110.4935 97.43107 102.6904 105.4067 129.5504 107.9042 115.4938 131.0508 143.0205 148.2576 135.4412 146.1773 148.1378 145.4805 150.6081 149.7775 148.1614 196.1895 150.0277 186.2826 185.4395 155.167 157.5875 159.512 161.9377 163.6179 163.5782 162.6739 161.7894 168.5595 170.5918 166.9298 173.8543 178.8681 185.5413 192.8814 187.8079 195.321 196.545 198.7657 207.2536 209.7387 204.0228 211.5924 251.0743 258.5014 253.9824 256.3188 285.673 259.0518 313.7356 221.3251 225.3083 298.4247 232.1152 269.3192 227.2748 235.1931 236.8624 281.8817 247.8257 242.6166 243.9166 245.6656 313.3758 286.5669 259.1478 300.6806 303.7736 308.7225 310.5721 310.7874 315.0001 310.5495 323.074 323.4893 325.2085 290.2909 327.2695 329.1661 340.0321 300.3203 310.2601 306.403 307.9291 306.1941 309.5203 311.6592 307.62 315.5381 316.1539 345.1309
170.5132 8.062258 3.716517 0 11 7.071068 57.67847 10 61 14.86607 17.08801 19.64688 25.29822 27.55449 147.7769 34.17601 85.61542 84.17244 36.13862 86.11765 87.50683 40.02499 42.04231 90.04999 58.25805 96.1045 92.49745 58.53686 97.94386 94.3027 99.71209 97.34988 72.24957 101.789 104.6231 87.63478 95.8647 111.1261 80.65358 107.0561 90.07774 86.12781 119.5031 106.827 94.02127 99.368 102.0417 125.8769 104.5466 114.5295 127.5343 139.4198 144.6167 131.947 142.5623 144.5164 141.889 146.9966 146.1848 144.5856 196.6647 146.4855 186.5491 185.6428 151.6047 154.0519 155.9888 158.4203 160.125 160.1031 159.2137 158.3446 165.0606 167.0883 163.4824 170.3937 175.4537 182.116 189.4323 184.3909 191.8567 193.1876 195.3868 203.8477 206.3226 201.0696 208.6666 250.6352 257.9705 253.5399 255.8613 285.6788 258.5498 313.326 219.3171 223.3764 298.3978 229.0739 268.7545 224.5707 232.2068 234.9553 281.2561 244.7652 240.4101 241.5988 243.4447 312.9718 285.6195 256.5702 299.9817 302.9855 307.9387 309.7014 309.9629 314.2173 309.5891 322.3992 322.7786 324.5189 287.2292 326.5854 328.4951 339.5055 297.2394 308.8721 304.8541 306.4327 304.5997 308.0065 310.1676 305.9812 314.0143 314.6506 344.3258
167.8828 5.656854 8.62047 11 0 16.76305 68.59644 14.86607 71.84706 21.26029 23.34524 24.83948 30.61046 31.64253 137.0861 39.40812 95.85927 94.33981 40.31129 96.19381 97.43944 43.82921 46.07844 99.72963 65.79514 105.7879 102.1247 65.47339 107.4244 103.5857 109.0894 106.6771 79.98125 111.1396 113.7409 95.41413 103.4442 119.4738 84.97058 114.5513 94.89468 89.69392 127.5617 113.9517 98.9798 103.7545 106.6794 133.0564 109.1284 109.7725 133.1465 145.7334 151.344 137.379 149.0134 151.0298 148.1098 153.4047 152.4106 150.6586 188.3507 152.2662 178.6679 177.8967 157.5468 159.7655 161.5998 163.9817 165.4962 165.3421 164.3472 163.3707 170.4699 172.5297 168.5185 175.5135 180.2471 186.9739 194.4469 189.1904 196.9772 197.5882 199.9225 208.5511 211.0924 203.2732 210.7316 244.3461 251.9083 247.258 249.6157 278.3312 252.4143 306.9443 217.681 221.4723 291.1207 231.681 262.7737 225.6214 234.54 232.9571 275.4269 247.4564 239.4702 241.0747 242.5555 306.5765 280.6466 257.0627 294.3365 297.5749 302.5149 304.5103 304.6473 308.789 304.6438 316.6848 317.1577 318.8424 289.899 320.8941 322.7693 333.4082 300.0021 305.1639 301.6438 303.0578 301.5328 304.6851 306.7763 303.0553 310.7217 311.2941 338.9487
167.1596 15 10.78483 7.071068 16.76305 0 52.23478 7.071068 55.3263 9 11.04536 14 19.23538 22.00568 151.6316 27.89265 79.12016 77.62087 30.26549 79.50629 80.81323 34.23449 36.11402 83.24062 51.22499 89.29869 85.66861 51.58712 91.06591 87.36704 92.80356 90.42677 65.19202 94.8736 97.65244 80.57092 88.81026 104.0625 74.33034 100.005 83.57033 80.04998 112.4322 99.80982 87.46428 92.97311 95.56411 118.8486 98.0816 112.681 120.7684 132.5062 137.6372 125.2198 135.6245 137.5682 134.9907 140.0643 139.2839 137.7135 197.4259 139.671 186.9239 185.8985 144.755 147.2481 149.2062 151.6476 153.3949 153.4047 152.5418 151.7004 158.3193 160.3387 156.8327 163.7193 168.8609 175.5028 182.7756 177.792 185.1729 186.6943 188.8544 197.266 199.7223 195.3177 202.9633 249.6157 256.7722 252.5124 254.8038 285.487 257.4063 312.3329 215.3369 219.5382 298.138 223.151 267.4864 219.2761 226.3846 231.158 279.866 238.8035 236.0445 237.0232 239.0509 311.9894 283.6168 251.502 298.4443 301.2776 306.2372 307.8346 308.1834 312.5153 307.5521 320.8991 321.2102 322.9899 281.2586 325.0661 327 338.2809 291.2323 306.0261 301.7052 303.3826 301.3652 304.9229 307.1253 302.6624 310.91 311.5847 342.5715
187.4529 65.21865 60.77309 57.67847 68.59644 52.23478 0 57.21427 4.374802 52.54971 51.84084 53.38357 51.80868 55.16541 202.7476 51.30437 33.44357 32.96673 55.38176 35.57231 38.18413 57.46134 57.01973 42.75284 42.43197 47.9419 45.31403 46.65611 51.31087 49.89127 53.729 52.1038 47.2314 55.7746 60.15928 56.96153 64.72315 71.76679 74.69586 74.44778 78.52689 82.71924 81.24944 76.84273 80.64411 88.16541 88.81707 92.93442 91.16179 145.1521 104.4037 110.6723 112.8205 109.4005 112.6712 114.0693 113.4922 116.9992 117.3817 116.8609 239.4497 120.3791 227.5134 225.999 124.0946 127.7294 130.1312 132.6768 135.3839 136.1438 135.9404 135.7662 139.7479 141.4513 140.4676 146.4234 153.0538 158.953 164.9778 161.4357 166.6737 172.033 173.3594 180.4772 182.4686 191.6198 199.598 282.5582 288.6298 285.3713 287.4685 322.316 289.5608 344.7141 229.0403 234.3 334.5194 216.2339 298.8084 220.2154 220.7264 245.9515 310.3323 230.9178 245.8288 244.837 248.5034 344.4335 310.3178 254.0395 327.8269 329.5978 334.5416 335.0968 335.9858 340.7493 333.7387 350.2716 350.1692 352.1692 272.3177 354.284 356.3446 369.1199 281.6035 326.7412 320.2553 322.6455 319.2739 323.9169 326.3952 319.9075 329.6687 330.6208 370.1894
160.9059 15.65248 12.79893 10 14.86607 7.071068 57.21427 0 60.00833 6.403124 8.485281 10.29563 16.12452 17.86757 145.8347 25.05993 82.28001 80.65358 26.57066 82.3787 83.45125 30.36445 32.46879 85.49269 50.93133 91.54076 87.8395 50.67443 93.0215 89.06739 94.61765 92.17917 65.11528 96.64885 99.12618 80.54835 88.58791 104.6375 71.30919 99.70456 80.95678 76.53757 112.6987 99.15644 84.97058 90.07774 92.85742 118.2582 95.34149 105.8159 118.8486 131.1661 136.6528 123.1666 134.4024 136.4001 133.5758 138.8092 137.8768 136.18 190.4127 137.9058 179.8719 178.8386 143.1223 145.4373 147.3177 149.7231 151.3275 151.2382 150.2964 149.3754 156.285 158.3304 154.5202 161.4745 166.3851 173.0787 180.4696 175.3283 182.9453 183.9604 186.2149 194.7491 197.2536 191.2302 198.8058 242.6067 249.7903 245.5046 247.8003 278.4167 250.4157 305.3226 209.4755 213.5814 291.0691 219.3168 260.5168 214.5973 222.396 225.1755 272.9194 235.0288 230.4713 231.6247 233.5005 304.9776 276.8185 246.573 291.5287 294.4014 299.3597 300.9995 301.3254 305.6382 300.7652 313.9765 314.3024 316.0736 277.494 318.1478 320.0766 331.3065 287.5261 299.5363 295.3574 296.9865 295.061 298.5431 300.7257 296.4026 304.5406 305.1967 335.7086
186.2754 68.65858 64.18577 61 71.84706 55.3263 4.374802 60.00833 0 55.08176 54.23099 55.57877 53.60037 56.80009 205.1657 52.39275 29.06888 28.6007 56.36488 31.21298 33.84934 58.18075 57.56639 38.47077 41.04875 43.60548 41.02167 45.39858 47.01064 45.69464 49.44189 47.85394 44.64303 51.47815 55.9017 53.59648 61.1931 67.6757 72.89719 70.71068 76.2168 80.9506 77.16217 73.24616 78.16009 85.72631 86.22355 89.05055 88.52683 145.2446 101.005 106.9216 108.9082 106.0047 108.8531 110.218 109.7474 113.1592 113.6002 113.1371 240.304 116.7262 228.2109 226.6412 120.3536 124.0363 126.4535 128.9961 131.746 132.5443 132.3782 132.2422 136.0662 137.748 136.9033 142.7901 149.4824 155.3263 161.2723 157.8132 162.9294 168.4768 169.7557 176.7924 178.7568 188.6637 196.6443 282.3349 288.2895 285.1359 287.2107 322.4617 289.249 344.3675 227.2202 232.5511 334.6046 213.029 298.4024 217.4971 217.5891 244.1823 309.829 227.6328 243.6801 242.5469 246.3257 344.0935 309.4584 251.3688 327.2002 328.8684 333.8057 334.2629 335.2014 340.0009 332.8073 349.623 349.481 351.5004 268.9229 353.617 355.6881 368.5987 278.1623 325.3383 318.6801 321.1261 317.6476 322.374 324.8725 318.2271 328.1006 329.0745 369.3579
158.6118 21.63331 18.22944 14.86607 21.26029 9 52.54971 6.403124 55.08176 0 2.236068 5 10.44031 13.00961 150.1996 19.31321 76.40026 74.72617 21.37756 76.38881 77.38073 25.31798 27.2621 79.30952 44.55334 85.34945 81.63401 44.37827 86.76405 82.76473 88.33176 85.88364 58.72819 90.35486 92.7847 74.16224 82.22081 98.23441 65.78754 93.34881 75.23962 71.30919 106.3015 92.84934 79.20227 84.50444 87.19232 111.9464 89.69392 105.119 112.8716 125.0156 130.4186 117.2391 128.2225 130.2075 127.4461 132.6386 131.746 130.0846 192.0417 131.8825 181.1617 180.0201 137.0584 139.431 141.3382 143.7567 145.4132 145.3616 144.4507 143.5618 150.3596 152.3959 148.7027 155.631 160.6393 167.3118 174.6544 169.5789 177.0988 178.3361 180.5464 189.0262 191.5098 186.4296 194.059 242.5387 249.5491 245.4272 247.6934 279.1003 250.2259 305.2484 206.526 210.7748 291.6835 214.3359 260.2038 210.2879 217.5247 222.4073 272.4849 230.0083 227.1255 228.0636 230.1255 304.9137 275.7979 242.5021 290.9467 293.6563 298.6189 300.1004 300.5096 304.8948 299.7034 313.4218 313.683 315.4909 272.4692 317.5736 319.5246 331.006 282.4628 297.6928 293.2183 294.9441 292.8378 296.4675 298.69 294.0961 302.4434 303.1369 334.9063
