0 19 180.2737 31.06445 50.08992 7.071068 56.05384 12.52996 45.54119 70.97276 29.60152 77.16217 75.14153 77.83315 80.05623 75.39231 33.12099 72.06941 40.81666 137.4332 40.71855 61.77783 97.423 43.41659 101.5185 101.706 97.25482 56.87815 69.91145 71.06335 98.47335 73.10951 98.81295 112.681 85.58621 116.211 97.62172 100.1272 117.6138 77.49194 107.4813 106.2759 117.4138 130.2306 114.0175 147.9502 148.8862 156.3026 191.0026 181.5789 159.2067 180.8819 170.8157 193.8467 202.5449 204.8634 208.8771 213.4718 216.0046 208.3699 215.8299 253.2548 281.4725 303.5814 222.5242 226.2742 294.2928 236.7695 230.7054 239.6351 237.7415 252.5427 303.6001 244.4013 246.0508 247.4921 281.5759 290.7196 285.8505 299.0732 310.1386 262.1188 315.9019 319.5246 315.3823 318.0491 315.3932 319.6172 322.7334 323.113 327.2736 327.5622 330.0485 333.4307 314.4082 328.4642 333.9521 294.9871 337.8165 327.912 344.7555 337.8933 340.0838 305.0873 348.8524 348.9364 351.673 353.8319 304.7917 342.8837
19 0 177.5103 50.03998 69.06519 19.31321 74.78658 27.313 63.78871 88.8387 43.83207 95.33625 93.20005 95.88013 98.0816 93.30059 29.15476 89.15716 53.15073 119.3133 51.62364 77.34662 114.8749 42.75512 118.8486 118.7958 113.8178 67.47617 83.6836 84.38602 114.6124 86.55634 114.7388 129.2517 100.2098 132.484 112.2007 114.4039 133.1465 85.08819 121.7123 120.1627 131.8218 144.8068 108.4666 160.8703 161.4769 168.4711 177.6542 169.1367 170.3343 168.7076 181.2319 202.6871 211.1937 213.7148 217.9656 222.5501 225.1777 213.4596 220.6502 243.5015 269.5862 292.6462 221.1108 224.3769 282.5 242.3687 233.7734 244.7734 235.6141 258.2131 292.6055 244.0512 246.3981 247.2123 272.8369 281.5022 277.0749 290.0331 299.9169 264.1046 305.7859 309.22 305.498 308.03 306.1974 309.8723 312.4737 312.9872 317.1009 317.2791 319.8453 322.9814 305.7066 318.5881 323.9892 300.4777 327.7392 319.4296 335.0714 329.1423 330.6509 310.7028 339.2713 339.623 342.0227 344.2238 303.3233 334.4118
180.2737 177.5103 0 186.9726 193.6464 173.2143 189.0068 170.8611 179.7913 180.705 162.3167 186.5508 184.2888 184.9277 185.3047 182.3668 149.0238 172.6153 152.5927 168.5279 149.2831 160.3958 182.9358 136.9526 182.6533 179.5695 172.0852 139.6246 148.6875 145.9582 167.7933 146.2443 165.6611 176.5211 152.8806 173.9866 152.9345 150.5136 165.7931 118.2365 150.7533 147.5756 153.918 158.6561 71.03648 145.7 142.45 140.1203 113.1402 99.29825 129.9799 96.01894 126.0758 118.2767 120.4036 123.7938 128.5353 130.9999 133.5117 86.59554 88.26294 107.7655 151.2261 160.2059 45.27171 47.39064 160.7173 109.7272 82.25339 107.4277 58.26188 122.1386 160.7712 70.61808 75.68537 73.87279 122.8639 134.5145 126.9105 140.6502 159.7132 100.2417 164.0001 168.7879 161.6948 165.1597 156.5903 164.4591 171.3127 170.5843 174.7325 175.8745 177.5005 182.5492 152.3331 173.5275 179.2194 155.7301 183.6423 163.5628 187.1873 174.594 181.0816 165.6595 190.2982 188.5731 193.4185 195.1548 126.285 177.6572
31.06445 50.03998 186.9726 0 19.0263 32.38827 25.56874 26.57066 17.69181 42.71625 25.12469 47.88528 46.21958 48.8774 51.10773 46.87217 54.20332 45.96738 34.48188 166.9679 37.69615 40.9695 69.52007 58 73.81734 74.5505 71.43179 49.34421 52.72834 54.81788 73.59348 56.32051 74.41102 86.4523 64.88451 90.55385 76.32169 79.37418 93.50936 72.44308 86.49791 86.08172 95.69221 107.8007 127.063 128.3793 129.9286 137.9801 213.4034 202.7689 142.7741 201.6935 155.4381 180.8587 189.7475 191.6716 195.2056 199.7512 202.0817 201.6358 209.4283 269.7128 301.0123 321.5254 226.2963 230.7661 313.618 228.7391 227.0198 232.3489 242.4417 244.1972 321.6364 246.1483 246.6414 249.0856 296.2431 306.0675 300.5437 314.0894 326.9345 259.8254 332.5011 336.4001 331.6218 334.485 330.5535 335.615 339.5218 339.6896 343.9026 344.3632 346.7117 350.464 328.7986 344.6215 350.2185 286.5265 354.2443 341.879 360.5309 352.2302 355.4856 296.3347 364.4462 364.1067 367.363 369.4455 307.7288 356.7538
50.08992 69.06519 193.6464 19.0263 0 51.15662 9.2803 44.72136 13.89244 28.6443 38.00329 31.82766 30.8099 33.24154 35.35534 32.01562 70.93659 34.53983 43.18565 185.3604 47.38143 36.58552 54.30875 72.40166 58.69412 59.98704 58.38236 54.03649 49.64821 52.23983 61.40033 53.08484 62.64982 72.47068 57.27128 77.00649 67.35726 70.721 81.30191 75.96052 77.29094 77.5665 85.49269 96.64885 138.105 119.0389 121.0239 129.3928 228.2652 217.0696 135.4835 215.8084 148.6775 175.3818 184.2899 185.9247 189.0936 193.5576 195.7269 200.0225 207.9411 281.1921 314.0602 333.6406 230.8679 235.7223 326.5138 226.0227 227.0683 230.0782 247.4268 241.1514 333.8023 249.3532 249.1465 252.176 306.6235 316.7911 310.922 324.5995 338.3976 260.4731 343.8386 347.8807 342.7608 345.7256 341.0908 346.6072 350.9454 350.9943 355.2253 355.7808 358.0461 361.9959 338.9078 355.6779 361.3212 283.1311 365.4271 351.7076 371.3305 362.2382 366.0874 292.6999 375.1333 374.5552 378.0973 380.1316 311.27 366.4836
7.071068 19.31321 173.2143 32.38827 51.15662 0 56.13001 8.062258 44.72136 69.57302 25.16446 76.15773 73.98142 76.65507 78.84795 74.04053 26.62705 69.857 35.60899 134.6657 34.98571 58.38236 95.56171 36.40055 99.53894 99.506 94.61765 51.20046 65.53583 66.48308 95.52487 68.593 95.71834 110.0591 81.68843 113.3711 93.723 96.07632 114.2847 71.16881 103.4193 102.0444 113.4548 126.3725 107.1541 143.3466 144.1519 151.415 185.5263 175.8396 153.9614 175.0693 165.3602 187.9838 196.6412 199.01 203.085 207.6798 210.238 201.792 209.2169 246.8441 275.5095 297.3855 215.4553 219.2031 288.3006 230.2813 223.8861 233.0772 230.6708 246.0717 297.4172 237.3563 239.0335 240.4497 274.9855 284.2017 279.2642 292.524 303.7939 255.2082 309.5351 313.1932 308.9725 311.6634 308.8644 313.1809 316.3922 316.746 320.9143 321.2242 323.6943 327.1238 307.8027 322.0491 327.5515 288.4997 331.4363 321.2713 338.3019 331.2897 333.5881 298.6223 342.3799 342.4186 345.2119 347.3629 297.7247 336.2384
56.05384 74.78658 189.0068 25.56874 9.2803 56.13001 0 49.00034 12.70778 19.36449 39.11302 22.91558 21.69649 24.20436 26.36693 22.80822 73.29105 25.47077 41.72242 188.9672 46.14637 29.64619 45.26448 72.99524 49.64269 50.83567 49.10459 50.03701 42.60753 45.29937 52.12866 45.8846 53.39592 63.26522 48.68765 67.76655 58.41572 61.81528 72.02232 70.82332 68.26739 68.65199 76.32488 87.39584 135.8991 109.9153 111.9494 120.3487 228.2097 216.625 126.6253 215.2348 139.891 166.8032 175.7044 177.2803 180.377 184.822 186.9605 192.3483 200.2902 278.8216 312.6122 331.5868 225.2496 230.2509 324.9546 218.0172 219.8461 222.1841 241.9473 233.0478 331.7791 243.1764 242.7148 245.9528 303.6025 313.9471 307.8949 321.6294 335.9516 253.3977 341.3146 345.436 340.1241 343.1442 338.1191 343.8837 348.4647 348.4449 352.6825 353.2925 355.5076 359.5687 335.7063 352.9825 358.6473 274.9115 362.7955 348.3455 368.4777 358.9618 363.1292 284.419 372.215 371.5061 375.2029 377.2088 305.1462 363.0571
12.52996 27.313 170.8611 26.57066 44.72136 8.062258 49.00034 0 37.21559 61.74541 17.32772 68.44706 66.22122 68.88396 71.06335 66.21933 28.42534 61.84658 28.30194 140.644 28.23119 50.34382 87.59361 35.35534 91.5478 91.48285 86.55923 44.36149 57.75475 58.79626 87.46428 60.87693 87.66413 102 73.75636 105.3091 85.79627 88.19444 106.2544 65.25335 95.54347 94.22612 105.5509 118.4441 106.4378 135.6991 136.5727 143.9253 188.2153 178.069 146.7189 177.1588 158.294 181.3395 190.0459 192.3538 196.3578 200.9525 203.4822 196.3288 203.8366 247.4934 277.2004 298.5479 212.4241 216.3631 289.9228 224.6132 219.1073 227.561 227.9035 240.3658 298.6101 233.8568 235.2573 236.9175 275.0891 284.5231 279.3788 292.747 304.5852 250.7873 310.266 314.0143 309.5884 312.3431 309.1414 313.7224 317.1868 317.4728 321.6598 322.0248 324.4518 328.0015 307.8417 322.6451 328.1844 282.8223 332.122 321.1888 338.7846 331.3247 333.9521 292.898 342.8075 342.7147 345.6707 347.7988 294.5929 336.1343
45.54119 63.78871 179.7913 17.69181 13.89244 44.72136 12.70778 37.21559 0 25.6204 26.40549 31.62278 29.61841 32.31099 34.53983 29.96665 60.63827 28.28427 29.73214 176.4999 34.05877 24.90984 52.37595 60.37384 56.60389 57.15573 53.78197 40.16824 37.63347 40.04997 55.9017 41.19466 56.72742 68.88396 47.92703 72.91776 59.05929 62.2082 75.82216 62.29767 69.22106 68.98596 78.23043 90.21086 124.5231 111.1767 112.847 121.0062 215.824 204.3711 126.2489 203.0302 139.1402 165.1519 174.0607 175.8551 179.2317 183.7468 186.0108 188.0425 195.921 267.5892 300.8268 320.1531 217.2487 222.0495 313.2303 214.515 214.5251 218.3873 233.7541 229.7983 320.3264 235.9873 235.9343 238.8354 292.8498 303.0581 297.1473 310.8379 324.7762 247.7645 330.1939 334.2604 329.0836 332.0642 327.3298 332.9067 337.3142 337.3426 341.5758 342.1476 344.398 348.382 325.1008 341.9855 347.6349 271.9605 351.7528 337.8746 357.5987 348.4192 352.3308 281.6438 361.3862 360.7794 364.3559 366.3837 297.859 352.6418
70.97276 88.8387 180.705 42.71625 28.6443 69.57302 19.36449 61.74541 25.6204 0 47.76477 7.630409 4.965376 7.363636 9.416883 4.476754 81.66086 8.423207 45.3476 197.8983 49.65376 22.02675 26.81739 78.09054 31.10167 31.91325 29.74277 47.03797 32.083 34.78303 32.81831 34.47193 34.16598 44.11293 32.20595 48.50441 40.35801 43.84178 52.66658 63.45754 49.8284 50.57635 57.36681 68.1392 133.5162 91.03756 93.2101 101.6826 229.5475 217.2179 108.4582 215.5667 121.8869 149.2811 158.1491 159.5748 162.4862 166.8778 168.9369 176.9839 184.9596 275.0591 310.7054 328.3457 214.5535 219.8678 322.779 201.801 205.4763 206.2253 231.5037 216.5741 328.6028 231.1514 230.1097 233.8141 298.3664 309.0632 302.6337 316.4548 331.8645 239.2895 337.0487 341.3301 335.62 338.7514 332.9021 339.1853 344.2754 344.1089 348.3515 349.0764 351.1799 355.47 330.0007 348.3249 354.0237 258.115 358.2539 342.2665 363.4523 353.0461 357.8884 267.4708 367.0423 366.0545 370.0757 372.0173 293.0958 356.8104
