0 186.5037 197.0121 179.0873 178.7392 171.6218 141.9152 168.716 186.3396 155.784 162.3865 143.9631 152.5279 149.4818 175.3686 179.792 173.9707 155.6002 154.8714 152.8497 125.8938 149.1399 128.0229 113.2336 75.4836 113.9874 100.3762 97.08988 130.4581 86.4774 87.7222 105.1813 148.9813 154.3016 41.1212 42.96097 158.2355 108.7129 80.39194 106.152 53.70669 115.5957 120.7252 107.1441 66.68796 72.05465 69.93536 156.4278 97.08524 113.0738 153.4777 120.1761 163.3259
186.5037 0 46.52956 42.93276 45.79301 147.7675 60.68261 60.959 88.94696 48.37355 58.0517 51.68438 62.91517 59.5399 94.40339 103.4698 97.00515 90.82287 95.67131 99.88634 102.4597 123.2274 112.712 109.4189 117.618 198.4943 188.583 187.7372 161.5333 205.1828 212.7762 258.5498 287.9588 305.6102 223.0897 227.1079 300.7079 233.1954 228.6329 236.3239 238.6734 279.1003 248.8875 276.7255 244.2826 245.5219 247.324 315.6155 260.594 295.6298 291.3516 304.9229 301.3623
197.0121 46.52956 0 17.95055 18.38478 191.3749 98.15291 33 47.97981 41.34005 36.67424 53.92975 46.5047 48.10405 57.45433 65 60.53924 62.70195 67.18631 71.7672 86.05231 94.86833 93.19335 97.06956 139.3018 231.3979 219.8649 218.4908 138.5135 195.2562 203.2052 282.2428 315.9679 331.2565 228.6001 233.6172 328.3203 220.7881 222.8946 225.0022 245.312 300.7757 235.7716 296.4456 246.4488 245.9431 249.2174 339.3779 256.4825 309.7386 277.5731 317.1766 287.0475
179.0873 42.93276 17.95055 0 2.867442 180.2338 85.19246 19.98055 46.10081 23.39278 20.79797 36.12245 29.91797 30.64129 51.77408 60.66758 54.50892 51.41267 56.21585 60.73099 70.9499 84.39326 79.16579 81.17505 121.9586 215.4914 203.6296 202.1496 126.281 179.6679 187.5753 264.7172 298.9253 313.8853 210.9476 215.9025 311.2049 205.8554 206.6048 209.8322 227.6025 283.0646 221.0602 278.6196 229.1213 228.8105 231.9235 321.8059 240.0072 291.7903 263.14 299.2578 272.7731
178.7392 45.79301 18.38478 2.867442 0 182.4279 87.19471 17.46425 43.27312 23.43075 19 36.46707 28.47811 29.73214 48.9183 57.80138 51.66237 48.88353 53.66563 58.19821 69.11584 81.84131 77.10383 79.57701 122.5765 216.6956 204.7256 203.2074 123.9677 178.0253 185.9459 265.166 299.6622 314.4349 210.2189 215.2324 311.9026 204.0521 205.1828 208.0865 226.9273 283.3514 219.2096 278.7723 228.16 227.7411 230.9426 322.2126 238.6551 291.5476 261.2361 298.8863 270.8381
171.6218 147.7675 191.3749 180.2338 182.4279 0 95.9308 188.9432 220.9889 166.9871 182.0096 156.7764 178.6378 172.5362 219.7061 228.9375 220.9741 205.3144 208.7948 210.9132 194.0301 226.8651 204.6978 190.2381 112.4342 92.75788 94.12793 96.0554 243.4862 243.0454 247.6451 174.5615 183.2508 207.0644 211.0031 210.6919 195.8372 271.0162 248.7211 270.4478 218.6536 198.5807 285.4953 203.6057 236.9219 243.2316 240.0758 222.4266 268.7036 238.6332 322.7339 252.6625 332.9039
141.9152 60.68261 98.15291 85.19246 87.19471 95.9308 0 93.01403 125.0762 71.09199 86.12376 61.45118 83.26122 77.20997 124.255 133.6001 125.702 111.1419 115.0217 117.6761 105.2751 136.2526 116.6081 105.1012 66.88505 137.8491 128.2273 127.5238 161.5925 183.4639 190.0518 200.8564 228.1614 246.6398 181.8905 184.6587 241.0011 212.809 200.1249 214.3617 195.6154 222.3867 228.5661 221.3007 205.7947 208.928 209.0118 257.4689 228.5853 244.1528 270.0651 254.8443 280.4198
168.716 60.959 33 19.98055 17.46425 188.9432 93.01403 0 32.11795 22.09072 7.615773 34.11939 16.36436 20.80865 34 43.38202 36.35932 31.43482 36.23534 40.75268 53.08484 64.41273 60.29925 64.36226 118.4314 215.6757 203.0358 201.2741 106.6068 162.3083 170.2644 259.2682 295.422 309.0365 198.2145 203.4945 307.4008 187.7948 190.2236 192.0026 215.1395 276.4797 202.8042 271.1549 215.0581 214.1705 217.7496 315.9626 223.9224 281.7889 244.666 288.4614 254.1835
186.3396 88.94696 47.97981 46.10081 43.27312 220.9889 125.0762 32.11795 0 54.00521 39.0008 65.04022 43.92562 49.86544 13.40009 17.69357 16.28074 31.03199 32.87191 36.28059 61.23775 54.28685 62.87736 74.14049 145.0381 244.1241 230.9938 229.0312 99.25504 164.6954 172.6256 282.3501 320.3706 332.5188 211.2879 217.0969 331.996 187.092 195.0348 192.1056 228.4766 298.1184 201.0603 291.7174 225.1867 223.027 227.6001 338.2814 229.0329 298.6596 241.4564 304.005 250.3624
155.784 48.37355 41.34005 23.39278 23.43075 166.9871 71.09199 22.09072 54.00521 0 15.0333 13.2715 15.08581 11.18034 53.85165 63.32456 55.65968 44.54233 49.20366 53.02623 54.42426 75.69016 64.40497 62.56597 99.48869 194.9872 182.6679 181.0338 113.1769 160.4494 168.2513 241.8347 276.6887 291.1949 188.1622 193.0026 288.862 187.5747 186.1317 191.157 204.7071 259.9327 203.0633 255.3449 206.8864 206.9034 209.7428 298.8477 219.1603 268.4194 245.4254 275.9601 255.2709
