1 86
1.5 89.5
1 94
3.888889 99.55556
181.877 135.0042
2 109
8 101
8 118
9 75
10 80
10 123
12 124
14.5 86
14 122
19.625 60.9375
17 66
17 84
18 70
18 72
18 108
19 67
21 67
22.5 64.5
22 77
24 76
24 78.5
26 52
26 62
26 80
26 83
32 48
39.5122 229.9268
38.5 46.5
38 80
41 78
43 39
43 43
44 45
44 61
47 37
47 39
49 34
51 68.66667
52.125 73.54167
51 42
51 44
51 66
52 39
54.21739 52
53 58
53 66
54 69
55 41
56 76
59.33333 39.16667
58 55
62 36
62 38
63 57
70.21212 27.18182
67 77
72 43
72 46
74 52
74 61
74 65
78.22727 22.77273
76 61
77 49
78 35
82 47
82 59
83 71
84 44
84 56
84 68
85 15
85 64
86 17
86 53
87 58
88 28
90 51
90 69
92 49
93.5 63.5
97 55
98 8
102 31
102 34
104 8
104 64
105 52
107 140
108 23
108 42
109 9
109 56
110 63
111 54
112 46
133.44 17.64
132 237
133.3333 222.3333
135 219.5
179 238
195 241
204 51
211.9 52.13333
214 235
215.8261 279.8696
215 226
217.5 193.5
222.1667 281.3333
222 124
235.8895 265.7849
223 221
224 225
224.5 227.5
225 130
229.75 36.9
230 70
234 42
236 134
244.5714 31.28571
245 112
247 103
248.1429 111.1429
248 217
249 213
251 213
253 221
256 203
258 271.6
262.5 80
261 203
272 195
285.8846 21.46154
295 16.5
301 63
