0 9.762812 188.5154 17.02939 18.74166 19.64688 36.91206 12.34909 35.69314 34.46919 11.7047 13.0384 29.68164 29.41088 31.10064 42.95346 35.51056 41.18252 41.67733 33.97058 46.64762 42.2019 44.65423 50.80354 46.8615 56.85948 48.44843 175.2118 62.80127 66.30611 60.10824 44.92215 69.6563 72.54309 64.3506 49.76947 63.73774 51.26402 75.8716 53.12638 53.47415 76.38063 70.29225 75.0733 74.09079 70.60453 77.83315 63.32456 83.45058 79.39773 77.78335 73.23933 75.21303 65.9242 81.62414 79.40403 77.13855 79.92496 70.45566 89.81091 85.38452 92.43917 91.49742 97.08244 94.9276 101.5135 100.5143 98.33983 102.6255 97.52948 105.1202 133.4054 124.6154 127.3892 221.009 210.2139 209.0843 189.5823 191.3792 254.0728 199.2667 201.5267 203.1576 211.0118 276.306 308.113 267.7256 334.154 230.3606 234.983 320.6747 229.8151 229.264 285.8006 233.6193 246.6779 285.1193 295.6298 245.1431 288.4666 296.3191 249.6898 249.904 252.5836 303.5276 333.5382 262.3419 308.8899 312.1955 319.1692 341.0761 320.3319 325 348.8037 287.3471 325.7192 317.5539 353.1252 317.6303 318.3112 357.5947 359.9028 364.6066 297.056 365.6241 366.7635 362.7799
9.762812 0 184.4664 26.75467 28.3604 29.10004 27.21328 6.046693 26.07321 25.1806 17.30065 16.48674 38.05013 21.80166 39.13518 34.08537 43.84418 49.73241 33.30634 27.18111 55.02102 50.14292 36.64441 58.70104 54.43632 64.90618 55.60182 165.5986 70.54298 73.99367 67.1179 48.20594 77.17715 80.08784 71.18857 46.43073 70.27846 48.21112 83.20795 50.83729 55.13937 83.35954 76.54941 81.54945 80.3166 76.569 84.43822 67.04336 90.16825 85.75146 83.96912 78.85628 80.92782 69.76971 87.8582 85.16345 81.26324 85.05476 69.52203 95.72258 89.52621 97.45416 96.25447 102.532 99.95405 106.9009 105.601 103.1485 107.8578 102.0701 110.3577 127.306 128.2393 130.9248 212.928 202.4052 201.3649 191.6853 193.628 247.1989 201.7342 204.0743 203.2764 211.0551 269.8061 300.844 261.8211 327.4811 227.3165 231.7408 313.473 230.4615 228.5034 279.6673 234.0338 243.4087 279.4438 289.5865 245.9416 282.8512 290.3856 247.3112 247.8776 250.2596 297.5967 327.0174 261.2423 303.4573 307.0306 313.8954 335.1336 315.2405 319.723 342.6709 288.2895 320.5118 313.2117 347.3561 313.4562 314.0236 351.68 353.9164 358.4813 298.1146 359.5404 360.7796 357.0873
188.5154 184.4664 0 194.8781 193.8157 192.2972 172.1342 178.5816 171.0003 167.8794 180.1187 177.0329 185.8349 164.2409 183.7192 159.3891 186.0301 188.6163 157.1487 158.2205 187.762 183.3879 153.0257 183.638 180.5647 185.9075 177.1796 166.6163 183.3839 183.2517 175.7317 156.6317 181.7735 182.4785 174.1101 138.7484 171.312 137.3116 180.4169 135.9581 145.0404 176.1965 168.334 170.5026 167.886 165.5056 172.0072 149.7935 173.7384 169.245 167.4006 161.9729 162.7105 149.5771 167.9514 162.8544 147.919 156.4648 122.5543 164.3979 145.9458 153.9469 151.1765 158.9353 153.921 158.2566 154.4619 151.1797 156.3035 148.1288 156.4443 68.0479 134.8428 133.5658 112.9226 98.93128 95.66148 119.5492 122.9587 99.4717 130.3069 132.8518 86.56755 88.52779 109.8664 153.0864 92.4668 165.1953 48.11876 50.43295 162.7273 110.2949 83.45062 112.187 108.1812 61.39434 105.4881 119.9492 122.9751 107.9756 119.1413 73.28021 78.12972 76.53744 125.8876 162.2318 102.3277 125.8258 127.0243 134.6147 161.9275 134.5724 140.3577 171.5348 157.1397 140.597 129.1653 171.884 129.1193 129.8637 177.6527 180.6351 186.7141 167.123 187.2365 187.2816 180.6405
17.02939 26.75467 194.8781 0 2.5 4.472136 53.68892 28.04461 52.34501 50.6964 16.40122 20 17 44.01136 19.24188 58.5235 22.2036 26.87006 56.64804 47.41308 32.52691 29.41088 59.09315 37.64306 34.66987 43.13931 37.15172 191.6342 49.57822 53.10838 48.54894 42.19005 56.72742 59.5021 53 57.62812 53.03301 58.60034 63.18623 59.17919 52.93303 64.40497 59.94164 64.14047 63.68761 60.83584 66.57327 58.30952 71.84706 68.60029 67.35911 64.07808 65.79514 60.53098 71.01056 69.77822 70.74576 71.51224 73.38937 79.64923 78.70294 83.9345 83.50116 87.66413 86.34958 92.13577 91.71764 90.10395 93.52005 89.81091 95.96484 143.628 118.1397 121.0372 234.3608 223.0887 221.8 185.2317 186.7619 265.1735 194.2212 196.3288 202.2004 210.1445 286.6932 319.8492 277.065 344.7695 234.785 239.7353 332.2729 227.8071 229.7129 295.5131 232 251.4359 294.0153 305.1639 242.8079 297.2491 305.655 252.8814 252.4797 255.6698 312.8466 343.8781 263.257 317.309 320.1312 327.2873 350.3601 328.1227 333.1141 358.4215 284.6266 333.708 324.0193 362.0812 323.7978 324.6783 366.8079 369.2425 374.1925 294.1075 375.1333 376.0908 371.5861
18.74166 28.3604 193.8157 2.5 0 2.061553 55.05679 29.21044 53.64932 51.83266 16.5605 20.15564 14.53444 44.74651 16.80774 59.42432 19.70406 24.39775 57.39556 47.87745 30.05412 26.91189 59.70134 35.14612 32.1753 40.66018 34.67708 192.7269 47.08768 50.61867 46.05703 40.37635 54.23329 57.01096 50.5099 57.0548 50.55937 57.94178 60.68978 58.32982 51.28197 61.90517 57.47391 61.65428 61.21569 58.38878 64.08003 56.18051 69.34876 66.11543 64.88451 61.65428 63.35811 58.36309 68.52919 67.32941 68.47782 69.11765 72.05033 77.17675 76.4032 81.52454 81.11737 85.21297 83.9345 89.68417 89.28956 87.70294 91.07826 87.43712 93.52005 143.2105 115.8199 118.7234 234.5128 223.1378 221.8152 183.0274 184.5379 264.8514 191.9656 194.0625 200.2754 208.2252 286.2346 319.6374 276.4277 344.3405 233.4443 238.435 332.0316 225.7787 227.9172 294.9343 230.0049 250.1325 293.3006 304.5525 240.7478 296.5152 305.0102 251.3827 250.9088 254.1577 312.1975 343.3995 261.5005 316.5126 319.2589 326.4418 349.6982 327.2266 332.2668 357.8145 282.5268 332.8412 322.9292 361.3632 322.6658 323.5742 366.1315 368.5868 373.5776 291.988 374.5053 375.4321 370.8423
19.64688 29.10004 192.2972 4.472136 2.061553 0 55.50225 29.53811 54.03702 52.06846 16.15549 19.69772 12.52996 44.64303 14.77329 59.43904 17.80449 22.67157 57.28001 47.53946 28.3196 25 59.46427 33.30165 30.23243 38.8973 32.68409 192.8607 45.27693 48.81086 44.10215 38.47077 52.40229 55.19511 48.54894 55.9017 48.56439 56.72742 58.84301 56.98349 49.45184 60 55.47071 59.68249 59.21805 56.36488 62.1289 54.14795 67.42403 64.14047 62.89078 59.61543 61.32699 56.32051 66.54698 65.30697 66.41827 67.06713 70.38466 75.17978 74.34177 79.47956 79.06397 83.19255 81.8917 87.66413 87.25322 85.65467 89.05055 85.3815 91.49454 142.1302 113.7585 116.6619 233.8482 222.3943 221.0458 180.9754 182.4829 263.8276 189.9067 192.0026 198.3053 206.2572 285.1123 318.6917 275.1818 343.2369 231.7585 236.772 331.0638 223.7715 226 293.7278 228.0088 248.4673 292.0017 303.3233 238.7305 295.2033 303.7581 249.6097 249.0984 252.3776 310.9421 342.261 259.6002 315.1587 317.8553 325.0554 348.433 325.8075 330.8791 356.5866 280.4979 331.4408 321.3884 360.06 321.0997 322.0248 364.8561 367.3255 372.3439 289.9539 373.2626 374.1685 369.5217
36.91206 27.21328 172.1342 53.68892 55.05679 55.50225 0 26.01922 2.12132 6.451744 40.87175 38.24265 62.3899 16.98529 62.85897 12.74755 67.85647 73.93578 15.50806 20.94039 78.70515 73.14711 19.50641 81.28038 76.52777 87.60422 76.78704 138.421 92.404 95.63472 87.47857 62.10072 98.34887 101.2373 91.00824 44.11916 89.47067 46.35191 103.7882 50.65831 64.47999 103.0946 94.83934 100.1624 98.3884 94.18333 103.2594 80.01562 109.0894 103.9351 101.8148 95.56411 97.77781 82.84021 105.6882 101.9534 94.30451 100.3419 70.51596 112.5278 102.2111 111.9933 110.195 117.9936 114.4388 122.084 120.063 116.9853 122.6234 115.2671 125.069 109.9113 138.3131 140.7 189.1362 179.3694 178.5728 196.5035 198.8228 226.5006 207.4337 209.9679 202.4512 209.9281 250.033 278.9436 243.6976 307.0847 217.3764 221.2069 291.7212 230.8127 224.95 260.8496 233.706 232.7069 261.8712 270.9769 246.5796 265.4289 272.0708 239.0701 240.6169 242.1487 279.2642 307.0235 256.4688 286.4551 290.7447 297.2886 316.6597 299.1254 303.0883 323.6704 289.0285 304.0633 299.1521 329.3154 299.8575 300.1108 333.2394 335.2797 339.465 299.1208 340.6325 342.134 339.2274
12.34909 6.046693 178.5816 28.04461 29.21044 29.53811 26.01922 0 24.5051 22.65226 15.18223 13.20984 36.74915 17.10263 37.47332 30.73272 42.38514 48.42004 29.33428 21.96588 53.44623 48.19232 32.31873 56.6083 52.10086 62.90072 52.90794 163.5896 68.20924 71.58911 64.2067 43.41083 74.60898 77.52419 68.12122 40.40421 67.00746 42.17227 80.45496 44.79397 49.72118 80.32745 73.05135 78.16969 76.77854 72.8869 81.13261 62.2776 86.91663 82.27089 80.38812 74.95665 77.07464 65.04229 84.29116 81.31728 76.60371 80.86099 63.54919 91.9266 84.84488 93.15847 91.83469 98.4505 95.65694 102.774 101.3194 98.73477 103.646 97.53205 106.1426 121.9447 123.266 125.9147 208.7019 197.9698 196.8661 186.1745 188.1555 242.2034 196.3196 198.6819 197.3689 205.1364 264.6365 296.0661 256.4147 322.3941 221.3154 225.7576 308.6572 224.6282 222.5006 274.3474 228.1633 237.4289 273.9608 284.2332 240.1316 277.3491 284.9921 241.2727 241.8316 244.2194 292.2028 321.8612 255.2161 297.9002 301.3976 308.2929 329.7465 309.5884 314.1218 337.3552 282.499 314.8913 307.3906 341.9091 307.6045 308.1923 346.2838 348.5463 353.1636 292.3444 354.2069 355.4089 351.6152
35.69314 26.07321 171.0003 52.34501 53.64932 54.03702 2.12132 24.5051 0 4.373214 39.20459 36.49658 60.67125 14.86607 61.09214 11.7047 66.09841 72.18033 14.03567 18.86796 76.90254 71.30919 18.11077 79.40403 74.63243 85.72631 74.84818 139.5318 90.47652 93.69365 85.49269 60 96.38465 99.26983 89 42.15448 87.44427 44.38468 101.7964 48.66029 62.36067 101.0742 92.7847 98.11218 96.32641 92.11406 101.2126 77.89737 107.042 101.8725 99.74593 93.47727 95.69221 80.72174 103.6171 99.86491 92.18423 98.23441 68.54196 110.4355 100.0898 109.8772 108.0761 115.8836 112.3221 119.9708 117.9454 114.8654 120.5073 113.1459 122.9522 109.165 136.2094 138.6001 189.2749 179.382 178.5476 194.5151 196.8248 226.2057 205.4245 207.9543 200.6614 208.1539 249.6337 278.8175 243.1152 306.7712 216.0926 219.9659 291.5772 228.9836 223.2935 260.3459 231.9052 231.4822 261.2374 270.4533 244.743 264.781 271.5161 237.6826 239.1694 240.754 278.7131 306.6623 254.8848 285.7709 289.9931 296.5687 316.1311 298.3597 302.3723 323.1996 287.1963 303.3299 298.2055 328.7437 298.8729 299.1521 332.7101 334.7716 338.9985 297.2798 340.1544 341.6279 338.6388
34.46919 25.1806 167.8794 50.6964 51.83266 52.06846 6.451744 22.65226 4.373214 0 36.75085 33.82492 57.98815 10.75291 58.2677 9.572095 63.29001 69.36948 10.75291 14.49569 73.94677 68.25412 14.87027 76.2209 71.39415 82.53257 71.46765 140.9382 87.12132 90.29189 81.94282 55.97432 92.90385 95.77643 85.36759 37.83682 83.7444 40.06401 98.21723 44.31347 58.08188 97.39161 88.9698 94.31397 92.4792 88.23619 97.42754 73.73008 103.2527 98.02104 95.86775 89.51606 91.73672 76.55145 99.72775 95.89382 87.98534 94.15479 64.21156 106.4431 95.86025 105.729 103.8969 111.7838 108.1671 115.8474 113.7816 110.6715 116.3577 108.9226 118.7966 106.7737 131.8659 134.2502 188.5673 178.4223 177.5123 190.1703 192.4737 224.6211 201.0668 203.5943 196.5213 204.0331 247.8419 277.5536 240.9764 305.1359 212.709 216.6532 290.2759 224.7944 219.3311 258.3527 227.7501 228.1954 258.9993 268.4206 240.5447 262.516 269.4246 234.1274 235.5188 237.187 276.6272 304.9346 251.0251 283.4354 287.5328 294.166 314.0828 295.8726 299.976 321.2602 283.0022 300.9014 295.3923 326.6129 295.9926 296.3176 330.6586 332.7599 337.0655 293.0753 338.1991 339.6193 336.4753
