0 20.8468 17.12808 21.11892 24.60786 109.7275 10.98039 18.04033 20.70883 10.60618 2.922715 133.1617 38.66302 23.25324 22.81992 45.67433 54.97137 56.85719 90.29582 61.71225 143.3244 132.5373 131.4657 173.0466 188.0539 174.556 187.976 192.1197 170.415 173.424 177.2155 173.6052 176.8232 199.6915 188.4797 199.4093 201.5159 188.0518 208.2951 210.7881 215.5045 196.7575 199.3462 199.936 217.4859 219.082 222.7857 258.3263 227.6218 217.8801 228.2167 222.3722 230.5873 233.0067 236.9829 220.1574 236.7534 238.6994 243.8565 241.7776 229.0919 257.3056 243.444 246.3744 248.5632 251.5049 245.716 267.6308 250.7884 251.5752 252.1666 253.5828 253.7115
20.8468 0 4.472136 4.301163 10.5119 98.29609 14.089 27.54088 10.63015 10.29563 23.71708 149.2548 56.60389 43.13931 43.18565 63.81222 73.24616 76.2168 110.3902 76.41989 145.6915 136.4999 135.9127 182.2966 195.4002 184.2586 195.5761 200.1424 191.0236 185.3267 197.746 191.1675 194.0103 220.3306 208.4346 211.2865 222.0563 205.0098 220.4189 222.9462 236.1273 214.9325 217.9381 218.1422 229.5953 231.4822 235.2871 266.4905 240.0187 237.2683 241.085 241.4353 243.2139 245.3936 248.7127 236.6607 256.4205 250.6716 257.2776 253.9468 246.0325 277.8217 258.1317 260.6205 263.3728 265.7536 263.0171 288.1601 268.0019 269.1858 269.5376 271.1494 271.0166
17.12808 4.472136 0 7.516648 13.72953 102.1347 9.617692 23.16247 12.52996 7.071068 19.91231 147.5657 52.15362 38.8973 39.05125 59.36329 68.7968 71.8401 106.1037 74.96666 147.2481 137.7155 137.0265 182.4172 195.9675 184.2749 196.0867 200.5617 187.5367 184.808 194.3218 189.0423 192.0104 216.8174 205.3607 210.7937 218.6253 203.0887 219.8693 222.3893 232.6287 212.6029 215.4553 215.8023 229.0546 230.8679 234.6487 266.9194 239.4097 234.4659 240.3539 238.7714 242.5469 244.7897 248.2781 234.8953 253.4935 250.1764 256.4069 253.4028 244.1311 274.4104 256.9124 259.5259 262.1207 264.6602 261.0019 284.7389 266.0169 267.0674 267.5005 269.0465 269.0019
21.11892 4.301163 7.516648 0 6.324555 94.61804 16.49242 30.41381 6.519202 10.70047 24.04163 146.5793 58.38236 44.11916 43.89191 65.56295 74.98333 77.54031 111.3396 73.63763 141.4373 132.313 131.7507 178.4768 191.3981 180.4861 191.5946 196.1951 190.2906 181.831 196.9177 188.8505 191.579 219.627 207.1292 207.7703 221.2295 202.5056 216.9332 219.4641 235.397 212.8016 215.9595 216.0204 226.1029 228.0318 231.8502 262.5328 236.5639 235.6295 237.7025 239.6413 239.7926 241.9349 245.1581 234.0161 254.9219 247.1503 253.979 250.4526 243.5005 276.9526 255.0657 257.4679 260.3291 262.5995 260.5811 287.3034 265.5381 266.8417 267.1198 268.7908 268.5787
24.60786 10.5119 13.72953 6.324555 0 88.51781 22.09072 36.12478 4.301163 15.18223 27.45906 144.4642 62.90072 47.85917 47.31279 70.01785 79.38829 81.46472 114.7192 71.51573 135.7663 126.907 126.4288 174.0449 186.5134 176.1626 186.7632 191.4484 191.2655 178.1081 197.7457 187.3192 189.8486 220.6224 207.2257 203.9914 222.0417 200.6402 213.2135 215.751 236.3431 211.5668 214.9756 214.7988 222.3657 224.3803 228.2247 257.7446 232.9002 235.1834 234.1848 238.9441 236.1959 238.2614 241.2851 231.8847 254.6874 243.3459 250.622 246.7033 241.5626 277.6719 252.1557 254.3928 257.4592 259.5197 258.802 288.0369 263.7091 265.2178 265.3696 267.1413 266.793
109.7275 98.29609 102.1347 94.61804 88.51781 0 110.4452 124.4309 90.92827 102.928 111.9673 166.0706 147.5004 130.7052 129.0817 154.05 162.8069 162.5491 190.8807 112.4342 92.75788 94.12793 96.0554 153.9599 155.2532 157.8977 156.6476 162.6013 243.0454 170.5338 247.6451 211.0031 210.6919 271.0162 248.7211 192.3815 270.4478 218.6536 201.7263 204.1409 285.4953 236.9219 243.2316 240.0758 209.7446 213.0711 217.0419 222.4266 220.682 268.7036 224.3604 269.1933 224.8736 225.4611 224.7536 243.6585 289.7091 227.8837 242.2951 231.9686 255.3874 322.7339 250.9196 250.4006 256.5076 255.1251 273.7705 332.9039 277.7057 281.9612 280.3674 283.4311 281.2225
10.98039 14.089 9.617692 16.49242 22.09072 110.4452 0 14.03567 19.55761 7.905694 13.0384 144.1241 42.57347 29.90819 30.37269 49.78454 59.21571 62.42195 96.87363 72.46033 150.7863 140.5657 139.6648 182.824 197.305 184.4539 197.3031 201.575 180.0403 183.8328 186.9589 184.5549 187.7938 209.2435 198.7624 209.8297 211.2309 199.0289 218.7693 221.2702 225.0785 207.6355 210.1488 210.8086 227.9616 229.6138 233.3377 267.8706 238.1565 228.4409 238.8357 233.0465 241.1649 243.5416 247.3914 231.1375 247.1827 249.1571 254.5697 252.2747 240.0677 267.0327 254.3197 257.201 259.4518 262.3328 256.6759 277.336 261.7527 262.5119 263.1216 264.5232 264.6705
18.04033 27.54088 23.16247 30.41381 36.12478 124.4309 14.03567 0 33.50373 21.55226 17.69181 145.9265 31.12073 22.94559 24.62722 38.19031 47.46051 51.79286 86.7554 76.69746 161.3521 150.4772 149.3595 189.7646 205.3247 191.1027 205.1792 209.1949 174.2426 188.9775 181.4265 184.4302 188.1024 203.181 194.7627 214.8918 205.5541 199.5457 223.618 226.0852 219.0278 206.6023 208.515 209.7188 232.7928 234.2189 237.8539 275.2625 242.7396 225.4468 243.0483 230.5923 245.5616 248.1179 252.453 232.0286 243.6018 254.034 258.2914 256.9951 240.4423 261.2692 256.9407 260.2109 261.947 265.3272 256.5784 271.5018 261.7451 262.02 262.922 264.0805 264.5458
20.70883 10.63015 12.52996 6.519202 4.301163 90.92827 19.55761 33.50373 0 12.04159 23.50532 140.983 59.23681 43.909 43.26662 66.30988 75.6439 77.52419 110.6029 68.00735 135.1037 125.8699 125.2847 171.9909 184.879 174.018 185.0757 189.6787 187 175.5135 193.4948 183.6137 186.2176 216.3561 203.0813 201.4373 217.7935 197.0634 210.6193 213.1525 232.0818 207.7619 211.0924 210.9899 219.784 221.7408 225.5682 256.0152 230.2694 231.1563 231.4584 234.9814 233.5209 235.6374 238.7991 228.4218 250.6126 240.8116 247.7958 244.1311 238.0189 273.4361 249.0723 251.4008 254.3546 256.5307 255.196 283.7997 260.123 261.5531 261.7527 263.4862 263.19
10.60618 10.29563 7.071068 10.70047 15.18223 102.928 7.905694 21.55226 12.04159 0 13.50926 140.6939 47.85394 33.42155 33.24154 55.00909 64.41273 66.85058 100.6578 68.24954 143.4015 133.415 132.5943 176.8169 190.8252 178.5728 190.8822 195.2562 180.754 178.6393 187.4957 182.0247 185.0243 210.0549 198.3658 204.6363 211.8042 196.125 213.6645 216.1782 225.8555 205.548 208.3867 208.746 222.8542 224.6108 228.3725 261.5973 233.1545 227.4099 234.0085 231.7026 236.2478 238.5372 242.157 227.982 246.4597 244.0067 249.9616 247.1943 237.1708 267.5773 250.2519 252.9375 255.4413 258.0717 254.0079 277.9123 259.0309 260.0481 260.5005 262.0305 262.0076
