0 97.39383 105.1512 100.9508 130.9681 119.4952 112.4342 139.3477 125.0174 145.7784 112.6778 139.6501 99.39956 145.4481 169.2146 112.1229 186.6938 118.7107 174.6001 125.1221 158.5991 121.5638 118.8952 191.7395 162.0556 170.6926 161.6387 92.75788 94.12793 105.9478 103.3775 96.0554 108.7835 106.1484 103.6202 106.0605 104.331 103.8191 106.3912 106.4918 105.9661 117.2621 125.3158 189.0377 211.827 139.552 141.9303 141.137 143.7941 145.8694 227.281 229.3961 231.5173 243.0454 230.1167 171.2668 247.6451 172.5946 176.5748 235.0167 211.0031 210.6919 271.0162 248.7211 270.4478 229.5466 241.8512 234.1902 221.892 219.5384 218.6536 239.6881 252.0244 242.171 225.2433 238.3829 285.4953 226.4602 236.9219 243.2316 240.0758 250.3991 217.7231 254.4182 233.0377 262.1002 259.7147 224.0968 222.4266 249.8864 268.7036 246.8798 293.8033 264.8697 262.5431 269.5061 264.9219 281.7856 241.8445 273.3878 283.267 322.7339 280.3337 289.8934 272.3557 332.9039 269.6706
97.39383 0 13.63748 9.269102 43.82142 29.81223 22.32056 52.8487 36.18507 59.36575 18.14255 47.66554 18.8939 57.3598 81.0478 14.74371 101.6282 22.06904 87.56536 28.61068 67.54733 24.28436 21.53363 102.1815 70.58595 78.4594 69.03845 78.13253 64.70668 31.52385 78.358 62.74071 32.40862 40.07021 63.97812 45.55045 56.23522 69.48978 47.70898 50.63681 52.18581 46.84239 87.57341 94.30862 115.2966 73.14253 72.48968 73.73372 76.87255 79.77418 129.9353 132.02 134.1493 145.9264 132.7251 107.2951 150.3314 103.0749 109.5748 137.8066 118.8171 119.9142 173.6642 151.728 173.054 135.7928 147.001 139.8857 131.941 130.0655 129.616 148.3335 156.3189 147.7144 135.8221 144.8378 188.1015 139.2043 144.508 149.7094 147.7532 155.7264 144.2973 159.548 146.7018 168.8243 165.2678 151.6042 184.4698 164.9731 173.6879 171.7109 198.0902 173.3373 170.2002 180.8602 172.8316 187.6531 173.8923 180.6714 192.7283 225.6526 187.5483 197.5441 188.4289 235.8793 191.5238
105.1512 13.63748 0 4.902656 30.53827 16.6159 8.889073 39.64305 23.01121 46.25302 7.765142 35.78583 31.30334 44.51141 68.53099 14.50171 88.75959 15.01626 74.89373 20.68585 55.63006 19.26501 19.3463 90.16353 58.8458 78.82674 57.71658 91.74021 78.20585 43.05248 91.71743 76.15865 43.35498 52.06768 77.04807 57.81882 69.05657 82.66847 60.02929 63.06557 64.7284 57.36478 99.95856 84.22301 106.6929 82.50164 81.26971 82.86444 85.92884 88.84335 122.8699 125.144 127.2027 138.1512 126.0407 115.6701 143.0668 110.478 117.2933 132.212 118.1483 119.9938 166.5202 146.5384 166.3686 133.8918 144.1854 137.5532 132.2146 130.5949 130.3515 147.6762 152.6962 145.1889 136.2787 142.9666 181.3586 140.53 143.3249 147.7997 146.5824 152.9666 149.7497 156.6058 148.2659 166.8851 162.5927 157.1418 194.971 166.7957 170.5279 176.2894 194.2123 172.3206 168.785 181.0892 171.5292 185.0323 180.0656 178.9606 192.0263 220.0296 185.7465 195.9104 190.3137 230.3376 195.0872
100.9508 9.269102 4.902656 0 35.4167 21.51583 13.77442 44.52827 27.90838 51.14622 11.75067 40.58564 27.76031 49.41391 73.42414 14.8955 93.66135 18.12819 79.79441 24.30275 60.45758 21.82362 20.86989 95.01716 63.65036 80.2643 62.45207 87.33527 73.96881 40.00204 87.62531 72.00981 40.57216 48.81928 73.18873 54.43888 65.36301 78.72866 56.62425 59.60362 61.20241 54.83485 96.54915 88.74131 110.8894 80.55061 79.56322 81.01247 84.11484 87.02926 126.6853 128.9103 130.9897 142.163 129.7559 114.1895 146.9493 109.3924 116.0877 135.6283 120.0221 121.6201 170.3832 149.85 170.1097 136.1874 146.7808 139.9903 133.7914 132.0828 131.7688 149.5808 155.5475 147.6942 137.7982 145.262 185.1217 141.7557 145.398 150.1119 148.6547 155.552 149.4779 159.2509 149.4164 169.2219 165.1589 156.8431 192.5824 167.8715 173.25 176.3701 197.1656 174.3631 170.9547 182.7236 173.6642 187.5957 179.5339 181.2322 193.9777 223.4997 188.0513 198.1669 191.3833 233.788 195.5564
130.9681 43.82142 30.53827 35.4167 0 14.00925 21.64923 9.125604 7.66711 15.79311 26.38091 11.93912 59.078 14.60671 38.79336 36.25461 58.39907 27.40178 44.83239 24.4986 27.77464 30.25111 34.64306 61.07147 31.28691 79.84436 31.46202 120.9944 106.961 68.67296 119.8378 104.6249 68.06468 77.90118 104.4564 83.90229 95.98725 110.3048 86.13237 89.28725 91.14104 80.27257 125.2335 59.61602 84.71771 101.7172 99.38872 101.6013 104.361 107.1628 103.8906 106.5242 108.3589 117.1699 107.8289 131.4695 123.1028 124.3587 131.6065 116.2826 113.9957 117.4334 146.3812 131.1102 147.2212 126.2845 134.164 128.8396 129.5638 128.5804 128.8076 142.3995 140.6168 135.79 133.8843 135.1115 161.859 139.9277 137.0058 139.7064 140.187 142.8149 158.0687 145.9487 147.9452 158.2171 152.3831 165.4663 214.3204 166.5484 159.0573 182.029 180.7249 165.5881 161.2432 176.9521 164.1764 174.4701 189.3578 170.5375 185.5988 202.4488 176.988 187.3432 189.7067 212.827 198.1791
119.4952 29.81223 16.6159 21.51583 14.00925 0 7.769231 23.06498 6.401276 29.64682 12.70058 20.16048 45.51667 27.92392 52.02994 23.38391 72.14712 15.79989 58.32617 15.91705 39.58511 19.86288 23.41337 73.88802 42.92391 76.76243 42.20258 107.2139 93.30358 55.76716 106.383 91.04561 55.42233 65.00797 91.19192 70.97003 82.84609 96.98272 73.20608 76.33967 78.14222 68.33821 112.7265 69.61747 93.37774 91.30003 89.36902 91.36473 94.26301 97.12965 111.0345 113.492 115.4552 125.4447 114.5885 122.5883 130.8582 116.2173 123.3319 121.9002 113.7709 116.4859 154.3034 136.5458 154.6285 127.8093 136.9126 130.918 128.7497 127.4621 127.4718 142.9021 144.4132 138.2427 132.9787 136.8099 169.4873 138.2273 137.9757 141.5452 141.2112 145.6714 152.4676 149.0676 146.1601 160.4198 155.3108 159.8947 204.2539 164.8173 162.6293 177.6555 185.3601 166.8906 162.9158 177.0685 165.77 177.6508 183.4504 172.6689 186.826 209.1784 179.3029 189.5981 188.2261 219.5385 195.041
112.4342 22.32056 8.889073 13.77442 21.64923 7.769231 0 30.75531 14.14214 37.37247 7.25385 27.50296 38.95363 35.69314 59.7875 18.40156 79.9062 13.61558 66.09505 16.87865 47.17322 18.33712 20.52776 81.58043 50.46348 77.87693 49.5612 100.1699 86.44202 49.92995 99.74716 84.28671 49.87206 59.11383 84.79555 65 76.60594 90.51083 67.23095 70.3278 72.06941 63.35694 107.02 76.6094 99.81837 87.41499 85.8021 87.61849 90.60353 93.50134 116.8247 119.2015 121.2106 131.6435 120.2082 119.6625 136.8377 113.8299 120.8201 127.007 116.1077 118.423 160.3034 141.5238 160.4151 130.9695 140.639 134.3401 130.6929 129.2478 129.1395 145.4788 148.6154 141.8199 134.8529 140.0192 175.3416 139.646 140.8119 144.8068 144.0626 149.4197 151.5635 152.9322 147.5 163.8022 159.0643 158.9845 200.2987 166.1238 166.6741 177.4161 189.8596 169.8016 166.0256 179.3376 168.832 181.4715 182.271 175.9837 189.65 214.5951 182.6937 192.9371 189.6087 224.9361 195.4789
139.3477 52.8487 39.64305 44.52827 9.125604 23.06498 30.75531 0 16.67 6.690063 35.18478 12.18647 67.63459 6.368324 29.97881 44.5478 49.29052 35.35005 35.83915 31.45544 20.4459 37.58731 42.19334 52.42499 23.96424 81.70136 24.96734 129.6632 115.5206 76.7391 128.2083 113.1171 75.96052 85.92309 112.6901 91.93234 104.1406 118.5761 94.15177 97.31335 99.19957 87.64649 132.8625 52.93602 78.69492 107.9957 105.4224 107.7631 110.4184 113.1638 98.73477 101.467 103.2048 111.196 102.9007 136.6067 117.4383 129.0419 136.3438 112.0523 113.6173 117.4985 140.5232 126.9155 141.6882 124.6738 131.7063 126.8509 129.4579 128.6788 129.0461 141.3621 137.4428 133.5166 133.8116 133.3339 156.1434 140.3385 135.6929 137.8123 138.8213 140.242 160.9437 143.1903 148.3705 156.0011 149.7205 168.2957 220.0733 166.859 155.9502 184.017 176.8632 163.9277 159.3593 176.0219 162.3324 171.5625 192.3384 168.3215 183.9201 197.2101 174.6317 184.9944 189.7766 207.5816 199.3102
125.0174 36.18507 23.01121 27.90838 7.66711 6.401276 14.14214 16.67 0 23.24582 18.73713 14.94031 51.49468 21.58703 45.75429 28.85896 65.76473 20.36076 51.99252 18.53525 33.67956 23.71181 27.83383 67.74979 37.08858 77.24 36.65123 113.3578 99.35906 61.32699 112.3055 97.04767 60.82123 70.56754 96.99116 76.55717 88.56636 102.8193 78.79086 81.939 83.7735 73.33803 118.0822 64.44377 88.77175 95.49335 93.34881 95.46203 98.29039 101.1262 107.0701 109.6038 111.5168 121.0372 110.7881 126.0142 126.6677 119.2613 126.4506 118.589 113.0177 116.0689 150.0646 133.3304 150.6021 126.2894 134.862 129.1559 128.2912 127.1417 127.2517 141.8621 141.9125 136.3244 132.5681 135.2249 165.3796 138.1905 136.7187 139.9035 139.9338 143.5836 154.2933 146.8681 146.172 158.6363 153.2018 161.7122 208.3275 164.8226 160.2443 178.9114 182.5299 165.5147 161.3707 176.2365 164.2627 175.4494 185.4462 170.9276 185.4995 205.4664 177.4852 187.8143 188.1336 215.8385 195.7243
145.7784 59.36575 46.25302 51.14622 15.79311 29.64682 37.37247 6.690063 23.24582 0 41.55587 15.56263 73.74547 3.768473 23.44419 50.5388 42.60714 41.18951 29.17726 36.7806 15.67021 43.03624 47.7244 45.96178 19.01023 82.97721 20.82 135.8131 121.5844 82.46333 134.1074 119.1265 81.56137 91.59562 118.4908 97.60055 109.8869 124.4017 99.80832 102.9702 104.8787 92.83591 138.1695 48.00557 74.11171 112.3316 109.5865 112.0143 114.5864 117.2836 94.72083 97.51684 99.17679 106.542 99.04141 140.0382 112.9961 132.1563 139.4812 108.6795 113.082 117.2733 135.8991 123.5268 137.296 123.1917 129.5803 125.0838 129.0657 128.4388 128.9077 140.2524 134.7763 131.5208 133.4304 131.7028 151.6003 140.2934 134.3963 136.0834 137.4775 138.0092 162.6602 140.8147 148.3157 153.9946 147.4006 169.9653 223.8653 166.6806 153.2934 185.0413 173.6255 162.312 157.589 174.9185 160.5855 169.0241 194.0834 166.2923 182.2576 192.9641 172.4897 182.8424 189.3835 203.3227 199.6823
