0 174.7439 112.4342 139.4309 145.5407 137.0489 149.8637 152.8238 187.2798 158.1397 155.3957 130.095 92.75788 94.12793 104.1889 96.0554 106.7785 105.5381 177.441 106.0605 179.3938 181.6089 125.3916 128.0478 131.9532 209.2129 213.4491 144.6608 159.0066 163.535 243.0454 247.5338 172.4869 173.177 177.4593 181.7596 211.0031 186.0174 188.1773 210.6919 188.0484 271.0162 248.7211 270.4478 219.5384 218.6536 252.5475 285.4953 255.1485 236.9219 243.2316 240.0758 209.2277 238.4399 240.5864 222.4266 268.7036 226.0483 256.9075 262.7435 242.1459 270.5105 271.044 322.7339 246.9868 289.1358 292.05 291.1332 300.4704 303.814 303.5148 294.3344 304.1676 294.1581 305.732 305.7979 302.4185 296.3879 332.9039 303.4385 299.56 297.8524 308.974 263.7056 265.1194 266.6593 269.6706
174.7439 0 79.56762 80.87607 80.85885 78.66254 77.45322 78.14703 100.1513 77.94873 76.68941 62.57903 115.3327 101.9349 99.76869 98.64819 71.53309 74.55321 70.61774 76.40622 70.04844 70.9521 98.40096 77.42498 106.8015 61.76749 64.47137 101.71 90.05534 92.1825 86.13017 86.94472 61.58222 88.99198 87.04022 83.12825 37.32771 77.83306 72.00559 38.93522 74.45084 107.5311 78.51709 104.7443 49.68118 49.58773 79.11938 119.1779 81.96909 63.0416 68.65323 66.27961 90.82656 70.42767 68.54123 153.9312 94.05778 97.69942 83.28491 89.58662 112.6162 97.00612 98.04977 151.178 106.8042 114.3933 117.3078 116.4157 125.8563 129.2479 128.8716 119.7332 129.4847 119.6532 131.0794 131.0616 127.6792 121.8885 160.9517 128.7004 125.0368 123.4262 134.2419 116.8145 117.1368 117.3585 118.1056
112.4342 79.56762 0 30.62695 36.62072 27.29469 39.71539 42.80771 80.33817 47.8934 44.92215 19.23538 100.1699 86.44202 92.94023 84.28671 56.44909 60.53924 65.36819 65 67.23095 69.46222 108.1388 91.5478 119.5701 97.67292 101.9117 123.8467 124.5452 128.8875 131.6435 136.7166 114.0614 132.6044 133.8628 133.8374 116.1077 132.9081 130.4565 118.423 131.928 160.3034 141.5238 160.4151 129.2478 129.1395 148.1418 175.3416 150.3064 140.8119 144.8068 144.0626 153.522 149.9944 147.5025 200.2987 166.6741 165.7468 160.854 167.4865 182.2776 174.4262 175.9346 214.5951 180.2054 187.9681 190.8363 190.4363 197.4892 200.5318 200.639 194.4865 203.5756 194.7973 202.8719 203.7886 200.5517 197.0102 224.9361 202.1417 200.0156 198.7542 206.8206 192.8445 193.4994 194.1037 195.4789
139.4309 80.87607 30.62695 0 6.18755 3.704658 10.60666 13.43541 49.82296 18.74839 16.14254 25.77394 129.4207 115.2643 120.7605 112.8528 82.7773 87.19115 39.44267 91.62507 41.60026 43.68078 133.7193 115.1534 145.0498 77.78732 81.83614 147.5263 145.2549 149.2017 110.899 116.9896 128.912 151.1314 151.4734 150.214 113.1472 147.7709 144.0058 117.0239 145.8924 140.2219 126.5374 141.3699 128.2041 128.5702 135.6867 155.8354 137.3619 135.2374 137.3682 138.3669 166.0422 148.6383 143.529 219.6449 155.5375 175.9456 154.2799 161.1413 191.7632 167.2621 169.3391 196.8796 187.2432 176.8147 179.5676 179.5598 184.6959 187.4285 187.8533 184.1056 192.4246 184.7493 190.0466 191.5929 188.541 186.8881 207.2519 190.5152 189.6957 188.777 194.4462 197.6903 198.0072 198.1995 198.8295
145.5407 80.85885 36.62072 6.18755 0 9.331514 5.244118 7.5843 43.73281 12.80492 10.44932 29.80062 134.77 120.5143 125.7428 118.0402 87.57263 92.02699 34.03543 96.4323 36.23334 38.24583 138.1411 119.2098 149.4195 73.29673 77.27059 151.4826 148.5747 152.4233 106.036 112.2965 131.0974 153.9684 154.1172 152.6062 111.8534 149.8611 145.8444 116.0152 147.8068 135.3893 122.724 136.7247 127.1835 127.643 132.3298 151.0703 133.9012 133.2574 135.0019 136.3449 167.5741 147.4342 141.8253 222.4836 152.3581 176.9638 152.0054 158.8839 192.5834 164.8198 167.0016 192.3608 187.5766 173.5639 176.2869 176.3547 181.111 183.7785 184.2624 180.9836 189.134 181.6898 186.4432 188.1053 185.0957 183.8087 202.7232 187.1384 186.5711 185.7207 190.9183 197.546 197.7936 197.9019 198.3795
137.0489 78.66254 27.29469 3.704658 9.331514 0 12.85739 15.89025 53.0461 21.16864 18.35756 22.2036 125.7657 111.591 117.0607 109.1707 79.07275 83.48653 41.03657 87.92042 43.13931 45.27693 130.0304 111.5078 141.3648 78.39005 82.49242 143.8923 141.746 145.7155 111.7721 117.7037 125.7338 147.7452 148.1427 146.9607 111.5437 144.6175 140.9417 115.2606 142.8006 141.0417 126.5306 142.0211 126.4358 126.7517 135.3403 156.584 137.0876 134.0037 136.3672 137.1554 163.0828 146.9524 142.1267 216.2475 155.0524 173.1849 153.209 160.0552 189.0795 166.2867 168.2974 197.3928 184.7728 176.3661 179.1382 179.0782 184.4804 187.2592 187.6406 183.5647 191.996 184.1657 189.842 191.3039 188.2233 186.3169 207.7697 190.148 189.154 188.1894 194.1849 195.438 195.7882 196.021 196.7257
149.8637 77.45322 39.71539 10.60666 5.244118 12.85739 0 3.092329 40.93737 8.312056 5.550901 30.37783 136.3555 121.966 126.8047 119.4029 88.46786 92.96135 28.93635 97.3181 31.11772 33.16342 138.4742 119.1546 149.6774 68.05375 72.02647 151.2707 147.7091 151.4573 100.8108 107.0567 129.2239 152.6381 152.6116 150.8809 107.6281 147.8824 143.6641 111.9389 145.6857 130.1621 117.5492 131.4831 123.0886 123.5994 127.2549 145.8368 128.7995 128.6791 130.2586 131.7462 165.1282 143.2246 137.3693 221.1008 147.3272 174.1244 147.2916 154.1745 189.5916 160.0348 162.2569 187.1167 184.2547 168.5091 171.2237 171.312 175.9739 178.6276 179.1237 175.964 184.0664 176.6885 181.3017 182.9891 179.9898 178.801 197.4793 182.0489 181.5498 180.7196 185.7927 193.9132 194.118 194.1753 194.5618
152.8238 78.14703 42.80771 13.43541 7.5843 15.89025 3.092329 0 37.89532 5.317685 2.915476 33.14363 139.257 124.8415 129.585 122.2589 91.21952 95.72095 26.50472 100.0625 28.71411 30.70016 141.0371 121.5915 152.212 66.20045 70.11776 153.6376 149.8113 153.5138 98.68384 105.0336 130.8453 154.5251 154.4126 152.5701 107.5663 149.4369 145.107 112.0201 147.1615 128.0415 116.0539 129.4778 123.1442 123.7033 126.0179 143.7529 127.501 128.2127 129.5782 131.2532 166.4046 143.1565 137.042 222.9436 146.1754 175.1471 146.6441 153.5304 190.5061 159.2848 161.5627 185.171 184.9338 167.3036 170 170.1308 174.5752 177.1906 177.7203 174.8271 182.8309 175.5862 179.8902 181.6428 178.6687 177.6865 195.5256 180.7657 180.4086 179.617 184.4224 194.3463 194.5161 194.5308 194.8397
187.2798 100.1513 80.33817 49.82296 43.73281 53.0461 40.93737 37.89532 0 33.34 36.33486 70.4667 176.7641 162.2433 166.4917 159.5717 128.0809 132.6068 29.53905 136.8523 30.16989 29.53905 176.5597 156.3561 187.4973 60.81301 63.18403 187.7025 181.8467 185.1474 84.88554 92.477 159.1065 184.7394 183.8935 181.1026 120.3463 176.8191 171.553 126.104 173.8713 112.6197 110.7274 115.8471 136.462 137.5181 123.6995 128.3138 124.2828 135.4384 134.186 138.0361 190.9779 154.3881 145.5354 252.2479 144.1358 197.1283 150.9886 157.6883 211.1796 161.9599 164.8612 170.7789 203.2672 163.8766 166.255 166.9498 168.3337 170.3542 171.3346 172.1101 178.6065 173.3058 173.3413 175.9463 173.3875 175.1929 180.8106 175.9474 177.4969 177.2328 178.3333 209.9188 209.7051 209.257 208.7093
158.1397 77.94873 47.8934 18.74839 12.80492 21.16864 8.312056 5.317685 33.34 0 3.018462 37.18124 143.4751 128.9901 133.4728 126.3541 95.06284 99.57967 21.66667 103.8787 23.89793 25.79621 144.3838 124.6653 155.4867 61.98208 65.81624 156.5326 152.1439 155.7491 94.06971 100.5437 132.2363 156.4152 156.1314 154.0712 106.0005 150.6803 146.1422 110.6847 148.2569 123.4197 112.2621 124.9964 121.7488 122.3878 122.5878 139.1696 123.9803 125.9594 126.986 128.9541 167.1091 141.5323 135.0016 224.7084 142.8543 175.379 144.0872 150.9732 190.5326 156.5595 158.9217 180.7458 184.5457 163.8916 166.5601 166.7526 170.8833 173.4439 174.0204 171.5113 179.3683 172.3208 176.1783 178.022 175.0851 174.4022 191.0882 177.2353 177.0839 176.3492 180.7666 193.5255 193.6348 193.5769 193.7536
