0 125.7418 123.113 160.703 131.6685 132.6135 105.2141 106.2816 104.0988 98.65336 103.0975 53.03998 120.5034 105.8717 102.7561 109.5142 112.9936 121.1936 83.31293 87.26476 130.001 171.9139 190.6089 66.5654 70.25736 182.219 110.484 88.96744 141.2517 109.7497 81.7828 124.7995 89.62605 92.72733 92.82718 183.8887 113.7033 162.6252 150.3868 172.9031 212.5767
125.7418 0 2.915476 123.7554 65.86729 69.02536 66.14 69.11223 69.58807 62.9325 73.05135 83.51347 165.3254 154.8937 153.9131 180.417 183.0096 191.9203 182.1606 189.3718 224.019 253.777 289.0158 192.2979 195.9145 266.4812 211.0562 202.8115 240.4307 213.4772 207.3319 226.9003 214.5705 216.5283 217.6924 281.0948 233.5086 269.1707 269.0376 279.3926 318.4878
123.113 2.915476 0 122.1006 66.70832 69.857 65.80274 68.8186 69.2026 62.28965 72.62231 80.62258 162.61 152.1147 151.1167 179.0692 181.6948 190.6364 180.2498 187.4201 221.1108 250.9273 286.1096 189.676 193.2563 263.6252 209.2027 200.6315 237.5173 211.5585 204.6583 225.0501 212.0377 214.0584 215.1658 278.1905 231.2018 267.2818 266.1771 277.518 315.5725
160.703 123.7554 122.1006 0 187.1194 190.1637 177.9181 181.0508 180.4508 171.6357 183.0195 112.4342 92.75788 94.12793 96.0554 260.9204 264.247 273.311 243.0454 247.6451 174.5615 183.2508 230.5352 211.0031 210.6919 195.8372 271.0162 248.7211 192.6433 270.4478 218.6536 285.4953 236.9219 243.2316 240.0758 222.4266 268.7036 322.7339 246.0678 332.9039 265.9984
131.6685 65.86729 66.70832 187.1194 0 3.162278 26.83282 26.57066 28.79236 33.01515 31.04835 113.5341 211.4048 198.6007 196.7772 140.1753 141.8908 149.6849 156.205 164.1543 253.811 290.2978 317.7519 191.9297 197.2258 302.2139 181.8523 183.9918 267.864 186.0027 208.866 196.9202 208.7343 207.8485 211.4252 310.4158 217.6678 238.8577 281.9313 248.4175 342.6602
132.6135 69.02536 69.857 190.1637 3.162278 0 27.45906 26.83282 29.06888 34.05877 31.01612 115.6028 213.7709 200.8919 199.0383 138.5897 140.2462 147.9489 155.3898 163.3512 255.4408 292.1786 319.2641 192.3148 197.6765 304.0497 180.7766 183.4693 269.3717 185.0108 209.2964 195.7655 208.8061 207.7811 211.4691 311.9608 217.2148 237.6089 282.7618 247.1199 343.9448
105.2141 66.14 65.80274 177.9181 26.83282 27.45906 0 3.162278 3.605551 7.615773 7.211103 91.92388 191.6351 178.2196 176.1512 120.4372 122.5602 130.9563 132.0606 139.9294 229.2684 266.9312 292.714 165.1091 170.3937 278.5987 158.785 158.7104 242.8314 162.5208 182.0357 174.1932 182.1483 181.4635 184.8738 285.5023 192.1334 216.4982 255.3062 226.299 316.8975
106.2816 69.11223 68.8186 181.0508 26.57066 26.83282 3.162278 0 2.236068 10.19804 5.09902 94.33981 194.1803 180.7029 178.6064 118.4868 120.5529 128.8755 131.0038 138.9001 231.0195 268.9309 294.3141 165.4841 170.845 280.5463 157.4756 158.0285 244.4445 161.3103 182.4637 172.8174 182.1648 181.3202 184.8591 287.1396 191.5574 215.0638 256.1762 224.8205 318.2483
104.0988 69.58807 69.2026 180.4508 28.79236 29.06888 3.605551 2.236068 0 9 3.605551 92.69844 192.6266 179.0993 176.9809 116.9335 119.0378 127.4123 129.0155 136.9027 229.0087 267.0239 292.25 163.2483 168.609 278.6149 155.5853 155.9295 242.3856 159.38 180.2276 170.9561 179.9472 179.1201 182.6446 285.0876 189.434 213.2299 253.9631 223.0073 316.1155
98.65336 62.9325 62.28965 171.6357 33.01515 34.05877 7.615773 10.19804 9 0 11.40175 84.30896 184.0489 170.6152 168.5415 120.2848 122.5765 131.1827 129.4681 137.2551 221.9234 259.4208 285.4907 159.54 164.6937 271.1167 156.7724 155.2063 235.6009 160.2529 176.3661 172.3306 177.2005 176.8191 179.9819 278.2466 188.362 214.7456 248.9342 224.6558 309.9193
103.0975 73.05135 72.62231 183.0195 31.04835 31.01612 7.211103 5.09902 3.605551 11.40175 0 93.60556 193.6801 180.0469 177.8799 113.4362 115.5206 123.8718 126 133.9048 228.8056 267.1653 291.8298 161.4466 166.8832 278.6777 152.4036 153.1829 241.9927 156.2594 178.4741 167.734 177.792 176.8191 180.4598 284.718 186.7652 209.9727 252.6643 219.7254 315.3728
53.03998 83.51347 80.62258 112.4342 113.5341 115.6028 91.92388 94.33981 92.69844 84.30896 93.60556 0 100.1699 86.44202 84.28671 148.7563 152.1217 161.1197 131.6435 136.8377 143.0874 177.2191 208.0029 116.1077 118.423 189.3733 160.3034 141.5238 158.6309 160.4151 129.1395 175.3416 140.8119 144.8068 144.0626 200.2987 166.6741 214.5951 185.7855 224.9361 236.0381
