0 17.6709 7.930672 11.38812 89.5012 36.45663 11.45898 43.78464 43.81716 43.69817 20.36275 50.85229 65.30009 71.88158 79.16934 82.28451 90.16391 155.0098 101.7801 111.562 102.0739 111.9717 125.9682 107.5796 114.718 80.46851 129.8885 124.4971 140.6077 126.3465 120.8197 142.1944 133.8629 133.5238 169.6696 197.5617 199.2479 205.8629 197.5265 198.0663 199.8687 196.2442 208.0817 202.8117 198.7918 228.5949 215.6873 230.1279 209.5906 243.7499 220.4501 245.5286 223.8081 223.68 243.8636 264.335 259.9603 266.3396 270.6155 282.5534 260.5965 257.6252 267.9827 275.1204 288.1898 264.3677 278.8125 267.4769 267.7559 268.5652 282.2779 296.1747 273.4267 272.7536 287.7276 279.1152 272.708 272.5416
17.6709 0 13.92839 10.81665 106.7936 19.72308 20.59126 33.47774 27.45906 27.80288 19.23538 36.7318 50.71281 58.09923 65.06919 68.2587 75.69016 154.3227 87.11487 97 88.52683 97.62172 111.2879 95.21029 101.9876 80.60397 115.9677 111.6647 126.9852 114.5469 110.9234 153.5741 144.0991 143.4198 176.6465 205.5164 190.5387 197.4976 201.5465 202.2498 204.267 194 213.4409 206.5163 197.0913 219.7487 209.0933 221.7205 208.2402 234.9096 217.3315 236.885 220.0045 220.518 238.5922 257.3679 262.9873 259.4802 263.8165 274.2736 257.9683 259.0695 266.9627 268.3573 279.8992 265.5671 272.3408 268.1529 268.628 269.628 275.8711 287.8285 273.9701 270.15 281.5304 273.9642 273.5216 273.5676
7.930672 13.92839 0 4.123106 93.40149 30.41381 7.071068 35.89842 37.36308 37 12.64911 43.4445 57.9129 64.28001 71.61006 74.70107 82.66196 148.5639 94.3027 104.0433 94.36631 104.4031 118.461 99.72462 106.8916 74.06079 122.215 116.6748 132.8768 118.4441 112.8982 140.716 131.7139 131.1878 165.9458 194.3116 191.4079 198.0531 192.6266 193.2278 195.1128 189.4466 203.7081 197.8004 192.1276 220.75 208.0817 222.3196 203.0222 235.9078 213.469 237.7025 216.6841 216.6911 236.4725 256.6929 254.7445 258.7122 262.9972 274.7654 253.7441 251.8829 261.5314 267.508 280.4014 258.5521 271.2417 261.5033 261.8416 262.7094 274.7172 288.3821 267.4163 265.9116 280.1992 271.7558 266.7781 266.6763
11.38812 10.81665 4.123106 0 97.3314 26.30589 9.848858 32.549 33.24154 32.89377 11 39.53638 53.99937 60.50223 67.80118 70.91015 78.81624 147.6858 90.44335 100.2098 90.68627 100.6032 114.6211 96.26006 103.3706 73.33485 118.5011 113.1459 129.2217 115.1086 109.9318 142.8986 133.5947 132.9784 166.9641 195.5761 188.7432 195.4634 192.8989 193.5407 195.4789 188.2153 204.3135 197.9949 191.0236 218.0671 205.8762 219.7294 202.0025 233.2306 212.0424 235.067 215.1023 215.2554 234.5661 254.4194 254.7748 256.4625 260.7614 272.215 252.4379 251.5313 260.5983 265.2809 277.8499 258.1425 269.0787 260.9693 261.3542 262.2675 272.5691 285.8203 266.8513 264.6129 278.0978 269.8833 266.2772 266.2259
89.5012 106.7936 93.40149 97.3314 0 123.1879 88.19118 119.0345 129.2286 128.3002 97.33865 131.1606 144.448 148.114 155.3063 157.838 166.2055 168.5772 177.3996 186.0566 173.9583 185.6877 199.8959 174.931 182.5163 112.6821 200.6831 191.7007 209.4987 189.5891 177.8058 92.81504 94.22468 96.15898 141.4922 159.7556 243.283 247.8716 181.2125 180.8238 181.2658 211.196 183.3706 187.4925 210.879 271.2497 248.9421 270.6782 218.8331 285.5067 237.1139 286.2739 243.4286 240.2672 268.9079 296.1753 242.8088 297.5601 301.3228 319.7606 271.7986 248.7612 270.7722 305.4241 325.2036 256.2636 307.532 261.8074 261.0767 260.8654 310.5114 333.1245 268.0312 283.0578 314.6837 301.4549 265.9941 264.7627
36.45663 19.72308 30.41381 26.30589 123.1879 0 35 22.35181 7.81025 8.602325 26.92582 19.15529 31.92027 39.83616 46.40043 49.60091 56.63921 147.1749 67.88225 77.78175 70 78.51751 91.96739 77.52419 83.94922 76.48529 97.03865 93.47727 108.1954 97.12878 95.18929 160.4244 149.6336 148.5438 177.8004 207.562 175.1913 182.413 199.0226 199.905 202.1485 184.7837 212.3488 203.5927 188.4091 204.1619 195.5326 206.497 199.8324 219.2772 207.0604 221.4103 209.0383 210.1837 226.1178 243.272 258.929 245.473 249.849 259 247.9696 253.2982 258.5531 254.4077 264.6034 259.4991 258.6392 261.5129 262.1946 263.3937 262.2173 272.4688 267.1622 260.123 268.0484 261.4655 267.0029 267.2756
11.45898 20.59126 7.071068 9.848858 88.19118 35 0 36.2546 41.30375 40.60788 11.40175 45.58975 59.93249 65.64998 73.06162 76.06083 84.21995 143.5648 95.88013 105.4751 95.21029 105.6882 119.8874 99.82485 107.1485 69.02898 123.1117 116.9316 133.5337 118.1059 111.6065 133.6451 124.6671 124.1582 159.2106 187.4487 189.3066 195.7872 186.4001 186.9679 188.8094 184.8783 197.2232 191.6377 187.3846 218.6643 205.0561 220.0364 198.1616 233.8001 209.1626 235.5048 212.6076 212.3963 232.904 253.7642 248.7104 255.7381 259.9952 272.3711 249.2458 246.2214 256.5345 264.4879 278.0071 252.9499 268.103 256.0352 256.3221 257.1405 271.5503 286.0057 261.9808 261.3982 276.9465 268.1142 261.272 261.1154
43.78464 33.47774 35.89842 32.549 119.0345 22.35181 36.2546 0 20.37708 18.1721 24.85757 13.33929 25.41626 29.79657 37.21012 40.09281 48.38487 124.847 59.99549 69.43717 58.95776 69.55948 83.81553 63.84605 71.06391 54.64599 86.85859 80.85173 97.29967 82.56853 77.72605 143.7248 132.0054 130.6207 157.2663 187.3519 157.1201 164.0413 177.1099 178.035 180.3335 162.8116 190.818 181.5833 166.3156 186.3631 175.7367 188.2737 177.692 201.5278 185.432 203.4714 187.6892 188.5807 205.5733 223.9337 236.6906 226.0586 230.4016 240.8232 226.2708 230.947 236.44 234.946 246.4506 237.1486 238.9748 239.1823 239.8541 241.0467 242.5158 254.3867 244.8427 238.4397 248.2148 240.9517 244.6667 244.9305
43.81716 27.45906 37.36308 33.24154 129.2286 7.81025 41.30375 20.37708 0 2.236068 32.06244 12.88507 24.37717 32.48261 38.83298 42.02678 48.9183 143.7913 60.10824 70.00714 62.42596 70.76722 84.17244 70.23532 76.51888 74.94665 89.32245 85.98256 100.5099 89.89438 88.60023 162.5331 151.2676 150.0208 177.5894 207.6174 168.5853 175.8932 197.2942 198.2448 200.5717 180.4716 211.1516 201.6953 184.296 197.4446 189.5521 199.905 195.8009 212.5335 202.2993 214.7196 204.0098 205.3935 220.5023 237.0512 256.4813 239.2823 243.6693 252.3569 243.2547 250.1939 254.4283 248.2312 257.9499 256.2713 252.5483 258.062 258.8223 260.0966 256.141 265.7899 263.6395 255.384 262.0298 255.8077 263.5917 263.9512
43.69817 27.80288 37 32.89377 128.3002 8.602325 40.60788 18.1721 2.236068 0 31 11.02384 23.32236 31.24932 37.80212 41.00305 48.10405 141.5972 59.4138 69.31089 61.40033 70.00714 83.54639 68.96376 75.35564 72.71864 88.49011 84.87638 99.62555 88.58894 86.97701 160.6051 149.2745 148.0076 175.4109 205.4556 166.979 174.2553 195.059 196.0102 198.3381 178.362 208.9258 199.4593 182.1648 195.8841 187.7472 198.2952 193.6621 210.9846 200.2498 213.149 202.0025 203.3485 218.6098 235.3173 254.2513 237.5395 241.9234 250.7688 241.2005 247.9879 252.3014 246.4845 256.3661 254.0721 250.777 255.8769 256.632 257.9016 254.3657 264.2163 261.4596 253.3338 260.2387 253.9264 261.404 261.758
