0 172.8407 191.8427 175.0442 170.6232 192.2853 192.4256 166.5133 172.6772 166.4565 164.9223 162.5782 157.3864 153.1446 174.8712 175.7574 159.7304 156.5262 165.0692 179.804 180.8218 151.6568 134.8851 144.3981 146.0041 146.9486 140.6894 139.6131 132.6495 123.3413 146.8838 126.2382 140.9276 148.1412 149.2354 146.004 141.4627 118.7947 146.9939 145.763 138.1641 149.3442 133.5428 118.3096 141.0296 120.5802 117.0145 117.5174 120.3692 134.287 132.6355 129.8881 127.1541 112.4949 122.0821 66.62328 111.7009 97.66917 94.4027 121.8552 130.3007 115.8203 119.3203 115.3589 121.3276 117.3488 124.7783 120.2496 121.5688 120.4436 123.8603 131.2625 90.74771 133.8195 90.68722 87.75895 89.80221 109.6389 152.7122 98.53886 167.6083 49.58602 77.13291 99.16287 51.82334 162.4366 111.6422 84.92643 105.209 100.4729 109.5709 62.72918 113.529 110.2727 112.6758 124.3809 117.6756 120.0768 74.79308 122.6754 79.67177 78.05002 129.1087 119.381 135.3935 140.4569 162.2694 103.8832 132.6042 143.0445 152.0618 128.9381 138.3165 146.801 153.3022 158.7876 159.9773 144.9509 158.6421 163.9311 173.6564 128.2829 129.0205 133.8309 131.6676 130.6761 168.6322 136.9571 132.6349 136.5574 138.7521 133.4529 135.0881 137.6814 138.3837 141.6122 181.0736
172.8407 0 68.04594 25.17936 5.830952 72.63952 77.31753 8.062258 39.77751 20.59126 19.14274 35.8469 34.57038 24.59675 73.2069 89.88882 63.63175 62.1289 125.6567 102.764 106.0424 79.82765 61.04389 77.81398 80.1561 83.09633 78.49204 80.61017 77.46612 67.08204 98.01275 73.78347 91.96739 103.0776 109.1662 104.9952 100.8377 76.70887 108.8322 114.888 114.0332 124.1974 113.2166 99.15266 124.4689 108.8118 107.3359 112.4822 117.3052 130.2306 128.8875 127.2841 125.7338 117.3456 129.2014 109.2016 181.7388 172.8214 172.2767 174.7341 181.4635 177.1581 181.7966 179.7387 186.5134 184.4539 195.4258 193.9923 199.8636 206.9624 209.4182 218.1847 220.5538 220.7827 222.5209 210.44 217.7305 246.1077 273.0884 241.5367 307.1684 220.445 235.1361 246.4183 223.8951 285.9672 239.1938 231.4822 255.1671 253.3318 241.7602 235.2275 262.2909 262.6119 263.8939 255.0232 268.3375 270.4172 243.0082 272.8003 245.1 246.1455 278.7474 273.226 283.6181 288.307 302.7384 262.2218 289.1712 296.7478 304.1135 295.1457 296.4928 301.4697 306.3413 310.4018 310.8858 304.0565 297.371 316.2056 325.6406 298.562 298.826 302.8139 301.2723 301.2312 307.5569 305.7646 303.4238 305.9183 307.6882 305.1795 306.1111 308.882 308.9919 311.4498 336.5357
191.8427 68.04594 0 43.00291 63.00198 4.924429 10.06231 64.15801 30.43846 50.55937 53.01913 40.11546 45.70224 60.24326 20.5548 33.55965 32.2374 35.33058 191.1605 44.17421 47.13014 45.03141 57.44374 50.37748 49.9925 50.65817 53.85397 55.59901 60.55782 68.92206 60.46693 65.75903 60.50826 63.64157 68.15424 66.59016 66.27217 73.11976 69.21966 75.29728 78.95544 82.06857 81.00154 81.04937 86.70784 85.59352 86.86915 90.08885 92.01223 95.61511 95.21686 95.18929 95.25886 96.62945 100.9963 141.8106 232.9834 221.6261 220.31 146.2062 150.1308 151.2589 154.8717 154.2247 159.2561 158.5639 167.8764 168.0216 174.1619 182.7622 184.2993 191.7719 259.9159 193.8846 261.3882 199.7029 207.6474 284.8495 318.1834 277.7269 346.913 232.4441 264.7777 281.1961 237.4116 330.5851 225.3077 227.2317 289.1686 286.0004 229.5 249.1109 297.0425 295.8061 297.6311 240.3104 302.4537 304.736 250.48 307.282 250.0545 253.2638 313.6066 306.0022 319.2256 324.197 342.0211 260.7834 320.9022 330.1007 338.4202 320.6233 327.4542 334.4163 340.2018 345.0362 345.8688 334.5793 282.1332 350.6155 360.3452 319.7655 320.6528 325.6087 323.3392 322.0248 291.617 328.7495 323.8476 328.264 330.5242 323.8954 326.1353 328.5768 329.6517 333.176 369.5572
175.0442 25.17936 43.00291 0 20 47.52368 52.15362 21.37756 15.20691 9.899495 12.29273 16.15549 19.07296 23.60085 48.78781 65.74192 41.72529 41.10961 148.9795 78.57763 81.85964 59.24275 47.89698 58.97258 60.80296 63.41136 60.53924 62.76942 61.84658 57.21888 78.04166 60.87693 73.23933 82.87943 88.82708 85.14693 81.80006 65.84262 88.83568 95.12467 95.45598 104.0625 95.41488 84.97205 105.5107 93.52005 92.84934 97.62812 101.7472 112.3299 111.2205 110.0284 108.9082 103.2473 113.1769 115.8836 198.0732 187.9625 187.0568 159.6559 165.605 162.9632 167.344 165.7106 172.024 170.3768 180.9648 180.025 186.0612 193.7424 195.9235 204.3605 231.8146 206.826 233.5813 201.8836 209.4942 257.2567 287.0919 251.575 319.0102 220.4768 242.3902 255.8906 224.5551 299.8104 229.8394 225.4994 264.3658 261.9637 233.0021 236.1398 271.8428 271.5161 273.0311 245.5192 277.6563 279.8311 241.514 282.2942 242.6685 244.5443 288.4276 282.0138 293.6328 298.4604 314.3701 257.5485 297.6071 305.886 313.6766 301.0695 304.6473 310.4609 315.7293 320.1254 320.7554 312.0659 287.9814 325.8589 335.4498 302.7974 303.3101 307.7032 305.8643 305.3183 297.9803 310.7443 307.376 310.6445 312.618 308.468 309.9193 312.5744 313.0655 315.9573 345.6924
170.6232 5.830952 63.00198 20 0 67.51666 72.11103 4.123106 34.22353 14.76482 13.33333 30.01666 28.81743 19.92486 67.52962 84.15462 57.80138 56.30275 129.6063 97.02806 100.3045 74.02502 55.75158 72.09553 74.41102 77.33693 72.83543 74.96666 72.00694 62.24147 92.25237 68.60029 86.27862 97.30879 103.3937 99.24717 95.13806 71.80007 103.0782 109.152 108.3813 118.4441 107.629 93.91619 118.796 103.4698 102.0833 107.1972 111.9486 124.6515 123.3288 121.7631 120.2539 112.1606 123.8103 107.8378 183.1748 173.8866 173.2347 169.4993 176.1391 172.0378 176.6465 174.6425 181.3622 179.3551 190.2847 188.9153 194.813 201.997 204.4162 213.1429 220.5856 215.7244 222.5014 206.1965 213.5474 246.1321 273.9106 241.2675 307.4149 217.8302 234.1645 246.0081 221.4159 286.7512 234.8407 227.706 254.6944 252.7153 237.5079 232.8132 261.9132 262.0706 263.4122 250.6557 267.9048 270.0101 240.1021 272.4151 242.0083 243.2204 278.4136 272.663 283.373 288.1003 302.9267 258.7107 288.5308 296.2874 303.7647 293.9011 295.7871 300.9751 305.9493 310.0972 310.6187 303.3194 293.0441 315.8861 325.3653 296.928 297.2491 301.3325 299.7215 299.5651 303.2033 304.3058 301.7284 304.4011 306.2189 303.3356 304.3846 307.131 307.3272 309.8855 336.1001
192.2853 72.63952 4.924429 47.52368 67.51666 0 5.147815 68.54561 34.44198 54.77682 57.20383 43.64058 49.06062 63.94138 18.74166 29.80772 32.59601 35.92353 195.238 39.83647 42.71417 43.66152 58.55594 49.54433 48.87228 49.23921 53.12721 54.7403 60.27022 69.9035 58.07753 66.04922 58.75798 60.9631 65.20928 63.94138 64.01758 73.4932 66.38984 72.34904 76.35975 78.78134 78.62888 79.93904 83.74366 83.93152 85.41955 88.40956 90.04999 92.80356 92.49054 92.59725 92.80356 94.97631 98.65343 143.5496 235.6915 224.1652 222.7919 143.4381 147.1343 148.6556 152.1726 151.6328 156.5096 155.9207 165.0674 165.3254 171.4573 180.1285 181.5943 188.9481 261.6305 191.0196 263.0616 197.9609 205.9206 286.4655 320.2506 279.1603 348.5138 232.2122 265.7452 282.5146 237.273 332.5977 223.2508 225.8506 290.4122 287.1489 227.5445 248.9628 298.3287 296.9756 298.8386 238.1525 303.6816 305.9754 249.865 308.5296 249.2599 252.6154 314.8727 307.1215 320.5406 325.5263 343.5914 259.5039 321.9169 331.2254 339.6064 321.1665 328.3999 335.5034 341.351 346.2387 347.0972 335.4808 279.8446 351.7933 361.5335 319.9926 320.9244 325.9436 323.624 322.2177 289.2633 329.0935 324.01 328.5613 330.8542 323.9321 326.2645 328.6776 329.8219 333.4194 370.6039
192.4256 77.31753 10.06231 52.15362 72.11103 5.147815 0 73 38.61671 59.07622 61.46363 47.29693 52.5209 67.68309 17.6706 25.96151 33.30165 36.79674 199.2766 35.22941 38.01316 42.34033 59.69336 48.73157 47.75982 47.80167 52.39275 53.85165 59.94164 70.83784 55.52027 66.28725 56.88585 58.07753 62.01814 61.07373 61.57313 73.77838 63.31754 69.12947 73.50178 75.18643 76 78.64 80.4767 82.03658 83.74366 86.48266 87.82084 89.6772 89.4539 89.70089 90.04999 93.05912 96.00521 145.0965 238.2121 226.508 225.0739 140.2926 143.7533 145.6743 149.0906 148.6607 153.3762 152.8929 161.8649 162.2375 168.3571 177.0954 178.4881 185.7181 263.0779 187.7472 264.4647 195.829 203.8001 287.8003 322.0584 280.3034 349.8176 231.6247 266.4001 283.5348 236.7805 334.3445 220.7844 224.0759 291.3507 287.9878 225.1799 248.4552 299.31 297.8338 299.7366 235.5777 304.5997 306.9052 248.8715 309.4673 248.0806 251.5862 315.8284 307.9239 321.5467 326.5464 344.8637 257.8202 322.605 332.0275 340.4717 321.3584 329.0137 336.2648 342.1769 347.1199 348.0057 336.0463 277.1249 352.6471 362.3967 319.8535 320.8317 325.916 323.5444 322.0423 286.4756 329.0745 323.8024 328.4935 330.8202 323.5931 326.0215 328.4044 329.621 333.2942 371.3156
166.5133 8.062258 64.15801 21.37756 4.123106 68.54561 73 0 34.63019 14.31782 12.33333 29.15476 27.18047 16.55295 67.42589 83.81527 56.79789 55.07268 127.6278 96.66494 99.92998 72.52726 53.02666 70.21229 72.62231 75.60423 70.76722 72.86288 69.52697 59.03389 90.51243 65.73431 84.29116 95.60335 101.7018 97.45255 93.17859 68.65311 101.3054 107.307 106.2829 116.6619 105.3803 91.1112 116.7497 100.8018 99.29753 104.4521 109.3 122.3806 121.0165 119.3786 117.7964 109.2932 121.2106 103.7304 179.6942 170.271 169.5826 166.6883 173.4416 169.0976 173.7383 171.677 178.4552 176.3923 187.3666 185.9301 191.8014 198.9048 201.3579 210.1227 216.6679 212.7205 218.5724 202.608 209.9286 242.2107 270.1993 237.2867 303.541 213.7592 230.0826 242.0021 217.3292 283.0269 231.3123 223.9129 250.6776 248.6765 233.9252 228.7204 257.9118 258.0426 259.3935 247.1358 263.8939 266.0033 236.0763 268.412 238.0189 239.1982 274.4191 268.6313 279.3944 284.1289 299.0391 254.8298 284.4873 292.2709 299.7666 289.7949 291.7345 296.9529 301.9437 306.1066 306.635 299.2624 289.5027 311.8926 321.3795 292.8058 293.128 297.2141 295.6011 295.4425 299.6769 300.1883 297.6054 300.2815 302.101 299.2131 300.2616 303.0079 303.2046 305.7646 332.0862
172.6772 39.77751 30.43846 15.20691 34.22353 34.44198 38.61671 34.63019 0 20.5 22.85522 10.96586 16.85312 30.00417 33.61547 50.53959 27.5 27.53634 160.798 63.38266 66.66521 45.38671 39.88904 46.1927 47.64714 49.9925 48.28302 50.5099 51.09061 50.71735 64.22811 52.02163 60.17682 68.90029 74.72951 71.31795 68.4288 58.07753 74.90012 81.24904 82.16504 89.95693 82.5303 74.35388 91.94156 82.06248 81.87338 86.35103 90.00694 99.22827 98.24587 97.27538 96.39113 92.31062 101.0408 117.1207 204.4266 193.5781 192.4396 147.6558 153.187 151.3944 155.6189 154.2117 160.256 158.8269 169.1686 168.4822 174.5738 182.5167 184.5488 192.7869 234.6279 195.1775 236.2565 193.0913 200.8359 259.8774 291.484 253.5079 321.8707 216.463 242.6154 257.4437 220.8874 304.0559 220.4818 218.0052 265.7085 262.9586 223.9514 232.5559 273.3793 272.6431 274.2996 236.0226 279.022 281.249 236.4937 283.7539 237.1018 239.4473 289.984 283.0265 295.3853 300.2859 317.1057 250.6442 298.3425 307.0391 315.0766 300.2283 305.1823 311.5064 317.0114 321.6092 322.331 312.4863 278.4181 327.2816 336.947 300.9194 301.5812 306.2066 304.1928 303.3422 288.295 309.2931 305.3117 309.0392 311.1306 306.0004 307.7601 310.337 311.0567 314.2026 346.7463
166.4565 20.59126 50.55937 9.899495 14.76482 54.77682 59.07622 14.31782 20.5 0 2.538591 15.26434 14.8024 13.89244 53.11544 69.57011 43.04649 41.6173 140.644 82.43246 85.70298 59.46388 43.38613 57.90955 60.10824 62.96825 58.89822 61.07373 58.83026 51.41984 77.86206 56.46238 72.18033 82.87943 88.94521 84.89994 80.98302 60.58259 88.70425 94.84328 94.3842 104.0625 93.8616 81.39564 104.7115 90.55385 89.47067 94.45766 98.95706 110.8873 109.6358 108.2 106.8316 99.72963 110.6752 106.4378 188.2153 178.069 177.1588 156.7801 163.1349 159.6653 164.1767 162.3392 168.8824 167.0367 177.8236 176.6494 182.6183 190.0459 192.3538 200.9525 222.036 203.4822 223.8174 196.3288 203.8366 247.4934 277.2004 241.9008 309.2123 212.4241 233.0257 246.2722 216.3631 289.9228 224.6132 219.1073 254.7788 252.4381 227.561 227.9035 262.2222 261.9637 263.454 240.3658 268.0616 270.2273 233.8568 272.683 235.2573 236.9175 278.7996 272.4783 283.974 288.79 304.5852 250.7873 288.118 296.3195 304.0674 291.9284 295.1949 300.9119 306.1389 310.5016 311.1173 302.6341 282.8223 316.2436 325.8211 293.9409 294.4096 298.7344 296.9461 296.4899 292.898 301.7615 298.5733 301.7052 303.6445 299.7908 301.1445 303.8225 304.2433 307.0586 336.1343
