0 176.6059 176.8656 152.1345 149.8389 150.9559 148.8563 171.2802 145.5519 155.1982 152.3243 124.5022 156.2945 154.0228 160.0434 147.4727 76.04638 137.8498 112.8319 99.29283 96.00577 87.88673 89.03271 103.4373 40.94308 42.51614 109.8906 81.31858 107.2546 53.09338 121.7812 66.64241 72.19646 69.88213 98.08875 154.6905 97.46842 123.7589 154.2362 164.0513
176.6059 0 3.041381 40.06557 43.23945 32.97347 35.0464 138.7832 45.37568 59.04685 60.49082 52.28049 88.82789 97.65404 113.0277 113.8625 106.0012 122.402 187.0007 176.9542 176.0753 197.2441 204.7266 246.7534 212.627 216.5139 225.5958 219.8141 228.4956 228.0356 241.3615 234.1928 235.6719 237.263 265.788 303.8158 251.3901 293.9443 283.8111 293.9022
176.8656 3.041381 0 42.48529 45.62455 35 37.01351 141.6248 43.6231 56.57986 58.10527 52.39275 86.27085 95.14601 110.4536 111.4904 106.8925 120.2082 188.9868 178.8022 177.8799 196.1224 203.6434 248.0726 212.577 216.541 224.3699 219.0091 227.3434 228.0899 240.1151 233.9444 235.3062 237.0004 266.6027 305.1759 250.7414 294.7109 282.5746 292.6418
152.1345 40.06557 42.48529 0 3.255764 10.19804 9.848858 101.2852 59.57404 80.21895 80.21984 41.23106 108.7784 116.1515 132.0038 129.0183 76.79193 134.0336 147.8682 138.5035 137.8632 189.7709 196.5535 211.4829 191.0654 194.0026 219.0524 207.562 220.8574 205.061 234.8634 214.6742 217.5592 217.8759 234.6487 268.0742 236.6289 263.1017 276.6418 286.9708
149.8389 43.23945 45.62455 3.255764 0 12.40161 11.54123 98.72882 61.12277 81.97756 81.87606 41.16552 110.2516 117.4772 133.3027 130.0272 74.29939 134.7427 144.6126 135.2611 134.6286 188.7771 195.4914 208.3785 188.945 191.8051 218.0875 206.1558 219.8022 202.8167 233.8819 212.6866 215.678 215.8953 231.7952 264.936 234.9903 260.2585 275.5648 285.9043
150.9559 32.97347 35 10.19804 12.40161 0 2.236068 111.1178 49.53211 70.05626 70.09914 34 98.75251 106.2345 122.1024 119.4104 76.92204 124.8079 154.0292 144.0297 143.1931 184.0245 190.9879 214.9814 189.0661 192.3148 213.1923 203.0025 215.244 203.5534 229.0333 212.1155 214.5973 215.2863 236.2118 271.8672 232.7901 264.5723 271.0431 281.3365
148.8563 35.0464 37.01351 9.848858 11.54123 2.236068 0 110.0194 49.7473 70.48461 70.43358 32.75668 98.94083 106.3027 122.1556 119.231 74.72617 124.4026 151.9803 141.9209 141.0682 182.5431 189.4716 212.7581 187.0428 190.263 211.7385 201.3082 213.7405 201.487 227.5751 210.1523 212.6805 213.3268 233.985 269.6508 230.9897 262.3481 269.5421 279.8433
171.2802 138.7832 141.6248 101.2852 98.72882 111.1178 110.0194 0 157.2273 178.6218 177.9948 129.0817 204.6165 210.5371 225.7649 219.8356 112.4342 221.1285 92.75788 94.12793 96.0554 243.0454 247.6451 174.5615 211.0031 210.6919 271.0162 248.7211 270.4478 218.6536 285.4953 236.9219 243.2316 240.0758 214.9381 222.4266 268.7036 241.6171 322.7339 332.9039
145.5519 45.37568 43.6231 59.57404 61.12277 49.53211 49.7473 157.2273 0 21.40435 20.873 31.84583 49.22044 56.83718 72.71659 70.99943 86.65854 78.09012 182.3884 169.9732 168.3099 153.7899 161.4597 229.1027 177.6073 182.2642 181.5932 178.2102 184.8311 193.9634 197.2539 197.0433 197.4464 199.961 240.5206 286.1481 210.7921 267.7778 239.7125 249.7003
155.1982 59.04685 56.57986 80.21895 81.97756 70.05626 70.48461 178.6218 21.40435 0 2.99481 52.20613 29.9723 38.62904 54.16715 55.02393 103.5224 64.57306 201.4241 188.5928 186.7622 151.2021 159.1003 244.0239 183.9605 189.1245 177.5762 178.1322 181.4648 200.7961 192.8655 201.4072 200.836 204.1578 252.0918 300.6977 211.5876 278.6966 235.0508 244.7589
152.3243 60.49082 58.10527 80.21984 81.87606 70.09914 70.43358 177.9948 20.873 2.99481 0 50.86474 29.10417 37.45777 53.1685 53.38512 101.3026 62.54243 199.5133 186.5982 184.7353 148.3427 156.2342 241.4848 180.984 186.1564 174.7959 175.1929 178.6521 197.8262 190.1109 198.4126 197.8431 201.163 249.2908 298.1117 208.6316 275.8563 232.3232 242.0506
