1 76
177.4743 133.7443
7 77
8 110
9 65
10.5 61.5
10.5 112.5
11 57
12 92.5
14 97
14 114.6667
14 51
19.31818 45.36364
23.5 55.5
23 107
25.4 38
24 41
24 43
28.13043 53.86957
25 47.5
27 110
28 49
29 38
30 73.5
31 79.33333
31 34
31 40
32 52
33 58.5
36.5 50.5
36.5 74.5
39.5122 229.9268
38 43
41.5 47.5
42 78
44 52.25
50 15
49 17
51.05882 74.47059
53 51
55.125 52.625
54 17
54 80
56 33
57 72.5
60 36
64.5 23.5
64 56
65 46
65 58
66 81
67 8
67.66667 29
68 47
71.61111 26.22222
70 47
70.5 73.5
72.83333 47.16667
72 65
75.33333 31.33333
78.41176 22.82353
78 15
81 19
81 68
84.5 24.5
84 60
89 55.75
88 66
90 60
91 66
94.5 53.5
95 5
95 63
96 56
97 61
102.8182 34.90909
101 59
103 63.66667
103.3333 9.333333
104 50.25
105.3333 57.33333
107 140
115 10
115 31
120 11
132 237
133.3333 222.3333
135 219.5
149 18
153 9
157 16
167 2
185 13.33333
186 11
196 241
198 216
198 232
198 237.5
201 220
201 227
203 229
204 51
211.9 52.13333
208 226
214 235
215.8261 279.8696
218 227
219 220
246.8194 279.1704
221 213
221 215
222 124
222 222
222 227
225 130
227 286.5
229.75 36.9
229 229
230 70
235.9636 237.2364
234 42
236 134
239 221
240.1429 231.4286
239 235
241 235
242 221
244 227.1667
244.5714 31.28571
244.5 222
245 112
247 103
248.1429 111.1429
253.1429 223.1429
251.5 226.5
253 209
255 210
256.2 229.6
256 212
256 290
257.75 271.75
258 218
260 216
262.5 80
264.087 212.2174
264 217.5
265 220
265 228
266.5 225.5
267 203
270 201
270 221
270.5 273
271.5 212.5
272 204
272 223.5
274 223
275 217
276 215
276.5 219.5
277 223
277.8 225.6
280 219
280.5 283.5
281 223
285.8846 21.46154
284.6 216.6
293 182
295 16.5
295 179
295 185
295.5 188.5
300 182
304 172
