34.83022 120.0822
2.5 68.5
17 95
20 75
32.5 13.5
39.5122 229.9268
39.22222 43.33333
187.2031 136.187
41 75
46 106
49 10
50.25 73.75
52 50
53 52.25
53 46
54 73.33333
56 53
61 42
68 30
69.75 25.25
71.66667 28.16667
78 22
78.5 24.5
90 18
93 18
107 140
132 237
133.3333 222.3333
135 219.5
165 11
185 13.33333
185 239
187.7826 4.521739
186 10
192.3333 3.333333
194 1
201 239
204 51
206.5 229.5
211.9 52.13333
208 228
210.5 226
214 235
215.8261 279.8696
216 219
218.5 228.5
256.082 276.8246
222 124
225 210
224 226
225 130
226 218
226 220
226 222
227 286.5
229.75 36.9
230 70
234 42
236 134
237 219
244.5714 31.28571
245 112
254 246.6852
247 103
248.1429 111.1429
258 271.6
262.5 80
268.5455 212.7273
278 230
285.8846 21.46154
289 186
296.7324 263.1408
295 16.5
304 258.5
