0 22.72144 20.55177 19.26998 17.188 18.67974 17.04286 19.21772 20.59349 110.3842 11.4794 11.10685 20.31038 9.900032 17.2593 10.27598 8.401456 11.23061 7.579323 9.92737 13.28151 5.961667 8.657738 4.272425 7.704555 13.45437 1.142784 14.32177 16.99454 135.5503 50.08842 40.06422 23.48718 40.48808 46.92515 61.03879 55.98496 67.03586 61.63981 60.103 67.00364 68.80853 67.04601 62.3701 68.02626 64.59627 61.23548 63.45418 66.51169 63.76608 71.80408 74.03022 67.15032 79.86048 67.26802 84.65527 82.94015 80.09605 70.31668 79.00084 75.55605 83.42919 79.35246 77.75195 93.22869 81.55649 72.91943 77.29684 87.15023 95.07299 89.35217 83.69723 98.67851 85.87127 82.09907 79.88301 88.82143 94.95005 91.63567 90.098 82.18677 62.43775 91.98768 99.00424 96.84869 96.03943 90.83388 144.2025 95.73931 133.4146 95.83399 132.3419 187.8507 177.7023 178.778 180.1739 189.1029 192.7726 170.6149 177.4176 176.0157 173.3238 197.4254 187.2767 174.1501 177.3909 199.881 195.9252 188.804 200.531 201.7325 188.6315 215.6982 197.2577 199.8137 200.4335 220.4839 224.7648 223.7648 259.1658 233.2866 218.2717 234.2872 222.7612 237.6987 245.7663 257.5261 249.1611 249.9481 251.2378 250.1907 251.6409 252.1343 252.6469 267.8479 254.5521 252.6753 254.1126 254.8218 256.1068 256.0577 256.662 257.7905 253.11 253.3039 256.1169 256.2639 256.6089
22.72144 0 2.915476 3.535534 6.363961 5.533986 5.700877 7.905694 11.31371 103.25 16.65083 11.85327 14.1598 13.72953 13.20984 12.74755 17.10263 21.96588 15.18223 14.50862 15.52417 17.67767 16.50757 19.03943 18.50676 19.30026 22.46108 32.97347 36.17319 155.8838 66.68051 57.10079 44.37029 58.25805 64.73407 78.41078 74.32549 84.51331 79.72766 78.48726 84.90289 86.91663 85.34928 81.42788 86.61697 83.58529 80.63808 82.77983 85.66505 83.4416 90.73313 92.90048 86.97413 98.65343 87.49127 103.1528 101.5997 99.19929 90.55385 98.37937 95.45942 102.6864 99.01768 97.5833 111.743 101.1558 93.50936 97.64476 106.8106 114.16 108.9518 103.9832 117.7391 106.0872 102.6864 100.7872 108.8967 114.6058 111.7251 110.3291 103.3093 81.46472 112.5722 119.7101 117.7391 117.7646 113.4659 152.0543 118.2984 142.8521 118.5042 142.2542 199.7211 191.5439 193.0971 194.7986 203.7576 206.0109 193.2835 200.1158 192.9572 195.9869 212.2228 204.3245 195.5313 198.5157 222.5285 213.149 211.4675 217.8818 224.4248 209.6008 238.3534 219.0491 221.8569 222.2456 237.5553 241.5212 240.9907 272.6849 250.065 240.7327 251.23 243.6852 258.5339 263.9316 280.2223 271.8023 269.0771 270.1342 269.4671 270.8367 271.2388 272.0414 290.5396 273.7782 275.1554 273.7243 274.1906 275.6238 275.7943 276.2725 280.3293 274.5551 274.5114 277.6986 277.5041 277.6301
20.55177 2.915476 0 2.828427 3.605551 5.667892 4.123106 8.602325 12.34909 105.5565 13.79311 9.486833 15 11.18034 13.45362 11 14.42221 19.10497 13.15295 13.15295 14.98332 15.23155 15.13275 17.11724 17.11724 18.78829 20.39608 30.22003 33.42155 154.6264 63.7706 54.20332 41.69999 55.37599 61.84658 75.50662 71.44539 81.60882 76.83749 75.60589 82.0061 84.02381 82.46211 78.56844 83.73769 80.72174 77.7946 79.93122 82.807 80.61017 87.86353 90.02777 84.14868 95.77578 84.69094 100.2646 98.71677 96.33276 87.75249 95.52487 92.63369 99.82485 96.17692 94.75231 108.8531 98.31073 90.73313 94.84725 103.9663 111.2879 106.1037 101.1781 114.8651 103.2763 99.90495 98.03514 106.0754 111.7587 108.9036 107.5174 100.5786 80.41144 109.7862 116.9316 114.9783 115.1086 111.0856 152.8398 115.8706 143.4186 116.1561 142.7559 200 191.521 193 194.6535 203.6127 206.0898 190.9241 197.7935 192.4162 193.8738 212.059 203.7695 194.0026 197.0634 220.1469 212.5653 209.3538 217.2763 222.0923 208.1946 235.9779 217.3891 220.1022 220.5786 237.0084 241.0332 240.4163 272.7482 249.5756 238.7787 250.711 242.2973 257.1725 263.1824 277.8933 269.7128 268.1287 269.236 268.4865 269.874 270.2961 271.0351 288.2035 272.8095 273.1904 272.6692 273.1904 274.5906 274.7108 275.2181 278.3253 273.0165 273.0458 276.1159 276.029 276.2191
19.26998 3.535534 2.828427 0 4.123106 2.850439 2.236068 5.830952 9.617692 103.3654 14.15097 8.602325 12.20656 10.63015 10.63015 9.219544 14.14214 19.41649 11.7047 11 12.34909 14.42221 13 15.52417 15 16.15549 18.97367 30.05412 33.24154 152.4418 64.34198 54.6443 41.28223 55.70009 62.20129 75.99507 71.74337 82.0975 77.20104 75.90949 82.41966 84.40379 82.80097 78.74643 84.02381 80.91971 77.89737 80.05623 82.9759 80.65978 88.09086 90.27181 84.17244 96.04686 84.62007 100.6032 99.0202 96.54015 87.68409 95.67131 92.65528 100.005 96.26006 94.79451 109.2016 98.4124 90.5787 94.76286 104.0625 111.5213 106.2168 101.1187 115.1086 103.2376 99.76472 97.80366 106.0754 111.866 108.9036 107.4802 100.2849 78.08969 109.6586 116.7776 114.7693 114.6211 110.0727 150.0133 114.9348 140.5924 115.0924 139.933 197.2004 188.7785 190.2761 191.9427 200.902 203.3249 189.8736 196.6865 189.842 192.4834 209.3538 201.2014 192.0234 195.0231 219.1303 210.0095 207.9639 214.7301 221 206.1189 234.9513 215.5226 218.3232 218.7184 234.4376 238.4387 237.8571 269.9873 246.9818 237.203 248.129 240.2082 255.0639 260.7031 276.7947 268.2928 265.7536 266.8333 266.1297 267.507 267.9179 268.6931 287.1154 270.4459 271.6266 270.3562 270.845 272.2646 272.4151 272.9047 276.805 271.0461 271.0166 274.1824 274.0073 274.1478
17.188 6.363961 3.605551 4.123106 0 6.294839 3.162278 9.219544 12.98075 107.2651 10.30776 6.082763 15.23155 7.615773 13.0384 8.246211 10.81665 15.6205 10 10.77033 13.50926 11.7047 12.64911 14 14.56022 17.20465 17.11724 26.63175 29.83287 151.8654 60.43583 50.80354 38.09491 51.92783 58.41233 72.13356 67.99101 78.23682 73.40981 72.15435 78.60025 80.60397 79.02531 75.0733 80.28076 77.23341 74.27651 76.41989 79.30952 77.07788 84.38602 86.55634 80.61017 92.31468 81.1309 96.82975 95.26804 92.84934 84.19323 92.02174 89.09545 96.33276 92.65528 91.21952 105.423 94.79451 87.1579 91.28527 100.449 107.8147 102.5914 97.62172 111.3957 99.72462 96.33276 94.44869 102.5329 108.2451 105.3613 103.9663 96.98486 77.87811 106.2168 113.3578 111.3957 111.5034 107.5407 152.3056 112.3076 142.6156 112.6244 141.8741 198.8291 190.0048 191.4001 193 201.9571 204.6851 187.3846 194.2697 190.3392 190.458 210.3806 201.6755 191.0026 194.1262 216.5982 210.44 205.9369 215.1279 218.5635 205.2949 232.4312 214.2825 216.9239 217.4663 234.917 239.0021 238.296 271.3134 247.5419 235.4597 248.6463 239.4097 254.3063 260.8829 274.3651 266.3081 265.6351 266.7902 265.9624 267.3668 267.8078 268.4865 284.6722 270.2961 269.8629 270.075 270.6474 272.0165 272.0901 272.6243 274.9727 270.0019 270.0907 273.0659 273.0659 273.3093
18.67974 5.533986 5.667892 2.850439 6.294839 0 3.259601 3.020761 6.82825 100.9756 15.36636 8.951257 9.360823 11.16356 7.850159 8.403868 14.76906 20.46033 11.16356 9.519716 10.00625 14.49569 11.47279 14.65009 13.43968 13.77044 18.2243 30.50615 33.65449 150.5083 65.37251 55.5709 41.4087 56.51217 63.02876 76.92935 72.4999 83.02485 78.01362 76.66567 83.2744 85.22397 83.58304 79.37648 84.75332 81.56669 78.4546 80.63265 83.59202 81.16111 88.7588 90.95397 84.64411 96.75032 84.99714 101.3688 99.75282 97.18089 88.06035 96.25292 93.11619 100.6162 96.77874 95.27395 109.971 98.94759 90.86597 95.11638 104.5879 112.1768 106.7573 101.492 115.7719 103.6297 100.0581 98.00687 106.5041 112.3972 109.3303 107.8709 100.4232 76.01398 109.9574 117.0454 114.9832 114.5518 109.4583 147.1738 114.399 137.7813 114.4208 137.1336 194.4534 186.1271 187.6529 189.3387 198.2979 200.638 189.1907 195.9421 187.425 191.436 206.7574 198.7917 190.3224 193.2515 218.4777 207.6153 206.9145 212.3479 220.2672 204.3052 234.2861 213.9465 216.8447 217.1491 232.0229 235.9928 235.4573 267.3062 244.5366 235.9473 245.6993 238.376 253.2079 258.4037 276.0485 267.2033 263.5823 264.6283 263.9803 265.3453 265.7426 266.5617 286.3793 268.2883 270.3805 268.2594 268.7092 270.152 270.3389 270.8074 275.6059 269.3476 269.251 272.5255 272.2501 272.3337
17.04286 5.700877 4.123106 2.236068 3.162278 3.259601 0 6.082763 9.823441 104.198 12.29837 6.403124 12.08305 8.485281 10 7.071068 12.04159 17.49286 9.486833 9.055385 10.97725 12.20656 11.04536 13.34166 13.0384 14.76482 16.76305 27.93296 31.1127 150.5459 62.44269 52.69725 39.09675 53.70754 60.21628 74.05572 69.73362 80.1561 75.21303 73.90027 80.44874 82.41966 80.80223 76.6942 82.0061 78.87332 75.82216 77.98718 80.91971 78.56844 86.05231 88.23831 82.07314 94.02127 82.49579 98.6002 97.00515 94.49339 85.55992 93.60556 90.55385 97.94897 94.17537 92.69844 107.2007 96.33276 88.43359 92.63369 101.9804 109.4806 104.1393 98.99495 113.0708 101.1187 97.62172 95.64111 103.9663 109.7862 106.7942 105.3613 98.10995 76.29548 107.5174 114.6298 112.6099 112.4144 107.8378 149.4021 112.6987 139.8161 112.8594 139.1088 196.2065 187.5801 189.0291 190.6646 199.6233 202.193 187.6406 194.4566 188.3215 190.2862 208.0625 199.6722 190.0105 193.0414 216.896 208.4634 205.7669 213.1713 218.7693 204.1568 232.7174 213.4596 216.2267 216.6529 232.912 236.9473 236.3155 268.8408 245.4893 235.0452 246.6191 238.2541 253.1212 259.0628 274.5645 266.1015 264.0076 265.1132 264.3672 265.7536 266.1748 266.9176 284.8846 268.6894 269.4661 268.5563 269.0725 270.4755 270.6012 271.1051 274.6343 269.0297 269.0297 272.1489 272.0165 272.1838
19.21772 7.905694 8.602325 5.830952 9.219544 3.020761 6.082763 0 3.807887 98.14312 17.58551 10.77033 6.403124 13 5.385165 9.219544 16.55295 22.47221 12.04159 9.433981 8.514693 15.81139 11.18034 15 13 12.04159 18.60108 31.91003 35 149.0727 67.184 57.3062 42.43688 58.14207 64.66065 78.64 74.05253 84.72308 79.61156 78.21285 84.90583 86.82166 85.14693 80.80223 86.26703 83.00602 79.81228 82.0061 85 82.46211 90.21086 92.41753 85.91275 98.22932 86.1736 102.9029 101.2571 98.6002 89.23284 97.6166 94.36631 102.0049 98.0816 96.54015 111.5034 100.2646 91.94836 96.26006 105.8915 113.6002 108.074 102.6499 117.2007 104.8046 101.1385 98.99944 107.7126 113.7014 110.5351 109.0413 101.3487 74.43118 111.036 118.0889 115.9741 115.2562 109.5901 144.3122 114.6124 135.007 114.4869 134.3884 191.8176 183.6649 185.2377 186.9545 195.913 198.1136 189.2142 195.8966 185.3267 191.053 204.3844 196.7028 189.1692 192.0104 218.5282 205.548 206.526 210.2974 220.2294 203.0099 234.3199 212.9413 215.956 216.1515 229.9239 233.8482 233.3795 264.7889 242.3922 235.3173 243.5775 237.0527 251.8533 256.4662 275.988 266.7602 261.8186 262.8193 262.2461 263.5944 263.9735 264.8509 286.3289 266.5427 269.7573 266.5943 266.9925 268.466 268.7006 269.1412 275.0364 268.1865 268.0075 271.4148 271.0166 271.0295
20.59349 11.31371 12.34909 9.617692 12.98075 6.82825 9.823441 3.807887 0 94.55976 20.71835 13.72953 2.915476 15.89025 3.807887 11.42366 19.30026 25.34758 14.089 10.70047 8.062258 18.12457 12.02082 16.32483 13.50926 10.79352 19.81161 34.04776 37.04727 147.4057 69.64977 59.70343 44.06876 60.41523 66.9216 80.97067 76.20331 87.0316 81.8077 80.35079 87.13495 89.00843 87.29548 82.79191 88.3544 85.00882 81.72209 83.93152 86.96264 84.30006 92.21985 94.43781 87.7069 100.2622 87.85626 104.9976 103.3175 100.5609 90.90655 99.51131 96.12752 103.9255 99.90245 98.31836 113.5892 102.1004 93.50936 97.89024 107.7056 115.553 109.9022 104.2905 119.1575 106.4636 102.6864 100.4426 109.4098 115.5097 112.2252 110.691 102.7074 72.63952 112.5722 119.5763 117.3989 116.3293 109.9568 140.7427 115.0761 131.5601 114.7661 130.9819 188.5537 180.6352 182.2704 184.0285 192.9847 194.9987 189.3951 195.9884 182.7799 190.7198 201.4708 194.1662 187.8523 190.5794 218.7339 203.0382 206.1807 207.8088 220.3236 201.5056 234.5008 211.8077 214.9709 215.0268 227.3686 231.2326 230.8517 261.6782 239.7759 234.6577 240.9907 235.5048 250.2623 254.1188 276.0417 266.3316 259.6969 260.6386 260.1624 261.489 261.8444 262.7975 286.3935 264.4438 269.0994 264.5997 264.9311 266.4442 266.7405 267.1451 274.4458 266.8417 266.5567 270.1342 269.5784 269.5005
110.3842 103.25 105.5565 103.3654 107.2651 100.9756 104.198 98.14312 94.55976 0 114.9444 107.9561 92.96078 109.9372 95.93875 104.9281 112.9279 118.9361 106.9372 102.9376 98.4469 110.9547 102.9859 107.0676 103.073 97.08206 109.257 124.5053 126.7575 167.8501 159.3509 149.4793 130.6028 149.3656 155.3776 169.1742 163.2773 174.778 168.9148 167.0726 174.231 175.6566 173.7111 168.1261 174.1881 170.3117 166.4412 168.6308 171.7873 168.1946 177.1358 179.3287 170.9476 184.9513 170.0328 190.0348 188.1104 184.5483 172.7538 182.9217 178.449 187.3331 182.5635 180.6592 198.1491 184.7732 174.0224 178.7655 189.8221 198.6809 192.0368 184.8114 202.1549 187.032 182.3367 179.1417 190.1933 197.1229 192.7567 190.8807 180.285 112.4342 191.3805 197.3519 194.5898 189.3287 174.262 92.75788 180.0929 94.12793 177.1803 96.0554 149.2509 152.873 156.8023 159.9331 167.5621 161.6426 243.0454 247.5812 172.4869 234.6954 175.557 182.6661 211.0031 210.6919 271.0162 191.3422 248.7211 196.2695 270.4478 218.6536 285.4953 236.9219 243.2316 240.0758 211.6268 213.0839 215.7097 222.4266 220.8664 268.7036 222.988 248.5156 261.0643 242.9362 322.7339 303.5586 255.0316 254.1394 256.5924 257.1846 256.8116 259.9332 332.9039 260.1305 301.209 263.326 261.6914 264.2592 266.3178 265.6588 307.7757 282.8853 279.9308 287.587 283.0901 280.6707
