0 11 186.1582 4.123106 3.605551 44.04543 34.23449 22.84732 27.51363 34.48188 13.60147 17.5697 33.24154 36.05551 31.7805 38.27532 18.72165 40.7707 30.61046 29 45.412 31.82766 27.77139 33.24154 38.68462 174.2364 55.50901 44.29447 54.03702 53.00943 51.83652 52.54189 56.27379 54.29868 61.03278 63.32456 67.56499 85.41809 83.56698 72.01389 78.85993 76.88459 84.69197 77.16073 97.41663 89 100.4797 83.02409 97.9898 104.3924 91.04944 93.19335 94.33981 108.3005 99.57535 104.4031 114.4945 110.7249 132.8006 120.8305 124.0846 220.2045 209.4379 143.1712 208.3177 154.9469 158.2403 160.7234 169.3665 176.4596 178.0365 189.8257 191.6377 199.5484 263.3515 264.6998 265.7536 265.198 203.1994 211.0467 275.6701 307.3969 274.7397 337.6865 270.2758 230.0804 275.8007 273.1655 234.6828 319.966 229.9134 229.2182 285.4137 233.6942 284.9298 246.3757 293.1301 290.682 298.4242 245.2581 299.4562 249.4795 249.7299 252.379 288.0087 298.0805 332.9017 309.2459 304.6441 262.2637 307.9367 296.6513 298.8863 303.6791 305 348.4021 321.0125 287.4795 322.2732 352.8002 356.8081 314.9607 355.4856 358.2224 359.1535 362.2403 297.2007 319.0799 306.6257 325.3085 328.5392 362.2309
11 0 182.1434 7.071068 14.14214 33.06055 23.34524 33.24154 17.49286 24.16609 11.40175 12.13924 23.32381 25.94224 22.2036 28.17801 15.50806 30.95561 39.82462 22.36068 36.10055 25.05993 25.5 31.01612 44.7493 163.5265 63.72009 50.44799 61.55485 60.10824 49.86005 55.05679 55.52603 52.87644 65.29931 68.09552 72.46168 93.00134 90.69972 77.38863 84.40708 82.04779 89.88398 76.03581 104.2353 94.33981 106.7669 84.0119 103.0776 110.0187 91.35097 94.541 95.90099 113.9912 102.6219 108.6876 119.708 114.9652 126.4792 125.7816 128.8255 211.4639 201.0321 147.5974 200.0206 158.3989 161.6447 164.2102 172.6789 180.3136 181.7966 192.8249 194.7973 202.9464 256.0879 257.3888 258.6426 258.1569 203.9828 211.7422 268.8215 299.6277 268.223 330.7223 264.0379 227.2664 269.3641 266.9869 231.6398 312.2759 231.2777 229.0022 279.0412 234.7978 278.7436 243.2982 286.7948 284.6208 292.0719 246.7879 293.1638 247.4207 248.0726 250.3818 282.7083 292.4739 326.0205 303.2656 298.9398 261.6548 302.1854 291.5836 293.8197 298.8043 300.2566 341.8845 315.7784 289.1597 317.0946 346.3019 350.2585 310.6706 349.1948 351.9922 352.819 355.8834 299.0088 314.9683 304.1493 321.2149 324.4457 356.3218
186.1582 182.1434 0 183.7048 185.5227 171.787 171.7892 187.4729 168.9562 166.1851 172.9345 170.2481 164.7388 164.0049 164.2923 162.57 167.8271 159.3107 180.4715 159.9599 153.399 157.4257 158.3874 152.9373 163.926 164.6273 172.8276 162.1847 167.7025 165.0307 134.7956 143.3443 132.0873 132.9643 145.8216 147.6072 146.7348 167.2962 162.3744 148.5625 148.1702 145.5977 143.8635 112.3448 159.2402 144.3194 153.1744 115.7204 140.4111 145.5839 106.3915 111.0742 111.806 146.2377 120.815 131.1544 140.4731 129.5989 65.77569 137.2024 134.5553 111.8295 97.75456 131.4372 94.49222 118.5723 118.3082 119.9758 119.0064 129.7853 128.7335 120.0445 123.4662 130.9094 106.9318 108.8832 106.2193 104.5736 87.61971 89.75209 110.4351 153.44 104.8901 168.7125 97.31052 50.38815 104.7865 99.22364 52.69916 163.203 111.6793 85.16981 112.7335 109.6667 110.1442 63.64239 119.4359 114.2084 124.5662 124.4997 124.8746 75.5248 80.32636 78.78224 105.4658 117.3224 163.1636 131.1128 124.4068 104.4118 127.9543 112.6797 114.8774 118.8356 119.7244 173.833 137.4949 158.9403 138.4767 177.8766 182.2551 128.8572 178.5218 180.6527 182.4741 185.6731 168.9471 132.9227 126.1387 139.1542 142.3851 182.0686
4.123106 7.071068 183.7048 0 7.071068 40.0125 30.14963 26.24881 23.4094 30.36445 10.77033 14.10772 29.15476 31.95309 27.73085 34.17601 15.89025 36.7049 33.28663 25.4951 41.42765 28.3196 25.48038 31.04835 39.80578 170.1143 57.71698 45.48626 55.9017 54.67175 49.87464 52.22882 54.7571 52.53764 61.46544 63.97656 68.28148 87.36275 85.29971 72.94518 79.87838 77.73442 85.56711 75.57851 99.0202 89.94443 101.8488 82.21922 98.83825 105.4772 90.00556 92.54188 93.771 109.4166 99.59041 104.9238 115.4123 111.234 129.6187 121.6429 124.8119 216.4001 205.7131 143.7811 204.6198 155.1694 158.4456 160.9627 169.5406 176.853 178.3928 189.8845 191.7603 199.7679 259.9327 261.2681 262.3776 261.8416 202.4179 210.2352 272.3692 303.8441 271.5343 334.3578 267.1516 228.0351 272.6188 270.0593 232.5618 316.4352 229.3566 228.0789 282.2517 233.0408 281.8226 244.2458 289.9797 287.6126 295.2694 244.7675 296.3191 247.6954 248.0847 250.6167 285.1701 295.1491 329.5964 306.2025 301.6836 260.9909 304.9623 293.886 296.1216 300.9751 302.3376 345.2028 318.1981 287.054 319.4761 349.6069 353.6001 312.444 352.3535 355.1085 356.0088 359.0891 296.8253 316.6212 304.7086 322.8564 326.0874 359.2134
3.605551 14.14214 185.5227 7.071068 0 47 37.05401 19.31321 29.83287 36.87818 14.21267 18.72684 35.44009 38.32754 33.83785 40.5216 19.09188 42.85149 27.01851 30 47.21493 32.80244 27.35416 32.64966 35.58792 176.7394 51.98317 41.14608 50.60632 49.64877 50.88157 50.24391 54.89572 53.14593 58.24088 60.40695 64.60672 81.94663 80.16009 68.942 75.74005 73.84741 81.63535 75.78112 94.04786 85.90693 97.19657 81.00617 94.93682 101.2264 89.20202 91.04944 92.13577 105.119 96.98067 101.5135 111.4002 107.8378 133.0601 117.7837 121.0785 221.452 210.5276 140.2177 209.3568 152.2002 155.5024 157.9652 166.6433 173.6116 175.2084 187.1651 188.9391 196.7923 263.911 265.2791 266.248 265.6633 201.0895 208.9567 276.0525 308.1652 274.9877 338.1021 270.4145 229.0196 276.0163 273.2801 233.6942 320.6965 227.6391 227.3719 285.6011 231.4865 285.0439 245.3936 293.3006 290.7456 298.6001 242.9362 299.6081 248.1713 248.2982 251.0507 287.7846 297.9681 333.2839 309.2733 304.5669 260.5173 307.8766 296.3393 298.5733 303.2952 304.5685 348.633 320.7554 285.1082 321.9953 353.0227 357.0504 314.3664 355.6248 358.3372 359.3094 362.4045 294.7953 318.4227 305.4305 324.6436 327.8735 362.2199
44.04543 33.06055 171.787 40.0125 47 0 10.19804 65.37584 19.31321 13.60147 37.10795 32.73165 16.40122 14.14214 18.60108 13.60147 36.11786 15.43535 70.0928 29.20616 19.90603 29 40.51234 43.18565 69.55933 131.1133 91.07826 74.79305 87.65843 85.47514 56.03674 71.34879 63.76786 59.85987 84.29116 87.9659 92.26968 117.9248 114.6588 97.94897 104.9582 101.8314 109.3029 80.10271 127.0039 113.8991 128.1583 93.15042 121.6306 129.6577 97.9898 103.8316 105.6788 133.66 115.9623 124.964 137.9746 130.874 110.0545 143.1782 145.5782 185.2836 176.0385 163.0031 175.3974 170.87 173.908 176.6465 184.4478 193.458 194.651 203.3333 205.7304 214.4315 234.3886 235.5292 237.4131 237.154 207.8702 215.2426 248.3586 276.0888 248.817 309.5703 245.5463 219.9113 250.2039 248.6608 223.5173 288.933 236.4698 229.5321 260.0173 239.1757 260.3094 234.9234 267.8381 266.5408 273.0293 252.2779 274.3028 242.1322 244.002 245.2469 267.03 275.768 305.1471 285.3226 281.8865 260.6075 284.9649 276.5683 278.792 284.3396 286.1905 322.0745 300.0883 294.68 301.5692 326.5333 330.315 297.94 330.0576 333.0312 333.5315 336.5145 304.8282 302.7606 297.0443 309.023 312.2339 338.336
34.23449 23.34524 171.7892 30.14963 37.05401 10.19804 0 55.22681 9.433981 6.082763 26.92582 22.62803 8.544004 8 10.29563 9.219544 26.16295 12.5 59.90826 20.61553 18.5 21.09502 31.48412 34.82815 59.85399 140.2398 81.1742 65.19202 77.89737 75.80237 49.65817 63.07337 57.1169 53.40737 75.66373 79.20859 83.56052 108.4447 105.3273 89.14034 96.1954 93.19678 100.7866 74.90735 117.9237 105.3803 119.3413 86.8159 113.3578 121.1959 92.358 97.57561 99.31767 125.2078 108.8175 117.2007 129.8345 123.2234 111.8928 135.2479 137.8006 191.2538 181.4907 155.5956 180.6938 164.1967 167.2961 170 177.9916 186.6815 187.9495 197.2489 199.542 208.1207 238.6001 239.8041 241.4477 241.1016 203.5927 211.0934 252.1151 281.0607 252.1783 313.6445 248.5659 219.0639 253.4758 251.6239 222.926 293.8371 231.89 226.2764 263.2508 234.8297 263.3268 234.4376 271.0558 269.4364 276.2843 247.644 277.4923 240.6741 242.1673 243.7464 269.0669 278.1798 309.1129 288.1892 284.4293 257.8803 287.5709 278.3846 280.6154 285.9738 287.6891 325.6563 302.1672 290.1 303.5918 330.103 333.9521 298.9954 333.3977 336.3091 336.9291 339.9441 300.177 303.6445 296.247 309.9084 313.1294 341.2642
22.84732 33.24154 187.4729 26.24881 19.31321 65.37584 55.22681 0 47 54.00926 29.06888 33.96608 52.08647 55.08176 50.15974 57.14018 32.16364 58.91731 10.44031 43.41659 62.26757 45.88028 36.00347 39.66106 25.73908 193.1943 35.41539 30 35.4683 35.44009 54.11711 45.37896 55.50081 55.14452 49.0408 50.03998 53.70314 65.6144 64.58978 56.88585 63.06258 61.94869 69.37528 75.28465 78.71467 73.24616 82.66356 76.40026 82.46211 87.70278 85.44004 85.32878 85.98837 91.41663 88.01278 90.25519 98.37174 96.50907 140.0357 105.0809 108.6692 232.5683 220.9575 128.0625 219.5569 141.494 144.8378 147.1394 156.016 162.0494 163.7834 176.8722 178.3732 185.789 271.6616 273.1227 273.6732 272.9469 194.3708 202.3267 282.8993 316.832 281.1652 344.9869 276.0525 228.4053 282.0284 278.7877 233.4652 329.1584 219.76 222.1734 291.4464 224.0201 290.5185 245.1551 299.0422 295.9493 304.3567 234.6982 305.2409 246.0772 245.4893 248.8305 291.5081 302.2482 340.0099 314.2499 309.0146 255.8071 312.4052 299.5797 301.8029 306.1389 307.1563 354.573 324.2299 276.4415 325.3583 358.9122 363.0344 316.0589 361.0872 363.6706 364.851 367.9837 285.8868 319.7655 303.8171 325.9313 329.1504 366.9009
27.51363 17.49286 168.9562 23.4094 29.83287 19.31321 9.433981 47 0 7.071068 18.11077 13.50411 5.830952 8.544004 5 10.77033 16.80774 13.46291 50.9902 12.08305 18.76832 13.34166 22.2991 26.07681 50.42321 146.9214 71.80007 55.75841 68.47627 66.37017 42.28289 54.16133 49.40789 45.90896 66.52819 70.00714 74.37536 99.01641 95.92101 79.9062 86.97445 84.03475 91.67186 68.18683 108.5772 96.26006 110.0846 79.12016 104.3504 112.0897 85.16455 89.88882 91.5478 116.1034 100.4801 108.4666 120.8801 114.5469 111.018 126.4002 129.0349 194.1262 183.842 147.0272 182.8859 156.0776 159.2137 161.8919 170 178.4741 179.7888 189.4873 191.7081 200.198 239.5767 240.8423 242.2437 241.8119 197.1319 204.7207 252.6203 282.7539 252.2966 314.3958 248.3586 215.3787 253.5054 251.3579 219.4561 295.4475 225.1685 220.5811 263.2299 228.2805 263.0969 231.0411 271.0097 269.0818 276.268 240.868 277.4112 236.4339 237.6089 239.4665 267.8992 277.3536 309.7602 287.7846 283.7199 252.5713 286.9181 277 279.2347 284.4117 286 325.9095 301.0017 283.3329 302.3723 330.3407 334.2529 296.8893 333.4082 336.2566 336.993 340.0368 293.3518 301.3785 292.5069 307.6378 310.8649 340.8698
34.48188 24.16609 166.1851 30.36445 36.87818 13.60147 6.082763 54.00926 7.071068 0 25.01999 20.2656 2.828427 2.236068 5 4.242641 23.16247 7.5 57.70615 15.6205 13.46291 15.6205 26.91189 29.69848 56.12931 139.8639 77.80906 61.29437 74.24958 72.00694 43.76619 57.93488 51.30244 47.5386 70.76722 74.41102 78.72755 104.3612 101.0665 84.38602 91.4069 88.31217 95.82239 68.86783 113.4063 100.4191 114.5993 80.95678 108.2451 116.2015 86.37708 91.70605 93.47192 120.2082 103.1952 111.8258 124.6515 117.8007 106.8878 129.9577 132.4387 188.0877 178.024 150.0833 177.1391 158.4494 161.5333 164.2468 172.1918 180.9668 182.2142 191.3708 193.6853 202.2916 234.4376 235.6714 237.2003 236.8143 197.5171 205.0144 247.7357 277.2615 247.6279 309.3867 243.877 213.2651 248.8875 246.9113 217.175 289.997 225.8291 220.2045 258.6426 228.7575 258.631 228.7051 266.4381 264.6904 271.68 241.587 272.8608 234.7701 236.2118 237.8359 264.0076 273.249 304.8064 283.4255 279.5443 251.8358 282.7083 273.249 275.4814 280.7775 282.45 321.1744 297.1128 284.041 298.518 325.6148 329.492 293.6226 328.8115 331.6964 332.3661 335.3938 294.1228 298.2231 290.4442 304.4862 307.7093 336.5104
