0 175.3226 192.6813 159.8368 170.9263 156.685 154.4529 186.9912 148.8733 184.5031 149.7222 145.3999 144.1661 142.767 152.6102 182.1025 138.9673 158.8221 164.662 157.0359 155.6327 126.5208 146.4507 150.3877 152.8332 146.8528 154.2177 139.778 151.1572 149.1951 152.9498 149.2066 75.19079 143.3724 143.8309 113.0737 99.47369 96.18717 131.6957 87.41029 88.65142 104.3926 148.1553 151.4201 41.5914 43.3026 157.4368 109.6279 81.25894 107.0552 53.96142 121.6202 67.22102 72.66666 70.46533 175.4951 155.7531 97.79027 122.9274 124.5676 116.3911 111.1064 112.2417 154.3032 164.1422 127.837
175.3226 0 69.39078 29.80738 140.4088 31.57341 32.69067 88.60322 35.94343 87.95385 40.74899 39.81557 44.00696 40.9839 57.93108 101.313 49.66166 75.31321 83.86108 76.81531 87.65878 55.5669 80.03924 88.38937 95.29414 90.59625 99.04383 89.77572 107.8366 106.0966 120.0352 119.5921 106.1691 126.6904 129.2938 187.9337 177.7863 176.876 154.0614 196.1751 203.6797 247.2146 276.9178 292.007 212.1963 216.1312 289.6403 224.4685 218.9285 227.4099 227.6701 240.2229 233.6405 235.0483 236.7021 318.5476 304.3058 250.5971 284.8057 287.0009 283.7937 282.3701 283.1256 282.6786 292.7564 303.0486
192.6813 69.39078 0 50.01 206.4376 51.66237 53.16014 23.90084 57.11611 24.69818 51.89412 58.18075 56.31732 60.83584 40.66362 39.93884 59.07622 36.40055 36 38.64942 45.77984 72.42237 49.33559 50.35871 53.21995 54.45181 55.14526 59.43904 64.43795 64.19502 74.48867 76.11833 142.0563 85.89011 88.11924 238.3653 225.9916 224.3218 118.3311 181.0249 189.0055 283.2702 319.1925 330.6298 220.9276 226.3537 331.2254 205.156 210.0976 209.7737 237.9517 219.6923 236.9473 235.6374 239.555 356.8942 339.9923 244.0128 313.3592 315.2543 308.6373 303.7713 304.9213 260.897 270.1041 316.7665
159.8368 29.80738 50.01 0 156.9917 3.162278 5.385165 64.13462 10.96586 62.96825 12.16553 14.56022 17.00526 17.08801 28.23349 74.73583 23 46.32494 55.47071 47.62469 58.29435 33.52611 50.24938 58.72819 65.72781 60.82763 69.52697 60 78.15529 76.36753 90.3469 89.82761 98.35141 96.88538 99.48869 190.5387 178.8013 177.376 124.6004 170.4259 178.1264 241.4229 274.7601 287.8435 193.8298 198.3658 287.1346 198.0676 195.0231 201.4001 210.0524 213.6826 213.5907 214.1121 216.5289 314.3382 298.6151 227.6077 275.436 277.5 272.683 269.7147 270.6474 256.1236 266.0681 287.336
170.9263 140.4088 206.4376 156.9917 0 155.9342 154.9276 220.4725 152.5256 219.0229 159.1031 153.2209 157.0012 151.3634 178.2331 228.7026 158.0121 196.9951 207.0449 197.2514 205.4002 149.476 193.6711 203.052 210.0455 202.8082 213.7955 197.7674 219.0891 216.6545 229.441 227.1293 112.4342 229.36 231.5649 92.75788 94.12793 96.0554 242.8462 243.0454 247.6451 174.5615 183.2508 204.9438 211.0031 210.6919 195.8372 271.0162 248.7211 270.4478 218.6536 285.4953 236.9219 243.2316 240.0758 228.7529 222.4266 268.7036 222.4897 224.9897 230.1112 236.6513 236.3898 322.7339 332.9039 270.3361
156.685 31.57341 51.66237 3.162278 155.9342 0 2.236068 64.77847 7.826238 63.50591 9.486833 11.40175 14.01188 13.92839 27.08007 74.81607 20.02498 45.65085 55.03635 46.81999 57.32621 30.36445 48.79549 57.48913 64.57464 59.4138 68.41053 58.25805 76.85864 75.00667 89.02844 88.39118 95.48298 95.23363 97.8366 188.1622 176.327 174.8692 122.5408 167.5858 175.2694 238.5309 272.0375 285.0136 190.6725 195.205 284.3893 195.3061 192.0417 198.5951 206.8913 210.9414 210.459 211.0024 213.4001 311.4997 295.7123 224.5802 272.3986 274.4581 269.596 266.5933 267.5294 253.3911 263.3538 284.176
154.4529 32.69067 53.16014 5.385165 154.9276 2.236068 0 65.62202 5.59017 64.28063 8.062258 9.219544 12.10317 11.7047 26.77555 75.26693 18.11077 45.61798 55.15433 46.68809 57.05025 28.16026 48.16638 57.00877 64.14872 58.79626 68.00735 57.38467 76.31022 74.41102 88.45373 87.72685 93.34881 94.39868 97 186.3008 174.4082 172.9313 121.3724 165.7468 173.4142 236.381 269.9747 282.8942 188.4808 193.0026 282.3141 193.5373 190.0658 196.7867 204.6876 209.1899 208.3123 208.8851 211.2576 309.3757 293.5567 222.5562 270.1851 272.243 267.3668 264.3577 265.2942 251.6458 261.6243 281.9521
186.9912 88.60322 23.90084 64.13462 220.4725 64.77847 65.62202 0 68.00735 2.5 61.57313 67.68493 64.42173 69.85163 43.99864 16.17697 65.025 29.26175 22.3439 30.60002 31.86221 77.01461 40.67247 37.16517 36.96244 41.07615 37.5 47.72054 45.54119 45.99185 53.77093 56.02009 144.9112 66.03555 68.00184 243.9267 230.8213 228.869 98.50127 165.2944 173.2282 282.4009 320.3497 330.2249 211.6465 217.4425 331.991 187.76 195.592 192.7596 228.8324 201.7511 225.6264 223.4978 228.0473 356.1539 338.3673 229.592 309.361 311.1278 303.3764 297.3756 298.6474 242.1802 251.0976 307.6691
148.8733 35.94343 57.11611 10.96586 152.5256 7.826238 5.59017 68.00735 0 66.50752 6.800735 4.031129 8.100698 6.184658 26.82685 76.6683 13.75682 46.01358 55.84129 46.82622 56.7413 22.67708 47.02393 56.18051 63.41722 57.60425 67.31456 55.53602 75.21303 73.20007 87.25143 86.29745 88.0355 92.51501 95.10652 181.6845 169.6451 168.119 118.5854 161.1932 168.8167 231.0135 264.8301 277.6036 183.0061 187.5 277.1372 189.1585 185.152 192.3051 199.1814 204.8524 202.9538 203.6032 205.9098 304.0727 288.1732 217.5144 264.6531 266.7068 261.7943 258.7687 259.7061 247.317 257.3344 276.3933
184.5031 87.95385 24.69818 62.96825 219.0229 63.50591 64.28063 2.5 66.50752 0 60.00833 66.06815 62.71077 68.18358 42.10618 15.26798 63.15061 26.92582 19.84943 28.20953 29.36803 75 38.20995 34.66987 34.54949 38.58756 35.17101 45.22168 43.35032 43.73786 51.83688 54 142.6955 64.00347 66.00758 241.8098 228.6676 226.7008 96.50518 162.9847 170.9233 280 318.0122 327.8334 209.1531 214.9465 329.6381 185.5664 193.2278 190.5387 226.3382 199.6049 223.1636 221.0543 225.5888 353.7505 335.941 227.2295 306.8876 308.6523 300.887 294.8779 296.1503 240.1126 249.0607 305.177
