0 195.8649 193.217 195.9037 152.0951 169.0426 157.0245 158.5068 141.3337 155.7435 170.38 150.1834 156.4191 141.7839 155.8165 170.1052 155.19 154.9532 153.3978 153.3739 123.8659 151.3572 145.4044 150.5827 148.6484 124.8604 146.2398 125.5332 123.4195 72.60822 145.3505 133.7786 112.417 98.68347 95.39982 126.0992 123.8824 121.2306 87.59695 89.07498 105.7237 149.2873 154.472 43.97807 45.84118 158.7092 110.3224 82.41403 107.8946 56.56878 115.4625 122.5397 161.3907 69.50375 74.78982 72.75327 157.5057 99.66413 128.2937 155.6925 119.4845 165.5775
195.8649 0 4.714045 3.72678 77.37499 185.9514 39.19892 42.67187 54.56341 46.66786 53.98045 50.18376 48.85921 54.18692 52.1845 60.77737 56.80865 59.18802 61.73645 69.10583 72.00386 77.52266 77.85599 87.11806 89.29757 84.68307 90.70541 85.66732 86.68269 138.3024 125.1648 133.0134 228.6312 217.4075 216.1369 145.6507 148.2359 150.75 199.7003 207.6222 281.3874 314.3283 329.4497 230.7738 235.6429 326.7738 225.658 226.8022 229.7286 247.347 299.8548 240.7735 336.1233 249.2032 248.9697 252.0213 338.5887 260.2252 322.3201 282.7375 315.3076 292.2975
193.217 4.714045 0 8.062258 72.73239 181.2431 36.23534 42.19005 51.90367 46.27094 55.75841 49.29415 48.83646 51.86521 52.39275 62.68174 57.28001 59.77458 62.30971 69.98376 69.46222 78.50099 78.44743 88.23831 90.34655 84.05355 91.64742 85.14693 86.05231 134.7145 126.3171 133.7647 224.397 213.2672 212.0289 146.1617 148.6775 151.1092 199.0025 206.9 277.7949 310.4387 325.7321 228.6329 233.4181 322.9152 225.2567 225.7189 229.2182 245.1224 296.4456 240.4653 332.3883 247.3863 247.3156 250.2325 335.0122 259.0179 319.3305 282.5398 312.6947 292.1648
195.9037 3.72678 8.062258 0 80.08121 188.9229 39.82462 41.19466 54.80216 45.09989 50.9902 48.96189 47.01064 54.12024 50.15974 57.70615 54.58938 56.88585 59.43484 66.59468 72.06941 74.93502 75.50497 84.43341 86.6516 83.15047 88.12066 84.05355 85.14693 139.3449 122.4296 130.5067 230.4886 219.1268 217.8101 143.2838 145.9109 148.4756 198.1237 206.0606 282.3916 315.692 330.5967 230.3389 235.2807 328.0964 223.8626 225.5039 228.0088 246.9818 300.6476 238.91 337.2907 248.4854 248.1169 251.2794 339.567 259.014 322.6655 280.7906 315.2856 290.3054
152.0951 77.37499 72.73239 80.08121 0 109.5335 52.7731 75.43209 53.66732 77.49194 101.8676 73.78527 81.90849 58.13777 85.70298 107.9676 90.82401 93.40771 94.8077 102.9647 58.69412 110.0998 105.6788 119.0798 119.8854 94.36631 119.6255 96.54015 95.67131 81.25269 151.0298 152.1085 155.7947 146.1628 145.4347 159.6253 160.8633 161.8394 189.4096 196.3717 218.1559 246.0044 263.6531 194.0232 197.2055 258.8267 218.5769 208.3387 220.6286 208.4059 239.3533 234.4181 270 217.1866 219.7385 220.3634 274.9188 238.0572 268.3766 276.4279 267.7611 286.7216
169.0426 185.9514 181.2431 188.9229 109.5335 0 160.9464 182.0809 157.2638 183.2872 208.3015 178.4812 187.4128 161.5777 190.6412 213.6438 195.0061 197.2131 198.0098 205.0844 153.7805 210.6011 204.9655 217.9425 218.0022 187.5728 217.002 189.7663 188.1104 112.4342 242.0556 238.5829 92.75788 94.12793 96.0554 241.2058 241.2076 240.8139 243.0454 247.6451 174.5615 183.2508 206.5058 211.0031 210.6919 195.8372 271.0162 248.7211 270.4478 218.6536 199.5294 285.4953 211.2629 236.9219 243.2316 240.0758 222.4266 268.7036 239.8924 322.7339 252.5166 332.9039
157.0245 39.19892 36.23534 39.82462 52.7731 160.9464 0 23.25941 15.94157 26.07681 49.33559 24.2093 30.52868 17 34.66987 55.71355 40.22437 43.01163 44.90546 53.53832 33.52611 61.65673 58.72819 71.44928 72.832 55.71355 73.22739 57.38467 57.58472 99.70456 107.4477 111.8302 193 181.0835 179.5947 122.3162 124.3382 126.2101 167.9673 175.7114 242.6623 276.4864 291.0128 193.0026 197.6487 288.8014 195.4046 193.0026 198.8416 209.3466 260.8237 210.9698 297.7331 212.3982 212.7346 215.3075 299.8129 225.7681 283.1484 253.384 276.5086 263.2874
158.5068 42.67187 42.19005 41.19466 75.43209 182.0809 23.25941 0 25.75878 4.123106 26.4764 8.347347 7.81025 22.13594 12.04159 32.57299 17.69181 20.51828 22.72664 31.34448 38.01316 39.83156 38.07887 49.81967 51.50243 42.0119 52.28049 43.01163 44.01136 109.8362 87.13208 93.10746 207.2342 194.5393 192.7596 104.8392 107.2054 109.4806 157.0287 164.9518 250.715 286.8201 299.8179 190.7905 195.9796 298.8014 183.0868 184.3177 187.0962 207.6463 267.32 198.2772 306.6496 208.0865 207.4247 210.8209 307.4377 217.8629 286.4402 240.3542 277.2183 249.9925
141.3337 54.56341 51.90367 54.80216 53.66732 157.2638 15.94157 25.75878 0 26.22686 51.19189 21.21808 30.19682 4.492372 33.3872 56.38001 37.9629 40.35368 41.49946 49.41976 17.60521 56.43254 52.11151 65.47984 66.37782 43.88774 66.25458 45.83813 45.56984 86.29457 98.87698 101.6476 182.1339 169.6964 168.0249 111.0292 112.7891 114.3736 153.2343 160.9029 228.6986 263.4968 277.3749 177.0656 181.7269 275.6679 181.0436 177.6477 184.2778 193.4263 246.346 196.7058 284.1441 196.4899 196.8888 199.4069 285.7368 210.2294 267.8633 239.1649 260.802 249.1542
155.7435 46.66786 46.27094 45.09989 77.49194 183.2872 26.07681 4.123106 26.22686 0 25.01999 6.036796 4.472136 22.2036 8.602325 30.59412 14.21267 17.02939 19.09188 27.75521 36.71512 36.14063 34.1321 46.09772 47.71268 38.0526 48.41746 39 40.04997 108.5587 83.21658 89.05055 206.5454 193.7022 191.8652 100.7336 103.0922 105.3613 153.0523 160.9819 248.8232 285.2996 298.0216 187.5367 192.7823 297.2141 179.0351 180.4716 183.0683 204.4358 265.166 194.2082 304.8688 204.5996 203.8431 207.3152 305.4409 214.059 283.8045 236.2689 274.2499 245.8989
