0 19.2528 109.5874 13.67902 16.68204 11.50713 11.99899 10.99089 12.91848 6.683413 11.92689 14.65124 16.11619 66.1285 44.69291 48.33182 51.01662 50.07456 49.98803 53.97221 51.74896 53.98423 56.21957 54.08878 56.24138 66.61362 72.45512 77.41187 70.38387 79.13726 81.78898 74.81026 79.37887 77.02543 75.85121 137.8649 62.46999 84.34723 97.07193 100.4361 143.7438 133.0074 131.9517 157.1233 160.0868 175.9196 181.8243 183.0988 184.1398 171.1976 178.0754 177.1547 174.4263 177.6408 200.4709 206.8695 189.293 211.9531 202.3036 188.8672 216.2853 216.1236 197.5829 220.4552 200.1726 200.7615 217.8968 218.6609 224.9087 220.4914 221.7042 226.7454 258.9497 227.051 231.607 218.7028 235.738 221.3059 238.1877 222.4226 236.5194 241.5797 221.8802 238.3757 222.4 227.463 230.406 258.0945 239.186 241.7634 249.0708 243.8228 249.6848 251.3138 243.5052 245.3752 251.3674 252.3195 268.4188 250.7911 253.0222 250.7502 255.213 252.3976 256.9854 255.5308 260.8996 263.2387 262.7928
19.2528 0 93.99247 24.02082 29.06888 23.19483 7.615773 25.10976 27.65863 19.92486 28.4605 31.95309 34.65905 85.32816 63.15853 66.77013 69.46222 68.69134 68.88396 72.94518 70.83078 73.06162 75.29276 73.24616 75.44037 85.75547 91.65413 96.56604 89.627 98.32853 100.9715 94.04786 98.60274 96.26006 95.10258 147.757 71.11259 103.2763 116.2755 119.5533 139.3449 130.1047 129.5116 157.4206 160.0312 174.6224 181.2319 184.6923 186.1182 188.279 194.9043 194.2418 186.3867 189.0952 217.6232 210.4311 204.9195 216.1958 219.1803 200.01 233.3819 220.8574 210.3735 225.4131 213.565 213.5942 223.909 224.9294 230.2173 226.9389 227.8815 232.112 260.1372 232.7746 236.8649 233.3201 240.7832 235.5283 253.2687 236.3876 242.2602 247.069 235.595 244.168 234.6167 241.5517 242.3489 274.8843 253.939 253.0079 257.1478 255.2451 258.1701 259.0695 255.1255 256.5 263.0941 260.931 285.2389 265.091 261.9485 262.0076 264.1969 264.371 266.0545 267.0917 269.8453 278.2966 277.7643
109.5874 93.99247 0 117.9536 122.9361 116.928 100.9281 118.4435 120.9524 112.9542 121.0513 124.1528 125.5007 166.8953 153.4389 157.0452 159.6639 158.41 157.5242 161.0353 158.2965 160.4602 162.6258 159.9142 161.4593 172.0052 176.8569 182.2233 173.8264 183.3718 186.0499 178.2274 182.968 180.4292 178.4741 168.0123 112.4342 179.7536 195.8363 197.2178 92.75788 94.12793 96.0554 129.2963 129.5815 135.1217 143.9948 157.5251 160.5972 243.0454 247.4171 248.6271 211.0031 210.6919 271.0162 189.1985 248.7211 197.6279 270.4478 218.6536 285.4953 204.1906 236.9219 209.3604 243.2316 240.0758 213.3117 215.5179 215.4115 218.2205 217.6958 217.403 222.4266 219.794 221.1366 268.7036 223.6118 268.3378 290.304 267.5819 228.4483 231.5501 265.3525 230.44 255.7917 273.1281 261.3614 322.7339 288.8362 267.2941 254.0495 270.3585 257.1349 254.1394 271.3581 269.8612 279.3674 260.3478 332.9039 296.4831 262.9575 275.7134 265.3435 281.9612 267.5182 282.1561 270.3761 313.8313 312.7593
13.67902 24.02082 117.9536 0 5.09902 2.236068 17.11724 4.527693 5.830952 7.071068 8.544004 11.6619 16.10124 68.16753 41.6173 45.06939 47.70744 47.31279 48.27007 52.49762 50.93133 53.07542 55.22681 53.74012 56.22499 65.8559 72.09985 76.57676 70.72482 78.60344 81.13723 74.95332 79.22436 77.07788 76.39699 149.9074 75.39231 87.66413 98.59513 102.6158 157.0032 146.4703 145.4656 170.8018 173.7613 189.5521 195.4891 196.7492 197.7701 177.792 184.9816 183.7178 185.3888 188.8597 206.8637 220.348 197.5171 225.3372 209.067 200.2124 222.7121 229.4275 208 233.7174 210.1928 211.1446 230.9521 231.6576 238.1029 233.4443 234.719 239.9271 272.6044 240.1604 244.806 227.7592 248.974 230.6731 246.8015 231.983 249.6177 254.7263 231.6247 251.4617 233.1051 236.9196 241.2509 264.841 248.0847 252.9585 261.5416 254.9241 262.0206 263.8825 254.5034 256.6247 262.2967 264.6091 275.1077 260.0389 265.1993 261.9256 267.3668 263.19 269.1059 266.5427 273.0613 271.8272 271.459
16.68204 29.06888 122.9361 5.09902 0 6.082763 22.02272 5.700877 4.472136 10.77033 7.28011 9.055385 13.64734 64.47885 37.01351 40.40111 43.01163 42.71417 43.86342 48.10405 46.69047 48.79549 50.91169 49.57822 52.11766 61.52235 67.81946 72.18033 66.6033 74.25968 76.76099 70.76722 74.95665 72.86288 72.29454 150.0658 76.48529 84.21995 94.64143 98.81295 160.4244 149.6336 148.5438 173.2808 176.3094 192.333 198.1161 198.9001 199.8324 175.1913 182.4873 181.0991 184.7837 188.4091 204.1619 222.0051 195.5326 226.821 206.497 199.8324 220.01 230.7834 207.0604 235.0108 209.0383 210.1837 231.9789 232.6161 239.3011 234.3528 235.6968 241.1079 274.7602 241.2488 246.0081 226.1178 250.225 229.1762 244.9475 230.5792 250.6891 255.8564 230.3128 252.5173 232.3101 235.4617 240.5327 262.2282 246.3575 252.448 261.9656 254.3538 262.3283 264.3936 253.87 256.1469 261.6177 264.8773 272.4688 258.4671 265.3759 261.3982 267.5238 262.429 269.236 265.9116 273.2224 269.9481 269.6145
11.50713 23.19483 116.928 2.236068 6.082763 0 16 2.915476 5 5 7.211103 10.63015 14.84082 67.18518 41.34005 44.84696 47.50789 47.01595 47.80167 52.00961 50.32892 52.49762 54.67175 53.07542 55.51802 65.29931 71.49525 76.05919 70.00714 78.04166 80.59932 74.27651 78.60344 76.41989 75.66043 147.7432 73.1642 86.53323 97.74457 101.671 155 144.4041 143.3815 168.6246 171.5925 187.4166 193.3313 194.5411 195.5556 176.264 183.4138 182.1956 183.3303 186.7753 205.3698 218.1152 195.7805 223.1015 207.5235 198.1161 221.2167 227.1915 206.0024 231.4818 208.2402 209.1511 228.7223 229.4303 235.8686 231.2191 232.4909 237.6931 270.3978 237.9286 242.5716 225.9231 246.7389 228.7996 245.0225 230.0865 247.3863 252.4933 229.7063 249.2308 231.0779 235.0359 239.2091 263.3084 246.2702 250.8804 259.3473 252.8558 259.8367 261.6811 252.446 254.5413 260.247 262.429 273.5841 258.1826 263.0286 259.85 265.198 261.1551 266.9401 264.4844 270.892 270.0537 269.6757
11.99899 7.615773 100.9281 17.11724 22.02272 16 0 17.67767 20.22375 12.36932 20.88061 24.35159 27.06012 78.10377 55.54278 59.15446 61.84658 61.07782 61.29437 65.36819 63.28507 65.51336 67.74216 65.73431 67.95771 78.23043 84.16611 89.04493 82.20097 90.83226 93.46791 86.60831 91.14 88.81441 87.7069 145.2901 68.88396 96.33276 109.0413 112.4322 142.5237 132.7023 131.9327 158.8529 161.6045 176.6947 183.0437 185.6617 186.9385 182.5075 189.2704 188.469 183.0683 186.0027 211.8206 210.652 199.905 216.1494 213.5275 197.0634 227.613 220.6173 206.7003 225.0863 209.6187 209.9038 223.1514 224.0675 229.752 226.005 227.0595 231.6247 261.3346 232.1422 236.4255 228.8083 240.4331 231.2053 248.5395 232.1862 241.6278 246.5427 231.5103 243.5159 231.2163 237.2942 239.0753 269.2889 249.3692 250.05 255.5563 252.2096 256.4068 257.6141 252.002 253.5966 259.9268 259.1158 279.6288 260.7417 260.0001 259.0483 262.2251 261.0939 264.0473 264 267.8927 273.5855 273.0952
10.99089 25.10976 118.4435 4.527693 5.700877 2.915476 17.67767 0 2.54951 5.522681 4.301163 7.778175 11.92686 64.29416 38.76209 42.29953 44.97221 44.41846 45.10543 49.3001 47.56574 49.74435 51.92783 50.28419 52.70911 62.54998 68.72261 73.32462 67.19003 75.28612 77.85403 71.47377 75.82216 73.62404 72.83543 145.6197 71.43179 83.62117 94.88151 98.78512 154.7272 143.9354 142.8504 167.688 170.7 186.6775 192.4903 193.4044 194.3669 173.3969 180.5609 179.3267 180.9323 184.4302 202.4925 216.7008 193.0142 221.5958 204.6619 195.7971 218.34 225.6203 203.5006 229.8792 205.6757 206.6432 226.9891 227.6648 234.2189 229.4303 230.7347 236.035 269.2662 236.2255 240.9243 223.2336 245.1159 226.1454 242.2863 227.4561 245.6756 250.8113 227.1002 247.5126 228.6231 232.392 236.7794 260.4434 243.5621 248.5206 257.3451 250.4759 257.786 259.7162 250.045 252.1929 257.8315 260.3622 270.7162 255.5117 260.9247 257.485 263.0865 258.7132 264.8179 262.0849 268.7824 267.3135 266.9429
12.91848 27.65863 120.9524 5.830952 4.472136 5 20.22375 2.54951 0 8 3 5.830952 10.30776 62.3666 36.35932 39.87794 42.54409 42.02975 42.80187 47.01064 45.34314 47.50789 49.67897 48.10405 50.55937 60.30755 66.51198 71.06335 65.05382 73.05135 75.60589 69.31089 73.62404 71.44928 70.71421 145.7029 72.01389 81.8352 92.84934 96.82975 156.4736 145.5549 144.4273 168.9564 172.0029 188.0957 193.8298 194.5026 195.4201 172.0698 179.2887 177.9913 180.6239 184.201 201.1181 217.546 192.0026 222.3525 203.3544 195.6042 216.967 226.3117 203.0222 230.5387 205.0878 206.154 227.5131 228.154 234.8297 229.894 231.2336 236.6369 270.3604 236.7805 241.5367 222.3989 245.7531 225.3843 241.3448 226.7424 246.2214 251.3867 226.4332 248.0504 228.2192 231.6511 236.4149 259.1191 242.685 248.262 257.5616 250.1869 257.9434 259.9769 249.7238 251.9509 257.4873 260.4995 269.3794 254.7141 261.0154 257.2178 263.1672 258.3273 264.8849 261.7652 268.8652 266.3607 266.0075
6.683413 19.92486 112.9542 7.071068 10.77033 5 12.36932 5.522681 8 0 8.544004 12.08305 15.30523 67.48903 43.38202 46.97074 49.65884 48.97448 49.39636 53.53504 51.61395 53.82379 56.0357 54.20332 56.53539 66.61081 72.67754 77.42093 70.93659 79.30006 81.90391 75.28612 79.72766 77.46612 76.52777 144.0206 68.94926 86.40023 98.29039 101.9804 150 139.4162 138.4025 163.7628 166.7123 182.4829 188.4304 189.7768 190.8219 174.9286 181.9554 180.8744 180.1361 183.4612 204.1227 213.5375 193.786 218.5996 206.1286 194.7434 219.9594 222.7487 203.0616 227.0684 205.4775 206.226 224.445 225.1894 231.5016 227.005 228.2389 233.3345 265.626 233.6172 238.2016 223.5828 242.3439 226.3259 242.8729 227.529 243.0823 248.1582 227.0683 244.9347 228.0088 232.5243 236.0763 261.93 244 247.5843 255.4095 249.6042 255.9716 257.6897 249.2429 251.2195 257.0766 258.5885 272.2301 255.7641 259.247 256.5638 261.4288 258.0484 263.1881 261.2757 267.1189 267.9179 267.507
