0 4 177.2894 31.01612 3.605551 3.5 8.485281 14.76482 17.02939 67.18631 21.09502 25.63201 77.16217 52.35456 80.65358 53.1089 91.07415 57.42822 33.24154 128.8185 103.2473 60.30755 95.27329 78.00641 104.2353 88.75246 60.64835 110.9414 75.43798 113.2519 77.07788 61.7171 87.02011 120.4349 69.60244 114.2847 108.8457 116.1809 87.44427 86.40602 118.8024 97.41663 135.2479 108.5184 121.0165 116.1642 106.9439 117.078 127.119 126.2072 133.8432 111.018 184.5562 175.5389 174.9636 169.2011 166.2348 168.6802 176.4001 175.2056 173.104 182.5377 178.3704 185.6617 190.8887 185.3928 189.3476 192.6266 197.4665 206.2311 206.469 208.8875 224.9644 227.2911 230.9421 226.3382 232.4995 217.6126 233.8076 236.0275 210.5825 217.9201 236.7129 248.5015 275.7429 309.7357 248.7087 221.6529 225.1777 288.6109 239.25 231.9698 252.1334 262.589 241.8967 236.546 262.5281 264.3066 264.3274 261.4517 271.5308 274.153 267.0318 271.4885 255.068 267.0824 269.4671 244.0512 264.849 266.4301 274.6125 246.0325 247.1776 267.0805 271.5529 270.6409 275.7086 269.4624 273.13 271.7743 273 278.8983 276.2788 312.8338 282.0151 279.3224 305.192 279.539 281.1494 283.3831 284.6138 262.8902 284.2366 287.8507 294.6035 292.9454 296.0963 307.7661 298.0679 298.4644 302.7937 314.4726 302.6157 317.7296 323.4872 297.4493 302.3326 326.41 305.655 304.777 331.2161 328.5864 330.9275 335.4489 331.2099 303.8421 333.9281 334.903 307.6138 304.0705 336.1622 337.3815 297.0539 309.5174 307.8327 310.8703 310.0065 311.9054 338.7643
4 0 176.7119 35.01428 6.708204 5.315073 6.324555 18.38478 20.24846 71.06335 21.84033 27.29469 80.95678 55.9017 84.43341 56.56167 94.88151 60.74537 33.95585 125.0071 106.9766 63.41136 98.89894 81.27115 107.7822 92.11406 62.93559 114.4902 78.36808 116.7647 79.93122 63.63175 89.98055 123.8812 71.33372 117.5968 111.8641 119.2057 89.36722 88.10221 121.6963 99.56907 138.4052 110.9065 123.7619 118.4725 108.9082 119.2613 129.5039 128.5156 136.3598 109.8954 181.7608 172.937 172.4188 171.6421 168.6001 171.0117 178.8323 177.6091 175.4223 184.716 180.4217 187.7931 193.0929 187.4633 191.3962 194.651 199.4618 208.2961 208.3141 210.7748 222.7128 225.0805 228.6794 224.1897 230.2173 219.5462 231.6247 233.8482 211.6814 218.9614 234.8297 246.465 273.253 307.5679 246.8684 221.382 224.8044 286.1403 240.4524 232.6414 250.486 260.7393 243.0021 236.1228 260.8007 262.5605 262.6119 259.8557 269.6831 272.2908 265.3338 269.6702 256.2838 265.4148 267.7471 244.002 263.3192 264.849 272.8003 246.13 247.1429 265.5485 269.8833 269.0474 273.9548 267.959 271.5437 270.2836 271.4866 277.208 274.6962 310.498 280.315 277.7139 303.0534 278.018 279.5514 281.7836 282.9788 263.3311 282.6985 286.2481 293.0107 291.3846 294.5386 305.915 296.5004 296.9327 301.2308 312.6228 301.105 315.8634 321.5027 298.6241 300.9136 324.4483 304.1989 303.3826 329.2377 326.6573 328.9757 333.4564 329.2962 302.7606 332.006 332.9625 308.8143 303.0911 334.2409 335.4374 296.744 308.5077 306.9609 309.9198 309.1278 310.9807 336.9944
177.2894 176.7119 0 183.7168 174.6539 173.8328 170.5029 172.9571 169.0713 183.2307 156.9431 155.4932 180.6994 167.186 180.7431 164.499 185.7711 160.5027 145.5958 166.616 184.5872 154.7365 175.7483 157.7227 173.793 161.938 138.5641 175.8605 147.6019 174.497 145.2033 132.3593 147.1832 172.9455 124.919 164.0303 149.6629 150.844 119.0142 114.6967 145.4581 121.079 161.6886 126.0316 139.3632 122.4378 112.9343 117.9275 124.9768 121.9532 130.9271 69.34841 111.5448 97.65485 94.37802 135.632 130.8643 129.9756 137.8509 135.9141 130.8235 127.3242 119.4426 126.2263 132.2042 123.0552 123.6067 123.8254 124.5973 132.579 121.5483 124.948 100.9254 100.3363 105.4254 96.59283 107.4751 132.2206 103.3689 104.7496 88.08182 89.84975 91.54502 107.3425 150.635 164.8698 99.17113 47.06494 49.07756 160.2301 111.4077 84.07859 94.74417 111.0985 109.1576 59.86805 106.5398 108.753 107.6949 101.1531 118.7277 121.5541 109.4732 117.6147 123.8901 108.4958 112.373 72.46592 102.1468 105.1356 120.1387 77.57457 75.71962 104.2368 112.5524 109.3218 119.0741 105.5823 111.3622 107.3461 109.1127 119.8401 114.1298 174.7488 122.9796 117.6891 159.6324 115.3691 119.0554 121.1591 123.3417 102.1546 120.2098 125.3803 131.402 128.9679 131.8439 151.4651 133.9635 133.3983 138.2998 157.6316 136.7997 161.189 170.5035 157.594 134.3616 172.4298 138.3909 136.1666 177.471 173.3632 176.3042 181.8982 175.314 129.7815 178.1354 179.6496 167.5311 128.7921 180.2042 182.0907 120.8925 134.5096 131.563 135.2431 133.7766 136.0384 178.0764
31.01612 35.01428 183.7168 0 29.06888 31.10064 37.33631 18.97367 20.59126 37.57659 35.22783 31.82766 48.37355 28.30194 51.97115 30.27467 61.93949 35.77709 41.86884 158.4318 74.79305 40.8534 68.00735 55.21775 77.62087 64.44377 49.72145 84.20214 56.38755 86.83317 58.69412 54.08327 66.9216 94.55719 62.54998 89.80535 87.32431 94.40339 77.08761 78.1025 98.1835 84.40379 111.866 92.87222 101.7104 100.9511 95.12623 102.9381 110.8885 110.6763 116.2755 122.9675 206.9324 196.6263 195.6559 151.6476 149.372 152.0691 158.8238 157.8892 156.5407 167.0269 163.9817 170.5029 175.0556 170.7469 174.8328 178.2723 183.2948 191.3851 193.4324 195.4789 243.181 245.1943 249.2012 243.797 250.8904 203.7332 251.4677 253.6474 203.5412 211.2525 252.1607 265 295.4393 326.9165 263.7613 225.1755 229.445 308.1156 231.082 228.0789 265.7372 277.6274 234.4781 241.0809 276.6604 278.5678 278.3613 274.6143 286.5048 289.2208 280.9199 286.2447 246.6582 280.7437 283.504 245.6522 277.4977 279.4512 289.3061 246.4833 248.6389 279.732 285.2034 283.7296 289.9625 281.8865 286.1503 284.0885 285.4768 292.6623 289.2542 331.2537 295.8353 292.4739 322.1729 292.0349 294.2125 296.4456 297.9346 260.5307 296.8352 300.9119 307.5585 305.6681 308.7799 322.5926 310.8159 310.9421 315.4838 329.2613 314.9147 332.6278 339.2492 289.076 313.9443 341.9905 317.5295 316.1914 346.9046 343.9142 346.4174 351.2281 346.413 312.8993 349.1848 350.2942 298.9804 312.3538 351.4043 352.7907 300.2682 318.0016 315.2792 318.8978 317.4933 319.7327 352.8601
3.605551 6.708204 174.6539 29.06888 0 2.061553 8.544004 11.7047 13.60147 64.53681 18 22.13594 74.33034 49.1935 77.7946 49.86203 88.26381 54.08327 30.06659 129.8762 100.3045 56.85068 92.19544 74.63243 101.0742 85.44004 57.04287 107.7822 71.92048 110.0591 73.53911 58.13777 83.51347 117.186 66.04922 110.9414 105.3607 112.6987 83.86 82.8553 115.2779 93.81365 131.8218 104.9154 117.4564 112.559 103.3538 113.4736 123.5162 122.602 130.2498 108.7842 183.8695 174.6259 173.9864 165.6019 162.6315 165.0757 172.8005 171.6042 169.4993 178.9329 174.7713 182.0584 187.2834 181.7925 185.7485 189.0291 193.8711 202.6308 202.8886 205.3022 223.6605 225.9452 229.6481 224.9311 231.225 214.0223 232.4328 234.6487 207.1618 214.5164 235.0532 246.9818 274.681 308.3342 247.0081 218.8264 222.4095 287.5261 235.7979 228.6941 250.2644 260.8946 238.4722 233.8055 260.7259 262.5205 262.5148 259.5381 269.8333 272.4681 265.2037 269.7647 251.6116 265.2282 267.6574 241.1016 262.8802 264.5033 272.8828 243.0082 244.2201 265.1132 269.6998 268.7238 273.9275 267.4715 271.2066 269.7726 271.0166 277.0618 274.352 311.6023 280.1865 277.4167 303.7623 277.5609 279.2347 281.4694 282.7296 259.7061 282.2719 285.9388 292.6828 290.9983 294.1462 306.067 296.1258 296.4928 300.8471 312.7715 300.6264 316.0428 321.9084 294.0027 300.2699 324.8097 303.6215 302.6946 329.6308 326.9557 329.3175 333.8763 329.5649 301.5245 332.2905 333.2822 304.1599 301.6807 334.5235 335.7637 294.2414 307.1482 305.3686 308.4596 307.5467 309.477 336.99
3.5 5.315073 173.8328 31.10064 2.061553 0 6.5 13.46291 15.00833 66.38712 17.61391 22.38861 76.10026 50.77647 79.5503 51.37255 90.04027 55.49099 29.76995 127.8157 102.011 58.10551 93.82031 75.99507 102.6365 86.86915 57.75643 109.3446 73.05344 111.5941 74.62071 58.61954 84.66552 118.671 66.42477 112.331 106.5497 113.8914 84.35787 83.21809 116.3841 94.45237 133.1024 105.7 118.4662 113.2951 103.8809 114.1337 124.3 123.339 131.1154 107.6812 182.0886 172.9156 172.2977 166.4219 163.4052 165.829 173.6152 172.4014 170.2447 179.5947 175.3575 182.6924 187.961 182.3904 186.3337 189.6002 194.4254 203.2265 203.3561 205.7942 222.0951 224.397 228.0789 223.4083 229.6481 214.5417 230.8966 233.1142 207.2106 214.5346 233.6434 245.5081 273.0249 306.8106 245.6181 218.1634 221.6963 285.8785 235.9059 228.5153 248.9588 259.5019 238.5273 233.0692 259.3863 261.1728 261.1805 258.2562 268.4423 271.0711 263.8773 268.3864 251.7279 263.9152 266.3217 240.552 261.6281 263.2285 271.5074 242.533 243.6781 263.8603 268.3864 267.4439 272.5775 266.2316 269.9301 268.5386 269.7726 275.7399 273.0774 310.0101 278.8606 276.1309 302.2506 276.314 277.9537 280.1879 281.4325 259.4089 281.0178 284.6564 291.4052 289.7348 292.8844 304.6773 294.8597 295.2427 299.5835 311.3828 299.386 314.6473 320.4626 294.0988 299.0706 323.3737 302.4058 301.5066 328.188 325.5338 327.886 332.4278 328.1497 300.48 330.872 331.8558 304.2704 300.6839 333.1055 334.3359 293.5664 306.1376 304.4228 307.4769 306.5979 308.5065 335.6375
8.485281 6.324555 170.5029 37.33631 8.544004 6.5 0 19.0263 19.64688 71.84706 17 23.43075 81.25269 55.36244 84.64632 55.71854 95.19716 59.48109 28.79236 121.3628 106.9018 61.58734 98.43272 79.75588 107.0187 90.82401 59.51657 113.719 76.0716 115.8706 77.46612 59.64059 87.7069 122.7663 67.05595 116.1077 109.6626 117.0043 85.29068 83.72574 119.2057 95.80188 136.4844 107.4907 120.9669 114.9127 104.8475 115.5043 126.0526 124.941 133.124 103.5809 176.071 167.0745 166.512 168.2409 165.0757 167.4306 175.4109 174.1407 171.8168 180.8867 176.4086 183.892 189.2979 183.4734 187.3726 190.5912 195.3586 204.2872 204.0035 206.5188 216.6218 218.9686 222.5944 218.0482 224.1428 215.3491 225.4994 227.7213 206.526 213.7493 228.5892 240.2769 267.3084 301.437 240.6159 215.2812 218.6618 280.1825 235.3907 227.1079 244.191 254.4897 237.8445 229.9609 254.5211 256.285 256.3299 253.5528 263.4331 266.0449 259.0483 263.4122 251.2318 259.1235 261.4661 238.0021 257.0078 258.544 266.5408 240.2082 241.15 259.2373 263.5925 262.7442 267.6812 261.6448 265.2395 263.9683 265.1735 270.9211 268.3915 304.4553 274.0301 271.413 296.909 271.7058 273.249 275.4814 276.6821 257.6223 276.3882 279.9464 286.7076 285.0772 288.2308 299.6665 290.1939 290.6217 294.9237 306.374 294.7919 309.6193 315.2967 293.5233 294.5929 318.2344 297.8808 297.0606 323.0296 320.4325 322.7584 327.2534 323.0666 296.4456 325.7791 326.7415 303.7371 296.7876 328.0137 329.2176 290.6217 302.2003 300.6742 303.6203 302.8399 304.6851 330.7253
14.76482 18.38478 172.9571 18.97367 11.7047 13.46291 19.0263 0 4 52.95281 17.80449 17.46425 62.64184 37.58989 66.09841 38.37389 76.58002 42.80187 27.51363 139.5318 88.60023 45.96738 80.5295 63.41136 89.47067 74.06079 48.16869 96.17692 61.34782 98.48858 63.12686 50.28916 72.84573 105.6885 58.58754 99.62429 94.54436 101.8627 75.67364 75.28612 104.69 84.97058 120.7394 95.45287 107.1681 103.2605 94.93682 104.4713 114.0099 113.2751 120.4326 109.165 189.2749 179.382 178.5476 155.9006 153.1013 155.6181 163.1104 161.9784 160.0656 169.8058 165.9458 173.0354 178.0867 172.9118 176.9138 180.2471 185.1513 193.7376 194.5151 196.8248 227.0793 229.221 233.0906 228.0022 234.7296 205.4245 235.6014 237.8003 200.6614 208.1539 237.2277 249.6337 278.8175 311.326 249.0181 216.0926 219.9659 291.5772 228.9836 223.2935 251.6471 262.9087 231.9052 231.4822 262.3452 264.1969 264.0928 260.7393 271.8253 274.503 266.7208 271.6616 244.743 266.6477 269.2406 237.6826 263.8655 265.6483 274.7544 239.1694 240.754 266.1015 271.1181 269.9009 275.6089 268.3654 272.3564 270.622 271.9357 278.5341 275.485 315.1587 281.6851 278.627 306.6623 278.493 280.4086 282.6447 284.0158 254.8848 283.251 287.1167 293.8201 292.036 295.1694 308.0162 297.1776 297.4307 301.8775 314.7078 301.4917 318.0284 324.2746 287.1963 300.8471 327.0974 304.3107 303.1914 331.968 329.1337 331.5675 336.2552 331.6896 301.0548 334.4398 335.4907 297.2798 300.9001 336.6675 337.9811 291.4876 306.4523 304.2581 307.5822 306.4539 308.5207 338.6388
17.02939 20.24846 169.0713 20.59126 13.60147 15.00833 19.64688 4 0 52.34501 14.86607 13.60147 61.61169 35.8469 65 36.37612 75.55462 40.49691 23.76973 138.6832 87.28115 43.27817 78.92401 61.03278 87.66413 71.86793 44.57453 94.37161 58.45416 96.60228 60.1415 46.48656 70.01785 103.6632 54.7403 97.34988 91.82285 99.15644 71.9618 71.47027 101.8234 81.41253 118.2286 92.08284 104.1393 99.84152 91.28527 100.9666 110.6628 109.8692 117.2007 105.5509 186.6789 176.6104 175.7249 152.6335 149.7732 152.2662 159.8405 158.6852 156.7067 166.355 162.4131 169.556 174.6576 169.3945 173.3854 176.706 181.5957 190.2268 190.8825 193.2149 223.9576 226.0669 229.9723 224.8044 231.6247 201.8429 232.422 234.6167 196.7562 204.2372 233.8482 246.3433 275.8488 308.0921 245.6054 212.132 216.0208 288.5849 225.1121 219.3171 248.1255 259.4937 228.0088 227.5434 258.861 260.7221 260.6012 257.1867 268.4045 271.0894 263.2185 268.2238 240.8787 263.1292 265.7489 233.6942 260.2787 262.0859 271.3116 235.1723 236.7643 262.5148 267.5986 266.3428 272.1328 264.764 268.7936 267.0136 268.3375 275.0223 271.9191 312.0465 278.1771 275.0727 303.4102 274.8958 276.8483 279.0842 280.4728 250.8909 279.6601 283.556 290.252 288.4528 291.5836 304.5817 293.5958 293.8316 298.2918 311.27 297.8813 314.5989 320.9143 283.3277 297.1952 323.722 300.6742 299.528 328.6012 325.7376 328.1844 332.8957 328.2834 297.2709 331.0378 332.0994 293.4199 297.0829 333.2642 334.5912 287.5222 302.6434 300.4081 303.7545 302.6054 304.6851 335.1481
67.18631 71.06335 183.2307 37.57659 64.53681 66.38712 71.84706 52.95281 52.34501 0 63.12686 56.4358 11.31371 20.61553 14.86607 22.3731 24.38237 24.08319 63.06346 189.1541 37.44329 29.06888 31.89044 29.06888 41.86884 33.24154 46.21928 48.10405 36.90829 50.9902 39.56008 53.03772 42.52646 59.05982 59.1143 56.0803 57.74111 63.90618 65.27251 68.8767 68.96376 67.46851 78.54935 71.01584 73.97973 78.80311 78.26238 82.0381 86.52312 87.24248 89.82205 132.382 225.8783 214.0605 212.5917 123.6649 122.262 125.1599 130.6025 129.9885 129.5415 140.9184 139.2623 144.6971 148.3633 145.5215 149.6412 153.1698 158.2688 165.4093 169.4426 171.0205 255.8769 257.4417 261.8497 255.4858 263.6854 178.5699 263.2869 265.3771 186.2176 194.1646 261.0843 275.0727 309.3818 337.1001 271.9743 219.8636 224.9289 321.6539 211.8114 213.8411 272.0556 285.6029 216 236.6178 283.4802 285.5241 285.0281 280.2231 294.2669 297.0668 287.3604 293.7278 226.8246 286.8955 290.0974 237.5479 282.4057 284.8034 296.6648 236.9852 240.305 284.6085 291.2748 289.1029 296.7427 286.4402 291.4001 288.4688 290.0431 298.7729 294.4011 343.07 301.9743 297.8003 332.1388 296.5294 299.4011 301.6024 303.4024 247.4353 301.3931 306.0065 312.4296 310.266 313.2874 329.7059 315.3799 315.1587 319.9156 336.2514 318.853 339.7253 347.4162 268.6708 317.0189 349.8902 320.8941 318.9875 354.8992 351.4612 354.1539 359.302 353.7711 312.7715 356.5866 357.8631 278.1713 311.2698 358.7659 360.3599 293.157 317.0946 313.1214 317.4127 315.3569 317.989 358.7036
