0 23.56846 23.46169 110.115 132.9691 46.86513 43.97994 41.11118 49.34402 51.55043 47.50113 59.13255 57.5656 41.95869 51.42076 54.57177 50.90176 53.13759 63.86547 67.01617 68.84976 65.41103 81.26773 74.22305 79.71919 95.05296 96.10837 98.44987 89.90615 89.0438 61.70678 100.6173 94.14561 98.06733 99.60654 143.5545 132.743 131.6633 170.4701 189.486 185.4886 170.14 176.9479 190.8624 201.1935 173.4805 203.3464 176.7114 192.038 192.8363 199.3852 206.6927 188.2509 201.2467 187.947 215.2275 196.609 199.1812 199.7861 223.7021 225.2606 226.0478 258.44 227.4923 217.6798 230.2368 238.839 233.5034 226.8496 237.1445 237.4772 230.8373 244.4032 233.4341 234.7631 240.0603 239.763 236.8246 238.4228 244.8713 240.7824 241.1375 242.4698 257.1896 245.1617 250.0831 249.2263 251.1288 248.2036 250.8214 267.3619 246.7217 252.1825 252.514 254.1703 256.0513 257.7992 262.8987 260.444
23.56846 0 16.40122 103.81 154.5856 62.68174 60.21628 57.80138 65.45991 67.6757 64.81512 75.16648 74.06079 60.82763 69.02898 72.00694 69.42622 71.58911 81.8352 85.27602 87.32125 85.58621 100.2809 94.04786 99.08582 113.7014 114.9783 117.4149 110.1782 109.7133 82.03658 120.283 114.5862 119.6328 121.4002 152.7613 143.558 142.9589 185.0757 203.0887 199.7702 193.5459 200.4105 208.3177 217.7986 196.023 220.0454 199.0226 210.6229 211.2865 222.757 223.7074 211.8136 224.6976 210.1166 238.6099 219.5131 222.2993 222.7081 242.0434 243.8463 244.5179 273.3737 246.065 241.125 249.1947 257.0292 252.7706 248.8162 256.5269 256.7007 254.3581 264.0129 256.9679 258.3118 259.6151 259.5323 260.3733 261.979 266.9684 260.7259 264.6998 266.0293 280.6487 265.4148 273.6421 269.6683 271.331 271.7076 274.3105 290.8114 269.0465 275.6452 275.9438 275.2235 276.74 278.9411 286.435 281.4605
23.46169 16.40122 0 89.99539 144.0281 69.64194 66.85058 64.07808 72.23573 74.46476 70.68239 82.07923 80.62258 65.36819 74.68601 77.82031 74.30343 76.53757 87.23531 90.42677 92.28218 88.81441 104.7294 97.65244 103.1746 118.5116 119.5701 121.9108 113.2477 112.2943 71 124.0363 117.4436 120.9339 122.3315 136.4734 127.4855 126.9695 169.8058 187.4887 184.3682 190.1184 196.6198 194.1732 203.2222 186.6869 205.5067 189.2644 197.1218 197.6993 219.4368 209.3084 206.2426 220.9253 200.09 235.2038 210.8673 214.2195 214.0965 228.32 230.2694 230.8679 258.0747 232.4758 234.3123 235.8495 243.1892 239.6331 238.3779 243.4654 243.5246 248.0773 251.1075 250.8197 252.3569 246.6759 246.759 254.4135 256.1445 256.6851 248.0907 259 260.2572 276.7245 253.0336 267.8451 257.449 258.8948 265.2433 267.7242 286.9377 259.1235 268.8722 268.9721 263.6001 264.7414 267.4075 280.2642 269.787
110.115 103.81 89.99539 0 166.7647 156.4099 153.4389 150.469 158.6748 160.8023 156.1892 168.1883 166.3838 149.6631 159.6733 162.8069 158.2965 160.4602 171.0845 173.7111 175.158 169.0307 185.9868 177.8485 183.8782 199.6844 200.2794 202.3186 191.2861 189.3613 112.4342 202.8389 194.7458 194.3744 194.7318 92.75788 94.12793 96.0554 143.5724 153.1358 153.8678 243.0454 247.6139 179.2138 182.1196 211.0031 184.6178 210.6919 188.565 188.2154 270.9352 189.698 248.7211 270.4478 218.6536 285.4953 236.9219 243.2316 240.0758 214.3251 217.5954 217.403 222.4266 219.4877 268.7036 224.9867 226.7512 230.4393 250.8167 234.6791 233.6627 284.3638 243.1794 287.622 290.0447 238.769 240.3415 291.9658 294.2285 268.8985 242.7932 297.6019 298.4369 322.8664 249.565 305.5217 255.0316 254.5485 299.6519 301.368 332.9039 273.6123 301.4715 300.5034 265.5711 263.6519 269.8323 315.4562 270.9726
132.9691 154.5856 144.0281 166.7647 0 135.6758 134.2618 132.9004 134.9084 135.0544 130.8183 136.2688 134.3267 125.7484 129.738 130.4707 126.1361 126.3318 128.6928 127.5349 126.6028 116.919 124.9078 119.0282 122.4339 130.2048 128.9542 128.9134 117.1082 113.6772 73.02814 124.148 116.321 105.7959 103.2878 108.134 94.55094 91.26415 84.93476 104.5703 97.03776 92.2851 93.52022 78.41544 92.67941 44.9601 93.82475 46.09594 71.73116 73.3 114.4487 94.55301 86.10241 111.982 56.30525 126.5312 70.79502 76.56979 74.02124 101.7314 101.8813 103.2247 152.8638 104.0407 102.0574 104.7156 116.6776 106.419 94.35896 109.4366 110.4382 117.8556 115.5814 121.1719 123.7454 111.5628 110.4543 125.6152 127.9666 112.659 110.832 131.4194 132.1468 159.1315 114.1647 139.0639 117.6775 120.2047 132.8943 134.6055 168.8188 115.2581 134.751 133.8757 121.4561 123.9051 124.986 148.702 127.7607
46.86513 62.68174 69.64194 156.4099 135.6758 0 3 6 2.828427 5 5.09902 12.52996 11.40175 10.63015 8.246211 10.29563 11 12.16553 20 23.60085 25.80698 27.89265 38.90051 34.43835 38.27532 51.62364 53.07542 55.56303 50.50782 50.9902 79.6304 59.20304 55.07268 62.96825 65.45991 176.8757 164.1317 162.3461 193.3494 213.827 208.5465 145 152.6424 206.0297 218.3214 168.2914 220.1658 172.9769 203.8063 205 173.0026 222.5758 169.0739 176.1193 184.6781 188.7046 187.6832 188.0957 190.601 235.2871 236.0381 237.1708 278.3174 238.2541 201.562 239.6769 250.5215 241.814 223.6091 244.9668 245.844 212.6045 251.2486 214.7103 215.3927 247.2023 246.13 217.4195 218.5864 240.4456 246.4731 220.8189 222.3461 231.3259 249.5516 229.8717 252.7647 255.5905 230.1391 233.0906 241.2017 240.8423 235.0261 236 254.9608 258.4144 258.1061 243.5939 261.2757
43.97994 60.21628 66.85058 153.4389 134.2618 3 0 3 5.385165 7.615773 5.385165 15.23155 13.89244 8.602325 9.433981 12.04159 11.40175 13 21.93171 25.4951 27.65863 28.79236 40.78296 35.8469 40 53.75872 55.15433 57.63029 52.04652 52.35456 77.20104 61.07373 56.60389 64.07808 66.48308 174.1321 161.4442 159.6817 191.0314 211.4639 206.2356 145.5266 153.1191 204.0913 216.299 167.4425 218.1605 172.0465 202.0396 203.2142 173.6853 220.6196 169.1892 176.706 183.7417 189.422 187.1149 187.6726 190.055 233.5658 234.3608 235.4761 276.2064 236.5798 201.5099 238.0756 248.8092 240.2769 222.7301 243.4599 244.3077 212.7198 249.8024 214.8639 215.5945 245.7356 244.7059 217.6264 218.8264 239.6606 245.0877 221.0973 222.6118 232.0389 248.2438 230.1521 251.5094 254.2843 230.2629 233.1936 241.9468 240.15 235.0899 236.0191 253.87 257.2334 257.0474 243.8217 260.1884
41.11118 57.80138 64.07808 150.469 132.9004 6 3 0 8.246211 10.44031 7.071068 18.02776 16.55295 7.28011 11.31371 14.21267 12.52996 14.42221 24.08319 27.58623 29.69848 29.96665 42.79311 37.44329 41.86884 55.97321 57.31492 59.77667 53.70884 53.85165 74.8131 63.03174 58.24946 65.30697 67.62396 171.3972 158.7678 157.0295 188.7326 209.1172 203.9427 146.113 153.6529 202.1788 214.2994 166.6433 216.1782 171.1637 200.3023 201.4572 174.4169 218.687 169.3576 177.3415 182.8497 190.1841 186.5931 187.2966 189.5548 231.8707 232.7101 233.8076 274.1119 234.9319 201.5025 236.5016 247.1214 238.7677 221.8882 241.9808 242.7988 212.8772 248.384 215.0593 215.8379 244.297 243.3105 217.8744 219.1073 238.9107 243.7314 221.4159 222.9175 232.7883 246.9656 230.4713 250.2838 253.0069 230.4257 233.3351 242.7267 239.4932 235.1919 236.0763 252.8102 256.082 256.0195 244.0861 259.1312
49.34402 65.45991 72.23573 158.6748 134.9084 2.828427 5.385165 8.246211 0 2.236068 4.242641 9.848858 8.602325 11.18034 6 7.615773 9.219544 10 17.20465 20.80865 23.02173 25.4951 36.10055 31.7805 35.51056 48.79549 50.24938 52.73756 47.78954 48.33218 80.1561 56.40035 52.35456 60.40695 62.93648 177.9241 165.0673 163.2368 193.6595 214.2008 208.8435 142.706 150.3756 205.8306 218.2252 166.979 220.0477 171.7353 203.4035 204.6192 170.6193 222.396 167.0269 173.7872 183.4394 186.3015 186.1317 186.4296 189.0311 234.8276 235.5292 236.6812 278.3289 237.7415 199.6228 239.0837 250.05 241.1514 222.3131 244.2718 245.18 210.5517 250.4895 212.6323 213.2838 246.465 245.3487 215.3073 216.4532 239.0661 245.6522 218.6618 220.1967 228.922 248.6524 227.7125 251.8134 254.689 228.0789 231.0438 238.7808 239.3846 233.0048 234.0085 253.8523 257.3908 256.9676 241.4664 260.1634
51.55043 67.6757 74.46476 160.8023 135.0544 5 7.615773 10.44031 2.236068 0 5.385165 7.615773 6.403124 12.64911 5.385165 6.082763 8.944272 9.219544 15.26434 18.86796 21.09502 24.18677 34.12111 30.08322 33.61547 46.69047 48.16638 50.65817 45.97434 46.61545 81.30191 54.40588 50.53712 58.82176 61.40033 179.3878 166.4599 164.6003 194.6201 215.2046 209.7931 141.4214 149.12 206.4128 218.8841 166.6523 220.6898 171.4701 203.8284 205.061 169.2294 222.991 166.003 172.4558 183.1748 184.8872 185.5856 185.7767 188.4676 235.2042 235.8665 237.0338 279.0634 238.0756 198.7039 239.3533 250.4157 241.3649 221.9931 244.4587 245.392 209.517 250.6234 211.5715 212.191 246.6171 245.4649 214.2108 215.3346 238.6703 245.7356 217.5178 219.0607 227.5037 248.6705 226.5657 251.7876 254.7047 227.0352 230.0136 237.3421 238.9184 232.0005 233.0343 253.6927 257.3033 256.7819 240.3518 260
