0 183.4564 40.03124 21.98295 42.57934 43.93177 20.59126 10.04988 17.21918 19.77217 26.09268 43.83207 36.12478 30.46309 35.51056 43.89191 143.2027 61.88201 84.97794 52.3259 92.13577 88.10982 85.17532 53.56881 103.8316 66.53988 57.38467 67.83251 75.15877 82.11475 68.54763 78.1025 68.80704 63.19217 72.71864 68.54196 85.04117 97.64476 96.32771 91.96739 91.35097 103.4899 80.05623 105.4182 86.31483 94.11303 108.1876 91.73467 115.7454 133.4727 136.7808 116.3615 195.4124 185.7388 184.9655 172.0378 173.7383 166.8113 207.099 214.6349 248.268 256.5502 285.3861 241.4953 305.1898 223.3047 253.2809 227.2004 298.1715 235.2925 230.0543 238.3044 238.7237 251.0244 244.8183 246.2458 247.8831 313.0286 261.7752 292.703 294.7711 293.0614 296.9983 304.1381 304.2157 293.4875 302.9521 304.8442 306.7409 303.5395
183.4564 0 190.7475 173.1838 191.4021 190.0687 179.1225 173.5108 166.6575 165.5313 162.3083 174.4318 155.0943 153.4891 150.2298 146.3843 168.5717 167.6431 185.3575 141.359 187.4098 179.3737 168.008 141.8714 185.8696 151.1852 141.3392 147.904 150.9936 154.3785 143.8813 150.7619 138.2848 131.7057 141.9806 135.1052 151.5204 160.3769 153.7385 154.03 151.9261 150.8062 125.5971 153.6245 129.6008 133.7148 151.1804 121.5864 147.5868 148.6368 153.2923 72.34138 111.8714 98.13822 94.85454 138.3762 137.9244 122.12 88.1355 89.6192 95.52353 105.3363 148.8678 74.6915 156.2582 44.33209 89.32286 46.13225 158.3107 110.8678 82.94734 108.4384 56.81587 123.0818 69.89053 75.21458 73.13875 156.922 100.1329 120.5507 124.8313 118.3889 123.2491 130.3659 129.3792 156.2129 120.8192 123.0017 124.8062 166.0945
40.03124 190.7475 0 60.5 2.54951 4.301163 21.78302 40.65095 47.85394 52.31781 59.69467 17.18284 68.76409 55.80771 63.04364 73.73602 180.2916 33.0201 47.9505 82.35593 54.90446 52.73172 53.43623 48.87641 67.41291 46.18141 49.684 49.00255 52.16455 56.10065 51.95137 54.52064 55.76783 59.15446 55.52027 57.86623 59.82057 68 69.01031 64.90377 65.14983 76.70381 69.45862 77.63054 71.01584 74.87989 81.0513 78.65907 89.42315 106.6966 108.9151 132.5009 222.577 211.3703 210.1077 148.7027 150.5805 146.8554 196.5057 204.4003 266.6618 275.5876 308.3775 256.2157 326.0735 226.1029 269.1418 230.895 320.8368 222.7968 223.1871 226.7432 242.5995 238.0187 244.8397 244.7662 247.6852 332.3413 256.4786 306.8197 309.7136 306.1805 310.5455 317.7554 317.381 280.1096 311.5518 313.7491 315.5511 289.7451
21.98295 173.1838 60.5 0 63.00198 64.04881 39.15674 20.30394 16.22498 12.88034 11.40518 60.44005 18.5 23.30772 23.58495 27.35416 121.2298 76.54896 102.1592 34.44198 109.2623 104.2158 99.45932 58.79027 120.1509 77.03336 63.33443 77.46612 85.94004 93.76531 77.04346 88.90022 75.54621 66.15512 81.00154 74.1367 96.10021 110.2554 107.7796 103.5193 102.5 114.3207 84.22143 116.7015 92.31468 101.5381 119.0045 96.13792 125.8223 143.2318 147.0825 103.0983 175.7164 166.6967 166.128 178.8973 180.4612 171.8204 206.0491 213.27 231.8949 239.8463 266.918 226.8463 287.498 214.7819 238.0186 218.1634 279.7901 234.9176 226.617 237.3673 229.463 250.759 237.5021 239.7087 240.65 295.9591 257.1264 278.0091 279.6896 278.8266 282.5442 289.6157 289.9014 293.0483 290.8114 292.5444 294.4762 303.2631
42.57934 191.4021 2.54951 63.00198 0 2.236068 24.18677 43.10452 50.2245 54.69862 62.0631 17.24094 71.06335 57.93962 65.19202 75.91113 182.6655 31.92603 45.71925 84.50444 52.63079 50.66022 51.73814 49.58445 65.19202 45.68613 50.15974 48.59269 51.32874 54.93753 51.68279 53.60037 55.72619 59.71809 55.14526 57.97413 58.69412 66.4116 67.62533 63.56886 63.89053 75.32157 69.42622 76.15773 70.61338 74.1352 79.61823 78.35975 88.02272 105.2044 107.3313 133.7946 224.3769 213.0897 211.8 147.3839 149.2716 145.7841 196.0026 203.9112 267.9179 276.8772 309.8898 257.2567 327.4516 226.4332 270.2432 231.2769 322.3248 222.1366 222.8991 226.1415 242.9815 237.3105 244.9755 244.806 247.8044 333.6214 256.2621 307.7931 310.7362 307.0928 311.4819 318.6926 318.2906 279.3462 312.181 314.3962 316.1914 288.9485
43.93177 190.0687 4.301163 64.04881 2.236068 0 25.01999 44.01136 50.9166 55.40832 62.73817 15.69235 71.58911 58.18935 65.45991 76.21352 183.318 29.76658 43.66062 84.75848 50.60632 48.51063 49.50495 48.35039 63.12686 43.72896 48.75449 46.67173 49.23454 52.75161 49.82748 51.47815 53.9879 58.36309 53.23533 56.32051 56.51548 64.17554 65.4014 61.35145 61.68468 73.09752 67.68309 73.92564 68.68224 72.0643 77.38903 76.47385 85.79627 102.9707 105.0952 133.0038 224.116 212.7335 211.4125 145.1654 147.0544 143.6106 194.0103 201.9243 267.0749 276.0652 309.2978 256.2226 326.7224 224.8755 269.2605 229.752 321.7068 220.0829 221 224.1093 241.456 235.2393 243.2982 243.0741 246.1174 332.7976 254.3959 306.6995 309.6837 305.9493 310.3579 317.5689 317.1444 277.2556 310.8215 313.0495 314.8396 286.8471
20.59126 179.1225 21.78302 39.15674 24.18677 25.01999 0 19 26.08639 30.53937 37.9253 23.30772 47.12749 34.98571 42.05948 52.55949 158.5122 41.67659 64.43019 61.26989 71.58911 67.5255 64.89095 40.42863 83.24062 48.31379 43.18565 50.11237 56.49814 62.86042 51.57626 59.36329 53.11558 51.02205 55.71355 53.75872 66.0303 77.81067 76.97762 72.62231 72.20111 84.34546 65.76473 86.05231 70.40064 77.01546 89.00316 76.79355 96.83491 114.5704 117.6138 116.4989 203.0025 192.2712 191.1707 154.3535 156.1185 150.2332 194.3656 202.0865 250.4097 259.0946 290.4066 241.4788 308.9339 216.8433 253.9496 221.2058 303.0054 221.8738 219.0365 225.2843 232.8626 237.445 237.0654 237.7751 240.034 315.8358 251.5716 292.4621 295.0017 292.2619 296.4456 303.6379 303.4632 279.8604 299.7132 301.7714 303.6215 289.7624
10.04988 173.5108 40.65095 20.30394 43.10452 44.01136 19 0 8.514693 12.39569 19.71239 40.32679 29.52965 21.09502 26.90725 36.31116 139.8639 57.12505 82.06857 45 89.19641 84.41452 80.30701 44.7011 100.3195 59.63686 48.76474 60.58259 68.45027 75.84611 60.86962 71.42129 60.54261 53.91892 65 59.94164 78.51751 91.91572 90.0364 85.70298 84.89994 96.95019 71.17584 99.08582 77.95672 86.23718 101.6591 82.97741 108.9312 126.5801 130.1153 106.8878 188.0877 178.024 177.1391 164.195 165.8554 158.4203 197.5171 205.0144 239.3533 247.7357 277.2615 232.1314 296.7077 213.2651 244.0529 217.175 289.997 225.8291 220.2045 228.7575 228.7051 241.587 234.7701 236.2118 237.8359 304.3056 251.8358 283.3215 285.4768 283.5842 287.5639 294.7151 294.75 284.041 293.1433 295.0542 296.9461 294.1228
17.21918 166.6575 47.85394 16.22498 50.2245 50.9166 26.08639 8.514693 0 4.505099 11.84074 45.21338 21.27205 13.28533 18.50676 27.80288 132.4414 60.58873 86.70784 36.50342 93.75767 88.43003 83.35582 43.2886 104.3671 60.83904 47.71268 61.33718 69.74482 77.54471 61.04871 72.70832 59.8574 51.44171 65.05767 58.7069 79.90307 94.03191 91.57396 87.30693 86.30469 98.1586 69.28564 100.5112 76.90416 85.83807 102.8485 81.20499 109.7474 127.2193 131.0057 99.14888 179.5731 169.523 168.6483 163.5008 165.1015 156.9347 193.6711 201.0591 231.1807 239.513 268.8198 224.2777 288.357 206.9553 236.0832 210.719 281.5657 222.2483 215.5284 224.9722 222.1947 238.0541 228.8416 230.5266 231.9353 296.044 246.7717 275.4847 277.5617 275.8451 279.7794 286.919 286.9984 280.4605 285.8995 287.7716 289.6731 290.605
19.77217 165.5313 52.31781 12.88034 54.69862 55.40832 30.53937 12.39569 4.505099 0 7.410112 49.61469 17.13631 12.28571 15.90854 24.24892 127.9739 64.70743 91.0238 32.83415 98.05507 92.62553 87.33246 45.9279 108.5565 64.33705 50.46013 64.6831 73.24016 81.14766 64.19021 76.19202 62.66887 53.50744 68.13492 61.29387 83.3997 97.73146 95.09558 90.85827 89.79307 101.5583 71.5178 103.9805 79.48254 88.66233 106.2339 83.44316 112.9902 130.3741 134.249 97.1983 176.0108 166.1408 165.3232 166.0824 167.6559 159.1668 194.6405 201.9594 228.5681 236.8178 265.6607 222.1044 285.4179 206.2577 233.7598 209.9022 278.4355 223.3531 215.9787 225.9581 221.3283 239.1783 228.4258 230.2879 231.5388 293.274 246.9547 273.3201 275.3 273.7954 277.6762 284.8008 284.9322 281.5409 284.3651 286.1994 288.1097 291.7177
