0 6 18 194.4801 3.605551 5.385165 11.67262 14.80709 6.403124 5 4.123106 6.489992 8.944272 11.42366 15.81139 41.86287 6.082763 10.20349 14.31782 14.42221 40.60788 8.062258 8.544004 10.81665 13.45362 14.86607 33.61547 47.53946 37.80212 24.08319 180.0929 42.15448 43.38202 45.65085 54.85211 53.25969 60.89791 60.41523 64.19502 74.66026 83.10822 93.19335 93.81365 97.21754 95.71834 90.07774 100.2699 94.82616 96.15092 96.66437 107.7822 136.4991 115.9526 121.396 140.0143 136.3121 225.0555 214.122 212.9466 203.0222 210.9083 279.5174 311.7167 325.7595 231.8211 236.5418 324.241 229.3883 229.5583 233.3088 248.2438 244.6282 250.7987 250.8326 253.663 351.9766 336.7473 262.7894 286.7368 296.3819
6 0 12 192.1297 3.605551 2.236068 5.85235 9.013878 11.7047 9.848858 8.062258 5.909315 4.472136 6.363961 10.29563 35.92353 9.219544 6.64162 9.219544 10 34.71311 9.433981 8.544004 9 10.44031 11.18034 28.6007 42.04759 33.24154 25.29822 174.2364 44.77723 41.10961 43.08132 53.00656 53.89959 62.77384 61.98387 66.30988 77.03346 85.55393 96.60745 97.08244 100.6144 99.04544 92.57429 103.4991 97.7548 98.9798 99.29753 110.6391 132.8006 117.4436 122.7233 142.3517 138.2353 220.2045 209.4379 208.3177 203.1994 211.0467 275.6701 307.3969 321.7021 230.0804 234.6828 319.966 229.9134 229.2182 233.6942 246.3757 245.2581 249.4795 249.7299 252.379 347.9264 332.9017 262.2637 287.4795 297.2007
18 12 0 187.9161 15.13275 13.15295 6.800735 4.609772 23.34524 21.37756 19.41649 15.37921 10.77033 8.746428 5.830952 24.13504 19.92486 11.83685 7.81025 10 23.08679 18.78829 17 15 13.45362 12.20656 20.24846 31.62278 25.94224 31.241 162.5548 51.73973 39.01282 40.1995 51.2599 57.08159 67.97467 66.64833 71.86793 82.88639 91.43564 104.1393 104.3504 108.0891 106.4049 98.47842 110.6529 104.4031 105.4372 105.3945 117.0684 125.9365 121.2642 126.1943 147.6482 142.762 210.6799 200.2804 199.2793 204.0833 211.8336 268.2126 298.9314 313.7741 227.0352 231.3871 311.5867 231.4273 229.0087 234.9234 243.0411 246.9508 247.257 247.9456 250.2234 339.9991 325.4061 261.6223 289.3326 299.1927
194.4801 192.1297 187.9161 0 191.4467 190.6645 188.2466 186.2573 192.9457 192.0863 191.244 188.0883 187.6706 186.2775 184.2077 176.3089 189.4279 185.5114 183.9747 182.4714 175.1684 186.7745 185.9511 183.8309 181.741 180.9832 168.3455 163.5629 162.3198 173.7277 169.8804 168.07 151.1354 149.05 139.7295 148.89 152.436 150.116 152.9594 151.2963 149.3239 163.6919 160.8875 163.1911 161.8796 148.0761 159.716 154.4859 152.4798 148.8806 151.6908 72.2024 123.1684 118.3788 139.2001 128.9254 114.3118 100.5007 97.22004 85.50985 87.10914 108.1535 151.725 155.507 44.03781 46.24548 161.1436 108.5099 80.94476 106.1785 57.17951 120.8753 69.33457 74.36368 72.59005 179.4917 159.8561 98.89179 154.3981 164.3233
3.605551 3.605551 15.13275 191.4467 0 2 8.5 11.5434 8.246211 6.324555 4.472136 3.452535 5.385165 7.905694 12.36932 38.65876 5.656854 6.616478 10.77033 10.81665 37.33631 6.324555 6 7.615773 10 11.31371 30.01666 44.01136 34.20526 22.56103 176.7394 41.59327 40.31129 42.48529 51.95463 51.50843 59.87394 59.20304 63.32456 73.96435 82.46449 93.2309 93.74433 97.24325 95.69221 89.47067 100.1735 94.51455 95.77056 96.15092 107.4244 133.0601 114.7258 120.075 139.3162 135.3514 221.452 210.5276 209.3568 201.0895 208.9567 276.0525 308.1652 322.2527 229.0196 233.6942 320.6965 227.6391 227.3719 231.4865 245.3936 242.9362 248.1713 248.2982 251.0507 348.4716 333.2839 260.5173 285.1082 294.7953
5.385165 2.236068 13.15295 190.6645 2 0 6.5 9.552487 10.19804 8.246211 6.324555 3.676955 3.605551 6.041523 10.44031 36.66742 7.211103 5.270463 8.944272 9.219544 35.35534 7.211103 6.324555 7.071068 8.944272 10 28.30194 42.15448 32.64966 23.08679 174.7831 42.54409 39.56008 41.62932 51.35105 51.76848 60.54934 59.77458 64.07808 74.7979 83.31802 94.40339 94.86833 98.40859 96.83491 90.33825 101.2821 95.52487 96.74709 97.06184 108.4066 131.8218 115.2476 120.5404 140.1178 136.0147 219.8295 208.9607 207.8082 201.1591 209.0128 274.7672 306.7219 320.8974 228.4426 233.0772 319.2683 227.8244 227.2664 231.6247 244.7734 243.156 247.7357 247.9355 250.627 347.1189 331.9996 260.3483 285.3644 295.0767
11.67262 5.85235 6.800735 188.2466 8.5 6.5 0 3.162278 16.62077 14.63728 12.65899 8.600581 4.031129 2.692582 4.609772 30.20348 13.1244 5.570258 4.272002 6.020797 28.93527 12.09339 10.40433 8.902247 8.381527 8.01561 23.04886 36.22499 27.9866 25.81182 168.432 46.10043 37.75248 39.42398 49.89523 53.12731 63.13324 62.04232 66.88236 77.80087 86.35402 98.39842 98.71297 102.3743 100.7336 93.39834 105.0673 99.01641 100.1312 100.241 111.7866 127.9306 117.1633 122.2671 142.8854 138.3483 214.6002 203.9203 202.83 201.5223 209.3272 270.6497 302.0749 316.5398 226.6787 231.1801 314.6697 228.5465 227.0446 232.1923 242.8606 243.9823 246.427 246.8648 249.3558 342.7664 327.8753 259.9048 286.292 296.0828
14.80709 9.013878 4.609772 186.2573 11.5434 9.552487 3.162278 0 19.52562 17.52855 15.53222 11.16109 6.576473 4.272002 2.061553 27.11549 15.78765 7.304869 3.354102 5.59017 25.81182 14.39618 12.53994 10.40433 8.902247 7.826238 20.15564 33.09456 25.30316 26.70674 165.2868 47.18315 36.28016 37.75248 48.50293 53.06049 63.63546 62.3879 67.48518 78.47778 87.03075 99.57535 99.80606 103.5302 101.8541 94.07577 106.1201 99.91621 100.9715 100.9715 112.6111 125.3844 117.2188 122.2221 143.3571 138.5974 211.604 200.9771 199.905 200.7642 208.5432 267.9967 299.2447 313.8025 224.9539 229.3976 311.8541 227.9509 226.005 231.5216 241.069 243.4328 244.8944 245.4369 247.839 340.0296 325.2163 258.7557 285.7824 295.6095
6.403124 11.7047 23.34524 192.9457 8.246211 10.19804 16.62077 19.52562 0 2 4 8.713208 13 15.50806 20.02498 46.52419 4.472136 13.20774 18.11077 17.46425 45.09989 7.211103 8.944272 12.08305 15.23155 17.08801 36.40055 50.96077 39.82462 20.22375 184.1891 36.68787 42.43819 45 53.2518 49.24355 55.8291 55.57877 58.94065 69.19752 77.57937 87.13208 87.81799 91.16057 89.69392 84.50444 94.28709 89 90.37699 91 101.9804 136.6931 111.0045 116.559 134.4805 131.042 226.8766 215.6708 214.4067 199.01 206.9237 279.7803 312.6474 326.2999 229.5953 234.4376 325.1004 225.0755 225.9779 229.107 246.1422 240.2254 248.131 247.9516 250.9585 352.4987 336.9863 259.3593 282.2313 291.8154
5 9.848858 21.37756 192.0863 6.324555 8.246211 14.63728 17.52855 2 0 2 6.746851 11 13.50926 18.02776 44.52527 2.828427 11.24475 16.12452 15.52417 43.10452 5.656854 7.211103 10.29563 13.41641 15.23155 34.53983 49.0408 38.07887 20.02498 182.2249 37.33631 41.34005 43.82921 52.35839 49.19131 56.26919 55.9017 59.48109 69.85912 78.28192 88.20431 88.83693 92.22933 90.73588 85.23497 95.29632 89.89438 91.23596 91.7878 102.8591 135.3699 111.4002 116.9017 135.1925 131.6055 225.2221 214.0667 212.8198 199 206.9031 278.4547 311.1735 324.9122 228.9498 233.7541 323.6422 225.1919 225.8008 229.1768 245.4588 240.3812 247.6308 247.5237 250.4708 351.116 335.6685 259.1279 282.4335 292.0449
