0 107.8395 172.1051 112.4342 124.5296 119.1235 92.75788 94.12793 103.5628 184.9916 96.0554 106.1213 104.1919 109.5135 119.1884 115.6032 189.2846 212.0353 130.1981 125.5777 243.0454 247.6451 223.002 217.651 226.0571 211.0031 210.6919 271.0162 248.7211 270.4478 218.6536 285.4953 228.0827 236.9219 243.2316 240.0758 214.057 219.0093 224.2939 222.4266 255.0638 268.7036 245.7319 293.43 279.5625 282.2028 244.6174 322.7339 280.71 287.9176 290.7155 301.0337 304.6184 332.9039
107.8395 0 71.25695 12.34948 16.69753 13.30141 88.22987 74.33714 83.28704 80.76083 72.11184 44.2871 64.1579 49.86381 57.4719 95.10654 82.85688 104.3488 91.9225 105.7288 135.2079 139.8519 116.5433 112.134 119.8644 112.4012 114.0676 163.2582 142.3462 162.8754 124.2923 177.9022 136.1268 137.7406 142.428 140.9977 142.8922 144.1652 150.8345 188.7896 165.939 165.5762 168.8646 189.1912 176.9191 180.4752 174.4748 216.0674 180.9846 186.9736 191.3636 197.3128 201.3157 226.3435
172.1051 71.25695 0 75.20675 57.5909 57.95783 115.1203 101.4565 102.8449 71.30937 98.17108 70.80246 85.26795 70.46277 65.95805 106.3716 62.25675 64.17869 90.82639 111.3217 85.1746 86.49319 55.34516 47.98727 57.40954 41.15108 43.21903 107.5836 79.46621 105.0815 54.10109 119.6899 66.70074 66.58104 71.78491 69.83333 89.28121 87.06311 93.92873 157.889 96.87842 96.60329 107.2723 121.4044 107.541 110.4737 117.3447 152.6779 110.1175 116.5815 120.4287 128.9309 132.5278 162.5524
112.4342 12.34948 75.20675 0 17.62839 20.35387 100.1699 86.44202 95.55511 73.16154 84.28671 56.60389 76.50189 62.12979 69.45223 107.449 76.85132 100.1334 104.1146 118.077 131.6435 136.8377 115.8836 112.3488 119.4194 116.1077 118.423 160.3034 141.5238 160.4151 129.1395 175.3416 141.4186 140.8119 144.8068 144.0626 151.8223 152.5768 159.3409 200.2987 171.4918 166.6741 176.64 189.5399 178.16 182.0975 183.1198 214.5951 183.393 188.8699 193.8245 197.8914 202.0817 224.9361
124.5296 16.69753 57.5909 17.62839 0 8.881441 98.27899 83.78971 91.373 65.9345 81.16902 50.54463 71.32828 55.15014 60.27478 101.7871 66.9551 87.76681 95.47632 111.5316 118.5258 123.1548 100.1966 96.08855 103.5884 98.54826 100.8026 146.5637 125.9768 146.21 111.5122 161.2312 123.8107 123.3903 127.5843 126.6446 135.754 136.0971 142.9149 188.0913 153.9003 149.9914 159.725 173.2686 161.4162 165.1853 166.7531 199.5696 166.1847 171.8494 176.6039 181.4953 185.5871 209.8628
119.1235 13.30141 57.95783 20.35387 8.881441 0 89.41521 74.91308 82.51426 74.24917 72.28783 41.73104 62.50035 46.44988 52.01426 93.04132 74.58891 94.24685 87.20174 102.9023 124.4407 128.7063 104.2405 99.4994 107.4601 99.10035 100.7843 152.0014 130.0403 151.3304 111.0607 166.3798 122.9717 124.46 129.2149 127.7166 131.4986 132.3601 139.1017 181.1168 152.8513 152.5901 156.6533 176.3907 163.8907 167.3648 162.8539 203.9326 167.7524 173.8115 178.1228 184.4388 188.3881 214.1689
92.75788 88.22987 115.1203 100.1699 98.27899 89.41521 0 14.72715 13.96039 162.1728 17.75528 49.25444 30.19998 46.74874 49.17257 22.96281 160.1004 173.9338 39.98115 32.97399 199.4492 201.3944 170.3907 162.6507 172.2353 144.4611 141.7674 222.6995 193.6311 220.0659 146.3728 234.5009 152.5785 168.5052 176.5814 171.2577 126.6491 132.9173 137.2522 130.6643 175.2644 204.155 159.1181 229.7854 213.4933 214.4378 155.3944 264.8345 210.069 218.6381 219.0721 235.9343 238.5309 274.2066
94.12793 74.33714 101.4565 86.44202 83.78971 74.91308 14.72715 0 11.5145 147.4567 3.28718 34.52857 16.19448 32.18868 35.64357 25.65707 145.3857 159.4548 36.21646 37.40969 185.3345 187.4587 156.7989 149.2341 158.7678 132.4055 130.1085 209.0017 180.4159 206.5282 135.4372 221.0726 142.4547 156.9805 164.8046 159.8266 120.801 126.387 131.2423 134.0484 166.4975 192.2051 152.9652 217.8207 201.833 203.0699 150.7844 252.2328 199.2165 207.5644 208.4642 224.2184 226.9843 261.7317
103.5628 83.28704 102.8449 95.55511 91.373 82.51426 13.96039 11.5145 0 153.4455 12.07582 40.93955 20.24085 37.16973 37.36906 14.14284 150.5496 163.0255 26.98868 25.90152 187.6566 189.3123 157.9119 150.0019 159.6235 130.952 128.114 210.2859 180.7652 207.4774 132.5325 221.7932 138.6353 154.7906 162.9407 157.5157 113.3156 119.391 123.8807 122.7547 161.3461 190.5606 145.723 216.1857 199.7978 200.6623 142.539 251.5101 196.1927 204.798 205.1611 222.2482 224.7947 260.8123
184.9916 80.76083 71.30937 73.16154 65.9345 74.24917 162.1728 147.4567 153.4455 0 144.5517 112.9999 133.254 116.28 117.9071 161.7263 12.46787 37.58123 150.9595 169.7937 67.72139 74.80328 69.02243 71.36216 72.98301 94.89598 100.6247 96.88485 89.4463 98.98717 112.0559 112.7215 124.9367 110.651 109.9133 113.3426 159.3396 156.0085 162.6756 228.8837 152.6629 121.9031 172.6288 139.0925 133.1236 138.7818 185.1248 154.7653 144.3007 146.5076 154.1982 148.0709 152.9507 165.0417
96.0554 72.11184 98.17108 84.28671 81.16902 72.28783 17.75528 3.28718 12.07582 144.5517 0 31.56343 12.90742 29.02346 32.35932 25.98813 142.3609 156.271 34.74029 37.74898 182.0803 184.188 153.513 145.9469 155.4807 129.1869 126.9262 205.719 177.1306 203.2419 132.3301 217.7855 139.4444 153.8059 161.6052 156.6607 118.4789 123.9389 128.8797 133.5792 163.665 188.9881 150.5587 214.6007 198.64 199.9044 148.6541 248.9687 196.1052 204.4282 205.3791 221.0187 223.7996 258.4744
106.1213 44.2871 70.80246 56.60389 50.54463 41.73104 49.25444 34.52857 40.93955 112.9999 31.56343 0 20.79156 6.009252 16.22394 51.39349 110.8744 125.6079 47.96416 61.61478 152.5057 155.1443 125.6702 118.7108 128.0039 106.4002 105.3945 177.2957 150.2431 175.2855 112.7697 190.0815 121.9662 132.0606 139.0144 135.1287 113.0398 116.5276 122.5134 147.0713 149.1615 165.5725 142.9815 190.9195 175.9165 177.9543 144.8101 223.3869 175.5705 183.2131 185.3785 197.952 201.1591 233.1872
104.1919 64.1579 85.26795 76.50189 71.32828 62.50035 30.19998 16.19448 20.24085 133.254 12.90742 20.79156 0 16.98848 19.48304 30.94968 130.5535 143.7818 31.81939 41.7537 169.2965 171.3385 140.6082 133.0408 142.5734 116.6144 114.5231 192.8246 164.2366 190.3357 120.2681 204.8782 127.8114 141.4259 149.1112 144.319 109.9342 114.8228 120.1177 132.6353 152.7875 176.4093 141.5431 202.0049 186.1664 187.5513 140.8209 236.1742 183.9909 192.2026 193.3757 208.5118 211.3579 245.7101
109.5135 49.86381 70.46277 62.12979 55.15014 46.44988 46.74874 32.18868 37.16973 116.28 29.02346 6.009252 16.98848 0 10.67611 46.657 113.5931 127.2681 42.14687 56.48596 153.4192 155.7647 125.6813 118.4484 127.8584 104.5647 103.2026 177.6224 149.8859 175.398 110.105 190.0951 118.8641 130.0107 137.2143 133.0294 108.0005 111.7341 117.6126 141.0629 145.5512 164.059 138.2874 189.5175 174.2184 176.0466 139.6869 222.619 173.2949 181.1201 182.9875 196.3783 199.4687 232.3267
119.1884 57.4719 65.95805 69.45223 60.27478 52.01426 49.17257 35.64357 37.36906 117.9071 32.35932 16.22394 19.48304 10.67611 0 43.85672 114.1127 125.7032 35.20494 52.17371 150.4083 152.242 121.263 113.6214 123.1735 97.39687 95.53554 173.5416 144.7732 170.9696 101.7711 185.4715 109.9555 122.4379 129.9695 125.3796 97.38316 101.232 107.0519 131.8414 136.0236 157.1546 127.8333 182.7251 167.0313 168.5651 129.0388 216.714 165.323 173.3789 174.8513 189.3301 192.2522 226.2696
115.6032 95.10654 106.3716 107.449 101.7871 93.04132 22.96281 25.65707 14.14284 161.7263 25.98813 51.39349 30.94968 46.657 43.85672 0 157.9232 168.5074 19.48819 11.77323 191.5453 192.636 160.5316 152.2657 161.9223 130.6731 127.1883 212.836 182.3221 209.6345 130.4062 223.6182 135.2731 153.3775 161.8787 155.93 105.2342 111.9412 115.8805 108.977 156.076 189.6124 137.7378 215.1372 198.318 198.7113 133.1788 251.4738 193.4841 202.3772 202.0593 220.7592 223.022 260.5078
189.2846 82.85688 62.25675 76.85132 66.9551 74.58891 160.1004 145.3857 150.5496 12.46787 142.3609 110.8744 130.5535 113.5931 114.1127 157.9232 0 26.65008 145.9581 165.3535 58.04416 64.65913 56.65355 58.89503 60.62693 82.99774 88.8714 87.40036 77.68928 88.9698 100.1929 103.135 112.9793 98.22996 97.4455 100.9046 148.8964 145.2201 151.8093 220.1404 140.4299 109.764 161.1021 127.5202 121.053 126.6272 173.9641 144.7403 131.9683 134.3271 141.9107 136.4757 141.3068 155.0746
212.0353 104.3488 64.17869 100.1334 87.76681 94.24685 173.9338 159.4548 163.0255 37.58123 156.271 125.6079 143.7818 127.2681 125.7032 168.5074 26.65008 0 154.2518 174.5013 31.89038 38.11901 34.9502 40.22644 38.56107 70.38335 76.95048 61.16094 52.18598 62.42256 87.07845 76.77242 98.81824 79.65009 76.99115 81.87594 141.5724 136.5433 142.6722 217.6937 123.5181 85.36467 148.6588 101.5774 96.32879 102.2284 163.1681 118.1435 108.5982 110.0225 118.1719 110.5643 115.4722 128.4893
