0 57.1085 20.7587 36.73207 42.71912 11.89706 14.83102 10.8609 9.380348 20.87279 40.39928 32.25061 159.8339 47.85762 49.00359 55.0269 54.21085 51.86309 196.5592 56.44304 55.68369 65.38153 81.95858 82.74542 84.67814 89.60171 91.92517 92.28284 98.65033 113.8172 122.9011 207.5575 197.1488 196.1466 170.1719 202.2024 209.9292 265.1223 295.8021 315.3622 224.4325 259.7473 228.7459 308.4589 229.6704 226.8976 233.1038 240.3919 288.4515 245.228 280.4745 244.78 245.5419 247.7568 289.6058 291.5886 292.8417 321.8261 259.4201 299.3845 287.634 311.5456 297.5227
57.1085 0 41.32765 36.56624 35.08078 64.68615 44.83847 46.46603 47.76066 37.76982 19.61148 25.22588 110.0109 47.41034 51.52966 70.66547 68.71585 49.63817 152.572 70.16343 68.22878 56.68958 99.56355 97.83578 101.0239 105.4353 106.2842 105.2495 95.6329 122.6601 72.37901 150.474 140.2766 139.3831 165.3339 180.2453 187.1555 210.7299 239.571 259.9272 184.587 207.5833 187.8121 252.3294 209.4544 198.9121 211.4302 199.0398 235.1778 225.2882 228.6404 207.6939 210.2254 210.8685 238.1268 240.1538 241.201 267.1474 228.5581 249.3744 267.232 264.2763 277.5371
20.7587 41.32765 0 16.19413 22.09072 32.11462 6.020797 11.5434 14.49617 5.59017 22.27667 20.71835 139.3955 50.8183 53.44623 65.48473 64.15801 54.88625 189.468 66.32684 65.04806 67.83989 94.81825 94.82515 97.24325 102.1884 104.1252 104.0502 105.353 124.9204 111.9431 190.8409 181.1403 180.3621 177.8939 204.2945 211.7836 251.9727 280.7766 301.2528 219.4248 248.2665 223.2605 293.5617 232.6224 226.8816 235.5403 234.7621 276.2015 248.3824 269.2383 241.1001 242.6319 244.1771 278.6149 280.6288 281.7468 308.4409 258.4357 289.3359 290.8354 303.1044 300.9194
36.73207 36.56624 16.19413 0 6.020797 48.27174 22.2036 27.65863 30.5596 18.78829 18 26.41969 124.7027 61.10033 64.34477 78.74643 77.23341 64.92496 188.9108 79.30952 77.83315 76.84074 108.6244 108.2717 110.8873 115.7896 117.5226 117.2387 115.8037 137.5674 108.9312 181.0414 172.173 171.6428 188.214 210.7226 217.9984 245.6013 272.4675 293.8048 220.3838 243.4831 223.808 285.3511 239.5013 231.6571 242.0434 235.1276 270.6012 255.3336 264.5997 243.0021 245.1306 246.1429 274.1678 276.2033 277.1949 301.6768 262.338 285.7009 297.6703 300.8322 307.8624
42.71912 35.08078 22.09072 6.020797 0 54.20308 28.11139 33.45519 36.31536 24.19194 18.5 29.44911 118.8376 64.48643 67.91539 83.10385 81.52454 68.17991 187.6313 83.55387 82.00762 79.60057 113.1128 112.6064 115.3007 120.1741 121.8157 121.4432 118.9002 141.5018 107.0012 176.551 167.9657 167.5187 191.1027 212.0336 219.2169 242.1905 268.3925 290.0014 219.6116 240.6206 222.8795 281.3014 240.9535 232.3042 243.3459 234.118 267.4346 256.7986 261.7695 242.5515 244.9005 245.7127 271.3968 273.4383 274.3852 298.097 262.6195 283.2053 299.0559 298.808 309.2839
11.89706 64.68615 32.11462 48.27174 54.20308 0 26.09427 21.06475 18.53679 31.19453 49.80875 39.47117 170.1302 45.66733 45.81081 47.71306 47.25104 49.32487 197.1533 49.42012 49.01503 62.41949 72.60298 73.78624 75.43896 80.29171 82.78552 83.36092 92.35464 105.0211 126.3778 214.38 203.4812 202.3217 162.7229 197.5504 205.3735 269.298 301.2186 320.1045 223.6749 262.8377 228.252 313.7654 224.4565 223.2982 228.1531 239.9424 291.9811 239.8606 283.3595 243.1817 243.5006 246.0916 292.3139 294.2727 295.6101 326.0606 256.2541 301.4728 282.142 312.6082 291.9099
14.83102 44.83847 6.020797 22.2036 28.11139 26.09427 0 5.830952 8.806563 7.071068 26.62705 21.93171 145.0912 48.23121 50.5099 61.22091 60 52.3474 190.455 62.20129 61.03278 65.60869 90.15681 90.34025 92.65528 97.6092 99.63966 99.66474 102.2179 120.7407 114.0395 195.0205 185.0601 184.2017 174.6439 202.5957 210.1589 254.9451 284.392 304.563 219.8045 250.6891 223.7878 297.1368 230.7097 225.8008 233.7734 235.3423 278.8871 246.4253 271.5916 241.0996 242.4046 244.149 280.8932 282.8979 284.0599 311.5112 257.6572 291.3177 288.8903 304.5866 298.9252
10.8609 46.46603 11.5434 27.65863 33.45519 21.06475 5.830952 0 2.981424 10.19804 29.54657 22.02272 149.2905 44.03692 46.02445 55.80323 54.6443 48.15859 188.9437 56.85948 55.75841 61.58328 84.51775 84.7783 87.04596 92.00121 94.07211 94.14383 97.42946 115.3105 113.7409 196.9391 186.667 185.7128 169.7248 198.7586 206.3751 255.4153 285.5811 305.3915 217.7062 250.5694 221.822 298.2738 226.6969 222.441 229.8695 233.4181 279.034 242.3733 271.389 238.6483 239.754 241.6719 280.6083 282.6026 283.8098 312.0671 254.5314 290.7232 284.8349 303.4881 294.8309
9.380348 47.76066 14.49617 30.5596 36.31536 18.53679 8.806563 2.981424 0 12.6842 31.526 22.87405 151.6271 42.22328 44.02051 53.1685 52.05339 46.33363 188.4607 54.27604 53.22176 59.82242 81.7158 82.03078 84.26479 89.22008 91.31877 91.42235 95.17032 112.6451 113.9322 198.1899 187.7685 186.7676 167.366 197.0158 204.6604 255.9334 286.454 306.0815 216.9045 250.7892 221.0895 299.1189 224.8507 220.9575 228.0838 232.7049 279.3842 240.5031 271.5626 237.6536 238.6522 240.6628 280.7381 282.7269 283.957 312.6192 253.1702 290.6927 282.958 303.195 292.9314
20.87279 37.76982 5.59017 18.78829 24.19194 31.19453 7.071068 10.19804 12.6842 0 19.72308 15.52417 139.0938 45.40099 48.12744 60.81118 59.4138 49.44947 184.3592 61.55485 60.20797 62.32576 90.40603 90.26273 92.76314 97.69454 99.55181 99.39922 100.0425 120.1066 107.3546 187.9707 177.9903 177.1306 172.5992 198.7083 206.1951 247.9859 277.3299 297.5372 214.1121 243.8955 217.9931 290.078 227.0473 221.3052 229.9565 229.5125 272.0074 242.8103 264.8245 235.6884 237.1708 238.7591 274.1551 276.1634 277.3085 304.5312 252.8878 284.7034 285.2615 298.2164 295.3494
