0 9.546611 60.08539 192.7239 4.209645 4.859386 8.520824 49.71456 51.64531 11.11101 15.29938 18.21459 22.19397 22.67461 26.95189 31.88382 30.979 24.21992 26.68341 29.77702 26.96055 34.76307 68.07009 33.19545 29.3724 31.36537 37.5864 36.04494 34.83323 36.11925 31.05506 35.26572 43.23507 31.62706 39.8665 41.81791 32.24083 36.88411 34.18778 40.11468 42.72917 190.5248 34.22676 34.05492 46.05581 38.26906 47.60852 48.88153 37.22281 41.26379 41.29574 41.04556 45.28434 57.84101 51.50538 51.20903 50.94953 52.57887 53.5802 58.45952 54.44757 55.56922 57.906 61.91083 61.3542 65.59472 68.47533 71.14167 67.65344 70.39627 78.23259 77.36622 81.5438 80.38742 79.67939 91.87591 142.2601 115.0399 233.0298 221.7457 220.4536 184.3913 185.9398 265.221 263.8015 193.4303 263.8435 195.549 271.2881 263.8313 201.1618 267.9036 209.1025 285.3254 318.4866 347.5325 233.5226 276.2449 238.463 283.9659 330.9089 226.8303 272.6931 287.5585 228.608 231.0019 250.1642 241.8521 251.6629 309.839 323.4202 251.2847 254.4554 315.855 342.5105 262.1339 343.0639 356.629 358.1735 352.7066 359.2596 361.4911 283.6983 360.9883 363.6687 367.6404 365.7763 370.3411 293.194 370.2296
9.546611 0 50.66694 190.0239 13.70422 11.56361 15.67021 40.82755 42.92694 14.89314 14.72715 17.16748 19.63221 18.88268 23.33571 27.25746 38.88079 22.82299 24.09583 25.95937 25.10423 29.76948 59.97407 41.28223 36.77257 28.32233 32.55081 44.02335 41.85401 32.55945 36.73148 32.46879 38.13427 36.22921 36.22921 37.62387 36.2108 43.051 39.21593 37.37832 39.05694 181.651 38.07741 37.424 41.73195 42.35513 43.64312 44.4847 39.03275 43.71824 45.00988 44.14622 46.86743 54.60492 50.04553 52.06773 51.23611 51.58057 53.23167 55.83408 53.54645 54.16846 57.07938 60.59594 59.75691 63.9071 66.63499 69.14879 72.14434 74.60007 84.27073 81.88241 87.08629 85.71594 84.51759 96.44572 137.2985 118.3025 226.2201 215.2301 214.0361 187.7617 189.4568 259.8055 258.4932 197.1852 258.643 199.388 266.1118 259.0944 202.6711 263.2327 210.5668 280.3466 312.6977 342.5635 232.0127 272.02 236.7676 279.5333 325.2068 228.9375 268.8982 283.1335 229.3481 232.896 248.4711 244.147 250.8656 305.4005 318.9164 250.837 253.7193 311.4244 337.5732 262.628 338.7628 352.0273 353.6013 348.3373 354.8737 356.8607 286.2211 356.4088 359.0495 363.036 361.449 365.9334 295.8448 366.2128
60.08539 50.66694 0 174.4946 64.07027 60.54893 63.71224 14.53444 15.30523 59.82057 53.98379 53.28461 50.15483 47.3524 47.18315 43.55606 84.19028 53.01179 50.04968 46.39235 52.11766 41.90764 24.82438 86.82885 81.11258 48.92357 41.54816 89.01826 84.5121 47.51644 76.91432 50.30159 41.4035 73.86719 47.76243 45.60976 72.23746 83.21809 77.14435 51.66237 48.21278 132.4966 73.18641 71.44403 45.83939 76.84902 48.10665 46.20877 67.95771 72.85988 77.66112 75.16814 72.02257 56.34431 62.23544 72.76407 70.03571 65.04806 68.7348 60.05669 66.61269 64.80934 69.11042 69.16511 67.31456 69.57415 70.66293 71.63274 102.0686 103.0602 118.9002 110.6447 119.4715 117.3595 114.2902 123.9024 111.8 137.9873 187.0461 177.8215 177.1849 204.236 206.6138 227.5901 226.8728 215.2924 227.5989 217.8537 235.0798 230.5347 209.07 234.9574 216.4615 250.1604 277.8822 311.7296 221.4977 245.9903 225.125 252.2722 290.7275 237.6284 245.231 255.8579 230.8706 240.369 236.5402 253.4298 243.6663 277.7475 290.7566 245.5 246.7772 283.7388 306.9498 262.0115 311.4534 323.019 324.7326 320.5764 326.9646 327.6603 295.8431 327.4771 329.8882 333.9177 333.7862 337.8124 305.9812 340.1272
192.7239 190.0239 174.4946 0 193.2802 188.5135 187.1279 167.4892 164.7005 182.3047 177.4644 174.5543 170.9186 171.2039 166.7325 162.9114 183.9002 168.5214 166.3495 164.0678 165.8252 160.6825 149.6718 184.9175 181.3144 161.8503 158.0551 183.8746 177.9153 157.468 173.2541 157.7644 152.8217 169.429 153.7965 152.5535 167.2855 172.8146 169.3318 152.8443 150.9785 165.3136 165.6346 164.5083 148.6014 163.7075 146.5122 145.9758 158.701 156.8277 160.5089 158.7524 151.4748 135.4191 141.3654 144.7609 143.8602 140.6216 140.4012 134.3591 138.8986 137.3901 135.6412 131.2285 131.5607 127.3123 124.3692 121.6479 149.8191 146.4904 160.3015 145.9563 154.406 152.4925 147.9849 141.5229 66.7745 119.5985 111.9723 97.94149 94.67495 120.1909 123.607 100.2573 97.05438 131.0051 95.07816 133.5612 100.8395 87.21237 87.48827 89.76468 89.52958 109.8162 152.909 167.5846 49.417 91.62164 51.68232 101.1812 162.6227 111.3697 84.15192 104.4432 84.66195 109.2995 62.60587 124.1102 74.6032 125.6605 139.337 79.463 77.8603 131.3368 162.4094 103.6506 156.4983 172.3938 173.6145 166.4796 173.0226 177.3936 158.382 176.4215 179.4044 183.1325 178.9307 184.0513 168.3735 181.1493
4.209645 13.70422 64.07027 193.2802 0 5.059846 6.576473 53.3971 55.23812 10.97725 16.62077 19.44865 23.77338 24.70324 28.74456 33.94009 27.33339 25.224 28.07437 31.56343 28.04015 36.90867 71.31795 29.44911 25.98557 32.79505 39.70202 32.33033 31.56913 37.65385 28.5011 36.5 45.30177 29.59213 41.36726 43.52298 30.5 34.00368 31.89436 41.23106 44.20187 194.1106 32.5 32.56148 47.76243 36.35728 49.14519 50.58903 36.39025 40.06323 39.51266 39.5506 44.42128 58.96678 51.9158 50.59852 50.59644 52.77547 53.48027 59.3139 54.58251 55.91288 57.97629 62.16359 61.73532 65.98532 68.9148 71.63274 65.30697 68.16284 75.1881 74.97034 78.69848 77.63537 77.13786 89.41554 143.9001 113.0863 235.5 224.074 222.7341 182.3157 183.8022 267.0005 265.5301 191.1896 265.5207 193.2725 272.9515 265.289 199.8606 269.3288 207.8154 286.8907 320.4323 349.0782 233.5193 277.4586 238.5398 285.274 332.81 225.2598 273.7083 288.862 227.6208 229.5196 250.2344 240.1953 251.3349 311.1426 324.7511 250.8032 254.0993 317.1534 344.0422 261.2374 344.2953 357.999 359.5292 353.9679 360.5273 362.8736 281.9307 362.3469 365.0455 369.0095 367.0153 371.6171 291.37 371.3226
4.859386 11.56361 60.54893 188.5135 5.059846 0 4.199733 49.31454 51.02725 6.377576 11.56636 14.40964 18.71406 19.674 23.68684 28.90137 27.39761 20.24304 23.03074 26.50462 23.04798 31.88028 66.72809 29.75967 25.45995 27.75132 34.66671 32.53013 30.74363 32.60292 26.47277 31.48801 40.25715 26.84943 36.32092 38.4642 27.40559 32.46639 29.48235 36.24759 39.15966 189.7995 29.38771 29.19752 42.70407 33.45401 44.09805 45.53094 32.41795 36.41311 36.45832 36.18694 40.48009 53.99208 47.18121 46.46563 46.28362 48.14333 49.0112 54.41466 49.98352 51.2117 53.4141 57.50982 57.02063 61.26861 64.17773 66.87458 62.9231 65.63084 73.84875 72.64716 77.02714 75.81977 75.01377 87.17363 138.8522 110.2081 230.5008 219.0471 217.6999 179.5746 181.1347 261.9442 260.4769 188.6477 260.4714 190.7753 267.9034 260.2662 196.3148 264.3113 204.2569 281.8532 315.3725 344.0437 229.026 272.4831 234.0029 280.2783 327.7503 221.9709 268.7842 283.8673 223.8036 226.1442 245.7015 236.9935 247.0371 306.1482 319.7514 246.6071 249.8198 312.1601 339.0095 257.3478 339.3168 352.9922 354.5251 348.9829 355.541 357.8646 278.844 357.3423 360.0376 364.003 362.0354 366.6291 288.3435 366.3786
8.520824 15.67021 63.71224 187.1279 6.576473 4.199733 0 52 53.55838 5.408327 12.08305 14.57738 19.1117 20.61553 24.18677 29.61216 23.22541 19.84943 23.0417 26.92582 22.67157 32.64966 68.65858 25.6125 21.26029 27.70407 35.35534 28.36371 26.5606 32.60464 22.5347 31.14482 40.81666 23.24029 36.23534 38.60052 24.02082 28.39894 25.70992 35.71064 39.01139 192.0551 26.01922 26.01922 42.80187 29.95466 43.98295 45.60702 29.83287 33.48974 33.06055 33.01515 37.85499 53.34883 45.79301 44.06541 44.12766 46.52956 47.09624 53.4717 48.30114 49.73932 51.65753 55.92685 55.56978 59.81691 62.76942 65.51336 59.17981 61.95842 69.77105 68.88224 73.03287 71.86793 71.16881 83.37999 138.6218 106.7345 231.1926 219.5698 218.1656 176.0316 177.5528 261.8167 260.2931 185.0033 260.2307 187.1096 267.6458 259.7865 193.3132 263.7958 201.2661 281.4853 315.4222 343.6453 227.1057 271.7425 232.1551 279.6355 327.7472 218.772 267.8395 283.219 221.0452 223.009 243.8463 233.7339 244.8265 305.4965 319.1266 244.2642 247.5844 311.5021 338.5965 254.661 338.5853 352.4046 353.9223 348.2815 354.8457 357.2898 275.509 356.7422 359.4565 363.4133 361.3094 365.9413 284.9706 365.5014
49.71456 40.82755 14.53444 167.4892 53.3971 49.31454 52 0 2.915476 47.59464 41.30375 40.20572 36.66866 33.95585 33.24154 29.25884 71.1171 39.21734 36.06272 32.20248 38.07887 27.45906 21.2132 73.75636 67.91171 34.59069 27.01851 75.79248 70.95879 33.00095 63.18079 35.80503 27.01851 59.9231 33.24154 31.14482 58.18075 69.35777 63.15853 37.13826 33.77211 140.843 59.03389 57.24509 31.62278 62.58947 33.97793 32.24903 53.53504 58.39146 63.28507 60.74537 57.48913 42.98486 48.01042 58.29031 55.59901 50.80354 54.43702 46.53911 52.43091 50.77401 55.06814 55.46001 53.66563 56.23222 57.58472 58.82176 87.53428 88.53726 104.4031 96.12889 104.939 102.8251 99.76472 109.4481 107.3313 124.0816 188.8544 178.7518 177.8546 190.9567 193.2589 226.4597 225.505 201.8503 226.0088 204.3771 233.5086 228.0197 197.3069 232.3537 204.8174 248.3103 277.9365 310.2615 213.4127 242.6273 217.3476 249.3592 290.6652 225.5827 241.0685 252.9605 220.1022 228.5366 228.8864 241.3335 234.8531 275.042 288.2621 236.2562 237.9142 281.0592 305.3935 251.7861 308.7005 320.8941 322.5601 318 324.4522 325.6133 283.7908 325.3321 327.8307 331.8512 331.1986 335.3938 293.8643 337.0033
51.64531 42.92694 15.30523 164.7005 55.23812 51.02725 53.55838 2.915476 0 49.00255 42.57347 41.30375 37.57446 34.93566 33.86001 29.54623 72.09583 39.90614 36.62267 32.59601 38.58108 27.50455 18.39837 74.72951 68.83676 34.79067 26.76752 76.68768 71.68805 32.8072 63.81663 35.67212 26.16295 60.41753 32.7185 30.43846 58.58754 69.89278 63.61211 36.62308 33.00589 138.8845 59.35065 57.51956 30.53686 62.78584 32.80244 30.92733 53.52102 58.2736 63.32851 60.71655 57.10079 41.3126 46.9308 57.56961 54.80192 49.74435 53.4374 44.95244 51.30789 49.52272 53.82379 53.98669 52.15841 54.56934 55.80771 56.94295 87.07037 87.96175 104.1657 95.51698 104.5299 102.3743 99.19929 108.6679 104.4246 122.7528 186.1035 175.949 175.0379 189.3118 191.6468 223.5677 222.6073 200.2783 223.1065 202.8213 230.6063 225.1055 195.1832 229.439 202.6666 245.4027 275.0808 307.359 210.719 239.7134 214.6264 246.4437 287.8042 223.5344 238.1649 250.045 217.7717 226.4343 226.1559 239.3003 232.238 272.1267 285.3475 233.6932 235.3052 278.1439 302.4894 249.3657 305.7851 317.9819 319.6475 315.0849 321.5373 322.7019 281.7497 322.4198 324.9192 328.9396 328.2834 332.4793 291.8411 334.0887
11.11101 14.89314 59.82057 182.3047 10.97725 6.377576 5.408327 47.59464 49.00255 0 6.800735 9.17878 13.72068 15.33786 18.79495 24.23902 25.1728 14.5 17.64001 21.52324 17.32772 27.28095 63.64157 27.73536 22.61084 22.31346 29.97082 30.26962 27.3232 27.21328 21.84176 25.81182 35.41539 21.47932 30.85855 33.20015 21.70829 28.20018 24.37724 30.43846 33.64727 187.1737 23.64847 23.26478 37.40655 27.84047 38.61671 40.21505 26.11992 30.25413 30.69609 30.20348 34.17967 48.13053 40.94203 40.10748 39.90614 41.83599 42.64746 48.37843 43.66062 44.94719 47.07706 51.21584 50.76662 55.01647 57.94178 60.65682 57.55432 60.13399 69.37759 67.29737 72.23053 70.89605 69.82299 81.85641 133.3014 104.3935 225.7881 214.1615 212.7581 173.817 175.4259 256.4786 254.9672 183.0231 254.9181 185.1817 262.3376 254.5413 190.1112 258.5624 198.0472 276.2069 310.0526 338.3768 222.6752 266.5919 227.6648 274.4472 322.3864 215.8838 262.7779 278.0328 217.5 220.0142 239.3622 230.9498 240.66 300.3121 313.9326 240.2317 243.4423 306.3202 333.3323 251.0229 333.4325 347.1977 348.7209 343.117 349.6789 352.0785 272.859 351.5398 354.2474 358.2073 356.1548 360.7717 282.3916 360.4109
