0 60.87667 30.77393 47.45885 106.6077 109.9443 76.87445 153.2216 45.50245 17.97423 110.9904 48.83077 72.15483 70.22358 76.27789 50.52662 70.34333 82.35102 95.995 101.0571 99.02218 107.1623 105.0857 116.0366 117.4926 74.86785 152.0254 141.9794 141.1307 169.8326 184.2452 191.5526 191.6994 187.0037 196.0549 198.7853 204.3375 182.7314 203.575 189.6596 204.0442 205.1303 212.8565 241.4363 206.4152 213.2815 271.1467 187.2108 210.3563 216.8036 190.4282 214.7877 215.7069 216.6405 254.2127 211.9269 201.4931 213.9286 201.6507 225.0719 227.7635 210.3251 253.1081 212.8563 213.4999 269.745 231.1712 251.4079 266.8585 269.7301 262.5784 298.4267 280.0314 302.6745
60.87667 0 30.20761 18.66815 62.64982 165.6156 44.51834 196.7149 39.04485 57.43257 74.72951 48.03775 52.84411 53.05009 55.28562 51.72631 55.70009 64.22227 75.97697 79.95702 80.06751 88.67074 87.81799 101.0272 103.6364 126.6195 212.5147 201.9457 200.8911 172.3731 190.6557 249.7529 196.0175 192.5993 200.7072 203.048 261.6725 202.2585 259.8788 210.0386 260.1355 260.9028 269.1737 300.3084 261.2135 268.8048 328.1813 226.4078 263.6826 271.7876 230.843 268.8912 270.0083 271.1356 312.9285 229.4365 227.5049 233.0118 242.5129 278.6404 244.9152 246.3707 308.2243 246.9221 249.3167 326.3891 260.2542 302.6247 319.347 287.262 309.6587 352.7857 297.0863 356.3738
30.77393 30.20761 0 20.22375 82.96083 136.792 56.24297 175.1155 31.241 31.01612 90.82401 39.46042 57.00877 55.88884 60.80296 42.87709 57.31492 68.88396 82.61961 87.4507 86.34315 95.13149 93.5548 106.1037 108.1896 100.6231 182.7266 172.4738 171.535 170.1764 186.7979 221.2691 193.2693 189.1719 197.8498 200.4121 233.6493 192.1067 232.3801 199.5584 232.7445 233.6734 241.6795 271.4932 234.4717 241.7116 300.3671 207.0411 237.6741 244.9694 210.9242 242.5077 243.5282 244.5608 284.2046 220.5406 214.4621 223.3786 222.4455 252.5391 236.3224 228.6329 281.3848 230.1391 231.7059 298.7784 245.9578 277.7316 293.8469 278.7595 286.8188 326.3764 288.8706 330.3048
47.45885 18.66815 20.22375 0 62.75747 156.1507 37.04418 178.047 21 40.45986 71.17584 30.27582 40.60788 40.08195 43.93177 34.04083 42.19005 52.63079 65.79514 70.35712 69.73382 78.56844 77.28195 90.27181 92.61749 108.6002 196.9467 185.8805 184.6761 158.4961 176.147 232.6392 181.984 178.2723 186.6411 189.082 244.2478 185.5586 242.1828 193.2576 242.3902 243.0869 251.4677 283.4068 243.2118 250.9273 310.5928 207.8581 245.4588 253.805 212.2499 250.7688 251.9147 253.0711 295.9413 213.1823 210.0595 216.5294 223.9129 260.4323 228.7865 228.0219 290.2272 228.7204 230.988 308.6998 242.5515 284.1543 300.9801 271.2213 291.0017 334.6308 281.1534 338.1246
106.6077 62.64982 82.96083 62.75747 0 216.5404 30.5813 197.4466 62.08462 93.47994 16.86713 62.81023 41.38236 43.83848 38.42525 63.57891 45.96194 40.30509 39.14716 39.05925 41.82271 46.28715 47.29693 57.67582 60.66712 146.8077 244.6477 231.9024 230.0918 132.5236 152.5001 272.2251 155.5419 153.5399 160.1563 161.983 281.5004 175.552 277.3662 183.5127 277.1471 277.2007 286.3643 323.3592 275.5041 284.2903 345.4399 219.3639 275.0791 286.0568 225.0078 281.536 282.992 284.4547 335.2003 198.6331 205.4227 203.5055 236.5005 289.9146 212.8159 234.2189 321.6171 232.4231 236.7192 342.7329 239.4207 308.8834 327.3263 253.5097 309.1092 363.5097 262.5171 365.701
109.9443 165.6156 136.792 156.1507 216.5404 0 186.5937 174.9278 154.934 124.0965 220.1314 156.5455 180.3597 178.188 184.4207 157.2623 177.6934 189.1513 201.9463 206.8984 204.3063 211.4589 209.0938 217.8578 218.5725 112.4342 92.75788 94.12793 96.0554 252.3413 260.9204 145.7704 269.7991 264.247 273.311 276.1774 161.7425 243.0454 166.9884 247.6451 168.4988 171.0329 174.5615 183.2508 176.8257 178.9935 221.5894 211.0031 186.5551 184.5296 210.6919 186.8688 186.7518 186.6562 195.8372 271.0162 248.7211 270.4478 218.6536 197.7899 285.4953 236.9219 215.1415 243.2316 240.0758 222.4266 268.7036 229.6782 238.4878 322.7339 253.3253 259.3557 332.9039 266.0267
76.87445 44.51834 56.24297 37.04418 30.5813 186.5937 0 174.7001 31.71653 63.03213 34.73782 32.35406 14.41236 16.4114 14.03347 33.44223 19.36332 21.81856 31.71653 35.48172 35.81438 44.25864 43.55959 56.74646 59.446 118.0605 214.7429 202.2323 200.5195 129.8672 148.8327 244.0012 153.5465 150.5152 158.2498 160.4627 253.8848 164.956 250.2796 172.9019 250.1754 250.406 259.3904 295.192 249.2171 257.7348 318.6634 199.787 249.582 259.8267 204.9988 255.7233 257.0935 258.4719 307.2304 190.6364 192.6325 194.7823 216.6609 264.5276 205.7023 216.9323 295.7727 216.1752 219.6496 316.1794 226.2684 285.1025 303.0829 247.6302 287.6503 338.5658 257.1815 341.1803
153.2216 196.7149 175.1155 178.047 197.4466 174.9278 174.7001 0 158.4903 144.3938 187.145 150.5142 160.3374 158.2905 161.6916 147.2876 155.3523 157.4751 159.6404 161.5619 158.1678 158 155.8536 153.0249 151.137 80.29364 114.9375 101.6028 98.31687 127.1408 122.8735 102.8366 131.6666 126.1928 132.9527 135.3578 103.7346 86.82724 95.28735 87.60688 94.1389 92.78531 102.382 146.5058 87.67696 97.474 156.599 36.86938 82.92745 97.05865 38.29998 90.54591 92.35699 94.17572 155.4921 108.0193 78.81817 105.172 48.84593 96.63189 119.5635 62.65381 129.1188 68.38899 65.88528 152.8034 93.95006 111.6915 130.5563 151.3274 113.3311 167.6721 161.075 169.1212
45.50245 39.04485 31.241 21 62.08462 154.934 31.71653 158.4903 0 31.40064 65.49046 9.334077 27.313 25.72086 31.38471 13.1064 26.62705 38.58756 52.47857 57.45977 55.9804 64.63745 62.90072 75.16648 77.15569 92.63369 185.809 173.8751 172.384 139.5421 156.6486 218.2476 162.826 158.9025 167.4452 169.9559 229.1201 164.7574 226.4078 172.423 226.4906 227.005 235.6459 269.3245 226.6297 234.6668 294.9465 187.5153 228.2126 237.2551 192.0443 233.8247 235.0532 236.2922 281.6527 192.5569 189.0661 195.8009 203.7302 243.2118 208.2121 207.3282 273.5778 207.8942 210.2724 292.8149 221.5564 265.9807 283.1855 250.6688 271.7076 317.4839 260.6497 320.6887
17.97423 57.43257 31.01612 40.45986 93.47994 124.0965 63.03213 144.3938 31.40064 0 96.04686 32.52883 56.32051 54.2039 60.40695 33.632 53.93515 65.73431 79.12016 84.17021 81.95612 89.88882 87.7411 98.38699 99.76472 69.83552 156.7067 145.4667 144.2333 152.2695 167.0572 192.3798 174.3564 169.7528 178.7565 181.4635 204.2401 167.2991 202.5154 174.426 202.8004 203.6179 211.8136 243.0463 204.1299 211.5715 270.7683 176.9181 207.0193 214.6718 180.6018 212 213.0634 214.1401 255.6193 196.3132 187.4887 198.5951 192.0521 221.9234 212.1623 199.0904 251.1102 201.0224 202.2083 269.0118 218.0556 246.8141 263.0589 254.345 255.83 295.9054 264.5964 299.7003
