0 179.4443 177.8327 188.9042 186.1195 177.0801 176.7054 176.4856 174.8953 173.8646 173.6209 188.4268 187.202 174.9801 172.2334 188.7581 186.6089 179.9529 177.6784 171.4621 176.7107 166.3913 179.8141 175.9312 175.8539 170.8555 172.4894 160.9303 160.4323 172.7853 157.9637 173.1061 157.1762 165.333 154.0806 172.5106 169.1226 160.3662 167.9251 146.9788 146.6222 168.9939 145.2045 143.6676 167.872 133.999 141.2965 173.9328 132.4756 171.8547 143.5845 149.4972 141.7982 175.1407 155.6461 149.2709 142.3581 167.3233 153.2009 153.9378 153.2701 126.3539 153.9542 124.49 151.5734 121.8049 162.6694 160.0361 157.37 154.7177 151.376 116.4019 148.8143 116.7142 121.0388 116.0629 108.7496 119.2615 113.6247 108.9865 113.6406 111.2922 107.9947 72.60516 107.4797 104.2262 116.0118 111.5362 109.8972 142.6658 125.9596 132.3595 130.5004 112.3355 98.60414 95.32041 133.7581 131.858 135.8362 118.4 118.9638 132.9167 125.3538 122.7255 119.6061 134.745 132.5874 130.5937 123.4645 128.8905 121.9686 124.3482 87.6838 88.23759 89.15896 105.6363 149.198 159.0467 43.99822 98.48021 45.84835 102.5214 158.6211 110.4023 82.48432 116.5434 108.4149 107.9719 56.56753 122.6154 69.53126 74.82628 72.78049 108.0432 120.8986 157.4305 99.7121 112.7296 126.595 113.5056 118.0052 121.2517 165.1869 132.6405 179.4781 155.7571 113.0677 122.6888 123.0129 165.6408 127.476 116.5756 122.8556 126.3334 126.6528 123.4266
179.4443 0 15.53222 36.03124 29.9003 4.743416 9.552487 3.535534 9.013878 15.78765 17.75528 40.69705 37.71273 6.800735 8.378581 45.8939 40.94203 30.70016 26.10077 9.656604 31.84729 13.64734 43.79783 37.61981 39.85285 29.95413 34.91776 19.47434 21.10095 38.02959 23.16247 43.38491 22.65502 36.17319 29.44911 55.02954 48.97193 35.4683 53.11544 32.72996 33.42529 137.1057 34.34021 36.22499 73.36382 49.13502 52.91949 90.98489 46.97074 89.78446 53.956 67.83461 55.70682 104.3612 81.53953 74.6676 67.83251 97.24325 86.64655 93.27454 97.67887 73.07701 102.2265 75.57943 105.2004 77.26667 118.9144 117.3084 115.3971 113.5352 111.7229 83.64957 110.6899 85.26576 92.68832 89.13613 100.0929 104.8868 107.3837 104.826 111.2669 111.2317 110.1193 111.4237 113.6541 111.6384 118.3015 117.6531 116.1561 138.2217 134.4108 153.0988 151.991 189.3258 179.7511 179.0112 161.1405 160.0383 163.3677 167.0636 170.3014 180.1617 177.2597 176.9414 176.4348 185.3058 190.1453 189.1593 187.6146 191.0628 199.6122 201.5099 205.3345 236.5824 212.7923 251.0105 279.5156 303.3523 219.6048 253.279 223.3769 257.3738 292.3183 233.7422 227.667 270.7781 263.7049 236.6015 234.8537 249.5174 241.4358 243.0622 244.5237 273.489 284.8899 307.8183 259.0917 281.761 290.0677 283.1806 286.1127 290.2004 319.0964 299.4179 333.239 291.9602 290.7374 300.7096 301.5066 302.0629 305.0463 294.15 299.845 305.2659 305.7258 299.61
177.8327 15.53222 0 51.56064 45.43249 11.28051 6.324555 13.46291 8.062258 4 4.472136 56.22277 53.23533 20.5548 12.24543 61.40033 56.4358 45.99185 41.23106 21.47091 46.84015 15.81139 58.94065 52.49762 54.70832 44.11916 49.39636 18.97367 18.24829 52.55473 20.71835 57.93962 23.08679 49.4899 23.75921 69.46222 63.07139 47.60515 67.08204 32.38827 32.14032 122.495 34.52535 35.12834 87.23531 44.14748 62.00331 105.0952 47.38143 103.769 63.78087 79.60445 65.29931 118.3237 94.20604 86.55634 78.50159 110.7881 99.06374 105.7445 110.062 81.14493 114.6342 83.52844 117.3753 84.84234 131.7692 130 127.9189 125.8769 123.8154 90.82401 122.5765 92.66067 101.3021 96.74709 107.3028 113.719 115.5963 112.331 119.5944 119.278 117.72 107.4477 121.3136 118.8173 127.0276 125.8829 124.1692 149.2414 144.1059 163.0491 161.8178 178.9329 170.1192 169.6062 171.0263 169.8058 173.3558 175.6417 178.8493 189.4888 186.1135 185.6071 184.8783 194.6086 199.1381 198.0404 196.023 199.758 207.5029 209.5066 210.345 229.8956 217.5867 243.7314 270.4448 295.1558 219.2761 246.8623 222.6499 250.8884 283.3342 239.1794 231.0368 264.0078 257.1575 241.6651 233.9444 255.0176 242.0021 244.2048 245.1499 268.0019 279.0708 300.1652 261.5899 276.702 284.1215 278.2104 280.8652 285.0439 311.699 293.8384 325.6939 297.3264 290.2249 297.5937 298.6135 307.5325 301.7284 293.6818 299.5996 302.6301 303.1996 299.617
188.9042 36.03124 51.56064 0 6.186904 40.5 45.50275 38.51298 44.52527 51.52184 53.52102 5.147815 2.915476 32.24903 41.8782 10.5119 6.363961 9.552487 13.72953 33.35416 12.34909 43.77785 13.6565 13.58308 14.50862 18.60108 16.44688 48.06766 50.9166 16.68832 51.73248 18.66815 48.58498 23.58495 58.87274 27.50455 25.10976 28.62254 28.78368 55.06814 56.76707 171.8267 55.33986 58.38236 46.179 73.63763 48.09337 61.53454 63.64354 60.91387 46.48118 50.13267 48.44069 74.95332 58.54011 55.43014 54.08327 69.73163 64.09856 69.99563 74.40126 66.48308 78.57799 68.90936 82.17943 71.38199 92.95227 91.95923 90.69868 89.52374 88.62985 77.96474 88.33176 78.76865 81.88788 81.57512 92.51403 92.34988 96.42095 96.03255 99.69485 100.4502 100.6504 128.3141 103.7714 103.2056 105.1404 105.9292 105.1309 117.3989 117.6435 134.9092 134.1883 216.3389 205.4476 204.2896 142.8933 142.1566 144.7696 152.2646 155.4922 162.9801 161.4381 161.6369 161.7421 168.0744 173.6505 172.987 172.744 175.3489 185.8501 187.4313 198.7775 255.7509 206.6124 271.2462 303.187 325.0765 225.3409 271.7066 229.9402 275.9031 315.7329 225.5953 224.6609 289.7765 282.3021 229.3305 241.633 240.9731 244.7662 245.0398 247.6691 289.7594 301.7615 328.3826 257.665 297.0396 307.1653 298.2558 301.7553 305.6117 339.0535 315.6576 353.4247 283.2289 295.8936 311.5903 311.8886 292.9765 316.3329 299.1697 304.2988 315.0436 315.2562 303.4897
186.1195 29.9003 45.43249 6.186904 0 34.33697 39.34604 32.3372 38.34637 45.34436 47.3439 10.85255 7.923243 26.06935 35.69504 16.16924 11.392 6.508541 8.800253 27.24783 10.00555 37.68436 16.73652 13.81223 15.50627 15.28434 15.01481 42.09645 44.91226 16.41476 45.80787 19.97777 42.78369 21.62624 52.96173 30.40468 26.68541 25.91707 30.72639 49.67673 51.31385 165.6847 50.08105 53.06704 49.46491 68.27721 46.28558 65.60827 59.01789 64.82883 45.12329 51.1097 47.11806 79.10085 60.94442 56.88683 54.27963 73.36742 66.47232 72.61007 77.05896 65.52565 81.35792 68.01307 84.84483 70.38387 96.35907 95.21963 93.80313 92.46501 91.35842 77.03535 90.89432 78.00071 81.9801 81.04388 92.11272 92.8948 96.69683 95.89245 100.1162 100.7258 100.6783 124.2301 103.9027 103.0604 105.9124 106.4281 105.4899 119.7933 119.2069 136.8349 136.0335 211.0682 200.3386 199.2344 144.8589 144.0467 146.8118 153.5842 156.8242 164.7952 162.9837 163.0831 163.0709 169.9126 175.359 174.6314 174.1372 176.9106 187.0645 188.7091 198.7002 251.6004 206.4851 266.954 298.4243 320.6035 223.2251 267.6797 227.6981 271.8648 311.0129 225.8554 224.0122 285.68 278.2591 229.4401 239.3744 241.3294 243.077 243.5764 246.0149 286.0707 297.9915 324.0803 256.7963 293.5077 303.3652 294.756 298.1717 302.0664 334.8463 311.9934 349.1909 283.6729 293.9665 308.7547 309.1323 293.4945 313.437 297.2683 302.4957 312.3862 312.6384 301.7808
177.0801 4.743416 11.28051 40.5 34.33697 0 5.024938 2.236068 4.272002 11.1018 13.08625 45.06939 42.07434 9.394147 4.85118 50.20209 45.22444 34.71311 29.95413 10.96586 35.58441 10.68878 47.66812 41.27045 43.4885 33.09456 38.27858 16.2865 17.44276 41.42765 19.69772 46.81079 19.90603 38.83298 25.5196 58.38878 52.11766 37.50333 56.18941 30.10399 30.5655 132.3711 31.89436 33.47014 76.40844 45.62072 53.71252 94.1767 44.78002 92.90452 55.05679 69.82682 56.72081 107.4767 83.97437 76.72842 69.34155 100.1312 88.9698 95.63022 99.99876 73.568 104.5622 76.03453 107.4321 77.58955 121.4727 119.7884 117.7964 115.8501 113.9232 83.84659 112.7974 85.54677 93.43781 89.50559 100.3424 105.7414 108.0104 105.1903 111.9422 111.8034 110.5271 108.3801 114.0888 111.8979 119.1354 118.3015 116.723 139.9795 135.6328 154.4353 153.2783 185.0061 175.5605 174.8614 162.4569 161.3079 164.7255 167.8876 171.1164 181.274 178.1923 177.804 177.2153 186.4115 191.1367 190.1085 188.3886 191.944 200.205 202.1417 204.9469 233.0048 212.3385 247.308 275.4535 299.468 217.6149 249.7664 221.2787 253.8469 288.275 233.5082 226.7692 267.1913 260.1658 236.2462 232.7107 249.3104 239.7087 241.5021 242.815 270.1948 281.5213 304.0479 257.9399 278.57 286.671 280.0112 282.8781 286.9882 315.3823 296.1082 329.4954 291.7224 288.7235 298.0038 298.8582 301.8617 302.29 292.1494 297.908 302.6851 303.1736 297.7438
176.7054 9.552487 6.324555 45.50275 39.34604 5.024938 0 7.158911 2.236068 6.324555 8.246211 50.08992 47.09565 14.23025 6.511149 55.22681 50.24938 39.71461 34.9285 15.26434 40.5216 11.40175 52.63079 46.17359 48.38388 37.82195 43.08132 16 16.27882 46.23851 18.74166 51.62364 20.02498 43.30416 23.50532 63.15853 56.79789 41.62031 60.82763 30.01666 30.14963 127.6797 32 33.13608 81.00617 44.01136 56.8301 98.83825 45 97.52948 58.41233 73.78709 60 112.0915 88.20494 80.72174 72.95547 104.6231 93.12156 99.7959 104.1363 76.34461 108.706 78.77182 111.5032 80.20529 125.7502 124.0161 121.9723 119.9708 117.9672 86.33076 116.7776 88.10221 96.38529 92.13034 102.836 108.7566 110.8264 107.7787 114.7947 114.5655 113.1459 107.2054 116.7262 114.3805 122.1147 121.1218 119.4738 143.6837 138.919 157.8005 156.6046 181.7388 172.5434 171.9193 165.8011 164.6147 168.1019 170.8157 174.0347 184.4397 181.2078 180.7595 180.1 189.5692 194.1958 193.1321 191.2616 194.9083 202.9124 204.8829 206.7293 230.9719 214.0513 245.0816 272.6381 296.944 217.6649 247.8245 221.199 251.8829 285.4895 235.4285 228.0219 265.1349 258.1821 238.0462 232.5726 251.2511 240.0521 242.0331 243.1781 268.561 279.7794 301.7037 258.9117 277.0776 284.8877 278.548 281.3241 285.4645 313.1234 294.4463 327.1888 293.6205 288.7187 297.1498 298.0772 303.7931 301.3702 292.1592 297.9907 301.9884 302.5128 297.9086
176.4856 3.535534 13.46291 38.51298 32.3372 2.236068 7.158911 0 6.020797 13.00961 15.00833 43.02615 40.02812 7.158911 4.85118 48.12744 43.14221 32.55764 27.77139 8.845903 33.38038 10.30776 45.47802 39.05445 41.27045 30.85855 36.04511 16.10124 17.61391 39.19503 19.72308 44.57858 19.44865 36.61967 25.92778 56.15381 49.88236 35.36241 53.956 29.60152 30.20348 134.0552 31.29297 33.04921 74.17715 45.70831 51.84868 91.94156 44.05962 90.67111 53.11544 67.70858 54.80192 105.2438 81.79463 74.6006 67.31456 97.9094 86.8051 93.46196 97.8358 71.80007 102.3975 74.27819 105.2824 75.87362 119.2817 117.6063 115.6244 113.6893 111.7788 82.17208 110.6673 83.84659 91.60308 87.77955 98.65617 103.8809 106.2132 103.4698 110.132 110.0227 108.7945 108.1677 112.3488 110.211 117.2828 116.5 114.9446 137.9139 133.6834 152.4607 151.3151 185.7936 176.2162 175.4779 160.4875 159.3495 162.7467 166.0429 169.2744 179.3551 176.3193 175.9496 175.3832 184.4946 189.2492 188.2319 186.559 190.0855 198.4272 200.3528 203.4877 233.155 210.9037 247.5505 275.99 299.8534 216.8323 249.8705 220.5499 253.9611 288.7949 231.9961 225.5044 267.3487 260.2888 234.777 232.0048 247.7895 238.8017 240.5187 241.8996 270.1504 281.5266 304.3429 256.7801 278.4587 286.6954 279.8861 282.795 286.8907 315.6343 296.0744 329.77 290.2138 287.9553 297.6008 298.4229 300.3406 301.916 291.3748 297.1025 302.2123 302.6851 296.9043
174.8953 9.013878 8.062258 44.52527 38.34637 4.272002 2.236068 6.020797 0 7 9 49.0102 46.01087 12.74755 4.327632 54.08327 49.09175 38.39596 33.54102 13.41641 39.05125 9.219544 51.1957 44.64303 46.84015 36.11786 41.4367 14.03567 14.56022 44.59821 16.97793 49.98 18 41.42765 22.14723 61.46544 55.03635 39.60114 59.03389 28.07134 28.28427 128.1207 30.01666 31.257 79.17702 42.54409 54.61717 97.04638 43.01163 95.71311 56.22277 71.70333 57.80138 110.2656 86.20003 78.64477 70.79901 102.7278 91.08856 97.76616 102.0967 74.1114 106.6677 76.53757 109.4422 77.96937 123.7563 122.0041 119.9427 117.9237 115.8976 84.09518 114.6909 85.86617 94.15745 89.89438 100.6005 106.5317 108.5933 105.5426 112.5625 112.331 110.9099 105.622 114.4902 112.1452 119.8874 118.8886 117.2391 141.5344 136.7132 155.6021 154.4021 181.069 171.7369 171.0738 163.6001 162.41 165.9043 168.5853 171.8038 182.2224 178.9811 178.5301 177.8679 187.3513 191.9714 190.9057 189.0291 192.6791 200.6766 202.6475 204.5336 229.715 211.8623 243.9057 271.7333 295.9011 215.7522 246.5319 219.3171 250.5993 284.5703 233.2217 225.8871 263.889 256.9066 235.8495 230.7054 249.043 238.0756 240.0187 241.1977 267.1516 278.4107 300.5805 256.8195 275.6175 283.5348 277.0776 279.8861 284.0158 311.9635 293.0481 326.0498 291.4162 286.8214 295.481 296.3866 301.5862 299.7215 290.2585 296.0732 300.2732 300.7873 295.9725
173.8646 15.78765 4 51.52184 45.34436 11.1018 6.324555 13.00961 7 0 2 56.00893 53.00943 19.6596 10.40062 61.07373 56.0803 45.33487 40.4475 19.92486 45.89118 12.72792 58.0517 51.41984 53.60037 42.69075 48.08326 15.23155 14.31782 51.24451 16.77051 56.61272 19.31321 47.63665 19.81161 68.00735 61.46544 45.36794 65.39113 28.44293 28.16026 121.3628 30.59412 31.14482 85.42833 40.26164 58.91019 103.3683 43.41659 101.9804 60.82763 77.05973 62.28965 116.5011 91.8991 84.02381 75.67364 108.7842 96.66243 103.3468 107.6282 77.79781 112.2007 80.1561 114.8638 81.4098 129.4648 127.6401 125.504 123.4058 121.2693 87.32125 119.9708 89.1852 98.00064 93.29523 103.7781 110.4355 112.2074 108.8405 116.2188 115.8588 114.2366 103.5809 117.8346 115.2746 123.7093 122.4847 120.7394 146.3728 140.9486 159.9281 158.6726 176.071 167.0745 166.512 167.8869 166.6433 170.2359 172.2614 175.4624 186.231 182.7738 182.2361 181.4718 191.3439 195.8162 194.6998 192.6058 196.3855 204.0035 206.0218 206.526 226.3537 213.7493 240.2769 267.3084 291.8589 215.2812 243.2879 218.6618 247.3237 280.1825 235.3907 227.1079 260.4836 253.6021 237.8445 229.9609 251.2318 238.0021 240.2082 241.15 264.3199 275.4278 296.7779 257.6223 272.9762 280.4942 274.4759 277.1593 281.329 308.273 290.17 322.2926 293.5233 286.235 293.7107 294.7168 303.7371 297.859 289.6912 295.6056 298.7189 299.2825 295.6199
