0 79.39759 73.35138 35.38128 31.78806 78.97165 77.96809 64.21028 24.87512 71.96944 51.04478 35.74004 88.68366 48.86381 37.30291 84.93209 46.47475 37.70648 33.58352 45.77371 89.67174 37.76821 92.57063 58.53359 96.50703 47.52854 34.01972 83.50799 37.84033 44.51043 102.0189 104.5383 82.06409 101.5694 85.58112 36.29502 113.7072 155.3881 113.6716 117.0771 114.1953 48.80618 67.43343 111.1194 71.50148 66.60809 97.09974 55.91192 69.15732 63.78589 104.912 63.69356 62.28035 102.2234 104.4798 67.24135 77.58976 70.06915 75.72335 93.65281 96.58685 105.1462 123.6943 112.5442 111.169 116.7866 79.13232 132.9444 134.591 148.265 156.9453 146.9095 146.0589 154.3979 153.1561 180.9606 185.005 187.707 194.9486 196.7139 199.4218 205.7475 207.4385 184.5797 207.5362 191.6022 217.6475 246.3479 278.3236 219.6684 190.7118 218.9822 194.0342 259.12 213.6958 224.5181 203.9381 215.8325 229.2945 205.3111 232.4164 231.4902 233.7483 229.5421 238.6803 240.5582 233.4408 240.1056 243.3604 213.6121 235.6028 237.7575 241.3804 244.6274 215.9873 216.7737 244.01 243.5794 246.3814 246.995 249.0965 254.2621 259.459 252.5584 251.1734 252.7326 274.564 255.6618 246.8651 255.1946 245.643 258.8481 233.9307 255.6454 256.9796 249.3666 248.5432 248.3777 250.4823 251.8609 264.6714 253.5712 270.0541 253.0852 254.7285 265.9279 256.0862 256.7998 267.1379 267.5492 272.1842 270.6971 273.2076 273.1792 280.7893 282.2173 284.5429 272.3872 274.9929 286.3927 271.621 275.3673 275.7228 266.7959 300.9021 281.9 304.8681 274.7613 273.4535 276.4349 276.9412 271.4169 278.6153 278.9818 280.9172 307.3328
79.39759 0 6.403124 48.16638 51.79286 6.184658 8.062258 15.81139 56.29387 13.60147 29.15476 43.65776 21.31901 31.38471 42.15448 22.77816 34.1321 42.04759 46.09772 36.7049 26.62705 43.56604 30 30.24529 35.02231 37.48333 48.39938 28.4605 45.73353 41.03657 39.96561 42.42641 31.4086 41.10961 32.89377 50.06246 191.2527 203.9026 57.8859 62.96477 60.44005 58.20568 50.90667 59.92704 51.47815 54.57105 68.21569 75.591 72.8011 75.02666 76.02368 77.62087 78.39005 74.95332 78.1025 80.99383 81.74765 82.21922 82.46211 88.56918 89.5014 90.55385 97.08244 96.25617 96.87621 101.4347 142.1724 111.6826 115.2476 129.6919 233.2574 221.9172 220.6066 144.931 145.3444 176.1193 183.256 184.7918 265.2414 192.2617 194.3734 275.8043 276.4869 200.2024 275.0992 208.1468 285.2175 318.5157 346.5074 285.4807 232.912 284.0502 237.876 330.9218 225.8076 289.249 227.7279 230 293.0721 249.5756 296.0511 294.6133 296.0068 240.8099 302.235 304.6999 294.688 303.2583 307.9756 250.9602 297.2491 300.2033 305.041 308.9142 250.5394 253.7449 306.8 306.8094 309.6597 310.7419 313.2922 319.2256 324.6201 316.0142 313.423 315.5016 342.3918 318.8013 306.3352 318.0016 304.2963 322.4159 261.2781 317.8333 319.6076 308.6977 306.7124 305.6174 308.7815 310.5455 328.2103 311.4811 333.6079 309.8984 312.0178 328.0549 313.8694 314.9254 328.3085 327.8307 334.4503 330.8791 333.7536 334.2529 344.2005 346.013 348.633 332.1333 335.9003 350.648 282.6319 335.5939 334.0063 319.5427 365.4709 292.1151 369.2425 326.9159 323.7225 327.4385 327.495 313.0815 329.6741 328.5666 332.1238 369.9625
73.35138 6.403124 0 43 46.52419 6.800735 7.211103 9.433981 50.63596 9.055385 22.82542 37.64306 22.32711 25.05993 36.05551 22.31542 27.78489 35.8469 39.92493 30.30264 26.90725 37.21559 30.4795 24.29906 35.63092 31.1127 42.02975 26.92582 39.33475 34.65545 41.00305 43.60046 29.30017 41.86884 31.38471 43.66062 185.6212 198.0897 58.50166 63.4749 60.81118 52.20484 46.10809 59.87696 47.04253 49.64877 65.6032 69.77822 67.68309 69.57011 73.69803 72.11103 72.8011 72.42237 75.58439 75.58439 76.88455 76.92204 77.46612 84.51331 85.61834 87.29834 95.07891 93.28049 93.74433 98.48858 135.8308 109.444 112.8938 127.4716 226.8832 215.5231 214.2084 142.1267 142.4149 173.2195 180.1734 181.8048 258.8629 189.4348 191.6038 269.4309 270.1296 196.0408 268.7695 203.9646 278.8907 312.1216 340.1815 279.1939 227.4313 277.7814 232.3317 324.5324 221.9799 282.9912 223.1883 226.0553 286.8419 244.0348 289.8262 288.4025 289.8224 237.0928 296.0152 298.4644 288.5342 297.0507 301.7284 245.7519 291.0842 294.0153 298.8193 302.6764 245.473 248.5617 300.6048 300.6011 303.4512 304.5201 307.0586 312.9728 318.3637 309.8032 307.2475 309.3109 336.0731 312.6008 300.247 311.8108 298.2352 316.204 256.6306 311.6617 313.423 302.6157 300.6701 299.6081 302.7359 304.4873 322.0016 305.4513 327.4007 303.9079 306.0111 321.8897 307.8457 308.8899 322.1746 321.7266 328.2834 324.7799 327.6433 328.125 338.0015 339.8029 342.415 326.0498 329.7787 344.4256 279.0557 329.4954 327.9765 313.7205 359.2436 288.6161 363.022 321.1246 318.0098 321.6971 321.7732 307.7613 323.9321 322.8885 326.3775 363.797
35.38128 48.16638 43 0 3.807887 49.54039 49.16299 35.35534 10.63015 44.91102 25.4951 13.0384 62.75747 24.18677 15 60.40235 23.60085 17.20465 16.15549 26.51886 65.52099 21.9545 68.96376 38.64511 73.76017 30.41381 23.71708 61.46544 25.9401 30 79.53144 82.21922 61.50203 79.71198 64.88451 29.56772 143.4313 183.2419 94.70715 99.05838 96.15092 48.45515 58.91029 93.97473 62.36986 60.21628 88.3888 64.32729 71.69379 69.26038 97.02165 70.60453 70.0928 94.79451 97.67292 74.72617 81.85089 77.20104 80.99383 95.50131 97.80849 103.7304 118.2582 110.9651 110.3857 115.9353 110.9099 130.4186 133.0038 147.6347 192.3148 182.2651 181.3815 158.0285 157.4706 187.4086 192.8906 195.1512 229.7325 203.6907 206.1965 240.5078 242.0021 199.8424 241.7759 207.3863 251.9147 281.4998 312.8341 253.5256 216.6841 252.6509 220.6558 294.2333 228.019 258.1182 222.8991 231.0411 262.6619 232.2068 265.756 264.6904 266.7208 243.7487 272.0184 274.0547 266.1297 273.3416 276.9856 238.0189 268.412 270.7951 274.7544 278.1726 239.3533 241.0718 277.1611 276.8465 279.6697 280.4077 282.6305 288.0017 293.259 285.9108 284.2006 285.9043 308.9961 288.9399 279.0936 288.3834 277.6261 292.2465 254.6964 288.6694 290.1258 281.5639 280.3935 279.9464 282.3792 283.8776 298.0772 285.3638 303.4769 284.5435 286.3386 298.9649 287.8507 288.6694 299.9175 300.0817 305.2753 303.2111 305.8313 305.9493 314.2006 315.7293 318.1336 304.7827 307.7223 320.0281 286.2121 307.9079 307.7058 297.0346 334.6416 296.2621 338.5676 304.8442 302.9129 306.1503 306.511 297.8926 308.3586 308.2402 310.7189 340.5998
31.78806 51.79286 46.52419 3.807887 0 53.00236 52.55949 38.65876 7.382412 48.08846 28.15138 14.1598 65.9242 26.65521 16.32483 63.40881 25.73908 18.39837 16.50757 28.20018 68.51642 22.72664 71.92009 40.82823 76.65059 31.94527 23.70654 64.2067 26.3955 31.12073 82.42117 85.10288 64.07808 82.53787 67.50185 29.51694 139.689 180.9651 97.29822 101.5692 98.65343 48.43737 60.06376 96.37557 63.64354 61.14327 89.86145 63.67496 71.78092 68.99638 98.45862 70.20328 69.58807 96.16912 98.99747 74.31353 81.86005 76.85376 80.88572 95.88013 98.27004 104.5108 119.5345 111.8 111.1328 116.7155 108.0208 131.4325 133.9272 148.5008 188.6756 178.6973 177.8377 158.4692 157.8369 187.6073 192.9429 195.255 226.3769 203.8579 206.3892 237.1592 238.7017 199.0892 238.5473 206.584 248.6815 278.0361 309.5518 250.3762 214.6777 249.5376 218.5692 290.7839 227.4063 255.0186 221.7487 230.3313 259.606 230.0924 262.7056 261.6649 263.7357 243.165 268.9693 270.9769 263.1929 270.3112 273.8841 236.2255 265.4553 267.7994 271.6993 275.0864 237.6899 239.2941 274.1464 273.8111 276.6308 277.3464 279.547 284.8798 290.126 282.8613 281.209 282.8873 305.7317 285.9043 276.2359 285.3638 274.8077 289.1894 253.3599 285.679 287.1141 278.7118 277.5968 277.194 279.5756 281.0552 295.0195 282.5774 300.4168 281.8093 283.5812 295.9738 285.0693 285.8715 296.9714 297.1776 302.2755 300.3107 302.9128 303.0058 311.1439 312.654 315.0436 301.9023 304.786 316.9298 285.6186 305.0037 304.8935 294.4874 331.5245 295.7013 335.4586 302.3218 300.48 303.6816 304.0633 295.8657 305.8864 305.8374 308.2389 337.5726
78.97165 6.184658 6.800735 49.54039 53.00236 0 2.061553 14.80709 56.81769 8.902247 27.9866 43.44249 15.94522 30.20348 41.7163 16.78971 32.77575 41.28256 45.40099 34.67708 20.93442 42.08622 24.41823 26.32542 29.52647 34.81738 46.73596 22.2991 43.7242 38.422 34.71311 37.25923 25.224 35.71064 26.74416 47.70744 191.712 199.2736 52.45024 57.48532 54.89308 54.10007 45.4482 54.20332 45.79574 49.18587 62.03491 71.08622 67.51481 70.0589 69.84017 72.7066 73.568 68.76954 71.91836 75.96216 76.25131 77.07302 77.06004 82.65138 83.52395 84.42896 90.91892 90.09439 90.73175 95.26935 138.9577 105.5047 109.0653 123.5162 231.2926 219.7145 218.3254 138.7525 139.1735 169.9448 177.0961 178.6232 262.2427 186.0828 188.1921 272.7568 273.3153 194.2839 271.761 202.2349 281.8621 315.6932 343.137 281.9397 227.8514 280.4376 232.8846 328.032 219.7795 285.5946 221.969 224.005 289.3208 244.5777 292.2815 290.7993 292.1134 234.7523 298.4481 300.9639 290.7099 299.433 304.2799 245.6364 293.3006 296.3195 301.2594 305.1856 245.1025 248.3997 302.9365 302.9856 305.8359 306.9597 309.5485 315.5475 320.9542 312.1975 309.5016 311.6232 338.9856 314.9516 302.1928 314.123 300.0933 318.6005 255.5709 313.9001 315.7107 304.5406 302.4686 301.3059 304.5443 306.3352 324.3844 307.2104 329.7764 305.5491 307.7001 324.1022 309.5856 310.6658 324.2734 323.7225 330.5015 326.7587 329.6593 330.2018 340.3428 342.1889 344.8337 327.976 331.8332 346.862 276.5407 331.471 329.7324 314.9029 361.6991 286.0087 365.448 322.2286 318.9248 322.6798 322.7092 307.8478 324.9158 323.7225 327.3713 366.0055
77.96809 8.062258 7.211103 49.16299 52.55949 2.061553 0 14.03567 56.14268 7.071068 26.92582 42.57934 15.11622 29.12044 40.79216 15.40058 31.62278 40.26164 44.38468 33.32041 19.79899 40.8534 23.34524 24.51757 28.48794 33.28663 45.43677 20.61553 42.33858 36.89173 33.81198 36.40055 23.42008 34.71311 25.07987 46.21958 190.9195 197.2744 51.39174 56.39204 53.75872 52.20484 43.38766 52.94573 43.73786 47.12749 60.18787 69.11584 65.45991 68.02941 68.04851 70.68239 71.55418 66.94027 70.0928 73.92564 74.18978 75.02666 75 80.62568 81.5138 82.49242 89.19641 88.20006 88.81441 93.38094 137.2079 103.7401 107.28 121.758 229.8173 218.1824 216.7747 136.8941 137.2953 168.0744 175.1983 176.7399 260.5264 184.2251 186.3438 271.0295 271.5621 192.2602 269.9742 200.2098 280.0714 314.0123 341.3414 280.1129 225.8074 278.5974 230.8463 326.3361 217.7886 283.7464 219.9204 222.0023 287.4548 242.5387 290.4122 288.9221 290.2223 232.7742 296.5755 299.1003 288.8044 297.5536 302.4235 243.5775 291.4001 294.43 299.3877 303.3233 243.0411 246.3401 301.0502 301.1063 303.9566 305.0877 307.6833 313.6941 319.1028 310.3192 307.6053 309.7342 337.183 313.0675 300.2603 312.2339 298.1514 316.7223 253.5178 312.0016 313.8184 302.6058 300.5204 299.3476 302.5971 304.392 322.5043 305.2581 327.8952 303.5852 305.7408 322.2002 307.6313 308.7151 322.3577 321.795 328.6001 324.8292 327.7338 328.2834 338.4568 340.3087 342.9577 326.0406 329.9121 344.9884 274.5807 329.541 327.7792 312.9002 359.8277 284.0585 363.5726 320.2202 316.9042 320.6634 320.6899 305.7924 322.8994 321.6971 325.3556 364.102
64.21028 15.81139 9.433981 35.35534 38.65876 14.80709 14.03567 0 42.10701 9.848858 13.41641 28.63564 27.54088 15.65248 26.92582 25.78975 18.35756 26.57066 30.67572 20.93442 30.8707 27.78489 34.43835 16.93451 39.4723 22.02272 32.59601 28.42534 29.93697 25.4951 45.16913 47.85394 29.7069 45.65085 32.55764 34.34021 176.9245 190.1399 61.66667 66.4083 63.60031 44.12244 40.78916 62.09871 42.42641 44 63.83244 62.03225 61.40033 62.58594 72.27171 65 65.52099 70.68239 73.82412 68.65858 71.02121 70.21396 71.34424 80.0656 81.46472 84.20214 93.94147 90.59939 90.80198 95.81753 126.732 107.8378 111.0856 125.8014 217.4511 206.1081 204.803 139.474 139.56 170.3291 176.9749 178.7568 249.6337 186.6277 188.8836 260.2191 260.9693 191.0419 259.6884 198.9207 269.8166 302.8279 331.1069 270.2226 220.0954 268.854 224.8755 315.259 217.5044 274.0894 217.5178 221.382 278.004 236.5798 281.0004 279.6087 281.0872 232.7825 287.2003 289.6135 279.866 288.2631 292.8498 238.8996 282.3916 285.2718 290 293.8197 238.8724 241.7523 291.8446 291.8116 294.661 295.7 298.2113 304.0806 309.4626 301.0066 298.5297 300.5599 327.0177 303.8277 291.716 303.0594 289.7607 307.4053 250.7494 302.9521 304.6851 294.0973 292.2336 291.2387 294.2924 296.0177 313.2092 297.0396 318.6114 295.5757 297.6459 313.1932 299.4462 300.4663 313.5451 313.1597 319.5825 316.223 319.0629 319.5074 329.2294 331.006 333.6001 317.5256 321.1744 335.601 274.9379 320.9396 319.5615 305.7157 350.4069 284.616 354.2005 313.1773 310.2116 313.8439 313.957 300.6826 316.0775 315.1539 318.5141 355.0961
24.87512 56.29387 50.63596 10.63015 7.382412 56.81769 56.14268 42.10701 0 51.0098 30.14963 14.31782 68.64765 28.28427 16.49242 65.67276 26.68333 18.02776 14.76482 28.04015 70.71068 21.09502 73.97973 41.32527 78.49562 31.30495 20.5061 65.73431 23.90026 29.68164 84.23331 86.88498 65.18052 84.17244 68.68042 25.92778 134.9902 173.8538 98.24346 102.294 99.368 44.44236 58.0651 96.84653 61.84658 58.69412 88.28692 58.5235 67.74216 64.40497 96.77293 65.39113 64.62198 94.36631 97.08244 69.46222 77.63813 72.09022 76.47876 92.21985 94.74439 101.5332 117.4564 108.9002 108.074 113.7014 100.6479 128.8177 131.1373 145.5782 181.8131 171.6845 170.7842 154.7773 154.0195 183.4802 188.5765 190.9686 219.1118 199.6669 202.2375 229.8891 231.4001 193.5459 231.21 200.9722 241.3462 270.8722 302.2405 243.0129 207.7619 242.1663 211.5892 283.604 222.0384 247.6449 215.6965 224.831 252.2266 223.0897 255.3258 254.2833 256.3533 237.8303 261.5894 263.6001 255.8124 262.9299 266.5108 229.4907 258.0736 260.417 264.3199 267.7107 231.0779 232.5733 266.7644 266.4301 269.2501 269.9676 272.1709 277.5104 282.7589 275.4814 273.8266 275.5054 298.4111 278.5233 268.8647 277.982 267.4439 281.8102 247.0855 278.2966 279.732 271.3416 270.2379 269.8463 272.215 273.6905 287.6404 275.2208 293.038 274.4668 276.232 288.5914 277.7139 278.5121 289.5902 289.7999 294.8932 292.9334 295.5337 295.6248 303.7647 305.2769 307.6687 294.5276 297.4054 309.5561 280.2566 297.626 297.5308 287.2152 324.1543 290.3812 328.0869 295.061 293.2648 296.4473 296.84 288.9239 298.6503 298.6386 300.9988 330.1912
71.96944 13.60147 9.055385 44.91102 48.08846 8.902247 7.071068 9.848858 51.0098 0 21.09502 37.05401 17.84657 23.19483 35.12834 15.9534 25.4951 34.36568 38.47077 26.74416 21.0238 34.48188 24.59675 17.44834 29.64899 26.41969 38.91658 19.10497 35.6729 30.01666 35.33058 38.01316 20.94039 35.8469 23.43075 39.38591 185.2994 190.5147 52.00427 56.81164 54.03702 45.20092 37.36963 52.70911 38.11824 41 56.73253 62.26556 59.20304 61.46544 64.91995 64.07808 64.88451 63.56886 66.7308 67.41662 68.20485 68.62215 68.88396 75.50166 76.58002 78.26238 86.40602 84.28671 84.72308 89.4986 130.1384 100.6578 104.0625 118.6802 222.9484 211.2508 209.8243 133.154 133.4166 164.2224 171.1465 172.7918 253.464 180.4501 182.6308 263.964 264.492 187.0668 262.9041 194.9965 273.0018 306.9638 334.2727 273.0536 219.3376 271.5447 224.3212 319.2808 212.9445 276.6984 214.3478 217.0369 280.4198 236.0191 283.38 281.8971 283.2119 228.0466 289.5462 292.0633 281.812 290.5308 295.3811 237.3605 284.4011 287.4178 292.3577 296.2853 236.9578 240.1471 294.0344 294.0833 296.9337 298.0579 300.6476 306.6496 312.0569 303.2952 300.6011 302.7214 330.1157 306.0494 293.3108 305.2212 291.2203 309.6982 247.8432 305 306.8094 295.6607 293.6026 292.4534 295.6772 297.4634 315.4822 298.3496 320.8742 296.7052 298.8491 315.2031 300.7275 301.8029 315.3799 314.8365 321.6022 317.8742 320.7717 321.3098 331.4408 333.2867 335.9315 319.0964 322.9427 337.9601 270.002 322.5868 320.8726 306.152 352.7974 279.5608 356.5459 313.498 310.2471 313.9825 314.0255 299.4812 316.2183 315.0698 318.6711 357.1068
