0 174.2048 167.8429 168.8718 167.2631 164.8306 165.3535 186.2017 169.6731 162.7227 141.0798 157.0089 149.6988 162.198 155.6005 153.132 152.6254 150.1391 147.7272 136.6137 128.1564 126.6008 72.61386 120.8622 126.7944 113.5143 99.74917 96.46662 116.3409 115.4314 96.61177 86.423 87.94498 106.9354 150.5222 156.1287 43.76743 73.74888 72.72227 45.80914 159.9295 109.2525 81.48608 106.8637 56.6487 86.15458 148.1493 121.5306 69.18397 74.34392 72.43694 117.0572 158.6354 99.05408 121.9656 132.3926 154.8443 121.4202 121.4254 164.7474 130.8371
174.2048 0 28.07134 12.04159 14.14214 22.67157 44.94441 82.21922 140.0711 46.61545 46.10361 66.06815 60.1415 85.2115 77.33693 78.59107 89.67646 97.82583 103.2473 93.40771 96.25487 105.6882 107.7868 116.2863 126.4792 188.7326 178.7127 177.8405 158.3193 161.8919 230.417 198.4943 205.9944 248.5558 278.0011 295.492 214.2545 234.8297 234.8829 218.1605 290.7426 226.7979 221.199 229.7325 229.6889 251.0976 289.6135 242.5539 235.7668 237.2109 238.833 276.9422 305.6173 252.8344 291.7925 297.901 285.0089 293.4928 294.0918 295.0885 304.3058
167.8429 28.07134 0 37.48333 38.83298 46.84015 69.57011 108.683 112.3476 70.5762 61.93176 88.54942 80.77747 108.2266 99.36297 100.1027 110.8761 118.3725 123.2234 111.3957 112.4322 121.6306 96.88137 131.0897 142.2146 166.9012 158.083 157.5793 171.2338 174.4964 213.3542 204.3624 211.43 231.9483 258.4272 277.2362 210.0214 222.3263 222.6252 213.1901 271.3213 233.4264 223.8861 235.6374 224.3769 239.069 271.8235 249.2752 233.1738 235.6884 236.3485 263.0076 288.4378 253.8331 280.6789 285.1123 291.4115 283.5242 284.5242 301.6774 295.3676
168.8718 12.04159 37.48333 0 2.236068 10.63015 33.12099 71.30919 147.5039 34.66987 35.37856 54.03702 48.16638 73.23933 65.29931 66.5499 77.63626 85.79807 91.24144 81.60882 84.72308 94.15413 105.1523 104.9119 114.9087 190.8009 180.1052 179.023 147.1666 150.7912 229.5844 188.9047 196.5011 247.4207 278.3883 295.0962 207.8846 231.7671 231.7089 212.0495 291.0107 216.925 212.4618 220.0454 223.6605 247.76 288.9792 232.6229 228.7204 229.7869 231.7379 274.4012 304.6207 244.5327 287.9284 294.7711 275.0877 289.1315 289.56 285.1057 299.4879
167.2631 14.14214 38.83298 2.236068 0 8.602325 31.30495 69.857 148.2168 32.75668 33.17443 52.00961 46.01087 71.28113 63.25346 64.47135 75.55101 83.68528 89.10668 79.40403 82.49242 91.92388 104.0096 102.6767 112.681 190.4206 179.6057 178.486 144.931 148.5564 228.6744 186.7619 194.3666 246.4549 277.6787 294.2471 206.1189 230.4886 230.4127 210.3188 290.2779 214.7563 210.402 217.8922 221.9392 246.4346 288.0903 230.4489 226.8612 227.8794 229.8721 273.1977 303.6675 242.5186 286.5147 293.4706 272.9132 287.6421 288.0451 282.9262 297.9295
164.8306 22.67157 46.84015 10.63015 8.602325 0 22.84732 61.98387 154.6094 24.18677 26.91175 43.41659 37.64306 62.68174 54.67175 55.92157 67.00972 75.18904 80.65978 71.28113 74.70609 84.11896 104.0192 95.03947 104.8094 193.3132 182.0702 180.81 137.4809 141.1559 229.4559 180.7374 188.4177 246.9858 279.2443 295.2378 202.7634 229.6367 229.4777 207.1618 291.7435 208.4499 205.0878 211.7475 218.8264 245.3487 288.9187 224.0781 222.926 223.6359 225.8932 272.6628 304.2176 237.5337 284.977 292.4739 266.5243 285.7271 286 276.4783 295.6552
165.3535 44.94441 69.57011 33.12099 31.30495 22.84732 0 40.04997 175.0137 3 25.7088 22.2036 20.22375 40.45986 33.42155 35.14573 46.12599 54.64789 60.46487 53.48832 58.69412 67.72001 112.0446 79.19912 87.66413 206.7075 194.5959 193.0317 121.8401 125.6861 237.7394 170.0471 177.9231 254.5584 289.1834 303.7323 200.2623 233.8055 233.4309 205.1975 301.3988 196.585 196.5731 200.4221 216.8986 248.8092 297.0387 211.9026 218.5635 218.3415 221.3802 277.4185 311.5952 229.8635 287.0381 295.9409 254.1076 286.7647 286.681 263.8243 295.6654
186.2017 82.21922 108.683 71.30919 69.857 61.98387 40.04997 0 214.9555 40.0125 60.64439 31.38471 41.14608 25.63201 30.61046 33.13441 36.49119 42.93669 48.37355 52.39275 60.83584 66.40783 143.7567 77.00974 80.50466 241.8677 229.0434 227.2031 115.1564 119.1512 267.2003 171.8139 179.7768 282.9912 320.1458 332.8839 215.5852 258.1414 257.484 221.2374 331.9537 194.9838 201.6457 199.8324 232.7252 271.9743 325.7791 209.2063 230.4127 228.6154 232.9121 302.0017 339.3045 235.6422 307.7556 318.5671 249.9681 305.9837 305.3686 259.0043 313.2315
169.6731 140.0711 112.3476 147.5039 148.2168 154.6094 175.0137 214.9555 0 174.9449 156.8589 188.3413 178.5157 206.9435 196.9951 196.6282 205.4544 210.6368 213.6108 198.9643 195.8171 202.8458 112.4342 207.9205 219.673 92.75788 94.12793 96.0554 236.8121 238.7213 156.4905 243.0454 247.6451 174.5615 183.2508 206.9679 211.0031 185.9907 187.3665 210.6919 195.8372 271.0162 248.7211 270.4478 218.6536 202.3522 204.2598 285.4953 236.9219 243.2316 240.0758 214.5697 222.4266 268.7036 243.1137 239.6541 322.7339 250.6878 253.3253 332.9039 265.8437
162.7227 46.61545 70.5762 34.66987 32.75668 24.18677 3 40.0125 174.9449 0 23.73062 19.84943 17.26268 38.60052 31.14482 32.7448 43.789 52.25076 58.00862 50.69517 55.7853 64.84597 110.1136 76.30531 84.8646 205.3022 193.0817 191.4791 118.9622 122.8007 235.7053 167.0479 174.9235 252.446 287.3066 301.6958 197.4487 231.4001 231.0087 202.408 299.4866 193.598 193.582 197.4285 214.1074 246.3433 294.9661 208.9217 215.6687 215.4159 218.4796 275.0455 309.4456 226.8816 284.4613 293.4621 251.1342 284.1215 284.0158 260.8568 292.959
