0 191.0801 175.0381 168.0514 167.8798 167.6736 165.8164 156.0205 190.2081 186.3994 187.2227 185.4859 188.528 160.355 170.0901 189.5586 165.3281 169.5487 171.0294 171.9959 168.8222 186.4778 181.6337 174.2087 140.6317 180.8661 153.8249 150.1915 154.8472 156.4303 171.0086 158.6284 134.7472 164.8015 165.8344 130.8413 163.6099 167.0904 154.426 165.1276 145.2534 163.9992 154.0658 155.1274 139.6081 142.4386 136.3026 151.2822 142.1061 139.3244 149.183 138.2025 146.2946 150.5762 69.87329 150.9723 146.5228 148.7476 142.2584 148.373 143.0834 143.207 145.5946 139.1351 136.6204 140.0407 137.3993 133.8735 108.7989 95.00918 139.5218 91.72734 141.2361 136.8797 121.2385 119.2956 118.0784 134.8052 125.636 120.6677 132.4018 119.7362 124.1864 128.1114 131.0499 131.9601 124.9651 124.8049 128.1989 95.96733 135.427 85.08215 82.72235 137.9427 91.01779 106.1526 92.62904 98.25756 103.2964 103.9942 147.2527 47.24152 100.8361 48.79816 82.20517 98.84709 156.8644 113.9938 103.0175 105.8692 86.2114 100.5403 105.8357 102.548 111.6175 103.0989 108.1061 59.28568 108.9203 111.6995 114.4811 126.285 110.9998 114.9821 116.6952 121.7266 72.90399 78.34738 76.14712 119.304 102.0364 107.9143 117.0241 123.4208 116.0838 120.0072 109.1341 117.3545 118.8974 101.8029 116.477 122.5621 126.1997 129.4001 111.9264 119.9556 122.2257 114.0498 156.4295 117.5853 125.6965 130.8625 103.3759 121.8583 115.5689 131.3389 134.9481 137.0844 111.2224 123.3139 127.5146 138.3071 113.363 138.9108 145.1679 124.0514 126.0816 126.4148 128.2672 135.7351 138.8486 159.5048 164.9853 135.4526 137.7274 138.8878 126.2829 169.3888 125.5237 128.7351 129.4395 131.1199 132.5546 129.5318 135.3874 127.2524 134.5986 175.2733
191.0801 0 25.09537 31.01254 27.64256 26.60409 27.87671 51.20981 39.29518 35.81589 40.20088 42.84987 48.20558 30.99104 32.26625 54.01646 178.3637 34.84888 37.41806 39.73384 38.78717 62.05732 56.81647 50.87021 50.63364 67.41249 47.84814 49.60735 61.05826 65.89659 86.478 78.15938 68.39916 88.19738 91.3957 74.44088 89.86719 93.50282 86.61088 94.5786 83.18721 96.24159 93.77337 99.17717 91.71211 95.23363 94.62 101.8174 97.45654 98.66667 105.4203 100.5607 108.6421 112.9975 133.0305 116.5738 114.431 118.8337 118.6944 121.9731 124.0004 126.2317 128.3398 125.6667 130.1187 131.4133 135.3355 133.6875 222.1211 211.0819 140.0258 209.8738 147.5684 145.9818 152.6394 154.7286 159.0108 164.4418 163.8092 162.599 167.6537 166.874 168.4006 170.3832 172.1601 174.3601 172.5238 185.0844 186.8336 256.6074 194.649 251.0052 249.7307 196.8835 199.3735 274.1927 207.2532 270.5521 274.5671 276.0805 308.4714 228.0236 278.7313 232.7483 267.0882 278.9171 320.9741 225.8099 282.286 284.5179 225.832 281.3351 285.5794 283.6706 229.7015 285.092 288.6684 244.4506 290.4711 293.2691 296.0677 241.074 293.9163 297.6127 298.0667 302.6428 247.0002 247.0414 249.8653 301.677 289.0452 293.4401 300.5391 305.2667 300.1957 303.1047 295.665 301.8324 302.9831 290.5187 301.5136 306.2357 308.7745 311.8698 299.0191 305.1187 306.8297 300.9454 333.3067 304.4048 310.4343 314.838 259.0425 308.136 303.5481 316.0065 320.3203 321.3473 301.2022 310.9787 314.8223 323.2153 303.7259 324.2814 329.4288 313.2738 315.1573 315.8567 317.3869 324.275 327.0597 283.2108 347.8703 324.5897 326.9918 327.8518 317.1967 292.8749 316.1359 319.4862 320.3432 322.0768 323.5711 319.9231 326.2312 309.329 325.1606 361.9568
175.0381 25.09537 0 7.211103 8.062258 9.486833 11.40175 26.41969 58.69412 54.12024 58.5235 60.40695 66.40783 26.07681 41.88078 72.11103 153.4139 44.65423 48.54894 51.62364 48.82622 78.79086 72.44998 64.14047 40.14864 82.36504 50.60632 50.44161 67.26812 73.2069 98.23441 86.73843 66.70832 98.4124 101.7942 72.61543 99.76472 104.1393 94.17537 104.7378 88.00568 106.1037 101.3163 106.9626 95.41488 99.86491 97.5833 108.706 102.0784 102.6255 111.8258 104.3072 114.4028 119.6328 112.8982 123.2274 120.2082 125 123.5607 128.0039 128.969 131.1869 133.7012 129.8499 133.7701 135.6798 139.0446 136.7829 198.4036 187.793 144.0019 186.7331 151.6047 149.3394 153.2351 154.9661 158.9591 166.8113 164.7938 162.8558 169.5229 166.8547 169 171.4934 173.6318 175.8664 173.078 185.0435 187.1817 234.9941 195.5647 229.9707 228.8253 198.0101 194.0309 252.9437 201.6974 249.8039 253.6454 255.2254 286.1707 214.7673 258.5498 219.0205 248.1955 259.045 298.7997 221.7825 262.2523 264.3672 218.1857 261.5443 265.5758 263.9039 225.0622 265.4524 268.7545 230.6534 270.6972 273.4685 276.2408 237.4155 274.3447 277.9525 278.1834 282.6388 235.3253 236.2224 238.3204 281.9313 270.4071 274.4012 281.016 285.3945 280.7935 283.4784 276.8465 282.4907 283.5507 272.3874 282.2942 286.6923 289.0004 292.0497 280.3212 285.8968 287.4717 282.179 312.4272 285.5915 291.0756 295.2838 250.502 289.1539 285.0772 296.5889 301.0293 301.8029 283.5507 292.3594 296.0709 303.7976 286.2953 304.9623 309.8262 295.1949 297.0067 297.8607 299.2424 305.8668 308.5193 279.8633 327.8658 306.4148 308.86 309.5884 301.264 289.8193 300.5606 303.7669 304.424 306.067 307.4321 304.5406 310.3949 296.9512 309.6337 342.7598
168.0514 31.01254 7.211103 0 5.385165 7.615773 8.602325 20.24846 61.52235 56.7186 61 62.58594 68.65858 24.08319 42.54409 74.2159 148.4933 45.18849 49.24429 52.39275 49.1935 80.32434 73.73602 64.88451 35.07329 83.25863 48.79549 48.08973 65.8559 71.96701 97.90812 85.61672 63.13478 97.6166 101.0152 68.88396 98.85848 103.407 92.65528 103.8557 85.79627 105.119 99.70456 105.3613 92.80086 97.45255 94.74439 106.8316 99.63935 100 109.7862 101.6071 112.1606 117.5925 105.6882 121.1652 117.9237 122.7884 121.001 125.7338 126.4002 128.6002 131.2098 127.063 130.8171 132.8796 136.0768 133.6659 191.6038 180.8744 141.0788 179.7811 148.6607 146.2267 149.4021 151.0381 154.9452 163.3707 161.0124 158.9025 165.9458 162.8205 165.1091 167.72 169.9412 172.1772 169.1626 180.9487 183.1748 227.8426 191.6739 222.7835 221.6326 194.1649 188.7326 245.7692 196.3414 242.6067 246.4549 248.0323 279.0928 208.0793 251.3404 212.2687 241 251.8339 291.7075 216.7101 255.0417 257.1575 212.3982 254.3333 258.3651 256.6929 219.8568 258.2421 261.5435 223.8861 263.4862 266.2574 269.0297 232.3983 267.1348 270.7419 270.9723 275.4282 228.8449 229.8717 231.8572 274.7203 263.2185 267.2003 273.8065 278.1834 273.5855 276.268 269.6516 275.2835 276.3422 265.2198 275.0891 279.4826 281.7894 284.8386 273.13 278.6916 280.2642 274.9855 305.2375 278.3963 283.8679 288.0738 244.5184 281.9539 277.8939 289.3804 293.8225 294.5929 276.4073 285.1701 288.8771 296.5889 279.1648 297.7549 302.6157 288.0278 289.8362 290.6974 292.0719 298.6846 301.332 274.8621 320.6556 299.2424 301.6894 302.412 294.2448 284.8706 293.5742 296.7664 297.4054 299.0401 300.3939 297.5718 303.3826 290.3377 302.65 335.5536
167.8798 27.64256 8.062258 5.385165 0 2.236068 3.605551 24.5153 56.32051 51.47815 55.7315 57.27128 63.34824 19.10497 37.16181 68.88396 153.1747 39.81206 43.86342 47.01064 43.82921 74.94665 68.35203 59.5063 32.08707 77.87811 43.86342 43.35615 60.82763 66.89731 92.65528 80.52674 59.03389 92.45539 95.85177 64.88451 93.723 98.23441 87.68124 98.71677 81.05554 100.005 94.76286 100.4191 88.23265 92.80086 90.28012 101.9804 95 95.44108 104.9952 97.08244 107.4477 112.8051 106.8316 116.3873 113.2299 118.0678 116.4227 121.0372 121.8277 124.0363 126.6057 122.5887 126.423 128.4134 131.6915 129.3544 194.4865 183.5117 136.6732 182.3383 144.2671 141.9163 145.4991 147.1954 151.1589 159.2388 157.0796 155.0774 161.8919 159.0487 161.2452 163.7834 165.9548 168.1904 165.3149 177.2196 179.3878 229.6851 187.8134 224.3847 223.1815 190.2761 185.9704 247.4641 193.6355 244.1004 248.0181 249.5696 281.2458 207.1714 252.6203 211.4923 241.814 252.9996 293.8048 213.7388 256.2679 258.4279 210.1523 255.4704 259.5814 257.8221 217.0069 259.326 262.728 223.1412 264.6205 267.4023 270.1851 229.3786 268.1977 271.8378 272.1489 276.6503 227.5544 228.3725 230.5377 275.8482 263.9564 268.0765 274.8545 279.3582 274.5906 277.3536 270.4533 276.268 277.359 265.7904 276.0308 280.5397 282.9298 285.9965 273.8923 279.6355 281.2561 275.7716 306.7979 279.1997 284.8614 289.1375 242.5082 282.8162 278.5821 290.3963 294.7955 295.6552 276.8285 285.9108 289.6636 297.6071 279.5174 298.739 303.7009 288.5914 290.4238 291.2353 292.6585 299.3602 302.0522 271.8294 321.8897 299.8416 302.2755 303.0413 294.1513 281.7929 293.3769 296.6122 297.3096 298.9716 300.3639 297.3214 303.2656 289.2767 302.4434 336.5059
167.6736 26.60409 9.486833 7.615773 2.236068 0 2 26.30589 54.23099 49.36598 53.60037 55.10898 61.18823 17.02939 34.9285 66.70832 155.036 37.57659 41.62932 44.77723 41.59327 72.73239 66.12866 57.27128 30.8747 75.6439 41.7732 41.34677 58.69412 64.74759 90.44335 78.36808 57.27128 90.27181 93.6673 63.15853 91.5478 96.04686 85.56284 96.54015 79.02531 97.8366 92.65528 98.31073 86.26703 90.80198 88.3544 99.90495 93.00538 93.47727 102.9417 95.13149 105.423 110.752 107.2007 114.3372 111.2115 116.0388 114.4476 119.0168 119.8541 122.0656 124.6194 120.6524 124.5168 126.4792 129.7879 127.4797 195.5556 184.4782 134.7611 183.271 142.3587 140.0402 143.7811 145.5009 149.4858 157.4293 155.348 153.3884 160.1125 157.3801 159.54 162.0494 164.2011 166.4362 163.6154 175.5651 177.7104 230.3069 186.1063 224.9055 223.6806 188.5577 184.6998 248.0212 192.3861 244.5731 248.5196 250.06 281.9929 206.6519 253.002 211.0261 242.0021 253.3334 294.5272 212.3803 256.6267 258.8049 209.0861 255.7918 259.9356 258.14 215.6965 259.6247 263.0684 222.6859 264.9396 267.7256 270.5125 227.999 268.4865 272.14 272.4849 277.0049 226.8744 227.6071 229.8454 276.1634 264.1098 268.2872 275.1363 279.6927 274.8545 277.6509 270.6326 276.5231 277.6274 265.8738 276.268 280.8247 283.2494 286.3232 274.0547 279.8732 281.5138 275.9438 307.292 279.3788 285.1193 289.4244 241.5331 283.0194 278.7131 290.663 295.0439 295.9409 276.8483 286.0629 289.8344 297.8741 279.5085 298.9916 303.9955 288.6694 290.5116 291.3022 292.7456 299.4837 302.1942 270.4409 322.2452 299.9333 302.3615 303.1452 293.9558 280.3859 293.1384 296.3913 297.1128 298.7859 300.1941 297.0606 303.0594 288.6832 302.2003 336.7421
165.8164 27.87671 11.40175 8.602325 3.605551 2 0 26.07681 54.08327 49.16299 53.33854 54.74486 60.82763 15.55635 34.17601 66.28725 154.81 36.76955 40.8534 44.01136 40.71855 72.12489 65.45991 56.46238 28.88141 74.84651 40.31129 39.76207 57.31492 63.40544 89.30845 77.04688 55.4617 89.02247 92.42057 61.32699 90.27181 94.81034 84.14868 95.26804 77.46612 96.54015 91.21952 96.87621 84.6286 89.20202 86.67468 98.4124 91.40022 91.83681 101.415 93.47727 103.8557 109.2245 105.603 112.8051 109.6358 114.4771 112.8195 117.4436 118.2244 120.4326 123.0041 118.9832 122.8187 124.8079 128.0875 125.754 194.4274 183.2673 133.0685 182.0337 140.6627 138.3158 141.9472 143.6541 147.6279 155.6535 153.522 151.5388 158.3161 155.5201 157.6991 160.2248 162.3884 164.6238 161.7714 173.6983 175.8551 228.8477 184.2667 223.3842 222.1463 186.7244 182.7184 246.5208 190.4018 243.0226 246.9858 248.5196 280.6149 204.7071 251.4001 209.0933 240.3019 251.7058 293.1318 210.4148 255.0123 257.2003 207.0869 254.1577 258.3186 256.5039 213.7218 257.9787 261.4441 220.7555 263.304 266.0921 268.881 226.0382 266.8352 270.4954 270.8579 275.3877 224.9 225.6214 227.8691 274.5255 262.3928 266.5971 273.4813 278.0647 273.1904 276.0036 268.9275 274.8545 275.9656 264.1254 274.5906 279.1711 281.6137 284.6911 272.3417 278.196 279.8464 274.2353 305.7521 277.6734 283.4519 287.7716 239.5334 281.3254 276.9856 289 293.3716 294.2873 275.0727 284.3449 288.125 296.2111 277.7211 297.3214 302.3462 286.9181 288.7646 289.5462 290.9983 297.7524 300.4712 268.4823 320.6275 298.1879 300.6135 301.405 292.0993 278.4318 291.2679 294.5264 295.2558 296.9327 298.3463 295.183 301.1993 286.7229 300.3282 335.0631
156.0205 51.20981 26.41969 20.24846 24.5153 26.30589 26.07681 0 80.00625 75.02666 79.1012 80.30567 86.37129 38.07887 58.85576 91.66242 128.7473 61.18823 65.30697 68.44706 64.7611 96.88137 90.02777 80.52329 39.06579 98.76234 60.37384 58.50318 77.41447 83.67945 110.9234 97.20197 69.31089 109.6586 113.0335 74.27651 110.6391 115.4859 103.1746 115.6028 94.81034 116.619 109.859 115.434 100.5684 105.6456 101.8455 116.211 107.7126 107.5639 118.6971 108.9312 120.5073 126.3725 90.37699 129.8345 126.0635 131.0458 128.3521 133.7946 133.6451 135.7645 138.6001 133.6899 136.9152 139.3879 142.0613 139.2446 172.2614 161.9142 147.13 160.9542 154.5639 151.6616 152.5549 153.8587 157.4357 167.6305 164.2102 161.5549 169.7528 165.162 167.9077 170.8801 173.3494 175.5705 171.843 182.9256 185.4319 210.2885 194.2564 205.7584 204.7266 196.8807 186.1236 228.5005 193.4381 225.7875 229.4733 231.106 260.8681 198.2246 235.0021 201.9505 225.8429 235.7686 273.5768 214.8501 238.8247 240.8319 207.4825 238.3333 242.1663 240.7078 217.4419 242.3654 245.416 213.4127 247.4773 250.2179 252.9605 230.6775 251.2946 254.8148 254.849 259.1892 220.2272 222.0023 223.3301 258.7088 248.2136 251.8293 257.9922 262.0534 257.8779 260.3574 254.4681 259.6247 260.6012 250.6569 259.5381 263.6371 265.7372 268.7397 258.0426 263.1292 264.5789 259.8326 288.1895 263.1929 268.1735 272.1994 238.5168 266.5933 262.9924 273.622 278.1643 278.7131 262.2308 270.1185 273.7006 280.8149 265.1735 282.0638 286.6692 273.441 275.1818 276.1757 277.4167 283.7825 286.3085 273.0334 304.3321 284.5417 287.02 287.6265 281.5138 283.2141 281.1575 284.2126 284.6753 286.2254 287.4622 285.3086 290.7043 280.7169 290.243 319.8957
190.2081 39.29518 58.69412 61.52235 56.32051 54.23099 54.08327 80.00625 0 5.09902 3.162278 6 9.219544 43.73786 23.76973 14.86607 208.3654 22.82542 20 18.38478 22.02272 23.43075 19.69772 19.10497 57.64086 30.01666 36.76955 40.59584 37.94733 39.53796 51.07837 47.53128 55.75841 54.40588 57.1626 60.41523 56.32051 58.87274 56.32051 60.40695 57.21888 62.29767 62.80127 67.46851 66.18912 68 69.8033 71.02112 70.00714 72.00694 74.96666 74.00676 78.77182 81.78631 143.1258 85.14693 84.17244 87.86353 89.30985 91.00549 94.20191 96.33795 97.86215 96.74709 101.6339 102.1078 106.5324 105.724 239.7102 227.2749 110.6988 225.582 117.8855 117.1676 127.0354 129.5087 134.0037 136.1947 137.2953 137.0584 139.9178 141.5433 142.2252 143.5026 144.7791 146.8741 146.2771 159.236 160.4494 266.933 167.3775 259.8509 258.2596 169.3074 180.3469 283.2817 188.3264 278.3685 282.7808 284.1003 320.2041 220.9525 285.007 226.4178 270.4848 284.4342 332.2066 204.2941 288.1514 290.6424 209.571 286.6236 291.3289 288.8706 208.9593 289.969 294.1598 238 295.6011 298.4292 301.2574 218.7686 298.5197 302.3828 303.3694 308.1872 236.772 235.3763 239.3614 306.6044 291.5562 296.8046 304.9475 310.4593 304.3222 307.7288 298.4979 305.7973 307.1482 291.8891 305.1967 310.626 313.6897 316.8627 301.5377 308.7653 310.7748 303.5951 340.77 307.1197 314.3406 319.1591 243.5082 311.1929 305.5029 319.9906 323.9605 325.5764 301.4001 313.1789 317.2775 327.1238 303.4238 327.9466 333.7158 314.2499 316.2689 316.6228 318.4604 325.8566 328.9078 259.8852 352.966 325.6517 327.9337 329.0745 313.6766 269.0562 311.9272 315.5199 316.7602 318.6534 320.388 315.2967 322.419 299.3409 320.7554 364.988
186.3994 35.81589 54.12024 56.7186 51.47815 49.36598 49.16299 75.02666 5.09902 0 4.472136 7.071068 12.52996 38.63936 18.78829 18.35756 203.3122 18.02776 15.55635 14.42221 17.69181 26.24881 21.40093 18.24829 52.73858 32.01562 32.64966 36.40177 35.69314 38.02959 52.35456 47.26403 52.35456 55.15433 58.07807 57.27128 57.00877 59.9333 56.08921 61.32699 56 63.15853 62.8172 67.72001 65 67.18631 68.51642 71.06335 69.26038 71.11259 74.95332 73.10951 78.64477 82.0061 138.4522 85.44004 84.17244 88.0568 89.13613 91.21403 94.14882 96.31718 97.98469 96.50907 101.3251 101.9804 106.314 105.3236 234.7871 222.4003 110.6114 220.7266 117.9025 116.9925 126.2537 128.6643 133.1353 135.9596 136.7187 136.2975 139.5887 140.7569 141.598 143.014 144.3918 146.5128 145.6743 158.59 159.9062 262.3781 167.0186 255.383 253.811 169.0118 178.6197 278.8127 186.6004 273.9799 278.3685 279.7016 315.592 217.7935 280.7294 223.1883 266.4132 280.2112 327.6282 202.9916 283.9054 286.3791 207.5042 282.4189 287.0932 284.6739 207.5428 285.7971 289.9448 234.7978 291.4138 294.2414 297.069 217.6136 294.3739 298.2267 299.1739 303.9765 233.985 232.7574 236.6098 302.4388 287.5709 292.7542 300.8205 306.276 300.2166 303.5869 294.4911 301.7052 303.0413 287.9986 301.1262 306.5037 309.5291 312.6979 297.5584 304.6999 306.6871 299.6064 336.4375 303.1279 310.258 315.0468 241.3902 307.1758 301.5725 315.905 319.9041 321.4747 297.6172 309.2329 313.3129 323.048 299.6865 323.8904 329.6138 310.4078 312.4164 312.8003 314.6125 321.9697 325.0002 258.9439 348.8108 321.8089 324.1026 325.2199 310.2467 268.2056 308.5639 312.1351 313.3385 315.2174 316.9298 311.9776 319.0235 296.5889 317.4177 361.0003
