0 20.23125 23.89944 12.02549 15.48651 19.21704 15.08447 109.0001 14.56474 12.64369 12.14099 12.09154 9.656405 11.82268 8.242171 7.147557 6.499366 14.80295 7.603581 12.57784 5.40349 135.362 52.5833 41.27867 60.48041 45.64114 49.68938 53.749 64.67662 46.63269 54.1315 48.86392 63.14045 58.49142 67.08466 63.3425 80.42886 91.22524 74.57539 92.08911 91.21213 94.00152 95.09334 81.47733 90.53862 80.55274 98.42905 84.94756 89.41717 92.37927 91.59897 88.42862 103.8739 62.50522 77.44977 82.06846 143.4106 132.7127 131.6698 158.009 188.423 191.9925 171.6326 193.001 188.7178 178.4288 191.2305 174.6368 202.6221 177.8318 200.911 189.6594 202.73 201.9716 211.205 189.0476 216.7232 197.8291 219.172 200.4436 201.0097 218.5828 224.5455 222.0312 229.64 258.7957 219.0266 227.2724 216.9351 237.1637 238.7969 245.7035 242.0154 258.5186 244.4039 247.8997 247.8473 248.1597 249.712 250.5225 251.1162 268.8447 252.7695 260.1214
20.23125 0 13.1244 9.016695 6.324555 10 8.276473 103.5686 18.35756 15.81139 9.013878 18.20027 11.04536 12.72006 17.02939 15.81139 14.76482 16.12452 19.20937 16.15549 18.86796 153.9998 66.03787 56.22277 74.09453 61.07373 64.81512 68.60029 78.77182 62.96825 69.6563 65.11528 77.82834 75.00667 83.54639 80.62258 96.54015 106.9135 91.93476 108.074 107.4907 110.1136 111.3957 99.03535 107.5174 98.49365 114.8651 102.5914 106.7755 109.6038 109.1609 106.1508 120.4595 80.06248 96.51943 100.8018 151.3803 142.0688 141.4399 171.1724 200.3023 204.4138 191.7081 205.9733 202.3191 198.5554 204.9488 194.0232 216.8986 197.0228 220.9549 209.8881 222.8475 218.1972 226.4074 208.1178 236.7792 217.5178 234.5421 220.3111 220.7132 234.4376 239.9271 238.1365 245.3263 271.6784 239.1636 243.9611 236.0763 253.6533 255.2117 262.5546 262.2403 278.6447 264.6224 268.1287 268.0732 268.3664 267.0599 270.749 268.561 288.9624 270.7656 280.2517
23.89944 13.1244 0 18.00662 10.68878 4.924429 9.656604 90.73833 28.93527 25.98557 13 27.89265 15.20691 12.10165 25.16446 23.30772 21.47673 10.96586 26.8561 12.77693 25.5 149.47 75.1881 64.44571 83.21809 69.03079 72.99486 76.97565 87.65415 70.30825 77.60316 72.52758 86.35392 82.25114 90.8529 87.22528 104.1453 114.8532 98.46954 115.794 114.9804 117.7381 118.8707 105.3767 114.4126 104.433 122.2344 108.8451 113.3148 116.2723 115.4976 112.3221 127.7077 75.00167 100.9864 105.7603 139.6648 130.8809 130.4186 161.6733 190.0164 194.3946 193.4328 196.2505 192.9747 199.9924 195.6687 190.6312 207.9429 193.2337 222.782 209.8434 224.2995 210.716 218.0787 204.0741 238.5308 214.7679 226.3211 218.0762 217.9951 226.6015 231.7029 230.5022 237.3294 261.7755 238.0557 236.838 232.091 246.3255 247.8129 255.5499 261.9986 279.983 264.2428 268.0042 267.8479 267.8082 260.5537 270.5351 262.1569 290.3412 265.0005 279.0399
12.02549 9.016695 18.00662 0 7.31784 13.25899 8.688399 108.1935 10.93393 7.979711 5.915089 9.993162 5.538572 10.02501 8.08862 6.795276 5.909804 14.75808 10.22501 13.53886 9.87678 147.1938 57.83641 47.6398 65.89708 52.42543 56.24212 60.0993 70.47908 54.1738 61.025 56.34093 69.39732 66.215 74.78002 71.72727 87.85813 98.33101 83.04096 99.43239 98.79107 101.4491 102.6958 90.12103 98.69423 89.53449 106.1434 93.66857 97.8937 100.7437 100.2526 97.22037 111.715 73.89808 87.50458 91.78808 150.3481 140.3577 139.5277 167.6024 197.4245 201.2612 182.8901 202.535 198.5455 189.7795 201.1145 186.6378 212.7702 189.8017 212.1126 201.4036 214.0606 212.9646 221.7698 200.9948 227.9435 209.8545 229.8128 212.4595 213.0352 229.429 235.1934 232.9824 240.4195 268.3248 230.9417 238.459 228.8986 248.2746 249.8786 256.9575 253.7788 269.8618 256.1936 259.6371 259.6056 259.9812 261.1516 262.2776 262.5908 280.1711 264.4313 272.0401
15.48651 6.324555 10.68878 7.31784 0 6 2.12132 101.0772 18.24829 15.29706 3.354102 17.24094 5.830952 6.403124 14.76482 13.0384 11.40175 10 16.64332 9.848858 15.6205 147.8622 64.84597 54.3783 72.89719 59.07622 62.96825 66.88797 77.41447 60.60528 67.6757 62.80127 76.23156 72.62231 81.21576 77.89737 94.40339 104.9881 89.19641 106.0189 105.3008 108.0046 109.2016 96.20811 104.9952 95.46203 112.6144 99.72462 104.0625 106.9626 106.3459 103.2473 118.1461 73.82412 92.80086 97.30879 145.8355 136.302 135.6143 164.9848 194.2498 198.3053 187.0401 199.8124 196.1046 193.796 198.7259 188.0665 210.6395 191.0026 216.3342 204.6876 218.1032 211.8726 220.103 202.0619 232.1388 211.6837 228.2323 214.581 214.8861 228.1162 233.6172 231.8124 239.0084 265.5386 233.6948 237.6405 230.0348 247.3297 248.8875 256.2373 257.0019 273.8802 259.3473 262.9239 262.8407 263.0447 260.7623 265.5202 262.2689 284.2134 264.5184 274.7672
19.21704 10 4.924429 13.25899 6 0 4.743416 95.08674 24.18677 21.2132 8.077747 23.04886 10.29563 7.602631 20.24846 18.38478 16.55295 8 21.93171 9.219544 20.59126 147.5468 70.26379 59.5399 78.29432 64.14047 68.09552 72.06941 82.73452 65.45991 72.71864 67.6757 81.44477 77.42093 86.02325 82.46211 99.29753 109.9841 93.723 110.9414 110.1465 112.8938 114.0395 100.6578 109.6358 99.76472 117.4138 104.1393 108.5772 111.5213 110.7856 107.629 122.9004 73.17103 96.54015 101.2373 141.4496 132.2657 131.6862 162.0123 190.8219 195.041 189.6207 196.7257 193.2382 196.2531 195.8979 188.3215 208.0024 191.0654 218.9559 206.497 220.5652 210.0524 217.8217 202.0025 234.7275 212.2499 226.0133 215.3903 215.4677 226.1084 231.3979 229.9152 236.9156 262.3653 235.0261 236.0191 230.0087 245.6013 247.1214 254.6828 258.7238 276.2912 261.0077 264.6979 264.5699 264.6252 259.4706 267.2546 261.0306 286.6413 263.6096 276.0525
15.08447 8.276473 9.656604 8.688399 2.12132 4.743416 0 99.50775 19.55761 16.56804 3.354102 18.33712 5.700877 4.701064 15.50806 13.6565 11.85327 7.905694 17.21918 7.905694 15.95306 146.2636 65.54769 54.88625 73.58329 59.5189 63.45471 67.41291 78.04166 60.91387 68.10653 63.1229 76.78053 72.90062 81.50153 78.04166 94.74439 105.3945 89.32245 106.379 105.6137 108.3444 109.5103 96.29382 105.1879 95.46989 112.9004 99.79228 104.1849 107.1098 106.4281 103.2981 118.4061 72.12836 92.53378 97.13135 143.7167 134.1817 133.4963 162.931 192.1575 196.2256 186.3129 197.7486 194.0631 193.0241 196.6888 186.6132 208.6253 189.5007 215.6247 203.6922 217.335 209.9774 218.1366 200.5305 231.4181 210.3152 226.2753 213.2803 213.5221 226.1913 231.6603 229.9054 237.0707 263.4681 232.5495 235.7806 228.5137 245.4516 247.003 254.3901 255.9814 273.0968 258.307 261.9208 261.8229 261.979 258.9643 264.5043 260.4813 283.4365 262.7975 273.6101
109.0001 103.5686 90.73833 108.1935 101.0772 95.08674 99.50775 0 118.9534 115.954 102.4576 117.4279 103.9281 99.32921 113.9365 111.9367 109.9369 94.95942 114.9797 96.98956 113.016 168.1694 160.6531 148.7924 168.1883 152.4258 156.5408 160.6562 171.8364 152.2192 160.2544 154.3838 169.7625 162.7887 170.8216 165.5864 183.9895 195.0474 175.5947 195.2755 193.8054 196.818 197.4215 181.314 191.4138 179.1763 200.2571 184.2129 189.2528 192.4141 190.6077 187.1364 205.0275 112.4342 171.2209 177.1262 92.75788 94.12793 96.0554 137.5334 152.965 159.7457 243.0454 164.5382 165.5611 247.6451 168.5598 211.0031 182.584 210.6919 271.0162 248.7211 270.4478 198.41 197.5338 218.6536 285.4953 236.9219 205.9592 243.2316 240.0758 209.6377 210.8254 214.9381 217.9994 222.4266 268.7036 225.0597 244.5191 232.0553 232.826 243.2872 296.4375 322.7339 297.7405 302.8308 302.082 300.0444 252.0001 304.7024 254.3103 332.9039 261.9724 306.6787
14.56474 18.35756 28.93527 10.93393 18.24829 24.18677 19.55761 118.9534 0 3 16.5 2.5 15.13275 19.85951 6.403124 8.062258 9.848858 24.5153 7.211103 22.80351 9.219544 147.3058 47.70744 38.20995 55.75841 43.13931 46.75468 50.44799 60.46487 45.34314 51.66237 47.42362 59.60076 57.31492 65.76473 63.25346 78.56844 88.79471 74.51845 90.02777 89.53351 92.09777 93.43447 81.68843 89.82761 81.40025 96.93812 85.27602 89.27486 92.02174 91.76298 88.86507 102.5695 75.76939 80.5295 84.38009 157.8005 147.2251 146.2062 172.4094 202.9433 206.4655 177.4514 207.4078 203.0271 184.5408 205.5164 185.4562 216.781 188.9577 206.5027 197.3069 208.7343 215.4739 225.0962 200.3247 222.3517 208.0024 233 210.1523 211.1429 232.2283 238.3653 235.5674 243.3434 273.1911 227.6208 240.5203 228.0636 250.5055 252.1745 258.8454 249.6898 264.5008 252.2102 255.4408 255.4902 256.1338 262.5452 258.1472 263.8825 274.7622 265.1132 268.7006
12.64369 15.81139 25.98557 7.979711 15.29706 21.2132 16.56804 115.954 3 0 13.5 2.5 12.16553 16.90562 4.472136 5.656854 7.211103 21.58703 6.082763 19.92486 7.615773 146.7494 50.24938 40.45986 58.30952 45.34314 49.0408 52.80152 62.96825 47.38143 53.90733 49.49747 62.01814 59.39697 67.89698 65.19202 80.80842 91.12903 76.48529 92.31468 91.76737 94.36631 95.67131 83.63014 91.92388 83.24062 99.15644 87.20665 91.28527 94.06912 93.7307 90.78546 104.7688 74.67262 81.9878 85.98256 155.4156 144.9697 143.9939 170.6517 201.0199 204.6192 178.4881 205.6429 201.3579 185.5195 203.8676 185.2701 215.2324 188.6796 207.5981 197.952 209.7451 214.3082 223.7226 200.0025 223.4447 208.0096 231.6635 210.2879 211.1622 230.9913 237.0338 234.3864 242.0764 271.4383 228.0488 239.4765 227.7938 249.4193 251.0717 257.8504 250.3438 265.5314 252.8339 256.1269 256.1528 256.7187 261.6811 258.8146 263.0456 275.8084 264.439 269.1412
