0 29.11418 59.23316 31.03697 10.38047 46.6423 10.18662 26.80002 45.80656 8.30529 12.28945 47.44724 51.56834 19.44977 20.09629 41.65243 52.23383 25.13812 53.47789 165.3972 36.40964 39.31424 59.84716 52.77887 52.87402 56.44866 64.49585 57.49387 63.53929 56.15279 42.79535 63.74397 46.34915 62.50835 65.8617 68.2914 192.2332 62.62948 62.63473 86.01222 82.28611 74.14616 79.07457 62.01101 85.15206 64.05408 78.13975 80.08929 66.02016 66.16231 79.27221 81.7453 82.71688 69.05016 82.40241 75.01248 77.07364 86.86183 81.24996 84.64013 89.11837 88.34698 89.60192 94.67524 96.57464 95.56414 98.73673 121.9809 102.0169 103.6815 106.9694 113.6632 120.9331 132.5456 135.772 209.5325 198.6779 197.5349 163.1268 167.5654 172.2396 174.9905 229.8775 234.7189 243.703 184.1081 185.759 255.0911 245.7611 195.6858 254.821 253.0844 203.4712 254.5813 258.9941 264.8119 296.5363 256.9471 318.9636 220.3999 257.4558 224.8971 251.9134 264.7284 309.0997 222.8427 266.3703 272.187 221.0157 284.0587 261.0075 226.4256 236.5772 263.771 285.4143 286.4526 238.3188 277.1017 240.1832 240.6525 243.1162 286.8067 321.9447 253.8145 300.5792 298.7876 332.6659 296.5662 303.2566 305.7764 347.0232 280.6644 290.4885 312.1066 309.6652 310.7869 313.2101 312.3431
29.11418 0 42.83655 3.535534 39.13119 20.35927 39.22372 10.6066 20.94039 24.86966 40.05621 26.95366 30.40559 43.70927 37.95977 70.01785 36.71512 41.30981 39.13296 139.6979 60.25363 63.95702 46.91375 80.09057 44.0284 46.80278 92.10049 49.29109 90.89829 82.30735 54.05063 52.13924 66.9761 89.17679 92.45032 95.27067 191.4598 86.26993 85.58621 112.8618 108.4066 97.52854 104.2095 75.42374 110.9617 75.91113 101.8258 103.9447 78.1313 77.16541 102.5695 105.3684 105.8024 80.63808 103.2637 87.61564 90.18037 106.6419 94.98684 97.73945 106.745 104.0312 103.8966 112.3175 112.145 109.492 113.2563 114.5011 116.5268 117.517 121.1961 131.5295 140.2007 153.5659 157.3038 192.4903 182.9391 182.2039 181.1738 185.3706 190.5387 192.5474 218.2029 222.7341 230.7564 201.0562 202.9298 242.5129 234.5176 207.3319 244.2181 242.9002 214.8228 245.0724 249.2775 254.1978 282.7151 248.5649 306.9419 222.3342 249.5094 226.1471 245.4679 256.2274 295.5186 235.6523 257.9816 262.9154 229.9185 274.5614 254.3354 238.576 237.6394 257.6441 276.3015 277.5293 251.4104 269.8967 244.0584 245.6145 247.1384 280.6213 311.0115 261.4598 293.3722 293.2073 322.2844 292.252 297.6718 300.0417 336.4298 293.8644 303.9461 309.7779 307.5803 309.8395 312.0357 311.5389
59.23316 42.83655 0 39.36839 68.75846 27.48197 66.09179 35.72666 24.80094 51.04438 63.49703 16.30521 14.14597 60.43516 50.90221 87.81705 7.000474 49.70329 6.310826 110.3392 69.73907 73.79487 7.520387 92.81909 14.47812 13.24005 104.2112 16.31922 102.3362 91.5603 47.51157 12.37862 68.90938 98.77926 101.4073 105.0198 152.6486 89.22145 87.27067 120.4679 114.2907 98.18893 107.9859 63.37387 115.7548 61.36041 102.5632 104.7897 63.35401 60.98377 102.3785 105.5333 104.7629 64.42892 98.12421 71.36677 74.18951 99.05306 79.09224 80.41092 95.36036 89.80478 87.48775 100.2647 96.68996 91.77848 96.00979 73.00139 98.90106 98.747 102.6519 117.9513 128.4214 144.2244 148.7718 151.07 140.888 139.9987 164.9786 168.5926 174.4108 175.0798 175.3721 179.9183 188.0397 182.2902 184.4677 199.7572 191.6812 180.6389 201.3917 200.0969 187.5599 202.3306 206.5102 211.3688 240.1966 205.9925 264.1565 185.1503 207.0248 188.3848 203.3936 213.6233 252.9562 209.8402 215.3957 220.1884 199.3716 231.8014 212.1695 211.8312 199.6172 215.64 233.5849 234.8372 225.6756 227.5534 208.2379 210.7547 211.4113 238.5457 268.1754 229.0509 250.9928 251.302 279.4533 250.825 255.7557 258.0711 293.5939 267.6329 277.9357 269.2142 267.1505 270.032 272.0884 271.8086
31.03697 3.535534 39.36839 0 41.24621 17.08801 41 8.944272 17.49286 26 41.4367 23.43075 26.87006 44.41846 38.03653 71.30919 33.32417 41.03657 35.78485 136.6229 60.60528 64.40497 43.58211 81.00617 41 43.68066 93.05912 46.24692 91.7878 82.92768 52.83222 48.8467 66.75051 89.88882 93.13062 96.04166 188.5012 86.37129 85.57161 113.5519 108.9243 97.52812 104.5209 74.1636 111.4002 74.46476 101.8627 104.0048 76.6942 75.61085 102.5329 105.3803 105.7157 79.12016 102.8193 86.16264 88.76936 106.0189 93.62158 96.28344 105.8159 102.8591 102.5524 111.3675 110.9234 108.0787 111.8994 111.234 115.1564 116.0614 119.7748 130.5469 139.396 153.0033 156.8184 188.9577 179.4043 178.6708 180.1179 184.2749 189.5059 191.4079 214.7207 219.2442 227.2466 199.8235 201.7251 239.0084 231.0433 205.4483 240.7592 239.4535 212.8994 241.6464 245.844 250.7369 279.1896 245.1775 303.4423 219.545 246.1384 223.3047 242.1611 252.8339 291.9953 233.8723 254.5918 259.4937 227.7279 271.1304 251.0159 236.7192 234.7765 254.3482 272.8828 274.1168 249.6506 266.5507 241.4063 243.0514 244.4964 277.3167 307.5356 259.1259 290.0211 289.9276 318.8217 289.035 294.3909 296.7533 332.9602 292.0909 302.1974 306.6655 304.4828 306.811 308.9923 308.519
10.38047 39.13119 68.75846 41.24621 0 57.01973 4.609772 37.16517 56.18051 17.86757 9.708244 57.60425 61.72722 18.74166 23.92407 33.63406 61.7839 28.62254 62.83422 175.6856 33.2453 35.25975 68.82332 45.71925 61.32088 64.92496 56.93198 65.64826 56.22499 50.06246 46.10357 72.38957 44.65066 55.83234 59.1909 61.24745 196.6122 58.23444 58.69625 78.86638 75.74464 69.62562 73.29137 63.17349 78.80514 65.79704 73.34337 75.14819 67.57403 68.17074 74.70107 76.92366 78.21374 70.70537 79.20604 76.03453 77.81549 84.16205 81.5981 85.17776 87.47142 87.64274 89.5 92.91289 95.7562 95.5 98.35207 128.807 101.5788 103.5109 106.5751 111.5045 118.0042 128.6167 131.5494 218.294 207.1677 205.9332 160.4509 164.9758 169.3938 172.4739 237.2936 242.205 251.4185 181.8214 183.3637 262.6904 253.0282 195.592 261.8974 260.0505 203.4582 261.3585 265.8195 271.8718 304.3928 263.4032 326.3211 223.7661 263.7866 228.4759 257.8221 271.2015 316.8793 222.1611 272.8081 278.8624 221.8812 290.7757 266.9611 225.9983 240.1775 269.5575 292.021 293.0038 237.4678 283.1766 242.8111 242.8956 245.683 292.5621 329.0032 255.0392 306.6113 304.339 339.5585 301.7358 308.8013 311.3619 353.958 279.6519 289.3484 316.6247 314.1099 314.8623 317.3547 316.3689
46.6423 20.35927 27.48197 17.08801 57.01973 0 56.0803 20.09975 3.162278 40.1995 55.57877 12.04159 13.34166 56.61272 48.53979 84.64632 23.50532 50.11986 26.34177 119.6244 71.11259 75.15318 33.67195 93.04837 34.71311 36.22154 105.1095 39.36298 103.6195 93.94147 57.2218 39.11521 74.9215 101.1336 104.2272 107.4244 180.0121 95.41488 94.17271 124.4931 119.2749 106.0067 114.1386 77.49735 121.4331 76.844 110.4355 112.6455 79.05694 77.38863 110.8016 113.8112 113.7415 80.99383 109.3675 88.20431 90.97252 111.7318 95.96353 98.10454 110.1136 106.0189 104.8475 115.4905 113.719 109.9318 113.9925 100.4241 117.1367 117.5851 121.4331 134.3 143.921 158.5497 162.6899 173.2426 164.1561 163.5703 183.1634 187.1022 192.6201 193.982 200.8706 205.2511 212.8497 201.888 203.924 224.7154 217.3039 203.973 227.2466 226.1194 211.166 228.5892 232.6827 237.1856 264.3428 232.5941 289.2056 212.2357 233.7437 215.5945 230.4647 240.1687 277.2098 232.883 241.969 246.4731 224.3569 257.9775 239.1757 235.2871 226.8832 242.7447 259.8865 261.1972 248.7276 254.4076 235.0085 237.2551 238.16 265.5966 293.7093 254.7788 277.7989 278.4421 305.1905 278.1461 282.8887 285.1745 319.2186 290.9909 301.2163 296.6759 294.6214 297.5113 299.5701 299.2858
10.18662 39.22372 66.09179 41 4.609772 56.0803 0 36.01389 55 16.03122 5.09902 55.7315 59.84146 14.14214 19.60725 31.62278 59.16502 24.18677 60.05183 173.959 29.12044 31.38471 65.75409 43.13931 57.98276 61.58734 54.67175 62.15393 53.8145 47.01064 41.5645 69.11584 40.29679 53.07542 56.43857 58.69412 192.0898 54.56189 54.88625 76.39229 72.95547 66.01876 70.15786 58.57679 75.9276 61.18823 69.83552 71.69379 62.96825 63.56099 71.11962 73.43024 74.6155 66.09841 75.23588 71.44928 73.24616 80.08121 77.05842 80.62568 83.18654 83.21658 85.00588 88.65319 91.35097 91.00549 93.89398 124.7397 97.12878 99.03156 102.1225 107.3336 114.0055 124.8879 127.9101 214.9465 203.68 202.4012 156.413 160.92 165.398 168.4043 233.3624 238.296 247.5884 177.7051 179.2707 258.8165 249.0462 191.1282 257.8565 255.9785 198.9865 257.2353 261.7083 267.8246 300.6069 259.2007 322.3574 219.1734 259.5556 223.8928 253.5054 267.0019 313.0627 217.7746 268.6001 274.7108 217.3315 286.633 262.6519 221.5784 235.595 265.2169 287.8507 288.82 233.1072 278.8893 238.2016 238.2876 241.0733 288.2136 324.9486 250.4681 302.3132 299.955 335.4568 297.2949 304.4158 306.9829 349.8664 275.3199 285.0373 312.1065 309.5848 310.3063 312.8039 311.8092
26.80002 10.6066 35.72666 8.944272 37.16517 20.09975 36.01389 0 19.0263 20.09975 35.51056 21.47091 25.4951 37.16181 29.95738 64.84597 29.02585 32.55764 31.07875 138.6832 52.69725 56.60389 38.61865 73.82412 34.53983 37.57659 85.90693 39.80089 84.5281 75.29276 43.88796 43.56604 58.21939 82.36504 85.55298 88.58894 181.5442 78.1025 77.19132 105.9482 101.0965 89.145 96.45012 65.22147 103.4698 65.55151 93.50936 95.67131 67.77905 66.7308 94.11164 97 97.24782 70.2282 94.09561 77.25283 79.84986 97.20082 84.69357 87.37563 96.89685 93.91486 93.62158 102.4438 101.9804 99.16148 102.9713 105.5509 106.2309 107.1553 110.8603 121.6162 130.5038 144.2012 148.054 186.6789 176.6104 175.7249 171.1772 175.3318 180.5672 182.4637 210.6015 215.2301 223.5554 190.8825 192.7823 235.2127 226.8149 196.7562 236.3493 234.917 204.2372 236.9156 241.1789 246.3433 275.8488 240.1333 299.535 212.132 240.976 216.0208 236.5967 247.8326 288.5849 225.1121 249.5616 254.7175 219.3171 266.4321 245.5219 228.0088 227.5434 248.7187 268.0765 269.2582 240.8787 261.2149 233.6942 235.1723 236.7643 271.7288 303.2954 250.8909 284.7108 284.2006 314.4253 283.0004 288.6694 291.0713 328.6373 283.3277 293.4199 300.1958 297.9582 300.0483 302.2784 301.7284
45.80656 20.94039 24.80094 17.49286 56.18051 3.162278 55 19.0263 0 39.01282 54.23099 9 10.77033 54.81788 46.50567 82.9759 20.5061 47.85394 23.33571 119.8949 68.942 73.00685 30.76687 91.08238 31.57531 33.13608 103.1213 36.25986 101.5923 91.7878 54.38389 36.22154 72.4074 99.00505 102.0677 105.3091 177.1591 92.96236 91.66515 122.2785 116.9722 103.4638 111.7346 74.52677 119.0798 73.81734 107.8981 110.1136 76.02631 74.33034 108.2266 111.252 111.1342 77.93587 106.6088 85.14693 87.92042 108.8944 92.91394 95.02894 107.1681 103.0049 101.789 112.5288 110.6797 106.8504 110.9192 97.80082 114.057 114.4869 118.3385 131.3031 140.969 155.6663 159.8312 171.8633 162.585 161.9452 180.1112 184.0387 189.5692 190.9057 198.8794 203.2978 211.0095 198.79 200.8308 222.8475 215.2882 200.8109 225.1777 224.0089 208.0047 226.4178 230.5347 235.1276 262.6478 230.3259 287.3304 209.2893 231.4392 212.6805 228.0351 237.9181 275.4964 229.7211 239.7102 244.297 221.2193 255.8317 236.772 232.125 223.9866 240.3019 257.7072 259.0019 245.5658 252.06 232.0022 234.2136 235.1502 263.1769 291.7261 251.6729 275.4691 275.9855 303.1604 275.598 280.4354 282.734 317.2168 287.8286 298.0541 294.0086 291.938 294.7626 296.8354 296.5299
8.30529 24.86966 51.04438 26 17.86757 40.1995 16.03122 20.09975 39.01282 0 15.52417 39.81206 43.93177 19.10497 15.70916 45.31004 44.05111 20.39608 45.2315 158.0002 36.12478 39.59798 51.5461 55.22681 44.59821 48.16638 67.23095 49.26234 66.03787 57.62812 37.22863 55.44367 44.42707 64.40497 67.70017 70.45566 185.2573 62.482 62.10072 88.0882 83.80036 73.92057 79.91011 57.53121 86.4523 59.13544 78.1025 80.1561 61.20457 61.03278 79.02531 81.68843 82.37195 64.12488 80.96117 70.45566 72.69113 84.97058 77.10383 80.32745 86.37708 84.89994 85.70298 91.97494 93.14505 91.59148 94.97305 114.0395 98.27004 99.73089 103.1601 111.1418 118.9842 131.3697 134.8332 201.2287 190.3765 189.2386 160.818 165.1764 170.0426 172.5254 221.7318 226.5568 235.4931 181.4427 183.1748 246.9028 237.6489 191.387 246.757 245.051 199.1044 246.6029 251.0005 256.7509 288.2985 249.0703 310.8225 213.9252 249.6213 218.3048 244.2335 256.8443 300.8741 218.9166 258.4976 264.2366 216.037 276.0936 253.3081 222.3151 229.9652 256.1347 277.4833 278.539 234.4945 269.3534 234.1047 234.7978 237.0706 279.1766 313.8776 248.5724 292.8417 291.2353 324.6433 289.1734 295.7059 298.2088 338.9875 276.9143 286.8227 305.0023 302.5962 303.8964 306.2846 305.4767
