0 179.4028 57.00877 18.02776 67.89698 16.27882 20.61553 58.69412 51.86521 21 79.40403 69.89278 28.6007 81.90849 73.38937 69.35777 71.86793 46.75468 36.89173 48.83646 44.59821 67.23095 137.4332 39.39543 87.23531 91.28527 45.48626 97.50897 85.75547 87.98295 83.34417 102.7283 90.21086 106.4378 83.23461 108.6738 56.57023 70.15688 73.53911 109.7725 104.4629 110.7881 66.24198 87.02011 69.35416 113.4416 110.9414 89.10668 65.86729 106.4002 69.07966 68.35203 99.51007 72.09022 117.0684 77.52419 70.83784 115.1021 110.2588 118.7034 79.17702 78.26238 74.33034 76.60614 80.05623 78.46177 112.8051 107.8661 81.43709 121.8236 120.2539 115.6244 114.7693 91.52595 83.25863 87.72685 88.76936 90.62009 94.37161 118.3599 126.5899 120.3412 116.3873 130.8625 115.2562 125.2298 110.9414 134.3801 131.5219 121.001 122.6132 138.0326 137 114.0175 191.0026 181.5789 180.8819 172.2353 203.1409 205.3534 202.5449 204.8634 213.4718 216.0046 237.5479 208.3699 238.1545 215.8299 245.815 253.2548 281.4725 253.2203 222.5242 257.6238 226.2742 294.2928 236.7695 230.7054 239.6351 267.2022 237.7415 270.712 252.5427 276.1395 244.4013 246.0508 247.4921 284.684 286.0655 287.8923 290.2129 294.7066 310.1386 293.1382 295.8547 262.1188 298.5733 300.4265 304.3107 308.185 314.6674 323.9645 323.7901 309.04 327.7575 294.9871 331.1986 333.1123 309.3768 335.4187 333.0646 309.0065 335.9799 310.6928 335.9658 304.2433 337.6818 340.0838 338.8923 305.6436 308.6389 341.4564 305.0873 305.2212 305.655 307.6301 310.0484 308.5515 313.6922 310.6928 311.1945 313.6001 342.8837
179.4028 0 199.1124 178.2464 195.7244 171.9387 171.2991 187.8662 181.2439 159.0005 191.1173 185.2182 162.2302 190.7623 185.3301 182.3097 183.3479 162.2606 155.8957 160.9595 158.2149 171.6195 164.4635 149.7518 182.1373 184.0305 151.5357 184.5079 172.1621 172.734 169.122 182.6095 173.3328 185.2715 166.6267 186.0558 139.5646 149.4825 153.51 180.5495 175.4016 179.2277 137.283 155.005 135.275 175.9793 173.6885 153.4915 125.3529 167.0962 129.0426 128.0312 153.1753 128.9087 173.5968 133.7187 124.9346 169.9255 164.5852 171.0472 130.1168 128.9433 123.3951 123.4714 127.3217 124.0289 162.0407 151.2271 125.117 168.7414 167.1337 162.3627 160.1714 134.3867 123.51 121.5715 118.7606 117.203 120.9991 148.9443 157.1961 148.384 143.5332 159.4712 140.5347 150.6781 131.4323 159.6081 156.1882 137.5272 138.8942 151.6634 145.8371 68.91543 108.2901 94.45979 91.17967 123.1467 136.7203 137.1377 125.0007 128.4003 135.6686 138.1936 89.21837 91.43088 87.43956 93.1144 96.83627 104.218 147.3831 96.02406 48.1923 101.1715 49.76106 157.0492 114.5546 86.90489 112.2205 106.8418 60.24658 109.1058 126.9088 114.6864 73.84276 79.26053 77.08675 122.868 125.6908 126.4674 126.5426 133.4733 156.8159 130.1667 132.9805 104.2404 135.7949 136.7393 140.4301 142.2498 149.3436 163.7401 162.813 139.1075 168.1169 160.2533 171.6285 174.6284 137.5257 175.9741 172.8045 135.1851 175.5491 137.1504 174.5947 126.3131 175.8971 178.8239 176.4631 127.1208 131.1475 179.3295 170.1488 126.3009 126.5984 128.6614 131.5773 129.4482 135.3614 131.4288 132.0058 134.9389 175.8778
57.00877 199.1124 0 40.31129 14.14214 46.09772 42.72002 13 17.88854 60.40695 29.06888 23.76973 45.65085 31.89044 26.83282 25.62226 26.92582 37.20215 47.63402 38.27532 41.86884 33.01515 192.6149 53.90733 42.19005 45.22168 48.9183 51.40039 46.8188 48.46648 46.70385 57.73888 50.15974 60.44005 48.27007 62.482 59.7502 52.88761 51.24451 66.0303 62.94839 67.6757 62.24147 58.86 64.62198 71.86793 70.3278 61.40033 73.93578 68.942 70.21396 71.11962 69.98441 70.77429 76.66159 68.41053 74.24284 76.26598 73.92564 79.45124 71.8401 72.42237 76.05919 76.42316 74.33034 76.42807 77.62087 78.33283 76.53757 83.64807 82.73452 80.23092 80.41144 75.23962 78.44743 81.7435 84.20214 86.12781 85.51023 89.08739 93.40771 91.21403 89.82205 96.77293 90.25519 94.88151 91.13726 100.3195 98.79271 96.83104 97.67292 107.2241 108.5219 144.3122 235.1935 223.8978 222.6011 152.8954 182.0409 184.3909 185.0796 186.5931 194.0246 196.1224 271.1549 202.2474 271.1179 210.1951 279.6301 287.3674 320.5936 284.8201 235.1361 289.6204 240.1041 333.0094 227.7869 229.8369 232.0022 298.1359 251.8035 301.2723 242.7659 306.8892 253.16 252.7232 255.942 315.4822 317.4504 318.9106 320.3654 325.9356 344.5466 323.6356 326.4414 263.4032 329.2476 330.7488 334.6117 337.6152 344.469 356.0913 355.6093 336.4333 360.1736 284.5562 363.6929 366.0605 335.6307 368.0227 365.3081 333.9177 368.1936 335.8154 367.7893 325.1492 369.3521 372.0067 370.2999 325.5764 330.1212 373.0261 294.0225 324.2992 324.3532 326.5597 330.0485 327.0749 333.9203 328.5666 329.3873 333.2041 372.1697
18.02776 178.2464 40.31129 0 50.24938 7.071068 7.071068 40.79216 33.83785 22.67157 61.40033 51.86521 17 63.89053 55.36244 51.34686 53.85165 30.80584 25.17936 33.01515 29.96665 49.64877 152.4344 30.01666 69.31811 73.34848 32.98485 79.60528 68.24222 70.45566 66.00189 84.92415 72.67049 88.58894 66.06815 90.82401 45.65121 55.15522 57.80138 92.11406 86.96264 93.19335 54.12024 70.88371 57.28001 96.02083 93.60021 73.10951 57.50217 89.37561 58.69412 58.42089 83.50153 61.18823 99.80982 64.84597 61.29437 98.01275 93.43447 101.5997 67.05222 66.48308 64.49806 66.33626 68.41053 67.75876 96.17692 92.03821 70.0928 104.8904 103.3925 99.00505 98.29039 77.82031 72.03471 76.40026 77.87811 79.83107 82.56513 102.7695 110.4536 104.8094 101.2571 114.6298 100.4042 109.5559 97.06184 118.1905 115.5206 106.4249 107.912 122.4418 121.8277 116.1077 199.9025 189.5659 188.5902 159.4114 190.1593 192.4188 190.4279 192.5669 200.9491 203.3937 242.0331 199.2712 242.3838 206.9234 250.4157 258.0019 288.3703 256.9679 219.2578 261.5435 223.439 301.0486 227.0735 223.2711 230.3259 270.7397 235.0532 274.1168 242.7173 279.6355 240.0104 241.0062 243.0195 288.2256 289.8387 291.5287 293.5225 298.4443 315.1656 296.5889 299.3476 255.502 302.1076 303.8307 307.7174 311.27 317.9107 328.125 327.8307 311.361 332.0392 285.1692 335.5183 337.6134 311.2764 339.7902 337.2907 310.4126 340.2007 312.181 340.0353 304.1989 341.6958 344.2005 342.8075 305.2622 308.8122 345.4396 295.1343 304.5406 304.8442 306.9059 309.7047 307.6898 313.4397 309.6143 310.2273 313.1294 345.9989
67.89698 195.7244 14.14214 50.24938 0 55 51.0392 10.44031 18.97367 67.74216 15 12.04159 51.41984 17.80449 14.14214 14.71394 15 37.73592 51.07837 38.01316 43.04649 24.69818 200.8203 56.79789 28.63564 31.38471 49.92995 37.44329 34.52535 35.90265 35.08917 43.82288 37.36308 46.40043 37.01351 48.41487 58.495 46.65939 43.65776 52.15362 49.42166 53.85165 58.60034 48.62612 60.46487 58.18075 56.79789 51.08816 72.15608 55.97321 67.00746 68.24954 58.68085 66.85058 63.06346 62.6099 71.21798 62.90072 61.03278 65.97348 66.18912 67.1193 72.42237 72.25303 68.88396 71.77221 64.84597 66.67322 71.11962 70.26379 69.46222 67.35726 67.72001 66.94027 72.89719 75.6439 78.29432 80.11242 78.43469 77.14637 80.65358 79.24645 78.40918 83.81527 79.15807 82.59843 81.15417 87.31552 86.02325 85.71027 86.37129 94.64143 96.31718 144.5891 238.403 226.5617 225.0805 141.6933 170.271 172.6268 173.8997 175.2627 182.4433 184.456 270.8228 193.0389 270.601 201.014 279.3081 287.0888 321.6848 283.8353 229.6715 288.7213 234.8829 333.924 217.8299 221.4611 222.2724 296.8922 246.5461 299.9083 232.5716 305.5503 246.6779 245.7824 249.3719 314.1162 316.2406 317.5909 318.7972 324.6444 344.0993 322.149 324.9677 255.2474 327.7865 329.183 333.024 335.7737 342.7033 354.938 354.3699 334.042 359.0891 274.0507 362.6189 365.11 332.9384 366.966 364.1566 330.8791 367.0238 332.8243 366.5092 321.1261 368.0231 370.7411 368.8929 321.3098 326.2208 371.6564 283.3712 319.8281 319.789 322.0423 325.7791 322.4562 329.6909 323.7839 324.6783 328.8237 370.1625
16.27882 171.9387 46.09772 7.071068 55 0 4.472136 45.09989 37.48333 15.6205 65.11528 55.31727 13 67.46851 58.69412 54.46559 57.00877 30.4795 21.54066 32.55764 28.42534 51.42956 146.5328 25.31798 71.86793 75.96052 29.96665 82.07923 69.83552 72.06941 67.31456 87.09446 74.30343 90.87354 67.1193 93.10746 41.91886 54.00503 57.28001 93.94147 88.50141 94.89468 51.07837 70.74249 54.23099 97.41663 94.8736 72.83543 52.78731 90.21086 54.81788 54.34151 83.24102 57.56735 100.9554 62.16912 57.07013 98.92674 94.02127 102.5305 64.07808 63.32456 60.41523 62.45398 65.19202 64.08003 96.54015 91.61622 66.7308 105.603 104.0192 99.35794 98.49365 75.80237 68.62215 73.05477 74.33034 76.24303 79.47956 102.1473 110.3177 104.1393 100.2646 114.5862 99.20181 109.0069 95.18929 118.1059 115.2606 105.0298 106.6068 121.8277 120.8801 109.2749 192.8756 182.5063 181.5248 156.9777 187.8312 190.0658 187.6418 189.8736 198.3781 200.8706 235.0532 195.164 235.4214 202.7485 243.4297 251.008 281.3014 250.045 213.4104 254.6075 217.4971 293.9817 223.2171 218.5864 226.3184 263.8371 229.0851 267.2265 238.9207 272.738 234.4462 235.6141 237.4776 281.3254 282.9189 284.6208 286.6441 291.5287 308.1613 289.6981 292.4534 250.5718 295.2101 296.9452 300.8322 304.4158 311.0422 321.1791 320.8941 304.5883 325.0846 281.3858 328.5613 330.6438 304.5538 332.8298 330.3407 303.7532 333.2514 305.511 333.0976 297.7533 334.7626 337.2595 335.8824 298.8729 302.3326 338.5092 291.4091 298.203 298.5297 300.5765 303.3101 301.3851 307.0306 303.3496 303.9424 306.7572 339.1464
20.61553 171.2991 42.72002 7.071068 51.0392 4.472136 0 41.01219 33.24154 17.88854 60.82763 50.9902 10.04988 63.15061 54.34151 50.08493 52.63079 26.1725 18.43909 28.28427 24.41311 46.95743 150.1107 23 67.41662 71.51224 26.57066 77.62087 65.36819 67.60178 62.85897 82.62432 69.83552 86.40602 62.68174 88.63972 38.96195 49.95652 53.07542 89.47067 84.03868 90.42677 47.75982 66.4718 50.92151 92.96236 90.42677 68.593 50.52227 85.8021 51.97115 51.62364 79.0028 54.57105 96.51943 58.69412 54.45181 94.5119 89.64374 98.11473 60.74537 60.08328 57.70615 59.61963 61.98387 61.12487 92.19544 87.41749 63.60031 101.2126 99.63935 95.01579 94.17537 72.06941 65.52099 69.92138 71.30919 73.24616 76.2168 98.00032 106.066 100.005 96.2133 110.3177 95.21029 104.8451 91.41663 113.8464 111.036 101.1002 102.6499 117.686 116.8247 109.6038 194.805 184.2115 183.1591 153.4471 184.2622 186.5074 184.2718 186.4618 194.9134 197.3854 235.8008 192.5123 236.1028 200.141 244.2007 251.8114 282.6414 250.5923 212.198 255.196 216.3909 295.2783 220.4134 216.3331 223.6068 264.3218 228.0088 267.6752 236.0829 273.2069 232.9399 233.9444 235.9495 281.8013 283.4533 285.1193 287.058 292.0497 309.0051 290.1465 292.9112 248.508 295.6772 297.3782 301.264 304.7638 311.4277 321.795 321.4794 304.7415 325.7299 278.5429 329.215 331.3432 304.5997 333.4952 330.9698 303.6742 333.878 305.4521 333.6855 297.3096 335.3357 337.858 336.4298 298.3438 301.942 339.073 288.5329 297.5987 297.8926 299.9604 302.7887 300.7341 306.5308 302.6434 303.2639 306.2025 339.4882
58.69412 187.8662 13 40.79216 10.44031 45.09989 41.01219 0 8.544004 57.42822 21.0238 12.72792 41 23.70654 16.27882 13.72953 15.6205 27.80288 40.71855 28.3196 33.01515 20.02498 190.5104 46.52956 31.82766 35.38361 40 41.7732 34.88553 36.71512 34.35477 47.84814 38.58756 50.9902 35.73514 53.15073 49.37325 40.24769 38.32754 55.9017 52.10086 57.38467 50.60632 45.96194 52.7731 61.22091 59.40539 48.50773 63.32851 57.3062 58.83026 59.90826 57.31496 59.05929 65.80274 55.97321 62.96825 65.04229 62.17717 68.37032 59.46427 60.16644 64.49806 64.62585 62.03225 64.43019 65.74192 65.76715 64.2573 72.40166 71.34424 68.42514 68.44706 62.28965 66.12866 69.26038 71.7844 73.68175 72.78049 76.61307 81.43709 78.74643 77.12976 84.97058 77.46612 82.57421 78.16009 88.54942 86.8159 84.03719 84.92938 95.07891 96.13532 135.1481 228.2652 216.5284 215.0866 140.0714 169.377 171.7236 172.2366 173.7872 181.2895 183.4148 261.6639 189.2644 261.5095 197.2145 270.1481 277.9155 312.0734 274.9264 223.0202 279.7803 228.0811 324.3675 214.7891 216.947 219.0023 288.0903 239.7707 291.1563 229.7769 296.7895 240.7094 240.1416 243.4658 305.3686 307.4298 308.8252 310.1349 315.8686 335.0005 313.4533 316.2673 250.5539 319.0815 320.5221 324.3732 327.2323 334.1305 346.1127 345.5792 325.7469 350.2371 271.5883 353.7633 356.2061 324.7845 358.1043 355.3322 322.8932 358.2073 324.8153 357.7373 313.6511 359.2715 361.9641 360.1736 313.9697 318.6801 362.9222 281.0698 312.6036 312.618 314.8448 318.4415 315.3173 322.3318 316.7412 317.5925 321.5494 361.7005
51.86521 181.2439 17.88854 33.83785 18.97367 37.48333 33.24154 8.544004 0 49.16299 27.65863 18.02776 32.55764 30.08322 21.54066 17.67767 20.12461 19.79899 32.20248 20.61553 24.83948 19.23538 182.2012 38.07887 36.05551 39.96248 31.89044 46.32494 36.87818 38.94868 35.51408 52.00427 41.03657 55.47071 36.35932 57.68882 42.02733 35.88545 35.12834 59.66574 55.15886 60.959 44.38468 44.90546 46.8188 64.3506 62.24147 47.43416 56.16494 59.20304 52.3259 53.23533 57.02471 52.92447 68.62215 50.9902 56.35601 67.41291 63.82006 70.88371 54.34151 54.81788 58.18075 58.58754 56.75385 58.66217 67.1193 65.67912 58.94065 74.65253 73.40981 69.89278 69.64194 59.03389 60.87693 64.32729 66.70832 68.65858 68.46897 76.65874 82.49242 78.79086 76.55064 86.28441 76.53757 82.96083 76.11833 89.88882 87.81799 83.04366 84.11896 95.71311 96.25487 127.2871 219.8636 208.1976 206.7831 138.7408 168.5474 170.8801 170.7662 172.4674 180.2153 182.4281 253.9705 186.0108 253.8679 193.9253 262.4519 270.2073 304.0328 267.422 217.3499 272.2499 222.2836 316.3657 212.0954 213.0376 216.1134 280.6653 233.985 283.7693 227.2629 289.3942 235.5801 235.2807 238.3851 297.9815 299.9935 301.4233 302.8129 308.4575 327.3389 306.1046 308.9142 246.4574 311.7242 313.1987 317.0568 320 326.8724 338.6576 338.1509 318.7068 342.7608 269.2964 346.2838 348.6894 317.8553 350.6195 347.8764 316.0965 350.757 318 350.3213 307.2621 351.8707 354.5434 352.7974 307.6882 312.2371 355.5341 278.9001 306.4148 306.4719 308.6766 312.1602 309.1957 316.0318 310.696 311.5124 315.3173 354.5226
21 159.0005 60.40695 22.67157 67.74216 15.6205 17.88854 57.42822 49.16299 0 76.02631 66.0303 17.11724 78.1025 69.11584 64.65679 67.18631 36.40055 22.36068 37.94733 32.31099 59.43904 133.0841 21.93171 80.60397 84.72308 30.23243 90.47099 76.844 79.05694 73.85966 94.82674 81.27115 98.76234 73.1642 100.9604 38.69083 56.09208 60.53924 100.9009 94.98684 101.5923 48.9183 74.25968 51.85557 103.4698 100.7224 76.00658 45.96194 95.25755 50.24938 49.24429 86.1565 53.53504 106.4519 60.30755 51.42956 103.9832 98.48858 107.5663 61.40033 60.21628 55.00909 57.50217 61.85467 59.60076 100.4988 94.00055 62.96825 110.1454 108.4066 103.2473 102.0833 75.00667 64.66065 69.11584 69.83552 71.58911 76.00658 103.9041 113.0044 105.7592 101.2373 117.4138 99.72462 110.8174 94.26028 120.8015 117.6138 105.0202 106.7755 123.3288 121.6553 94.81034 177.2597 166.8948 165.9254 154.0195 184.9411 187.1069 183.6776 186.1182 194.8723 197.4665 219.9682 187.9707 220.4009 195.3606 228.32 235.8665 265.7914 235.1606 201.6829 239.6769 205.5067 278.491 216.5485 209.8762 219.2715 249.0181 217.0069 252.448 232.355 257.9341 223.439 225.0555 226.5245 266.5108 268.0381 269.7795 271.9004 276.6604 292.9726 274.9127 277.6563 241.1727 280.4015 282.1757 286.0629 289.7464 296.3251 306.2025 305.9493 290.1736 310.0774 274.7603 313.5451 315.5825 290.2912 317.8013 315.349 289.6791 318.2617 291.4052 318.1478 284.2974 319.8281 322.298 320.9751 285.5749 288.7785 323.5838 284.9057 285.0491 285.44 287.4443 289.9948 288.321 293.6729 290.3946 290.9313 293.503 324.4753
