0 177.4805 112.4342 198.473 174.6079 199.4242 92.75788 94.12793 96.0554 243.0454 247.6451 211.0031 210.6919 271.0162 248.7211 270.4478 218.6536 285.4953 236.9219 243.2316 240.0758 222.4266 268.7036 243.6585 322.7339 280.8188 332.9039 265.0758
177.4805 0 87.86759 123.793 100.6429 108.306 112.2455 99.59483 96.33773 93.40849 93.40153 33.75043 33.28653 112.6196 81.91137 109.2363 42.40572 123.179 59.52416 66.36378 62.64336 142.4461 93.14539 72.59707 152.6573 103.5959 162.1369 102.9979
112.4342 87.86759 0 93.22001 66.00189 89.84526 100.1699 86.44202 84.28671 131.6435 136.8377 116.1077 118.423 160.3034 141.5238 160.4151 129.1395 175.3416 140.8119 144.8068 144.0626 200.2987 166.6741 160.416 214.5951 186.4142 224.9361 190.3943
198.473 123.793 93.22001 0 28.37765 18.03593 190.2073 175.704 173.0446 86.7194 94.66342 129.7083 135.7086 112.8783 114.8961 116.7658 146.9119 128.2254 143.0783 141.0794 145.5112 264.6985 148.7683 178.2494 170.5054 180.6073 180.3029 212.8063
174.6079 100.6429 66.00189 28.37765 0 24.8619 161.8742 147.3504 144.679 86.54045 93.85527 112.0413 117.4149 115.3972 109.1387 117.8611 129.0242 131.2433 129.2604 128.9661 132.0444 239.2158 141.5715 161.4517 173.514 170.5711 183.7308 195.6559
199.4242 108.306 89.84526 18.03593 24.8619 0 182.7033 168.027 165.1953 70.07811 77.93034 112.2543 118.3652 97.31953 97.27409 100.7545 129.4406 112.9427 125.0976 123.0445 127.5101 250.1838 131.0433 160.5194 155.3956 162.6493 165.3796 195.0846
92.75788 112.2455 100.1699 190.2073 161.8742 182.7033 0 14.72715 17.75528 199.4492 201.3944 144.4611 141.7674 222.6995 193.6311 220.0659 146.3728 234.5009 168.5052 176.5814 171.2577 130.6643 204.155 164.4545 264.8345 207.4398 274.2066 179.9222
94.12793 99.59483 86.44202 175.704 147.3504 168.027 14.72715 0 3.28718 185.3345 187.4587 132.4055 130.1085 209.0017 180.4159 206.5282 135.4372 221.0726 156.9805 164.8046 159.8266 134.0484 192.2051 155.4419 252.2328 197.15 261.7317 173.1499
96.0554 96.33773 84.28671 173.0446 144.679 165.1953 17.75528 3.28718 0 182.0803 184.188 129.1869 126.9262 205.719 177.1306 203.2419 132.3301 217.7855 153.8059 161.6052 156.6607 133.5792 188.9881 152.5784 248.9687 194.1044 258.4744 170.6261
243.0454 93.40849 131.6435 86.7194 86.54045 70.07811 199.4492 185.3345 182.0803 0 7.98088 75.18643 81.7435 29.35767 32.20248 31.32092 88.95504 45.10758 73.4983 67.47592 74.60399 227.1131 65.29357 112.2309 87.04947 99.55526 97.32035 144.9414
247.6451 93.40153 136.8377 94.66342 93.85527 77.93034 201.3944 187.4587 184.188 7.98088 0 72.57291 78.96093 23.46651 25.43281 24.31243 85.34027 38.75623 68.4078 61.80152 69.25077 224.2562 57.766 106.9963 80.09046 92.24123 90.41761 139.1554
211.0031 33.75043 116.1077 129.7083 112.0413 112.2543 144.4611 132.4055 129.1869 75.18643 72.57291 0 6.708204 87.44411 54.58938 82.8734 17.20465 95.42226 25.94224 32.64966 29.1334 151.9268 59.80176 49.43714 120.8113 70.99472 129.9433 83.64807
210.6919 33.28653 118.423 135.7086 117.4149 118.3652 141.7674 130.1085 126.9262 81.7435 78.96093 6.708204 0 93.22109 60.20797 88.45903 11.7047 100.6357 26.90725 34.82815 29.8527 145.3945 62.5 44.51159 124.4489 70.31536 133.3501 78.29432
271.0162 112.6196 160.3034 112.8783 115.3972 97.31953 222.6995 209.0017 205.719 29.35767 23.46651 87.44411 93.22109 0 33.10094 6.638712 97.30094 15.84913 76.63271 68.31378 76.48725 236.3941 54.13107 113.163 58.21891 88.3633 68.36463 142.4439
248.7211 81.91137 141.5238 114.8961 109.1387 97.27409 193.6311 180.4159 177.1306 32.20248 25.43281 54.58938 60.20797 33.10094 0 28.28427 64.28063 41.36572 44.59821 37.12142 44.96552 203.5352 34.00368 82.56834 74.02076 67.55923 84.18581 114.0395
270.4478 109.2363 160.4151 116.7658 117.8611 100.7545 220.0659 206.5282 203.2419 31.32092 24.31243 82.8734 88.45903 6.638712 28.28427 0 92.02174 15.05161 70.85901 62.36986 70.57446 230.8509 47.5 106.9651 55.80181 81.7328 66.11543 135.9596
218.6536 42.40572 129.1395 146.9119 129.0242 129.4406 146.3728 135.4372 132.3301 88.95504 85.34027 17.20465 11.7047 97.30094 64.28063 92.02174 0 103.0713 23.76973 32.89377 25.88239 139.3476 60.15189 32.81815 123.0991 62.33979 131.481 66.64083
285.4953 123.179 175.3416 128.2254 131.2433 112.9427 234.5009 221.0726 217.7855 45.10758 38.75623 95.42226 100.6357 15.84913 41.36572 15.05161 103.0713 0 80.71542 71.7554 79.93696 240.6892 51.90872 114.6304 42.46521 83.77999 52.55148 141.3986
236.9219 59.52416 140.8119 143.0783 129.2604 125.0976 168.5052 156.9805 153.8059 73.4983 68.4078 25.94224 26.90725 76.63271 44.59821 70.85901 23.76973 80.71542 0 9.219544 3.257644 160.1286 36.47259 38.73992 99.34166 45.60976 107.7973 72.12489
243.2316 66.36378 144.8068 141.0794 128.9661 123.0445 176.5814 164.8046 161.6052 67.47592 61.80152 32.64966 34.82815 68.31378 37.12142 62.36986 32.89377 71.7554 9.219544 0 8.222667 168.9585 27.73536 45.44812 90.33567 42.51176 98.92548 77.46612
240.0758 62.64336 144.0626 145.5112 132.0444 127.5101 171.2577 159.8266 156.6607 74.60399 69.25077 29.1334 29.8527 76.48725 44.96552 70.57446 25.88239 79.93696 3.257644 8.222667 0 160.7596 34.29293 37.74871 97.29943 42.3557 105.6071 70.56536
222.4266 142.4461 200.2987 264.6985 239.2158 250.1838 130.6643 134.0484 133.5792 227.1131 224.2562 151.9268 145.3945 236.3941 203.5352 230.8509 139.3476 240.6892 160.1286 168.9585 160.7596 0 191.6528 128.3179 251.6879 172.5005 257.7693 115.0563
268.7036 93.14539 166.6741 148.7683 141.5715 131.0433 204.155 192.2051 188.9881 65.29357 57.766 59.80176 62.5 54.13107 34.00368 47.5 60.15189 51.90872 36.47259 27.73536 34.29293 191.6528 0 63.81149 63.03643 34.82815 71.33372 89.50559
243.6585 72.59707 160.416 178.2494 161.4517 160.5194 164.4545 155.4419 152.5784 112.2309 106.9963 49.43714 44.51159 113.163 82.56834 106.9651 32.81815 114.6304 38.73992 45.44812 37.74871 128.3179 63.81149 0 123.5577 47.13975 130.0919 34.56561
322.7339 152.6573 214.5951 170.5054 173.514 155.3956 264.8345 252.2328 248.9687 87.04947 80.09046 120.8113 124.4489 58.21891 74.02076 55.80181 123.0991 42.46521 99.34166 90.33567 97.29943 251.6879 63.03643 123.5577 0 80.61957 10.3782 141.8995
280.8188 103.5959 186.4142 180.6073 170.5711 162.6493 207.4398 197.15 194.1044 99.55526 92.24123 70.99472 70.31536 88.3633 67.55923 81.7328 62.33979 83.77999 45.60976 42.51176 42.3557 172.5005 34.82815 47.13975 80.61957 0 85.67672 61.34533
332.9039 162.1369 224.9361 180.3029 183.7308 165.3796 274.2066 261.7317 258.4744 97.32035 90.41761 129.9433 133.3501 68.36463 84.18581 66.11543 131.481 52.55148 107.7973 98.92548 105.6071 257.7693 71.33372 130.0919 10.3782 85.67672 0 146.5034
265.0758 102.9979 190.3943 212.8063 195.6559 195.0846 179.9222 173.1499 170.6261 144.9414 139.1554 83.64807 78.29432 142.4439 114.0395 135.9596 66.64083 141.3986 72.12489 77.46612 70.56536 115.0563 89.50559 34.56561 141.8995 61.34533 146.5034 0
