0 18.45315 26.82239 23.38161 19.18155 108.7182 12.15639 19.19486 6.942201 13.97738 16.06741 15.13171 10.51721 133.4011 20.22714 49.71536 44.0202 50.68461 67.09298 63.62421 75.73705 66.90115 73.02063 74.07667 80.92161 78.62351 96.83197 82.83931 90.86664 62.52268 87.82814 79.10836 86.72944 143.2503 132.5709 131.5341 151.171 175.7055 189.6901 193.2917 171.8405 178.567 178.6315 196.6994 200.6473 174.7369 177.9226 201.1213 189.8342 202.9336 189.1332 216.9323 197.9463 200.5726 201.1278 206.3722 222.0242 219.4012 258.7208 219.1809 220.8499 224.6426 240.4987 226.5172 232.5715 232.2721 245.8822 243.75 244.8676 241.1704 258.7211 240.7358 245.7473 244.3877 244.8341 244.6889 243.6618 249.4165 252.4573 244.5706 251.3103 252.5772 269.0479 254.3508 253.2165 257.4181
18.45315 0 18.02776 16.49242 14.76482 106.4472 12.04159 21.91397 12.1758 19.20937 22.80351 18.43909 19.69772 151.2158 35.51056 59.90826 55 61.61169 80.62258 77.83315 88.61715 81.46779 86.97701 88.45903 94.75495 92.63369 109.4806 97.49587 105.4751 79.62412 103.0776 95.41488 103.7943 152.8987 143.3698 142.6753 164.8916 188.0425 203.3249 206.9299 189.6154 194.1148 196.5127 210.7724 215.6729 193 196.0918 218.8309 208.1274 220.7918 207.2414 234.6635 216.3331 219.0091 219.5197 224.8205 238.1953 235.9364 272.4459 237.6094 239.2987 243.0955 256.4566 244.9694 250.9432 250.6671 262.6022 259.9885 261.0077 259.5149 276.5933 259.1235 264.0076 261.4575 261.9637 263.0518 262.0534 267.7611 269.5461 262.7599 268.6214 269.7573 286.9011 271.7191 270.7656 275.7698
26.82239 18.02776 0 3.605551 7.81025 88.43986 27.89265 38.65086 24.37724 34.78505 38.27532 14.31782 19.72308 149.2945 47.01064 75.15318 69.77105 76.47876 93.81365 90.42677 102.3426 93.723 99.80982 100.896 107.7056 105.423 123.422 109.6591 117.686 77.02597 114.5862 105.5509 112.6022 139.3879 130.8863 130.5038 155.2205 176.672 193.2977 196.8883 196.3594 186.7857 202.8882 201.2461 207.4218 192.8419 195.3689 225.7124 212.5653 227.1915 206.1553 241.4509 217.0829 220.4768 220.3145 227.3835 231.7283 230.1847 262.2597 240.6247 241.802 245.302 249.5376 246.9109 254.6419 254.1201 257.1416 253.5685 254.4013 263.4407 282.8541 262.6404 268.5312 256.7976 257.449 266.8094 265.5202 271.6708 264.9077 261.8978 264.5533 265.3451 293.2154 267.797 267.3668 279.6033
23.38161 16.49242 3.605551 0 4.242641 90.16232 25.31798 36.11402 21.36001 32.01562 35.44009 10.77033 16.12452 146.2907 43.60046 72.09022 66.64083 73.34848 90.44335 87.00575 99.0202 90.27181 96.40021 97.45255 104.3 102.0049 120.1083 106.189 114.2147 74 111.072 101.9804 109.0011 138.6001 129.7904 129.3223 153.4598 175.3169 191.6377 195.2332 192.7745 184.5875 199.3132 199.4818 205.404 189.676 192.2602 222.1265 209.067 223.618 203.0887 237.8682 213.8411 217.175 217.0695 224.0006 229.4014 227.7411 260.6599 237.2135 238.426 241.9483 247.2933 243.5775 251.1902 250.6831 254.6611 251.2409 252.1051 259.9769 279.2884 259.2007 265.0358 254.1968 254.8274 263.3557 262.084 268.2089 262.306 258.8232 261.8704 262.7109 289.6485 265.0948 264.594 276.1467
19.18155 14.76482 7.81025 4.242641 0 92.99318 22.02272 32.77533 17.58551 28.44293 31.7805 7.071068 12.08305 143.3372 39.40812 68.15424 62.64982 69.35416 86.26703 82.80097 94.8736 86.05231 92.20087 93.23626 100.1024 97.80082 115.9655 101.9613 109.9864 71.06335 106.8316 97.74457 104.8058 138.6218 129.4433 128.8691 152.2495 174.6139 190.5387 194.1391 188.7326 182.7801 195.3027 198.2448 203.8316 186.4537 189.1296 218.0804 205.2438 219.611 200.0225 233.8323 210.4899 213.7218 213.7129 220.4025 227.4049 225.5837 259.6173 233.5621 234.8396 238.4016 245.4058 240.0667 247.4601 246.9818 252.4469 249.2388 250.146 256.2226 275.3025 255.4936 261.2164 251.8134 252.4143 259.6214 258.3834 264.4579 259.9201 255.7371 259.3687 260.2787 285.6593 262.5648 261.9618 272.4059
108.7182 106.4472 88.43986 90.16232 92.99318 0 114.9543 125.5963 109.9313 120.936 123.9759 93.99156 98.21268 165.8192 126.4377 157.5401 151.6039 157.9962 170.121 165.5864 179.3287 167.7069 174.687 174.6443 182.2402 179.7078 199.6844 181.8768 189.3613 112.4342 184.5116 172.5382 174.818 92.75788 94.12793 96.0554 130.7453 137.8563 160.5395 163.6006 243.0454 170.3528 247.6451 170.5004 183.299 211.0031 210.6919 271.0162 248.7211 270.4478 218.6536 285.4953 236.9219 243.2316 240.0758 254.4182 214.9381 217.3129 222.4266 268.7036 267.5488 269.4966 228.8532 269.8139 284.8381 283.2707 243.607 235.2504 235.0281 294.1356 322.7339 291.583 301.5697 247.4184 248.7641 296.5841 294.0826 301.8597 255.0692 270.866 257.6387 256.6308 332.9039 261.402 263.6249 309.0565
12.15639 12.04159 27.89265 25.31798 22.02272 114.9543 0 10.79609 6.103278 7.211103 10.81665 21.84033 19.72308 144.5943 24.16609 48.02083 43.01163 49.64877 68.593 65.8559 76.57676 69.52697 74.96666 76.48529 82.73149 80.62258 97.45255 85.54401 93.50936 74.33034 91.21403 83.86298 92.58645 154.6254 144.224 143.2629 163.2975 187.6832 201.8167 205.4191 178.8435 190.6626 185.8554 208.8492 212.787 185.2188 188.5975 207.9716 198.1767 210.0905 199.905 223.8168 208.0216 210.3426 211.1781 215.6345 234 231.2769 270.8589 228.2 230.112 234.0358 252.5173 236.0275 241.2229 241.0498 257.6868 255.7049 256.8463 249.6898 265.8815 249.4674 253.939 256.041 256.4566 253.2908 252.4143 257.9322 264.0987 255.1688 262.8278 264.1704 276.1634 265.8312 264.5695 265.9624
19.19486 21.91397 38.65086 36.11402 32.77533 125.5963 10.79609 0 15.77357 5.217492 4.642796 31.96178 28.89444 145.2528 20.34426 38.26951 33.71284 40.16909 60.13503 57.89262 67.65024 61.75669 66.6875 68.47303 74.28362 72.30875 88.25468 77.61515 85.46669 77.08149 83.67729 77.40945 86.93181 162.2084 151.2805 150.1448 168.5118 193.7564 206.9828 210.5743 173.7226 194.2384 180.9271 213.6677 216.7961 184.3852 188.0928 202.6329 194.3894 205.0379 199.5509 218.4782 206.4757 208.3376 209.5868 212.9228 236.7964 233.6427 275.8355 225.1521 227.3715 231.4616 255.5143 233.6084 237.7044 237.6823 259.7566 258.3787 259.6316 246.0032 260.7383 246.0309 249.8751 257.6203 257.9442 249.6948 248.9984 254.2287 265.6334 254.4015 264.0137 265.5646 270.964 266.9154 265.3342 262.2808
6.942201 12.1758 24.37724 21.36001 17.58551 109.9313 6.103278 15.77357 0 11.01136 14.22146 16.19413 13.64734 140.3266 23.81701 50.77647 45.412 52.11766 69.97321 66.86741 78.3023 70.35801 76.15281 77.44837 84.00744 81.80006 99.33403 86.38496 94.39942 69.44242 91.72377 83.64359 91.7878 148.5303 138.1671 137.2243 157.5354 181.7478 196.0517 199.6553 177.4634 185.3118 184.3471 203.1607 207.3031 181.5441 184.7708 206.691 195.9853 208.6295 196.0006 222.5205 204.6564 207.1986 207.8317 212.8438 228.8695 226.2902 265.1204 225.5748 227.3236 231.1582 247.3161 233.0692 238.8415 238.5859 252.7906 250.6058 251.7106 247.3949 264.4304 247.0349 251.8536 251.321 251.7702 250.9432 249.9685 255.6409 259.3916 251.4074 258.2519 259.5154 274.7408 261.2929 260.1562 263.6537
13.97738 19.20937 34.78505 32.01562 28.44293 120.936 7.211103 5.217492 11.01136 0 3.605551 27.07397 23.76973 141.8795 18.43909 40.81666 35.80503 42.43819 61.52235 58.89822 69.42622 62.62587 67.94115 69.52697 75.67364 73.59348 90.27181 78.6158 86.55634 72.91776 84.40379 77.41447 86.46531 157.0509 146.1844 145.0733 163.7612 188.8306 202.2523 205.847 173.0116 189.9199 180.1128 209.0215 212.3613 181.6205 185.1945 202.0519 192.9819 204.2988 196.596 217.901 204.0221 206.0874 207.1539 210.9982 232.723 229.7063 271.16 223.3904 225.4644 229.4778 251.3822 231.5534 236.1747 236.0784 255.9235 254.3482 255.566 244.5588 260.0605 244.4627 248.6222 253.9547 254.3108 248.2061 247.4207 252.7944 261.9849 251.6302 260.4889 261.9656 270.3188 263.4279 261.9637 260.8371
