0 165.7541 176.1482 163.2217 184.3149 165.9464 151.5001 150.0907 149.7112 150.2552 159.6636 150.026 157.0363 165.82 164.6578 165.8236 177.9229 147.9541 132.975 170.8503 135.8622 141.6134 128.886 126.1411 125.5745 144.7724 119.2262 120.7622 119.6568 112.6114 142.8584 156.6662 119.939 65.87142 141.3651 140.093 132.4221 136.6414 136.5948 113.8786 99.76183 96.50413 112.0954 111.4808 109.2406 114.4493 121.5829 123.6318 117.8101 121.2342 128.6985 131.2704 85.58091 87.80979 112.6121 155.6717 82.91285 161.6224 50.24041 52.82739 165.4072 109.8421 83.64913 107.9102 93.06201 63.92455 113.2544 105.7548 120.8521 114.1596 117.3014 107.6199 125.6253 122.7743 75.12463 110.0871 113.1178 116.8364 79.69938 78.38176 129.3874 121.2043 122.4655 109.2491 128.3892 134.7467 128.097 130.4193 124.8119 136.1973 165.2006 128.4411 140.6911 135.0731 138.0857 103.4564 117.9196 132.612 142.3094 126.1565 164.8367 117.6543 141.4227 169.151 182.1835 139.0704 165.9471 148.0759 187.1861 144.052 119.7097 121.9255 122.6363 140.5036 139.2823 146.6976 145.7913 157.5024 132.3467 167.5386 123.0004 139.433 134.978 134.5847 138.9652 182.7659 141.4443 138.7592 139.9016 141.3526 136.9374 142.8344 143.4456
165.7541 0 50.54921 23.61261 81.32582 45.14667 14.72715 17.22079 16.82921 34.7451 56.5263 42.07005 57.84654 128.4354 76.33406 83.02945 108.4599 68.08247 53.92974 104.4456 56.04066 70.06557 52.71517 55.33434 60.42534 100.1682 71.57436 76.45623 75.36725 68.89767 107.6179 120.7569 98.53369 104.5796 144.9571 147.0971 142.3958 148.639 151.1615 180.6365 171.2133 170.5241 167.959 171.4163 172.1769 185.5826 195.1074 196.9684 199.1861 201.6281 210.3806 212.9731 203.0703 210.4035 243.1301 271.1386 230.0192 288.6112 214.4805 218.0662 283.9656 231.7509 224.465 234.3855 244.7187 229.4644 256.737 253.1736 263.358 258.9451 260.9969 255.8865 267.722 247.5712 236.7605 260.0062 261.6879 264.3184 238.6781 239.8799 272.0948 267.881 269.6718 263.4813 274.1634 277.9213 275.0374 276.3993 274.6748 281.3738 299.9634 277.2975 284.7574 282.2651 284.0286 255.4261 272.7286 281.7692 288.0802 278.476 302.1846 274.0448 288.038 305.4671 314.3343 287.1113 303.872 293.0851 318.8898 291.5943 278.5335 280.7524 282.2931 293.7066 293.4261 299.2485 299.4454 289.9469 294.9374 300.1152 288.4104 300.9896 298.4496 298.5265 301.6269 329.7962 303.9872 302.5418 303.3159 304.4636 301.5878 305.6281 306.738
176.1482 50.54921 0 28.16026 31.04835 10.63015 50.01 47.53946 49.47727 30 19.0263 27.01851 22.02272 176.9245 32.01562 38.20995 61.29437 35.35534 43.17357 58.89822 40.49691 41.18132 47.50789 50.11986 50.69517 64.23073 58.69412 59.5399 59.84146 63.69458 72.22688 80.60397 74.54529 126.732 110.9414 113.6002 111.0856 116.297 118.9842 217.4511 206.1081 204.803 144.3087 148.1924 149.683 162.7421 171.2921 172.8005 176.9749 178.7568 186.6277 188.8836 191.0419 198.9207 269.8166 302.8279 250.9416 317.7505 220.0954 224.8755 315.259 217.5044 217.5178 221.382 264.3218 236.5798 279.8035 274.6944 286.9487 281.6026 284.103 277.1462 291.5693 232.7825 238.8996 280.692 282.9629 286.0857 238.8724 241.7523 295.8327 290.0431 291.6659 282.2986 296.8114 301.6239 297.2491 299.015 295.6772 304.4011 327.0177 298.7742 308.274 304.5177 306.811 250.7494 291.3984 303.1996 311.0064 298.4443 328.4342 291.8938 310.6284 332.1254 342.5033 309.1035 329.9591 316.4001 347.2838 313.8694 294.9797 297.2137 298.2088 313.4597 312.6995 319.3911 319.0389 274.9379 308.4946 284.616 293.6801 315.5099 311.0567 310.5487 315.1127 352.83 317.5925 314.7586 315.981 317.472 312.5412 318.9765 319.5387
163.2217 23.61261 28.16026 0 58.21512 21.58703 22.13594 20.12461 21.93171 15.52417 33.12099 21.09502 34.66987 148.7962 52.80152 59.5063 84.8646 45.96738 37.1561 80.95678 37.69615 48.93958 38.20995 41.19466 44.91102 78.33566 55.7853 59.46427 58.82176 56.14268 86.04295 98.23441 80.06248 107.3778 124.1974 126.5069 122.4132 128.4056 131.001 192.8004 182.1562 181.0891 150.7912 154.4345 155.467 168.8609 178.1011 179.8472 182.7962 185.0108 193.4948 195.9796 190.704 198.3168 249.6157 280.514 233.3414 296.586 210.0405 214.2195 293.1437 218.6647 214.3945 221.822 247.4126 225.834 261.3063 256.9085 268.2304 263.304 265.6021 259.4937 272.7461 234.3486 230.8289 263.3268 265.3243 268.2238 231.8642 233.8425 277.074 272.0074 273.7152 265.8412 278.5678 282.8993 279.2132 280.7935 278.2121 286.0017 306.8126 281.0925 289.6559 286.4848 288.5342 246.5183 275.0455 285.5538 292.6739 281.4853 308.6001 275.9438 292.4534 312.1126 321.8268 291.2078 310.2032 297.8993 326.5155 295.853 279.732 281.9663 283.2358 296.6513 296.1216 302.4115 302.324 276.8116 294.7396 286.8157 284.1778 301.2914 297.7923 297.5811 301.4151 334.5504 303.8421 301.7052 302.7028 304.0238 300.1283 305.3604 306.2025
184.3149 81.32582 31.04835 58.21512 0 37 79.02531 76.10519 78.1025 54.91812 31.01612 48.76474 32.20248 205.7613 19.72308 20.39608 33.42155 36.79674 57.63559 33.54102 53.25411 42.88135 63.28507 64.89992 62.62587 49.87571 65.8559 63.60031 64.81512 74.27651 56.8629 59.13544 69.26038 143.6001 92.64988 95.56673 95.03683 99.0404 101.6919 239.3011 227.0666 225.4468 132.0947 136.0919 138.0326 150.2698 157.8132 159.022 164.4144 165.6804 172.6979 174.6568 184.8378 192.8186 285.2175 320.8048 263.2759 334.0817 224.058 229.4363 332.8938 209.0889 213.7896 213.6773 275.6701 241.0519 292.9607 287.0139 300.3231 294.4962 297.228 289.2784 305.0388 223.6598 240.3019 292.438 295.0254 298.3974 239.0816 242.9289 309.1876 302.5376 304.0411 292.92 309.5109 314.892 309.6853 311.6697 307.4167 317.2381 342.0242 310.7571 321.3589 316.8939 319.4761 247.6838 301.8095 315.1032 323.7113 309.5368 342.9475 301.8112 323.1377 346.8505 358.0482 321.274 344.3617 329.2795 362.927 326.1564 304.0214 306.2352 306.8917 324.2484 323.2105 330.3473 329.6708 264.9082 315.6329 274.1318 296.0068 323.1416 317.5913 316.7373 322.1269 365.2027 324.649 321.0125 322.4903 324.1705 318.0597 325.8619 326.0874
165.9464 45.14667 10.63015 21.58703 37 0 42.04759 39.20459 41.19466 19.72308 13.60147 16.40122 16.12452 168.9441 31.90611 38.58756 63.56099 29.54657 33.06134 60.03332 30.80584 34.49099 37.12142 39.81206 40.80441 60.8644 49.49747 51.0098 51.08816 53.75872 68.83354 79.19596 67.91171 116.1034 107.6151 110.1363 106.9439 112.5078 115.1705 207.2342 195.7691 194.428 138.5208 142.3376 143.6802 156.8949 165.7046 167.2991 171.0685 173 181.0991 183.4394 183.3303 191.1548 259.1872 292.2744 240.3736 307.1367 210.345 215.0349 304.6904 210.2536 209.1531 213.9369 253.7972 226.7355 269.2007 264.1212 276.3392 271.0074 273.5005 266.5802 280.957 225.6713 229.5125 270.1426 272.3986 275.5104 229.6889 232.3981 285.2227 279.4602 281.0872 271.8101 286.2202 291.0155 286.6671 288.425 285.1245 293.8044 316.3877 288.21 297.6697 293.9367 296.2195 242.1699 280.9199 292.638 300.413 287.9236 317.805 281.448 300.0417 321.4953 331.8772 298.5297 319.3305 305.8006 336.6591 303.2903 284.598 286.8327 287.855 302.9521 302.2085 308.8727 308.539 267.9687 298.2777 277.7521 284.0792 305.2417 300.9007 300.4305 304.905 342.2426 307.3792 304.6309 305.8251 307.2955 302.4979 308.7799 309.3768
151.5001 14.72715 50.01 22.13594 79.02531 42.04759 0 3.605551 2.236068 26.24881 50.80354 33.83785 51.41984 127.0048 70.61161 77.12976 102.8397 59.5063 41.96716 98.0816 44.82187 60.35193 39.82462 42.2019 47.63402 90.60064 58.60034 63.89053 62.62587 55.00909 97.67662 111.8928 86.37129 91.38928 133.9589 135.9485 130.8167 137.2079 139.6648 171.9593 161.7907 160.8858 154.7773 158.1518 158.8081 172.1859 181.7966 183.6981 185.646 188.1622 196.9963 199.6246 188.6001 195.8912 231.6074 260.9828 217.2992 277.7861 200.0025 203.6664 273.7193 217.366 209.7737 219.9204 231.8124 215.1023 244.477 240.6159 251.2158 246.611 248.7539 243.2879 255.6405 233.1979 222.1441 247.3156 249.1044 251.8293 224.0022 225.2561 260 255.4721 257.2353 250.489 261.8587 265.8308 262.6519 264.0928 262.0687 269.1561 288.643 264.781 272.6424 269.9008 271.7683 240.6995 259.7306 269.2527 275.855 265.6991 290.682 260.9234 275.7481 294.0633 303.306 274.7071 292.3354 280.9448 307.9243 279.2508 265.2169 267.4416 268.9098 280.9199 280.5602 286.5363 286.6414 275.5375 281.2737 285.7276 273.9945 287.4517 284.681 284.6937 287.9636 317.657 290.3412 288.7352 289.56 290.7482 287.6474 291.9538 293.0017
150.0907 17.22079 47.53946 20.12461 76.10519 39.20459 3.605551 0 2 22.80351 47.51842 30.36445 48.05206 129.741 67.26812 73.75636 99.46356 55.9464 38.42066 94.64143 41.23106 56.75058 36.40055 38.83298 44.20407 86.99698 55.21775 60.44005 59.20304 51.89412 94.07119 108.3005 82.87943 90.80198 130.384 132.382 127.2792 133.66 136.1222 173.0462 162.6588 161.6857 151.4761 154.8709 155.5538 168.9408 178.5301 180.4217 182.443 184.9378 193.7504 196.3695 185.8521 193.1827 231.683 261.551 216.8483 278.1126 198.3381 202.0916 274.2522 214.5492 207.3307 217.1681 231.2618 213.565 244.2335 240.2353 251.0226 246.3331 248.5166 242.8868 255.4726 230.3729 220.2748 246.8684 248.7087 251.4776 222.009 223.3733 259.8249 255.1568 256.9066 249.8874 261.5894 265.6558 262.3452 263.8219 261.6582 268.9238 288.7791 264.4126 272.4547 269.6019 271.5161 238.4266 259.1235 268.8829 275.6175 265.2037 290.7456 260.2499 275.4814 294.1653 303.5498 274.3884 292.385 280.7437 308.1905 278.9588 264.4334 266.6608 268.0867 280.4158 280.0161 286.0676 286.1273 272.7401 280.2755 282.9139 272.3894 286.5318 283.6129 283.5816 286.9645 317.4476 289.3527 287.6404 288.4996 289.7145 286.4577 290.9467 291.9538
149.7112 16.82921 49.47727 21.93171 78.1025 41.19466 2.236068 2 0 24.73863 49.49747 32.28002 50.01 127.7538 69.2315 75.70997 101.415 57.77543 39.87068 96.56604 42.80187 58.47681 37.64306 40 45.45327 88.70317 56.40035 61.7171 60.44005 52.7731 95.73256 110.0591 84.21995 89.9611 131.8939 133.8693 128.7012 135.1037 137.5545 171.4789 161.1724 160.2256 152.5549 155.9263 156.5791 169.9559 179.5689 181.4718 183.4124 185.9301 194.7662 197.3955 186.4001 193.6983 230.532 260.1873 215.9484 276.8513 198.1161 201.8143 272.9034 215.1552 207.6391 217.72 230.4127 213.2651 243.2324 239.3011 249.9975 245.3487 247.5126 241.9628 254.4355 230.986 220.184 245.9675 247.7822 250.5294 222 223.2914 258.7914 254.1909 255.9473 249.0649 260.6012 264.6224 261.3752 262.8345 260.7393 267.9179 287.6021 263.473 271.4275 268.6283 270.5199 238.6111 258.3041 267.944 274.6143 264.3274 289.6015 259.4648 274.4923 293.0038 302.3252 273.4246 291.2473 279.7231 306.9561 277.982 263.7063 265.9323 267.3808 279.5443 279.1648 285.1784 285.261 273.33 279.6649 283.5176 272.1323 285.8785 283.0411 283.0345 286.3545 316.4317 288.7369 287.0836 287.9236 289.1237 285.9545 290.3412 291.3709
150.2552 34.7451 30 15.52417 54.91812 19.72308 26.24881 22.80351 24.73863 0 25.01999 7.615773 25.31798 151.1667 44.55334 50.9902 76.68768 33.61547 21.63231 71.8401 22.36068 35.32049 23 26 29.42788 65.4593 40.26164 44.01136 43.32436 41 72.8747 86.28441 65 97.45255 110.3449 112.5389 108.074 114.2147 116.7701 187.5233 176.1152 174.8035 135.5175 139.1294 140.1178 153.522 162.8158 164.5843 167.416 169.6644 178.1962 180.7014 175.2512 182.8842 240.4683 272.9639 222.6044 288.1415 196.2295 200.5916 285.4334 203.16 199.2034 206.3444 236.326 212.2499 251.0976 246.2945 258.1565 252.9822 255.3987 248.8092 262.7376 218.8365 216.5294 252.4916 254.637 257.6606 217.3292 219.509 267.03 261.5435 263.2052 254.5453 268.2257 272.8388 268.7545 270.4404 267.4416 275.7535 297.6974 270.4404 279.5369 276.0294 278.2175 231.5022 263.7063 274.8854 282.3916 270.4533 299.2407 264.4126 282.0815 302.8717 313.0407 280.6795 300.7939 287.7169 317.7956 285.3945 267.8824 270.1185 271.2683 285.5538 284.9088 291.4047 291.1835 261.2984 282.2769 271.2973 270.2961 289.0199 285.1425 284.8201 288.9351 324.2607 291.3846 288.9792 290.0621 291.449 287.1689 292.8515 293.5864
