0 184.0055 5.315073 26.4764 12.5 27.68122 11.80042 13.82932 26.61297 25.13443 30.6635 29.95413 33.14363 37.85829 35.30227 33.63406 23.56374 41.10049 26.10077 44.70179 34.44198 43.10098 33.09456 31.81588 47.32071 33.09456 35.00357 149.5784 52.82282 47.50789 49.2062 51.68521 53.4439 46.74666 44.84696 57.01096 50.8945 66.13116 61.88093 60.50826 51.87726 51.02205 65.23824 50.76662 49.84476 49.81967 63.64157 61.02711 52.39275 75.34753 78.88124 77.52782 83.48653 84.47764 89.89724 64.62391 89.50559 70.89605 78.71556 74.8014 89.30006 97.40816 76.06083 76.81598 78.74802 102.3035 105.2616 91.07826 85.13078 110.556 92.92605 92.6836 111.7866 98.84963 101.7116 99.95124 113.6893 105.1392 103.4517 118.09 107.6023 106.4249 109.8692 109.532 117.0822 121.6522 117.7975 116.8642 125.7179 118.4831 146.9192 199.6854 189.6782 188.8028 155.4429 222.4011 235.8585 247.401 246.6278 204.3484 248.786 211.9636 248.6569 259.2918 288.9328 258.6624 294.6188 222.9378 294.6558 227.005 249.9925 258.1773 232.2847 227.994 269.4789 235.4597 261.6797 264.5302 265.7489 263.5905 238.5859 266.2158 270.7177 265.2475 275.4201 247.9593 243.9985 245.1617 247.0301 284.6918 260.0481 286.8471 295.412 299.1927 302.8073 302.4666 293.3143 300.5516 295.1665 290.4203 300.4139
184.0055 0 179.5904 173.8884 179.8165 170.8486 173.0357 171.5885 167.7342 176.9119 166.1926 177.0667 176.322 175.8677 157.2689 171.6342 164.6758 173.4674 163.4953 173.1604 153.2579 169.6325 163.7106 153.4513 171.0537 161.1185 157.5722 169.9956 168.3176 162.4297 162.9917 160.5769 161.9604 139.9342 151.0449 160.49 155.2963 163.4182 161.6064 160.4762 133.4188 148.4082 159.1879 143.8801 142.3577 140.8575 155.7884 149.7685 140.3154 163.2719 158.0392 154.1165 157.406 154.1906 152.7975 124.6871 156.8875 124.9134 135.2522 129.9837 147.3552 150.8085 127.2018 124.1391 119.8457 150.5715 149.3975 128.0112 117.8944 146.7826 114.8742 110.9338 141.222 113.8003 117.2939 106.8611 129.9199 105.9721 102.5495 73.10616 98.23002 95.56911 103.9127 98.89935 115.722 122.5151 109.1209 106.7443 120.0811 104.7277 131.7998 113.5719 99.83312 96.54968 121.2436 84.99531 104.0172 102.0032 98.51528 86.44386 97.89453 87.9176 95.24699 106.6094 150.2335 99.45527 153.2826 43.31146 142.6336 45.31738 77.88171 88.60843 109.1713 81.30586 104.0723 106.7522 90.88149 95.76737 97.83974 90.31506 56.14008 95.448 101.8761 89.92088 106.9091 121.4034 68.75639 73.95328 72.00853 112.7831 98.72133 106.943 119.0653 123.2668 128.7891 127.2056 112.7198 120.3319 114.3954 154.6196 164.5133
5.315073 179.5904 0 22.05108 14.56022 22.94559 6.708204 8.602325 21.54066 26.84992 25.63201 31.7805 34.88911 39.57903 30 34.66987 21.9545 42.54409 24.69818 46.14109 29.20616 44.10341 32.72002 26.83282 48.54894 32.20248 33.61547 144.8566 53.82379 47.76243 49.57822 51.86307 53.8145 41.67733 43.41659 57.31492 50.44799 66.81377 62.36986 60.87693 47.01064 49.73932 65.56761 48.8467 47.59464 47.32071 63.65532 60.41872 50.12235 76.05919 79.24645 77.61483 83.82869 84.62007 89.9778 61.52235 89.82761 68.41053 77.48046 73.00685 89.05195 97.39425 74.09453 74.63094 76.30531 102.2803 105.1772 89.67999 82.86133 110.3387 90.75792 90.24965 111.3036 96.79876 99.92497 97.52948 112.681 102.8227 100.896 113.1459 104.9405 103.5761 107.5639 106.9626 115.4513 120.3536 115.8792 114.826 124.3352 116.3787 145.9623 194.3708 184.368 183.4973 154.0755 217.2004 230.6014 242.2003 241.4477 201.6135 243.6235 209.1745 243.5159 254.126 283.6515 253.5587 289.3443 218.8173 289.4416 222.8048 245.0833 253.2089 229.7357 224.8044 264.4304 232.7939 256.7255 259.5381 260.7417 258.6788 234.3608 261.2536 265.7169 260.3767 270.4071 245.4532 240.1041 241.4063 243.1532 279.7235 256.6578 282.0815 290.528 294.2941 297.8607 297.5485 288.5706 295.7865 290.429 287.9181 297.9551
26.4764 173.8884 22.05108 0 36.0867 3.041381 19.52562 17.86757 6.800735 47.41937 7.762087 52.28049 55.17699 59.68459 16.62077 53.91892 37.35305 62.13896 40.06557 65.62202 21.86893 62.88901 49.4252 24.62214 67.59623 47.76243 47.72054 123.1599 72.29281 64.88451 66.88236 68.6345 70.95245 34.51449 56.40257 74.17715 65.74382 84.27888 79.50629 77.77692 41.60829 62.69968 82.23966 59.77667 57.43257 56.22277 79.60057 74.80726 59.66574 93.39834 95.6883 93.37592 100.1249 100.3816 105.4743 66.6352 105.9682 75.89631 89.29803 83.01355 103.646 112.5052 83.41013 83.06641 83.60771 117.2902 119.9708 100.5796 90.63802 124.6721 98.69777 97.08888 124.8169 105.0488 109.1387 104.2125 124.4639 109.8237 106.903 103.64 110.3687 108.1677 114.5044 112.7619 124.949 131.001 124.2508 122.7324 134.618 123.9849 157.5032 177.1334 168.0153 167.4171 164.0625 203.5197 215.8223 228.4409 228.0159 205.4562 230.4466 212.7079 230.6431 240.8698 268.1729 241.1478 274.0351 214.8936 275.3468 218.3283 234.8554 242.3515 234.2773 226.246 252.6576 236.7768 246.0046 248.4074 249.4444 248.3794 229.6546 250.4346 254.4738 250.4681 259.0179 250.1144 237.5021 239.6336 240.6429 268.7885 256.8774 273.0664 280.4055 284.0216 287.1032 287.0773 279.7271 286.7362 281.6332 292.4297 302.6326
12.5 179.8165 14.56022 36.0867 0 36.50342 17.11724 19.23538 34.23449 12.64023 38.32754 17.49286 20.67003 25.387 40.49691 21.2132 15.29706 28.6007 17.02939 32.20248 37.21559 30.6558 21.84033 32.80244 34.82815 22.56103 25.17936 157.7127 40.36087 35.40127 37.01351 39.60359 41.23106 47.42362 34.71311 44.82187 39.35734 53.74086 49.57822 48.27007 51.08816 40.5216 53.00734 41.30375 41.02743 41.51205 51.61395 49.56046 43.54595 62.93648 66.6033 65.4069 71.21271 72.30875 77.75549 57.31492 77.23341 62.1289 67.84705 64.7611 77.38378 85.31269 66.28725 67.41249 69.8033 90.20671 93.20005 80.35235 75.80237 98.57801 83.36066 83.60024 100.0125 89.05055 91.48224 90.79648 102.4158 95.76273 94.53042 116.7647 98.86607 98.0816 100.449 100.6032 106.5692 110.6933 107.7033 106.9626 114.8532 108.683 135.5323 202.8004 192.1412 191.0635 144.5035 222.7914 236.9662 247.7519 246.757 195.4789 248.7352 203.1908 248.4029 259.2605 290.4065 258.0698 295.9529 217.5891 295.1088 221.9234 248.0504 256.594 223.0284 220.0568 268.4382 226.4178 260 263.0969 264.4168 261.6449 233.5744 264.5822 269.3359 263.0589 274.1168 238.6099 237.8949 238.6483 240.8699 283.0758 252.5495 284.0599 293.2652 297.1279 301.0332 300.5159 290.4083 297.7484 292.2277 281.0315 290.942
27.68122 170.8486 22.94559 3.041381 36.50342 0 19.55761 17.67767 4.301163 47.3964 4.743416 52.19674 55.01136 59.43904 13.58308 53.50234 36.50342 61.74545 39.14716 65.18052 19.03943 62.30258 48.56439 22.14723 67.04103 46.73863 46.48118 121.9288 71.58561 63.95506 65.97348 67.61862 69.98928 31.53569 54.90446 73.14711 64.50194 83.31735 78.50159 76.73656 38.65876 61.14327 81.13945 57.98707 55.53602 54.23329 78.38686 73.37397 57.71698 92.38236 94.50132 92.08047 98.9002 99.06592 104.1023 64.2067 104.702 73.63763 87.45697 80.98457 102.1384 111.0561 81.30498 80.87198 81.30191 115.8156 118.4578 98.59513 88.3544 123.0818 96.40799 94.70216 123.1097 102.774 106.9509 101.7964 122.5337 107.4244 104.4246 100.6206 107.8378 105.577 112.0915 110.2565 122.762 128.9283 121.9529 120.3931 132.5 121.6162 155.5008 174.6783 165.445 164.8158 161.8804 200.715 213.1068 225.6468 225.1988 202.7375 227.613 209.9675 227.7905 238.0431 265.5318 238.2698 271.3782 211.8691 272.585 215.2963 231.8804 239.4002 231.5939 223.3887 249.7478 234.0566 243.0483 245.4679 246.5122 245.4082 226.6197 247.4827 251.5398 247.4843 256.0908 247.4344 234.5005 236.6527 237.6431 265.843 253.9611 270.0602 277.4311 281.0525 284.1522 284.1155 276.7174 283.7316 278.6225 289.7302 299.9421
11.80042 173.0357 6.708204 19.52562 17.11724 19.55761 0 2.236068 17.11724 27.90655 21.2132 32.75668 35.65459 40.18084 24.18677 34.53983 19.10497 42.72002 21.93171 46.23851 22.67157 43.68193 30.88041 20.12461 48.33218 29.73214 30.4795 140.644 53.23533 46.32764 48.25971 50.26706 52.43091 34.98571 40 55.80323 48.10405 65.67709 61.03278 59.40539 40.31129 46.40043 64.00087 44.77723 43.16538 42.61748 61.7171 57.75783 45.64263 74.88658 77.62087 75.65753 82.14773 82.68951 87.94492 56.08921 88.09086 63.56886 73.96095 68.88396 86.62707 95.21486 69.77822 70.07694 71.47377 100.0712 102.8846 85.92148 78.18568 107.8709 86.16264 85.3815 108.5196 92.30926 95.70789 92.65528 109.2886 98.04336 95.88013 106.4378 99.81232 98.27004 102.7862 101.9215 111.3643 116.619 111.4854 110.3087 120.5 111.79 142.5623 188.2153 178.069 177.1588 150.2107 210.6015 224.0893 235.6014 234.8276 196.3288 236.9882 203.8366 236.8649 247.4934 277.2004 246.8866 282.873 212.4241 282.8588 216.3631 238.3753 246.5023 224.6132 219.1073 257.7377 227.561 250.018 252.8339 254.0399 251.9707 227.9035 254.5465 259.014 253.671 263.7063 240.3658 233.8568 235.2573 236.9175 273.017 250.7873 275.3924 283.8212 287.5865 291.1529 290.8404 281.8865 289.0973 283.7464 282.8223 292.898
13.82932 171.5885 8.602325 17.86757 19.23538 17.67767 2.236068 0 15.0333 29.71875 19.10497 34.52535 37.36643 41.83898 21.9545 36.05551 20 44.27189 22.80351 47.75982 20.61553 45.08264 31.95309 18.38478 49.76947 30.61046 31.1127 138.4883 54.56189 47.4368 49.39636 51.31385 53.53504 33.12099 40.45986 56.85948 48.9183 66.82275 62.1289 60.46487 38.62642 46.8615 65.02136 44.94441 43.17696 42.5 62.62587 58.43305 45.62072 76.00658 78.60025 76.53471 83.10385 83.56568 88.78163 55.54278 89.02247 63.32456 74.28249 68.96376 87.33413 95.99572 69.77105 69.96031 71.22149 100.8377 103.6207 86.13071 78 108.5432 86.00581 85.09407 109.0802 92.19544 95.71311 92.358 109.6221 97.78804 95.50916 104.6518 99.38058 97.74457 102.528 101.5332 111.4136 116.8118 111.4002 110.1681 120.6493 111.6154 142.8741 186.0376 175.9249 175.0264 150.3338 208.6001 222.0293 233.6001 232.8454 195.7805 235.0217 203.2585 234.917 245.5239 275.1107 244.9694 280.7926 211.1421 280.8446 215.0349 236.603 244.6878 224.145 218.3232 255.8637 227.0352 248.2136 251.002 252.1968 250.1962 226.559 252.7362 257.1755 251.9246 261.8587 239.9133 232.6972 234.173 235.7669 271.2018 249.8925 273.7152 282.0647 285.8199 289.3527 289.0602 280.2231 287.4197 282.0869 282.3612 292.4556
26.61297 167.7342 21.54066 6.800735 34.23449 4.301163 17.11724 15.0333 0 44.53959 4.123106 49.25444 51.97355 56.30719 10.77033 50.21952 32.89377 58.46366 35.4683 61.84658 15.13275 58.84254 44.90212 17.88854 63.60031 42.95346 42.54409 123.5887 68.00735 60.21005 62.24147 63.80526 66.21178 28.01785 50.80354 69.31811 60.53924 79.52911 74.68601 72.89719 35.01428 57.00877 77.25571 53.75872 51.27621 49.95248 74.43118 69.29426 53.4439 88.54942 90.55385 88.06851 94.9276 95.03976 100.0435 59.94164 100.7025 69.33974 83.2059 76.6942 98.01148 106.9555 77.00649 76.57095 77.00974 111.7016 114.3252 94.31066 84.0595 118.9144 92.11406 90.42677 118.897 98.47842 102.6499 97.52948 118.2582 103.1528 100.1798 98.03061 103.6171 101.3903 107.8239 106.0236 118.461 124.6315 117.6605 116.1077 128.2 117.3371 151.2118 174.0919 164.5749 163.8635 157.5793 199.1381 211.8136 224.1004 223.5733 198.6555 225.9283 205.9083 226.0354 236.381 264.4431 236.4149 270.2446 208.5402 271.1364 212.0424 229.5705 237.2177 227.4785 219.4926 247.7588 229.9761 240.8402 243.3434 244.4223 243.1182 223.4032 245.2959 249.4407 245.1204 254.0236 243.316 231.0195 233.0772 234.1527 263.6865 250.1864 267.5407 275.1191 278.7705 281.9663 281.8731 274.1697 281.2231 276.067 285.6295 295.8331
25.13443 176.9119 26.84992 47.41937 12.64023 47.3964 27.90655 29.71875 44.53959 0 48.47596 4.934262 8.054977 12.76675 48.91162 9.09025 15.55832 15.97511 15.09223 19.57195 44.05423 18.26866 13.51522 38.63091 22.25639 15.81784 19.34066 166.8616 27.88094 23.83029 25.21459 28.00733 29.33167 51.78448 27.0751 32.93593 28.86775 41.39736 37.42884 36.25786 53.86017 31.86227 40.98119 34.28958 35.01465 36.20809 39.97576 38.94238 37.32134 50.53348 54.44057 53.51884 59.0462 60.31621 65.792 52.49412 65.05759 55.23253 57.88534 56.0439 65.77579 73.4032 57.91426 59.52535 62.48077 78.28444 81.3249 70.4566 67.85955 86.81532 74.9966 75.85835 88.53968 80.31583 82.15963 82.87204 91.62924 87.50423 86.8582 117.3191 91.3775 91.08428 92.0919 92.8589 96.77177 100.2934 98.43811 97.94709 104.5597 99.78436 124.501 207.1805 195.9312 194.6617 134.0246 224.434 239.2809 249.2845 248.0701 187.3493 249.8626 195.1539 249.3266 260.3817 292.9647 258.6278 298.363 213.3031 296.6423 217.9117 247.2578 256.1481 214.4003 212.9264 268.5182 218.0286 259.4473 262.789 264.2091 260.8158 229.6057 264.0663 269.0666 261.9767 273.9172 229.8515 232.7409 233.0473 235.6478 282.5388 245.8418 282.3155 292.1646 296.1046 300.3011 299.6036 288.5291 295.9624 290.311 272.1775 281.9848
