0 181.7796 2.603417 3.073181 24.41539 36.08016 40.54353 37.77271 35.03371 45.00123 26.76025 28.94439 43.98232 26.42495 48.31034 38.83441 29.34185 43.2833 41.93381 44.13741 31.55595 45.90146 35.15837 48.67694 42.90817 40.03471 45.04936 38.62785 131.7148 39.12941 47.42479 45.85605 49.61295 45.6192 48.63583 67.536 61.37137 41.83831 44.39532 52.81519 56.20004 57.74459 46.93731 48.34712 73.22059 58.45891 62.10028 62.23834 76.87508 61.34148 92.16567 80.49914 63.45952 65.07517 68.20272 64.00347 102.372 70.41622 80.81323 90.56919 100.8982 78.57763 74.84057 99.84001 110.8646 103.0022 101.6339 101.039 82.51734 89.29415 116.4522 121.3979 124.9364 129.5519 120.7909 95.15484 116.4536 122.3565 108.241 134.1148 139.8432 111.1086 131.5856 136.2731 125.5287 139.3321 141.2909 131.3486 157.0893 130.3436 186.2197 177.0035 176.37 199.3773 216.6571 217.636 229.2948 230.8443 237.4579 227.6462 233.2705 234.334 237.4832 231.373 234.1866 235.4969 238.2522 208.7529 239.5872 216.1335 223.7479 232.0221 249.3841 277.0723 245.0234 241.1979 247.4073 282.9113 220.9376 252.2124 284.3198 238.3725 224.5494 237.3349 230.4722 240.0558 261.5811 235.9579 260.4383 259.6121 263.563 253.1401 243.1428 245.0009 246.2564 269.5688 274.0781 275.6452 276.3603 273.6642 279.7557 306.166 261.5729 276.8038 286.0777 284.944 287.5931 288.6948 295.5472 302.0106 300.7462 292.736 305.6911 304.3231 304.3435 298.6483 304.2712 306.5285 301.0322 308.3658
181.7796 0 180.1059 179.4199 181.565 181.4507 177.9394 176.8006 174.5931 177.6983 170.1732 169.8442 175.0572 160.1444 175.205 170.4878 157.0734 170.1892 167.1707 167.0394 152.81 163.6344 149.6397 149.2613 160.0948 148.2035 158.6337 145.6548 170.5513 143.9616 154.5616 152.1035 153.126 150.436 151.018 162.0626 158.0223 139.963 137.813 149.4753 148.9378 143.3332 134.867 133.5687 151.7144 137.8954 139.5346 137.0912 148.9227 133.4284 155.1709 146.2119 129.878 129.7783 126.3901 119.4088 154.2576 123.9141 133.9401 142.0866 150.6008 126.0391 121.1994 146.7437 152.2495 148.4422 145.6363 143.0608 118.8367 121.7998 151.0194 147.9745 151.9202 153.6495 144.3819 110.9894 136.1612 141.739 120.1494 151.3393 148.4183 74.26916 122.4949 126.0437 108.3243 127.1595 128.3966 98.14086 126.5046 70.65204 113.3528 99.68848 96.40306 77.51335 88.68334 91.17667 88.01388 90.95315 102.3418 83.34593 94.09214 96.05217 99.78205 87.70157 93.05218 95.48989 97.89102 86.90244 100.3233 88.24803 62.28577 71.6587 105.44 149.1434 94.83201 84.6441 95.51783 152.1553 42.3198 100.8435 141.6153 71.69756 44.17576 109.3516 81.20933 106.8485 104.1186 54.91739 99.66361 96.9241 104.4049 121.4538 67.86566 73.19354 71.11414 99.41124 107.7836 107.391 109.4445 102.0291 110.9972 156.9138 98.15229 103.5054 119.6701 116.7349 116.8949 113.3301 154.3829 122.6804 120.7921 111.9132 164.2475 124.1497 123.6451 117.9113 122.8359 126.0898 120.414 126.8024
2.603417 180.1059 0 4 22.36068 33.95585 38.27532 35.4683 32.65348 42.72002 24.20744 26.40076 41.62932 26.20115 45.96134 36.35932 28.99138 40.81666 39.40812 41.6173 30.80584 43.34167 34.4093 48.82622 40.31129 39.62323 42.44997 37.73592 132.7644 38.01316 44.82187 43.26662 47.01064 43.04649 46.04346 65 58.79626 40.26164 43.01744 50.21952 53.60037 55.17206 45.35416 46.84015 70.62749 55.9464 59.5399 59.70343 74.27651 58.87274 89.59464 77.89737 61.03278 62.62587 65.77614 62.00806 99.79664 68.00735 78.23043 87.9659 98.31073 76.05919 72.42237 97.24325 108.2809 100.4092 99.03535 98.43723 80.05623 86.76405 113.864 118.8024 122.3479 126.9655 118.1905 92.69844 113.8508 119.7539 105.6788 131.5219 137.2443 109.7862 129.0039 133.6834 123.0041 136.7406 138.6975 128.8759 154.5035 128.1327 186.0349 176.6557 175.9751 198.612 215.9271 216.9332 228.4426 230.0196 236.733 226.7421 232.4672 233.5487 236.7203 230.4951 233.3586 234.6913 237.4532 206.4001 238.8101 213.7969 222.5691 230.8914 248.5739 276.6006 244.1004 240.1604 246.4655 282.4131 219.1073 251.2946 283.6345 237.154 222.7667 234.9491 228.2542 237.6973 260.5883 234.1965 259.3839 258.5208 262.5452 250.7491 241.2074 243.0021 244.314 268.3473 272.9469 274.4755 275.2204 272.4151 278.5818 305.418 259.4345 275.5181 284.9649 283.7904 286.3861 287.3661 293.1644 300.5491 299.2532 290.9351 303.3006 302.8197 302.8077 296.84 302.6723 305.0102 299.2161 306.7507
3.073181 179.4199 4 0 26.30589 37.85499 42.05948 39.21734 36.30771 46.48656 27.45906 29.68164 45.31004 23.37734 49.64317 39.82462 26.31539 44.29447 42.72002 44.94441 28.6531 46.50269 32.24903 45.60702 43.18565 37.01351 45.27693 35.77709 128.9146 36.40055 47.42362 45.60702 49.57822 45.22168 48.41487 68.24222 61.84658 39.45884 41.83898 52.63079 56.0803 57.32132 44.55334 45.89118 73.51035 57.70615 61.58734 61.58328 77.07788 60.41523 92.64988 80.62258 62.39391 64.07808 67.13047 62.07254 102.8192 69.28925 80.44874 90.60905 101.2373 77.82673 73.73602 100.0612 111.2376 103.2763 101.8234 101.1495 81.5414 88.58894 116.7776 121.6306 125.2557 129.8932 120.9339 94.15413 116.3873 122.4296 107.7033 134.3801 140.0143 108.4666 131.1869 135.9531 124.7798 139.0324 141.0142 130.3879 156.7233 128.7245 183.1529 173.9556 173.3299 196.4351 213.7019 214.6718 226.3846 227.9232 234.5005 224.7576 230.3411 231.3979 234.5389 228.4732 231.2666 232.5683 235.3211 207.4247 236.6479 214.7651 221 229.246 246.4569 274.0455 242.1425 238.3716 244.5348 279.8901 218.7419 249.3291 281.3485 235.648 222.2993 236.0887 228.8493 238.7384 258.732 233.6835 257.6199 256.8132 260.7259 251.9064 241.0747 243.0185 244.197 266.845 271.3006 272.8897 273.5877 270.9576 277.0027 303.215 259.8043 274.1209 283.2896 282.179 284.8596 286.0406 294.2884 299.4546 298.2155 290.5017 304.4524 301.8009 301.8485 296.422 301.8319 304.0185 298.8147 305.9412
24.41539 181.565 22.36068 26.30589 0 11.7047 16.64332 14.21267 12.5 21.09502 11.40175 12.04159 20.61553 43.64058 24.80143 17.49286 45.59057 21.40093 21.47091 23.32381 45.17743 26.16295 48.37355 66.48308 25.70992 55.00909 27.89265 50.47772 153.2027 49.20366 31.57531 32.06244 33.73426 33 34.23449 46.09772 41.34005 47.42362 51.6188 37.65634 40.26164 43.8511 51.85557 53.90733 53.77082 47.01064 48.50773 49.70412 57.80138 51.0098 71.29095 61.77378 54.08327 55.00909 58.51923 62.39391 81.53721 61.03278 65.14599 72.06941 80.60397 65.76473 65 80.16389 90.28688 83.00602 82.0975 81.93832 71.25307 75.70997 96.04686 101.4002 104.4844 108.9599 101.2571 83.60024 98.11218 103.1746 92.97311 113.8508 120 115.7627 115.0391 119.1858 111.4002 122.0901 123.8911 118.6634 140.0856 123.1016 200.0625 189.6503 188.6511 208.4206 225.9259 227.1387 237.4068 239.2008 246.683 235.2871 241.8119 243.0329 246.3707 239.2405 242.5 244.0082 246.8117 198.1338 248.339 205.7954 228.7378 237.4561 257.8003 288.3393 252.4143 247.5096 254.612 293.943 218.4765 259.6247 293.7443 242.8868 222.6859 225.8997 222.2251 229.1724 268.2466 234.3075 266.5108 265.3243 269.9815 241.5349 239.1506 240.1041 242.1538 273.9275 279.3421 280.5153 281.5284 277.7229 284.5688 314.9771 254.5 280.4679 291.4876 289.9465 292.0428 291.8617 283.9835 303.6798 302.0637 290.3537 293.9409 305.5112 305.1598 296.152 304.3493 307.5406 298.4263 308.2402
36.08016 181.4507 33.95585 37.85499 11.7047 0 5.830952 5 6.946222 9.899495 15.65248 14.42221 10.29563 53.3526 13.95628 11.18034 54.94088 13.15295 15.0333 16.03122 53.75872 19.50641 56.64804 75.69016 21.58703 63.56886 23.34524 58.18075 163.2616 56.35601 27.45906 29.41088 29.27456 31.01612 30.80584 36.35932 32.89377 53.00943 57.55432 33.24154 35.01428 39.69598 56.85068 59.03389 45.23346 44.14748 44.18144 45.96194 49.39636 48.50773 61.46381 53.48832 51.92302 52.39275 55.91511 63.81222 71.62697 58.46366 58.69412 63.69458 71.02112 61.0082 61.98387 70.95245 80.45214 73.57309 72.94518 73.04489 67.18631 70.17834 86.26703 91.80959 94.62558 99.00126 91.92388 79.00633 89.47067 94.02127 86.12201 104.0433 110.3857 118.6002 107.2241 111.0462 104.9238 113.8464 115.5509 112.8716 131.8542 120.0708 206.4558 195.5323 194.3689 212.5454 230.088 231.4066 240.9834 242.8868 250.7559 238.6483 245.5769 246.8684 250.2848 242.6953 246.1549 247.7519 250.5694 192.8419 252.183 200.6103 230.8679 239.7642 261.4575 293.2764 255.6013 250.1999 257.7038 298.7565 217.0829 262.8003 297.7919 244.7386 221.5626 220.1033 218.0023 223.6359 271.0429 233.2402 269.0297 267.6752 272.6555 235.6095 236.9346 237.4468 239.8739 275.6089 281.4409 282.4231 283.5758 279.2508 286.4389 318.6891 250.7414 281.8 293.6256 291.8938 293.721 292.927 277.9797 304.0001 302.2193 288.7616 287.8285 305.5969 305.068 294.4911 303.9054 307.5374 296.7073 307.6898
40.54353 177.9394 38.27532 42.05948 16.64332 5.830952 0 3 6.576473 4.472136 17.11724 15.29706 4.472136 55.68213 8.252946 7.81025 56.99561 8.062258 10.77033 11.18034 55.31727 14.71394 57.97413 77.46612 17.88854 65 19.31321 59.13544 165.4654 57.00877 23.4094 25.94224 25 27.78489 26.92582 30.52868 27.20294 52.83938 57.50217 28.86174 30.26549 35.27554 56.30275 58.5235 39.48426 40.16217 39.62323 41.59928 43.65776 44.59821 55.64351 47.75982 48.10405 48.38388 51.87003 61.40033 65.81554 54.40588 53.33854 57.93962 65.19202 56.14268 57.72348 65.12488 74.63668 67.74216 67.1193 67.2326 62.514 65.03076 80.44874 85.98256 88.81441 93.20005 86.09297 74.10803 83.67198 88.19297 80.60397 98.22932 104.561 116.5161 101.5135 105.2913 99.46356 108.0787 109.7725 107.5639 126.0832 115.5725 206.0728 194.868 193.6137 210.9207 228.4655 229.8369 239.0586 241.0145 249.0713 236.6199 243.7417 245.0673 248.5206 240.7094 244.2647 245.9045 248.7268 187.6006 250.3822 195.3927 228.2674 237.2378 259.5573 292.0137 253.4758 247.8427 255.5313 297.4253 213.0469 260.6645 296.0653 242.0021 217.6235 214.7309 213.0376 218.3232 268.7215 229.3142 266.5802 265.149 270.2758 230.2039 232.5941 232.9571 235.5099 272.7769 278.792 279.6879 280.9026 276.3494 283.6848 316.7844 245.8989 278.8122 290.988 289.1712 290.878 289.8193 272.5484 300.578 298.7315 284.616 282.3725 302.0796 301.4805 290.3188 300.1808 303.984 292.5137 303.9227
37.77271 176.8006 35.4683 39.21734 14.21267 5 3 0 3.640055 7.28011 14.14214 12.36932 6.403124 52.6925 10.63537 6.324555 54.02314 8.246211 10.04988 11.04536 52.39275 14.50862 55.08176 74.52516 16.76305 62.0967 18.43909 56.30275 162.4938 54.23099 22.56103 24.69818 24.33105 26.40076 25.96151 32.20248 28.23119 50.24938 54.88625 28.28427 30.01666 34.73754 53.82379 56.0357 40.64055 39.29377 39.20459 41.01829 44.77723 43.68066 57.40035 48.8467 47.12749 47.53946 51.05389 59.64059 67.61658 53.60037 53.75872 59.09315 66.85058 56.00893 57.07013 66.6277 76.40953 69.33974 68.60029 68.6092 62.20129 65.19202 82.20097 87.65843 90.60353 95.03289 87.66413 74.00676 84.97058 89.69392 81.25269 100 106.2544 114.6342 102.528 106.4249 100.02 109.252 110.982 107.912 127.264 115.1173 203.5903 192.4696 191.244 208.8625 226.4078 227.7586 237.1244 239.0586 247.0395 234.7296 241.7706 243.0823 246.5208 238.8012 242.3164 243.9385 246.759 187.8643 248.3974 195.6285 226.6385 235.5737 257.6141 289.8237 251.6287 246.0996 253.705 295.2606 212.2499 258.8223 294.0527 240.4413 216.7602 215.158 213.0023 218.6733 266.963 228.4426 264.8811 263.4862 268.5442 230.6754 232.0194 232.4995 234.9533 271.266 277.1895 278.1282 279.3121 274.8745 282.1348 314.8456 245.7463 277.3829 289.3804 287.6056 289.3735 288.4549 273.0546 299.392 297.5844 283.8983 282.9139 300.9503 300.3939 289.6204 299.1797 302.8766 291.8309 302.9488
35.03371 174.5931 32.65348 36.30771 12.5 6.946222 6.576473 3.640055 0 10.54751 10.54751 8.732125 9.013878 49.12484 13.34271 5.220153 50.42073 8.902247 9.340771 10.96586 48.75705 14.08013 51.44171 70.89605 15.07481 58.45725 17.00735 52.67115 158.8898 50.61867 21.0535 22.67708 23.00543 24.19194 24.25387 33.63406 28.90069 46.74666 51.3639 27.00463 29.10756 33.43183 50.40089 52.60466 41.34743 37.56661 38.00329 39.61376 45.412 41.87183 58.81029 49.41913 45.23549 45.79574 49.32798 56.87047 69.0611 51.87726 53.48131 59.70971 68.1047 55.05679 55.50901 67.6757 77.79944 70.50709 69.61501 69.48721 61.01844 64.56199 83.55387 88.90022 91.99592 96.48057 88.76514 73.0428 85.7161 90.69868 81.18035 101.357 107.5 111.7016 102.8846 106.9299 99.80606 109.8055 111.5807 107.4349 127.8124 113.6893 200.1406 189.0815 187.8776 205.752 223.2963 224.6291 234.1223 236.0365 243.9493 231.7677 238.7347 240.0339 243.4589 235.8225 239.3011 240.9071 243.7258 187.2385 245.3487 194.9667 223.9247 232.8247 254.6021 286.5961 248.7051 243.274 250.8007 292.0537 210.4002 255.9028 290.9768 237.7925 214.8377 214.7217 212.0147 218.1427 264.1212 226.5088 262.0959 260.736 265.7278 230.2894 230.411 231.0222 233.3645 268.6634 274.4964 275.477 276.6306 272.3073 279.4927 311.8346 244.615 274.8609 286.6814 284.9478 286.7756 285.9974 272.7033 297.1163 295.3494 282.1241 282.604 298.7335 298.2218 287.8667 297.098 300.6826 290.094 300.8957
45.00123 177.6983 42.72002 46.48656 21.09502 9.899495 4.472136 7.28011 10.54751 0 21 19.0263 2.828427 59.5525 4.176655 9.848858 60.74949 7.81025 11.31371 10.81665 58.85576 14.089 61.39218 81.04937 18.43909 68.44706 19.41649 62.36185 169.175 60.08328 23.32381 26.40076 24.59675 28.42534 26.92582 26.83282 24.33105 55.4617 60.17059 28.23119 29.12044 34.48124 58.66856 60.90156 36.32785 39.81206 38.60052 40.79828 40.5216 44.28318 51.77065 44.64303 47.85394 47.92703 51.34686 62.36986 61.88615 53.85165 51.0392 54.70832 61.40033 54.58938 56.921 61.49187 70.72438 64.00781 63.50591 63.73033 61.18823 63.03174 76.55064 82.1523 84.87638 89.22023 82.36504 72.44308 80.23092 84.53402 77.92946 94.3027 100.7025 117.5925 98.37174 102.011 96.87621 104.7521 106.4049 105.2331 122.7368 114.3372 208.3123 196.9236 195.6074 212.2752 229.8141 231.225 240.1687 242.1652 250.3647 237.6489 244.9204 246.2722 249.7529 241.7706 245.4002 247.0729 249.898 185.3267 251.5855 193.1522 228.8274 237.8573 260.6799 293.6114 254.4209 248.6001 256.4376 298.9712 212.2569 261.5989 297.3129 242.4397 216.9332 212.2394 211.1516 215.9282 269.5019 228.6329 267.2546 265.7593 271.0074 227.6529 231.4649 231.6571 234.3533 273.1213 279.2938 280.1148 281.3827 276.6315 284.0942 317.8886 244.1644 279.0166 291.4961 289.6066 291.2078 289.9125 269.9459 300.3759 298.4669 283.6869 279.7253 301.786 301.1187 289.3596 299.684 303.6548 291.5309 303.3826
