0 167.9732 112.4342 186.9073 92.75788 94.12793 96.0554 114.5306 131.1461 127.633 127.8047 129.0402 131.0131 131.5019 141.137 159.3623 163.5624 167.1097 243.0454 247.6451 211.0031 210.6919 271.0162 248.7211 270.4478 218.6536 285.4953 236.9219 243.2316 240.0758 254.0853 215.0404 250.309 221.0934 222.4266 221.7822 268.7036 286.7786 243.6585 248.619 253.5559 262.7274 242.6686 291.31 322.7339 298.9979 291.3124 247.1565 296.6036 254.737 269.881 299.1886 259.7539 332.9039 262.3032 310.3325 301.0202 303.7677 269.6706 314.9123
167.9732 0 72.20469 96.21986 110.9782 97.26274 93.9785 103.7736 99.61318 74.23799 79.97982 82.23319 96.36414 91.8375 57.56241 60.59532 61.30735 66.29425 89.06754 90.53154 44.67018 46.3404 111.7493 83.749 109.2986 56.93501 123.9294 70.29508 75.70545 73.5401 86.11219 90.19108 87.01361 96.60756 156.4222 106.6236 100.7315 118.8063 88.53947 89.65284 90.40178 101.6938 117.9415 123.3398 156.9633 131.2631 123.3535 115.7134 128.6592 119.0747 111.9705 131.3835 120.8381 166.8332 123.0498 142.3744 133.4336 136.1401 124.9382 146.9847
112.4342 72.20469 0 79.98281 100.1699 86.44202 84.28671 107.8525 114.92 90.84327 96.12752 99.0202 112.1985 108.8118 87.61849 103.7738 107.0644 112.7237 131.6435 136.8377 116.1077 118.423 160.3034 141.5238 160.4151 129.1395 175.3416 140.8119 144.8068 144.0626 152.643 152.7645 158.8505 159.5596 200.2987 166.6283 166.6741 184.349 160.416 161.8524 162.2375 173.7888 182.3525 188.6929 214.5951 194.5508 189.4096 182.2971 193.4244 187.1033 184.1738 198.386 189.8486 224.9361 192.2134 208.1101 201.1368 203.686 195.4789 213.0023
186.9073 96.21986 79.98281 0 176.4433 161.9253 159.2561 179.4736 182.0615 155.4614 161.4907 164.3206 178.9225 174.7606 144.5035 153.8059 155.4326 160.8607 85.08966 92.82445 120.3131 126.0605 112.8533 110.8659 116.0657 137.4818 128.5527 135.4668 134.2395 138.0699 134.2108 184.9115 156.89 190.966 252.0607 201.9041 144.2567 158.2709 169.3928 165.9663 159.7913 172.6133 210.7712 161.6114 171.0179 162.6107 163.7475 206.7232 164.503 208.1784 185.6159 173.7879 208.2937 181.0539 210.1148 179.5046 177.9754 179.8367 208.6894 184.5108
92.75788 110.9782 100.1699 176.4433 0 14.72715 17.75528 21.81456 38.54812 43.34167 40.65095 40.70626 38.76209 40.02499 61.52235 75.71658 79.52052 81.43922 199.4492 201.3944 144.4611 141.7674 222.6995 193.6311 220.0659 146.3728 234.5009 168.5052 176.5814 171.2577 189.9386 127.5813 176.5229 132.9897 130.6643 131.7004 204.155 221.5488 164.4545 171.4012 179.4018 186.0765 153.1725 226.0553 264.8345 235.8474 225.1444 158.9064 231.7952 167.1477 190.5413 231.2509 172.8135 274.2066 175.3283 243.5554 231.9353 234.7637 184.0924 247.5237
94.12793 97.26274 86.44202 161.9253 14.72715 0 3.28718 25.28574 39.54558 34.63219 33.86329 34.93645 38.53209 38.09054 51.2174 67.45286 71.50699 74.28707 185.3345 187.4587 132.4055 130.1085 209.0017 180.4159 206.5282 135.4372 221.0726 156.9805 164.8046 159.8266 177.847 121.7671 166.1544 127.5845 134.0484 127.7154 192.2051 209.7912 155.4419 161.86 169.1367 176.4687 148.7554 214.3219 252.2328 223.8353 213.5546 153.6668 220.0164 161.5424 181.711 219.9891 166.8734 261.7317 169.4134 232.1431 220.8836 223.7086 177.5243 236.2306
96.0554 93.9785 84.28671 159.2561 17.75528 3.28718 0 25.80579 39.07407 32.09751 31.75295 33.03407 37.80542 36.98986 48.28302 64.80934 68.89543 71.82039 182.0803 184.188 129.1869 126.9262 205.719 177.1306 203.2419 132.3301 217.7855 153.8059 161.6052 156.6607 174.62 119.4498 163.1058 125.3336 133.5792 125.7269 188.9881 206.589 152.5784 158.9199 166.1001 173.515 146.6624 211.1214 248.9687 220.6111 210.3669 151.4199 216.8116 159.2248 178.8638 216.8323 164.4939 258.4744 167.0367 228.9705 217.7481 220.5726 175.0321 233.0692
114.5306 103.7736 107.8525 179.4736 21.81456 25.28574 25.80579 0 16.77276 30.02988 25.10403 23.84233 17.32529 19.47606 48.53089 58.94057 62.3076 63.2326 192.8088 193.9327 132.118 128.6519 214.1763 183.7055 210.9936 131.8981 224.994 154.8568 163.3502 157.4134 177.2507 107.5924 160.8935 112.6994 109.7299 110.6643 191.0832 208.0036 147.1239 154.6699 163.6019 169.3417 132.2605 212.4421 252.9223 222.7441 211.2639 138.4031 218.2439 146.8324 172.8561 216.7552 152.6908 261.9648 155.1808 229.2749 217.0814 219.9039 164.367 233.0189
131.1461 99.61318 114.92 182.0615 38.54812 39.54558 39.07407 16.77276 0 26.74116 20.66066 17.94317 3.264274 7.778466 42.12106 47.54556 50.27432 50.07205 187.7715 188.2336 123.047 118.9673 207.495 176.1097 203.8951 121.0061 217.4714 144.4424 153.2131 146.8145 167.4575 92.08433 148.7837 96.91671 94.52781 94.29257 180.8902 197.3418 133.6746 141.6796 151.3343 156.2734 115.9511 201.7061 243.3777 212.3714 200.3188 122.39 207.5327 130.9485 158.9982 205.2962 136.9445 252.1309 139.411 217.9416 205.3357 208.1434 148.9059 221.4955
127.633 74.23799 90.84327 155.4614 43.34167 34.63219 32.09751 30.02988 26.74116 0 6.082763 8.860023 23.5372 19.30026 18.72165 32.87096 36.88944 39.72931 163.1089 164.0647 102.4817 99.30005 184.1706 153.6896 180.9655 103.2981 194.9683 125.8034 134.1063 128.4678 147.7991 87.47857 133.2128 93.46791 111.4121 94.56479 161.8 178.9539 121.3179 128.1061 136.0753 142.7733 115.1345 183.4298 223.2732 193.5006 182.3911 119.5418 189.2049 127.2354 147.5008 188.2512 132.4387 232.4204 134.9833 200.644 188.8187 191.6468 142.9353 204.5299
127.8047 79.97982 96.12752 161.4907 40.65095 33.86329 31.75295 25.10403 20.66066 6.082763 0 2.915476 17.46425 13.28533 23.50532 35.10698 38.87174 40.93362 168.7202 169.5577 107.0164 103.5978 189.4691 158.753 186.1679 107.1098 200.0751 129.9019 138.3347 132.4989 152.1821 87.98011 136.5719 93.74033 107.3287 93.98138 166.061 183.0632 123.8619 130.9659 139.3646 145.651 114.9207 187.5167 227.8236 197.7385 186.3934 119.8176 193.3093 127.7434 149.9083 192.0482 133.1503 236.8824 135.6853 204.5127 192.4903 195.3164 144.0226 208.3231
129.0402 82.23319 99.0202 164.3206 40.70626 34.93645 33.03407 23.84233 17.94317 8.860023 2.915476 0 14.71394 10.44031 25.29822 35.4683 39.07293 40.73859 170.8362 171.5779 108.4066 104.8475 191.3381 160.4618 187.9681 108.074 201.8054 131.0153 139.5206 133.5714 153.4551 87.28115 137.2615 92.92605 104.7519 92.77931 167.255 184.1613 124.1251 131.3895 140.0143 146.0749 113.8606 188.6001 229.1815 198.9095 187.4273 118.9758 194.4016 127.0028 150.0833 192.9611 132.5009 238.1832 135.0296 205.4638 193.3313 196.1556 143.5444 209.2295
131.0131 96.36414 112.1985 178.9225 38.76209 38.53209 37.80542 17.32529 3.264274 23.5372 17.46425 14.71394 0 4.527693 38.89087 44.79397 47.6456 47.68787 184.5657 185.057 120.102 116.0883 204.3769 173.0506 200.8046 118.2899 214.4149 141.6704 150.4078 144.0693 164.614 90.56765 146.2885 95.54711 95.83872 93.34077 178.1018 194.6226 131.4668 139.365 148.8707 153.9828 114.945 198.9987 240.522 209.6151 197.6424 121.1662 204.8231 129.6462 156.9092 202.703 135.5655 249.3116 138.0453 215.3303 202.7918 205.6028 147.3855 218.9167
131.5019 91.8375 108.8118 174.7606 40.02499 38.09054 36.98986 19.47606 7.778466 19.30026 13.28533 10.44031 4.527693 0 34.36568 40.80441 43.81224 44.18537 180.05 180.5599 115.8318 111.8928 199.9269 168.6565 196.3797 114.2847 210.0221 137.5936 146.2908 140.0236 160.4515 88.14193 142.5448 93.31265 97.31372 91.67879 174.0007 190.6002 128.0909 135.8496 145.1654 150.4925 113.1777 194.9897 236.34 205.548 193.6698 119.0976 200.8109 127.4644 153.675 198.8291 133.276 245.1698 135.7719 211.4334 198.9774 201.792 144.9 215.0581
141.137 57.56241 87.61849 144.5035 61.52235 51.2174 48.28302 48.53089 42.12106 18.72165 23.50532 25.29822 38.89087 34.36568 0 19.0263 23.18627 27.88094 145.7155 146.3385 83.76157 80.60397 166.0406 135.2479 162.6899 84.85281 176.5729 107.1681 115.421 109.8631 129.0817 75.05998 115.1351 81.50613 112.8971 84.85281 143.1022 160.3007 104.3409 110.6441 118.0678 125.2515 104.0797 164.7847 204.5584 174.8056 163.7834 107.1972 170.552 114.258 130.6484 169.7587 118.9475 213.699 121.4949 182.1034 170.4142 173.2426 128.5496 186.0349
159.3623 60.59532 103.7738 153.8059 75.71658 67.45286 64.80934 58.94057 47.54556 32.87096 35.10698 35.4683 44.79397 40.80441 19.0263 0 4.217241 9.129454 144.281 143.8628 75.96052 71.58911 161.8739 129.8075 157.8924 73.4983 171.0547 96.89685 105.6788 99.27831 119.967 56.14268 101.9617 62.53199 99.17943 65.9242 133.3464 149.829 88.75546 95.92292 104.6614 110.6086 85.05718 154.2077 195.8969 164.8302 152.8692 88.31902 160.0312 95.54334 114.826 158.0506 100.4117 204.6027 102.9612 170.6406 158.2561 161.0745 110.44 174.29
163.5624 61.30735 107.0644 155.4326 79.52052 71.50699 68.89543 62.3076 50.27432 36.88944 38.87174 39.07293 47.6456 43.81224 23.18627 4.217241 0 5.733439 143.5354 142.8883 74.05749 69.43318 160.4925 128.2135 156.38 70.78369 169.3644 94.32952 103.2013 96.63343 117.5896 51.93321 98.74297 58.33632 97.01031 61.90435 130.8015 147.1052 85.05265 92.38734 101.3875 107.0671 80.89676 151.4559 193.5044 162.1925 150.0481 84.1062 157.2842 91.32667 111.0457 155.0577 96.20392 202.1112 98.75343 167.686 155.1699 157.9835 106.2752 171.274
167.1097 66.29425 112.7237 160.8607 81.43922 74.28707 71.82039 63.2326 50.07205 39.72931 40.93362 40.73859 47.68787 44.18537 27.88094 9.129454 5.733439 0 147.1435 146.2469 76.39879 71.43271 163.3541 130.8398 159.0801 71.87432 171.8206 95.58723 104.5859 97.75281 119.1067 47.96342 98.75983 54.17324 91.4244 56.97296 132.0239 147.9985 83.92313 91.68627 101.2786 106.3173 76.44807 152.2946 194.9147 163.2205 150.763 80.13843 158.1254 87.62781 109.6295 155.4438 92.73536 203.3551 95.28186 168.1341 155.3716 158.1728 103.2379 171.6002
243.0454 89.06754 131.6435 85.08966 199.4492 185.3345 182.0803 192.8088 187.7715 163.1089 168.7202 170.8362 184.5657 180.05 145.7155 144.281 143.5354 147.1435 0 7.98088 75.18643 81.7435 29.35767 32.20248 31.32092 88.95504 45.10758 73.4983 67.47592 74.60399 60.15879 147.6787 92.27398 151.744 227.1131 164.8059 65.29357 75.91913 112.2309 104.9685 94.11164 105.6598 165.1339 78.64477 87.04947 78.1025 81.25269 157.7126 80.75271 155.7109 118.8697 91.21952 153.3313 97.32035 154.4021 95.39884 95.80188 97.29337 148.9228 100.3195
247.6451 90.53154 136.8377 92.82445 201.3944 187.4587 184.188 193.9327 188.2336 164.0647 169.5577 171.5779 185.057 180.5599 146.3385 143.8628 142.8883 146.2469 7.98088 0 72.57291 78.96093 23.46651 25.43281 24.31243 85.34027 38.75623 68.4078 61.80152 69.25077 53.45703 144.2663 86.3842 148.0634 224.2562 161.2097 57.766 67.99181 106.9963 99.35836 88.05166 99.29465 160.6223 70.68117 80.09046 70.15859 73.31049 152.9031 72.77198 150.5433 112.4077 83.26561 147.9118 90.41761 148.8927 87.42929 87.86445 89.33697 143.0138 92.35562
211.0031 44.67018 116.1077 120.3131 144.4611 132.4055 129.1869 132.118 123.047 102.4817 107.0164 108.4066 120.102 115.8318 83.76157 75.96052 74.05749 76.39879 75.18643 72.57291 0 6.708204 87.44411 54.58938 82.8734 17.20465 95.42226 25.94224 32.64966 29.1334 45.48055 73.00685 42.79407 77.59671 151.9268 90.37699 59.80176 77.48887 49.43714 47.71056 46.17359 58.08088 93.71488 82.03658 120.8113 91.4385 81.46779 88.05254 87.68124 88.44573 69.46222 88.60023 88.1164 129.9433 89.87213 100.3078 90.13878 92.91394 88.54942 104.6375
210.6919 46.3404 118.423 126.0605 141.7674 130.1085 126.9262 128.6519 118.9673 99.30005 103.5978 104.8475 116.0883 111.8928 80.60397 71.58911 69.43318 71.43271 81.7435 78.96093 6.708204 0 93.22109 60.20797 88.45903 11.7047 100.6357 26.90725 34.82815 29.8527 48.61152 66.30988 40.767 70.889 145.3945 83.67198 62.5 79.78165 44.51159 43.87821 44.14748 55.37209 87.15627 84.29116 124.4489 94.20191 83.45058 81.6716 90.02777 82.32289 66.0303 90.02777 82.23442 133.3501 84.0595 102.0592 91.21403 94.02127 83.25863 106.2168
271.0162 111.7493 160.3034 112.8533 222.6995 209.0017 205.719 214.1763 207.495 184.1706 189.4691 191.3381 204.3769 199.9269 166.0406 161.8739 160.4925 163.3541 29.35767 23.46651 87.44411 93.22109 0 33.10094 6.638712 97.30094 15.84913 76.63271 68.31378 76.48725 56.00636 155.5583 90.6293 158.5474 236.3941 171.7844 54.13107 58.08243 113.163 104.2936 91.48045 100.873 168.3751 59.43545 58.21891 55.29623 62.69906 159.737 59.77518 156.1163 113.1175 71.85661 152.5583 68.36463 153.1688 72.91128 76.80477 77.63744 145.7085 77.46917
248.7211 83.749 141.5238 110.8659 193.6311 180.4159 177.1306 183.7055 176.1097 153.6896 158.753 160.4618 173.0506 168.6565 135.2479 129.8075 128.2135 130.8398 32.20248 25.43281 54.58938 60.20797 33.10094 0 28.28427 64.28063 41.36572 44.59821 37.12142 44.96552 28.03712 122.8088 61.27826 126.0367 203.5352 139.2695 34.00368 47.51815 82.56834 74.49422 62.80127 73.8828 137.0497 51.08816 74.02076 54.12024 53 128.9002 54.58938 126.059 86.97701 63.00794 123.1361 84.18581 124.0202 69.76242 67.1193 69.02898 117.8007 74.8131
270.4478 109.2986 160.4151 116.0657 220.0659 206.5282 203.2419 210.9936 203.8951 180.9655 186.1679 187.9681 200.8046 196.3797 162.6899 157.8924 156.38 159.0801 31.32092 24.31243 82.8734 88.45903 6.638712 28.28427 0 92.02174 15.05161 70.85901 62.36986 70.57446 49.72404 149.9667 84.30865 152.8177 230.8509 166.0482 47.5 51.71637 106.9651 97.99595 85.08819 94.33954 162.2587 53.23533 55.80181 49.72927 56.4358 153.5293 53.85165 149.7906 106.5317 65.74192 146.1592 66.11543 146.7413 67.37059 70.66116 71.58911 139.1869 72.03471
218.6536 56.93501 129.1395 137.4818 146.3728 135.4372 132.3301 131.8981 121.0061 103.2981 107.1098 108.074 118.2899 114.2847 84.85281 73.4983 70.78369 71.87432 88.95504 85.34027 17.20465 11.7047 97.30094 64.28063 92.02174 0 103.0713 23.76973 32.89377 25.88239 47.56133 58.94065 31.65843 62.7953 139.3476 75.89466 60.15189 76.33595 32.81815 32.72929 34.9285 45.13035 77.34376 80.70936 123.0991 91.41663 79.40403 71.21271 86.53323 71.31249 55.03635 84.95881 70.91192 131.481 72.67049 97.40312 85.56284 88.39118 71.58911 101.2373
285.4953 123.9294 175.3416 128.5527 234.5009 221.0726 217.7855 224.994 217.4714 194.9683 200.0751 201.8054 214.4149 210.0221 176.5729 171.0547 169.3644 171.8206 45.10758 38.75623 95.42226 100.6357 15.84913 41.36572 15.05161 103.0713 0 80.71542 71.7554 79.93696 57.85057 159.8436 91.48419 162.2303 240.6892 175.3942 51.90872 50.79168 114.6304 105.1625 91.75578 99.5803 170.0462 51.0152 42.46521 44.30875 54.54861 160.8716 49.97979 156.4315 110.9008 62.63027 152.2884 52.55148 152.6391 61.40564 67.62592 67.97148 144.2126 65.57314
236.9219 70.29508 140.8119 135.4668 168.5052 156.9805 153.8059 154.8568 144.4424 125.8034 129.9019 131.0153 141.6704 137.5936 107.1681 96.89685 94.32952 95.58723 73.4983 68.4078 25.94224 26.90725 76.63271 44.59821 70.85901 23.76973 80.71542 0 9.219544 3.257644 23.91401 79.22752 21.42846 81.95883 160.1286 95.18929 36.47259 53.16296 38.73992 32.11099 24.35159 37.18049 92.48236 57.62812 99.34166 67.95587 56.63921 84.52367 63.41136 82.21993 50.15974 63.12686 79.90307 107.7973 81.05554 75.16512 64.40497 67.20119 76.41989 79.30952
