0 176.8083 112.4342 199.7407 185.4828 199.4407 199.4242 92.75788 94.12793 96.0554 243.0454 247.6451 211.0031 210.6919 271.0162 248.7211 270.4478 218.6536 285.4953 236.9219 243.2316 240.0758 268.7036 322.749 332.9039 262.5144
176.8083 0 84.0314 120.732 109.1281 116.5058 101.9266 114.5805 101.5253 98.24704 88.74501 89.13708 34.32736 35.09614 109.0027 79.06602 105.9035 45.23175 120.1035 60.26034 66.44137 63.4597 92.54939 150.8886 160.5191 110.7245
112.4342 84.0314 0 95.33625 79.9015 93.70984 89.84526 100.1699 86.44202 84.28671 131.6435 136.8377 116.1077 118.423 160.3034 141.5238 160.4151 129.1395 175.3416 140.8119 144.8068 144.0626 166.6741 214.6144 224.9361 192.0339
199.7407 120.732 95.33625 0 15.5 4.658475 21.15734 192.7511 178.2785 175.6424 89.20202 97.16221 133.0038 139.0144 115.0355 117.686 119.0378 150.2065 130.2952 146.2498 144.1804 148.6671 151.5957 172.5307 182.2423 222.2656
185.4828 109.1281 79.9015 15.5 0 14.04877 19.98361 177.3168 162.8685 160.2529 89.50559 97.26053 124.4237 130.1163 117.1517 115.3917 120.4294 141.5742 132.8241 139.8294 138.6732 142.449 148.7834 175.3174 185.2998 213.6428
199.4407 116.5058 93.70984 4.658475 14.04877 0 16.49906 190.3498 175.8217 173.1421 84.9237 92.87074 128.4168 134.4465 111.0512 113.1777 114.9458 145.6178 126.3959 141.5917 139.5279 144.0086 147.0644 168.7075 178.4733 217.6646
199.4242 101.9266 89.84526 21.15734 19.98361 16.49906 0 182.7033 168.027 165.1953 70.07811 77.93034 112.2543 118.3652 97.31953 97.27409 100.7545 129.4406 112.9427 125.0976 123.0445 127.5101 131.0433 155.4263 165.3796 201.4206
92.75788 114.5805 100.1699 192.7511 177.3168 190.3498 182.7033 0 14.72715 17.75528 199.4492 201.3944 144.4611 141.7674 222.6995 193.6311 220.0659 146.3728 234.5009 168.5052 176.5814 171.2577 204.155 264.84 274.2066 175.6844
94.12793 101.5253 86.44202 178.2785 162.8685 175.8217 168.027 14.72715 0 3.28718 185.3345 187.4587 132.4055 130.1085 209.0017 180.4159 206.5282 135.4372 221.0726 156.9805 164.8046 159.8266 192.2051 252.2395 261.7317 169.6955
96.0554 98.24704 84.28671 175.6424 160.2529 173.1421 165.1953 17.75528 3.28718 0 182.0803 184.188 129.1869 126.9262 205.719 177.1306 203.2419 132.3301 217.7855 153.8059 161.6052 156.6607 188.9881 248.9754 258.4744 167.3059
243.0454 88.74501 131.6435 89.20202 89.50559 84.9237 70.07811 199.4492 185.3345 182.0803 0 7.98088 75.18643 81.7435 29.35767 32.20248 31.32092 88.95504 45.10758 73.4983 67.47592 74.60399 65.29357 87.0765 97.32035 153.6001
247.6451 89.13708 136.8377 97.16221 97.26053 92.87074 77.93034 201.3944 187.4587 184.188 7.98088 0 72.57291 78.96093 23.46651 25.43281 24.31243 85.34027 38.75623 68.4078 61.80152 69.25077 57.766 80.11609 90.41761 148.0685
211.0031 34.32736 116.1077 133.0038 124.4237 128.4168 112.2543 144.4611 132.4055 129.1869 75.18643 72.57291 0 6.708204 87.44411 54.58938 82.8734 17.20465 95.42226 25.94224 32.64966 29.1334 59.80176 120.8144 129.9433 89.30845
210.6919 35.09614 118.423 139.0144 130.1163 134.4465 118.3652 141.7674 130.1085 126.9262 81.7435 78.96093 6.708204 0 93.22109 60.20797 88.45903 11.7047 100.6357 26.90725 34.82815 29.8527 62.5 124.4501 133.3501 83.52844
271.0162 109.0027 160.3034 115.0355 117.1517 111.0512 97.31953 222.6995 209.0017 205.719 29.35767 23.46651 87.44411 93.22109 0 33.10094 6.638712 97.30094 15.84913 76.63271 68.31378 76.48725 54.13107 58.24814 68.36463 152.2678
248.7211 79.06602 141.5238 117.686 115.3917 113.1777 97.27409 193.6311 180.4159 177.1306 32.20248 25.43281 54.58938 60.20797 33.10094 0 28.28427 64.28063 41.36572 44.59821 37.12142 44.96552 34.00368 74.03538 84.18581 123.1747
270.4478 105.9035 160.4151 119.0378 120.4294 114.9458 100.7545 220.0659 206.5282 203.2419 31.32092 24.31243 82.8734 88.45903 6.638712 28.28427 0 92.02174 15.05161 70.85901 62.36986 70.57446 47.5 55.82792 66.11543 145.8355
218.6536 45.23175 129.1395 150.2065 141.5742 145.6178 129.4406 146.3728 135.4372 132.3301 88.95504 85.34027 17.20465 11.7047 97.30094 64.28063 92.02174 0 103.0713 23.76973 32.89377 25.88239 60.15189 123.0965 131.481 72.11103
285.4953 120.1035 175.3416 130.2952 132.8241 126.3959 112.9427 234.5009 221.0726 217.7855 45.10758 38.75623 95.42226 100.6357 15.84913 41.36572 15.05161 103.0713 0 80.71542 71.7554 79.93696 51.90872 42.49537 52.55148 151.6979
236.9219 60.26034 140.8119 146.2498 139.8294 141.5917 125.0976 168.5052 156.9805 153.8059 73.4983 68.4078 25.94224 26.90725 76.63271 44.59821 70.85901 23.76973 80.71542 0 9.219544 3.257644 36.47259 99.3394 107.7973 80.28076
243.2316 66.44137 144.8068 144.1804 138.6732 139.5279 123.0445 176.5814 164.8046 161.6052 67.47592 61.80152 32.64966 34.82815 68.31378 37.12142 62.36986 32.89377 71.7554 9.219544 0 8.222667 27.73536 90.33425 98.92548 86.26703
240.0758 63.4597 144.0626 148.6671 142.449 144.0086 127.5101 171.2577 159.8266 156.6607 74.60399 69.25077 29.1334 29.8527 76.48725 44.96552 70.57446 25.88239 79.93696 3.257644 8.222667 0 34.29293 97.29615 105.6071 79.00207
268.7036 92.54939 166.6741 151.5957 148.7834 147.0644 131.0433 204.155 192.2051 188.9881 65.29357 57.766 59.80176 62.5 54.13107 34.00368 47.5 60.15189 51.90872 36.47259 27.73536 34.29293 0 63.03243 71.33372 99.79103
322.749 150.8886 214.6144 172.5307 175.3174 168.7075 155.4263 264.84 252.2395 248.9754 87.0765 80.11609 120.8144 124.4501 58.24814 74.03538 55.82792 123.0965 42.49537 99.3394 90.33425 97.29615 63.03243 0 10.356 152.8527
332.9039 160.5191 224.9361 182.2423 185.2998 178.4733 165.3796 274.2066 261.7317 258.4744 97.32035 90.41761 129.9433 133.3501 68.36463 84.18581 66.11543 131.481 52.55148 107.7973 98.92548 105.6071 71.33372 10.356 0 157.5032
262.5144 110.7245 192.0339 222.2656 213.6428 217.6646 201.4206 175.6844 169.6955 167.3059 153.6001 148.0685 89.30845 83.52844 152.2678 123.1747 145.8355 72.11103 151.6979 80.28076 86.26703 79.00207 99.79103 152.8527 157.5032 0
