0 188.3338 8.920202 22.47221 12.40474 13.60147 37.94733 33.01515 23.97082 47.83566 49.49747 174.2364 37.33631 61.07373 53.85455 56.60389 52.69213 56.14713 53.00147 53.5397 63.51378 60.82763 54.33231 68.10653 62.86007 63.1981 64.51744 73.568 72.49828 77.91456 69.63476 75.89796 79.09558 83.90495 94.64143 85.44004 88.02272 103.0776 100.1848 99.74467 91.02198 96.50907 97.16481 102.8251 110.164 132.8006 123.4909 139.8258 220.2045 209.4379 208.3177 159.0283 162.5123 160.44 160.5895 167.1003 173.7613 182.9645 189.8257 191.6377 199.5484 201.8167 203.1994 211.0467 275.6701 307.3969 337.5708 230.0804 261.3963 234.6828 319.966 229.9134 229.2182 233.6942 246.3757 245.2581 298.0604 249.4795 314.7191 249.7299 252.379 304.2318 332.9017 262.2637 314.661 317.5689 320.9908 326.792 320.3701 340.7804 287.4795 324.184 317.805 362.0221 297.2007 304.6326 320.1281 362.2309
188.3338 0 180.5755 190.8324 182.8984 175.0619 165.2049 184.733 164.5069 179.9694 176.6145 163.3396 157.7294 181.4451 167.9873 163.4216 136.246 160.0166 146.5365 136.567 163.0204 157.5786 143.9872 160.8053 126.6977 136.0937 132.8163 151.9691 150.1918 151.1744 120.8631 148.0962 147.2429 147.7765 167.091 134.8174 114.9174 152.8193 147.8239 144.7843 112.7365 121.0168 118.84 113.5048 131.572 66.36287 121.4491 142.0523 108.9585 94.97707 91.70621 125.2333 135.1776 122.5191 119.4049 123.2137 124.2631 126.2078 123.3794 126.7946 134.1825 136.7355 90.53379 92.48178 106.9176 149.8911 164.7086 50.24059 79.37319 52.11319 159.6666 114.2064 87.15804 112.0492 62.78567 126.8209 120.1628 75.70476 137.0754 80.85755 78.95707 126.5566 159.7764 105.4438 132.5387 135.5479 138.8201 146.4755 137.6028 161.0631 160.7489 137.2978 129.4773 182.5974 170.7026 122.7489 132.873 179.0649
8.920202 180.5755 0 28.22003 15.42972 5.67186 29.64406 36.71199 17.40259 50.3867 51.46426 166.1595 33.83741 63.68493 54.41445 56.49044 45.80554 55.44159 49.38068 47.22256 63.5466 59.94973 50.33458 67.93651 56.11707 58.8572 59.72244 72.39144 71.0547 76.76764 63.09651 74.314 77.51697 82.51985 95.26369 82.67267 83.09976 102.3805 99.03822 98.32177 86.08234 92.78454 93.25647 98.66899 107.7424 124.2367 120.4698 138.1663 211.285 200.523 199.4084 156.2153 160.2021 157.4686 157.4515 164.1005 170.7354 179.9021 186.5176 188.4584 196.564 198.9044 198.2548 206.0443 266.9984 298.5468 328.8856 222.982 253.0817 227.4695 311.1281 225.3825 223.6188 228.9798 239.148 240.8491 289.543 242.7879 306.1713 243.2636 245.7222 295.6991 324.2265 256.4247 306.2641 309.1643 312.5886 318.3124 311.9945 332.2657 283.1864 316.0742 310.0025 353.4787 293.0023 297.6833 312.6707 353.8357
22.47221 190.8324 28.22003 0 13.39586 29.15476 57.14018 12.52996 32.02499 27.8792 30.41381 193.3495 33.12099 40.45986 37.09195 41 55.6823 41.86287 46.20505 54.52064 47.12749 46.52956 48.38388 51.87003 64.4054 57.28001 59.77039 59.1291 58.69412 63.21138 69.97142 62.22941 65.26697 69.46457 76.15773 74.06079 82.2253 86.72946 84.77028 84.89994 85.14693 87.09191 88.20431 94.33981 97.21683 140.7302 111.6468 124.7688 233.0944 221.5172 220.1278 146.2033 148.5539 147.9595 148.4924 154.6173 161.2762 170.4846 177.8617 179.36 186.7705 188.8624 195.3689 203.3246 283.6212 317.4826 345.4987 229.3338 266.6027 234.3864 329.8185 220.76 223.1636 225.02 246.0772 235.6977 304.5997 247.0324 321.4585 246.4549 249.7877 310.8762 340.74 256.7942 320.2562 323.2105 326.607 332.9625 325.8006 347.1905 277.4395 327.9165 319.8828 368.6204 286.8837 302.9488 320.5448 367.7027
12.40474 182.8984 15.42972 13.39586 0 15.7668 43.774 21.40475 19.99194 35.70293 37.2005 179.9602 27.42039 49.00021 41.46312 44.29954 46.68131 43.9978 42.66269 46.50137 51.16799 48.71072 44.31888 55.78613 56.28186 53.3548 55.13703 61.50133 60.53705 65.82361 62.55528 63.98063 67.16354 71.88114 82.23672 74.09756 78.49399 90.81547 88.04556 87.69765 81.48632 85.78973 86.59276 92.43696 98.53348 130.2487 112.1728 127.8089 220.9742 209.6464 208.3448 147.5239 150.7443 149.0255 149.2764 155.6941 162.363 171.578 178.5855 180.3141 188.1005 190.3257 193.29 201.1858 273.3306 306.3744 335.2523 223.1246 257.4837 227.9427 318.8038 219.5754 220 223.5225 239.6474 234.7981 294.9182 241.7759 311.7006 241.6669 244.615 301.1531 330.5283 253.3064 311 313.9352 317.345 323.4581 316.6215 337.5885 276.8914 319.5242 312.2904 358.9463 286.5292 297.3147 313.7986 358.5259
13.60147 175.0619 5.67186 29.15476 15.7668 0 28.01785 35.90265 11.81524 48.54122 49.24429 164.2474 29.06888 61.7171 51.34503 53.03772 40.1342 51.69623 44.40615 41.57523 60.10824 56.0803 45.22168 64.36226 50.44524 53.60037 54.33691 68.30264 66.85058 72.6721 57.42822 70.03214 73.22416 78.29366 91.96739 77.87811 77.64664 98.40732 94.86833 94.03191 80.62258 87.64131 88.0568 93.39165 103.0264 119.2015 115.5206 133.7096 207.2704 196.3175 195.1442 151.307 155.4711 152.5057 152.4336 159.1242 165.7468 174.8971 181.4317 183.4121 191.5774 193.9407 192.7511 200.5287 262.0935 293.9962 323.999 217.3384 247.8326 221.84 306.5408 219.9597 218.0092 223.5173 233.5209 235.4515 284.4591 237.1181 301.1179 237.5921 240.0516 290.6303 319.3258 250.7873 301.0757 303.9819 307.4044 313.1932 306.7898 327.1792 277.8104 310.7061 304.5078 348.4207 287.6478 292.0274 307.0847 348.6463
37.94733 165.2049 29.64406 57.14018 43.774 28.01785 0 63.3877 30.57123 74.5939 74.63243 136.5258 48.02083 87.28115 74.71487 75.17978 43.90888 72.8869 59.80933 47.85917 81.9878 76.55064 59.39697 85.59498 52.8336 65.43699 64.51744 87.22528 85.27602 91.38205 59.80803 87.91189 90.90716 96.13108 113.4416 92.19544 84.97058 116.9316 112.4856 111.018 87.66413 98.47842 98.27004 102.4744 117.0304 103.7882 127.3185 148.8464 184.5047 174.4713 173.598 162.787 168.3516 163.4778 162.8895 169.8779 176.298 185.181 190.8344 193.1968 201.8602 204.4162 196.2295 203.6799 244.3809 273.7635 305.9842 210.8673 233.4609 214.7091 286.507 224.6628 218.5521 227.5016 226.2145 240.4439 268.2238 232.5511 284.5529 234.1047 235.6299 274.2353 301.4305 250.0125 285.8349 288.6694 292.1012 297.2154 291.707 310.8557 282.8816 297.6092 293.4621 331.7891 292.9919 285.8129 298.0772 333.2975
33.01515 184.733 36.71199 12.52996 21.40475 35.90265 63.3877 0 34.60925 15.40292 17.88854 197.8911 28.42534 28.28427 24.95621 29.15476 52.47062 30.5041 38.34262 50.28419 34.9285 35.01428 40.81666 39.65476 59.87255 49.1935 52.15841 47.32071 47.09565 51.27715 64.53681 50.62114 53.5672 57.54289 63.63175 63.07139 73.38937 74.33034 72.53275 72.78049 76.2168 76.65507 77.92946 84.17244 85.51088 137.9058 100.1798 112.5 232.723 220.6616 219.1056 134.3577 136.4524 136.1947 136.8247 142.8373 149.4824 158.6758 166.1679 167.5858 174.8682 176.9181 184.8783 192.8515 280.0714 315.107 341.8086 221.5513 261.5989 226.7907 327.2786 209.7863 213.2346 214.1892 238.4471 224.578 300.2166 238.4659 317.1503 237.5479 241.1545 306.5371 337.0074 247.0127 315.3348 318.308 321.6848 328.3245 320.7819 342.6576 266.1349 322.0221 313.1932 364.1566 275.4946 294.5929 313.0815 362.6379
23.97082 164.5069 17.40259 32.02499 19.99194 11.81524 30.57123 34.60925 0 44.26342 44.12029 163.2845 18.85206 56.7609 44.28558 45.09767 28.73656 43.15206 33.40219 29.86135 52.05574 47.18686 33.95585 55.95802 38.9571 42.06899 42.63918 58.80689 57.14018 63.12555 45.83448 60.14399 63.29227 68.45612 83.84748 67.01194 65.87412 88.94268 85.05292 84 68.84475 76.21155 76.55064 81.78508 92.22822 110.4219 104.3389 123.2901 201.175 189.7416 188.414 140.1572 144.5844 141.277 141.1283 147.8733 154.4759 163.6001 170.0254 172.057 180.2998 182.6937 180.9447 188.7185 253.507 286.3867 315.4327 206.1233 238.1953 210.7135 298.8228 208.1962 206.2164 211.7291 222.4059 223.7058 275.3256 225.6515 292.0694 226.0212 228.5676 281.5401 310.7206 239.0323 291.6105 294.5345 297.9501 303.9395 297.2709 318.0202 266.0802 300.6447 293.984 339.3408 275.9352 280.7112 296.1719 339.1626
47.83566 179.9694 50.3867 27.8792 35.70293 48.54122 74.5939 15.40292 44.26342 0 3.640055 206.0462 31.48412 13.31353 12.73038 17.55705 54.37943 20.35313 34.82501 51.02205 21.52324 23.87991 37.5 26.00481 59.55786 44.19559 47.74149 34.67708 35.01785 38.18284 62.71563 38.39596 41.02878 44.35737 48.32442 51.90617 65.94126 59.68459 58.36309 58.91731 68.52919 66.2816 67.83251 74.15693 72.50077 137.8632 87.55141 98.11473 235.0941 222.4938 220.7408 120.8389 122.403 122.8302 123.6457 129.4266 136.0303 145.1766 152.8726 154.1371 161.1639 163.1295 173.6124 181.5925 278.3222 314.7661 339.7443 214.2668 258.0044 219.755 326.7055 197.6714 202.7862 202.3024 231.3271 212.1965 297.3386 230.0005 314.3337 228.5853 232.5849 303.7026 334.897 236.7192 311.7191 314.7114 318.0556 325.0558 317.0272 339.5004 253.3973 317.1001 307.2104 361.0544 262.6071 286.3149 306.0315 358.7513
49.49747 176.6145 51.46426 30.41381 37.2005 49.24429 74.63243 17.88854 44.12029 3.640055 0 204.9569 30.06659 12.64911 9.100137 13.92839 52.29994 16.80774 32.00244 48.74936 18 20.24846 34.66987 22.54994 57.02095 41.03657 44.63743 31.10064 31.40064 34.66684 59.90826 34.79224 37.45368 40.86613 45.79301 48.27007 62.43397 56.61272 55.10898 55.57877 65 62.64184 64.19502 70.5195 69.01288 135.1518 84.02381 94.95394 232.723 220.0323 218.2458 117.4564 119.1438 119.4194 120.204 126.0258 132.6386 141.7956 149.4561 150.7481 157.8276 159.8124 170 177.9804 275.2889 311.9229 336.659 210.706 254.7509 216.2082 323.826 194.1151 199.1507 198.7285 227.774 208.6661 294.1598 226.3846 311.1595 224.9556 228.9655 300.5279 331.8065 233.0821 308.4543 311.4482 314.7885 321.8276 313.7467 336.283 249.9097 313.7041 303.7269 357.8407 259.1394 282.703 302.4764 355.4522
174.2364 163.3396 166.1595 193.3495 179.9602 164.2474 136.5258 197.8911 163.2845 206.0462 204.9569 0 174.9334 216.9274 201.7385 200.1518 155.4508 196.7339 178.5907 160.0393 205.4383 198.5319 176.6073 207.2983 155.7018 176.6325 173.3855 204.2846 201.8076 207.1716 157.7081 202.8082 204.7396 209.1451 231.6611 198.7431 178.9075 227.5973 221.7508 219.0635 179.7604 195.2755 193.6563 193.6309 216.4068 112.4342 218.3062 244.9672 92.75788 94.12793 96.0554 245.0818 254.1701 243.9897 241.8313 248.4383 252.9846 259.366 260.9204 264.247 273.311 276.1774 243.0454 247.6451 174.5615 183.2508 225.7813 211.0031 186.2447 210.6919 195.8372 271.0162 248.7211 270.4478 218.6536 285.4953 203.5286 236.9219 215.5649 243.2316 240.0758 207.6861 222.4266 268.7036 224.5056 226.5446 229.5868 230.122 230.5238 240.1934 322.7339 246.9701 254.6375 257.2907 332.9039 273.1451 269.466 266.0267
37.33631 157.7294 33.83741 33.12099 27.42039 29.06888 48.02083 28.42534 18.85206 31.48412 30.06659 174.9334 0 42.04759 27.52839 27.313 24.09762 24.86966 15.68937 21.92031 34 28.6007 17.02939 37.58324 31.65526 26 27.72183 39.96561 38.28838 44.27705 36.89173 41.30981 44.46847 49.61896 65.45991 48.8467 51.08816 70.0928 66.21933 65.21503 54.08327 59.22837 59.84146 65.49046 73.96471 109.4806 86.64872 104.7008 204.8414 192.5848 190.9692 122.3797 126.417 123.6487 123.6649 130.2862 136.927 146.1027 152.7911 154.69 162.752 165.0818 166.0482 173.9236 251.7459 286.6853 313.5233 196.5121 233.8247 201.4795 298.8532 192.6024 192.585 196.4306 213.1783 207.9282 272.1507 214.7044 289.0576 214.4411 217.5133 278.4547 308.7322 225.8877 287.5258 290.4892 293.8771 300.3748 293.0273 314.6621 250.1432 294.8631 286.7647 336.1339 259.8678 270.4163 287.5622 334.9153
61.07373 181.4451 63.68493 40.45986 49.00021 61.7171 87.28115 28.28427 56.7609 13.31353 12.64911 216.9274 42.04759 0 15.90008 19.23538 63.00505 23.03259 41.11151 59.06353 18.43909 24.20744 43.65776 21.27205 66.51859 48.37355 52.15841 30.64719 31.90611 32.97156 68.44706 34.67708 36.55285 38.5047 37 48.76474 66.52819 50.24938 50.01 51.15662 68.76772 63.52952 65.36819 71.58911 65.8694 143.5897 81.21576 88.74824 242.157 229.1976 227.3043 112.8007 113.4868 115.0174 116.1077 121.501 128.0039 137.0328 145.0004 146.0308 152.6397 154.4668 168.3449 176.2981 282.0638 319.5844 343.1062 213.1783 260.2191 218.8927 331.3174 191.2492 198.3658 196.1556 230.3411 205.387 300.0833 227.6532 317.0982 225.7189 230.1206 306.4719 338.2277 232.3688 313.793 316.7965 320.1059 327.4095 318.9687 341.9273 246.0302 317.991 307.1319 363.4969 255.024 284.0158 304.9262 360.5083
53.85455 167.9873 54.41445 37.09195 41.46312 51.34503 74.71487 24.95621 44.28558 12.73038 9.100137 201.7385 27.52839 15.90008 0 4.828302 47.21735 7.972609 25.237 43.19795 10.04054 11.14955 27.8085 14.78386 50.64206 33.10306 36.82475 22.5125 22.56795 26.35426 52.7808 26.03003 28.83442 32.61676 40.90003 39.27229 53.52861 49.80274 47.67927 47.84154 56.04741 53.57063 55.10728 61.43136 60.67336 128.0403 75.51035 87.68017 226.3467 213.4472 211.5817 109.4249 111.5137 111.2916 111.9701 117.9261 124.5645 133.7509 141.2896 142.672 149.9184 151.9632 161.1143 169.0952 267.3496 304.4093 328.5939 201.6787 246.3277 207.2036 316.2267 185.4518 190.1402 189.9982 218.7586 200.0945 285.8939 217.2885 302.9014 215.856 219.8673 292.2701 323.7306 224.0582 300.0008 302.998 306.3295 313.4515 305.2594 327.9288 241.4801 304.9776 294.831 349.4929 250.7754 273.6098 293.4567 346.9226
56.60389 163.4216 56.49044 41 44.29954 53.03772 75.17978 29.15476 45.09767 17.55705 13.92839 200.1518 27.313 19.23538 4.828302 0 45.0123 3.807887 22.30821 40.74923 7.071068 6.324555 24.73863 11.51086 47.5961 29.15476 32.93175 18.17278 18 22.21139 49.24429 21.50581 24.41539 28.46623 38.94868 34.52535 48.82622 46.52956 44.01136 43.9659 51.31277 48.76474 50.28916 56.61272 56.357 124.3543 71.06335 83.98363 223.0202 210.0101 208.1015 105.2483 107.5744 107.0561 107.6708 113.7036 120.3536 129.5531 137.0174 138.4522 145.7929 147.8716 156.4161 164.3968 263.1539 300.4426 324.324 196.8883 241.8677 202.4253 312.2119 180.8817 185.3672 185.3888 213.9743 195.5757 281.5173 212.4618 298.528 211.0284 215.0396 287.8976 319.4551 219.2767 295.5208 298.5197 301.8462 309.0129 300.7607 323.5015 237.0384 300.3485 290.1103 345.0681 246.3701 268.7843 288.6694 342.3993
