0 36.66298 107.2075 37.48705 147.2845 126.6748 70.88958 147.8106 137.7057 136.8436 203.9833 180.6067 205.2158 187.4535 206.8704 208.553 237.1248 211.4068 249.5917 183.7574 186.8945 249.8986 209.8562 198.8701 211.7452 198.074 225.6795 207.031 273.6979 209.683 210.2152 283.0288 265.4328 228.287 269.6345 270.9177 230.0677 274.539 277.3478 232.3592 278.4264 277.7123 234.0896 274.3688 277.0487 239.2872 253.7829 255.9388 267.5426 249.1452 262.5737 254.2742 256.8345 277.8601 263.1092
36.66298 0 143.5236 7.930045 160.2024 103.6549 92.06824 180.6105 169.3871 168.141 231.7368 175.6456 232.3863 183.1719 233.2864 234.833 266.7305 237.3242 277.5323 193.646 197.8195 279.258 203.8999 198.6946 206.8651 209.4344 219.6504 214.5091 302.2783 215.6246 217.5318 310.2249 292.0633 230.5945 295.6037 297.2925 242.1549 301.2172 304.216 243.8081 305.1222 304.0859 245.9371 300.0449 303.094 250.9792 273.053 274.0839 262.1076 260.1302 280.8395 265.2278 267.8765 272.1819 274.1602
107.2075 143.5236 0 144.6544 174.5331 223.0254 112.4342 92.75788 94.12793 96.0554 164.0097 243.0454 167.7612 247.6451 172.5624 174.5615 183.2508 178.5343 202.3457 211.0031 210.6919 195.8372 271.0162 248.7211 270.4478 218.6536 285.4953 236.9219 221.103 243.2316 240.0758 235.9181 222.4266 268.7036 229.0739 228.4891 243.7028 230.4516 232.1749 247.5917 233.9102 234.656 247.9149 234.5979 235.461 252.9221 240.9968 246.8457 322.7339 263.7118 252.3159 268.3613 270.3805 332.9039 275.9664
37.48705 7.930045 144.6544 0 153.1616 96.98644 86.65143 177.5349 165.9238 164.5495 226.9498 167.7209 227.4551 175.2437 228.1772 229.6901 262.3866 232.096 272.7205 186.2526 190.5068 274.8262 195.9949 190.7941 198.945 202.1427 211.751 206.9153 297.6041 207.9388 209.9248 305.1915 286.9166 222.7442 290.304 292.0814 234.8883 296.0712 299.111 236.4831 299.9761 298.8672 238.645 294.6766 297.8029 243.6683 266.5852 267.4586 254.2057 252.7509 274.2232 257.8416 260.4955 264.2867 266.7751
147.2845 160.2024 174.5331 153.1616 0 137.6694 78.37572 116.1585 102.6542 99.36708 110.7522 84.82755 108.038 85.85001 104.8048 105.3355 149.3593 105.5509 149.2209 38.13231 40.04918 158.4345 106.5924 77.92145 103.9134 50.87876 118.4186 63.6888 174.3345 69.07517 66.93617 174.9633 155.9728 94.18629 156.4639 159.6467 82.83459 164.4957 168.0429 85.07579 168.1438 165.8655 86.82495 159.4096 163.6442 92.01204 116.6855 116.0754 150.8331 101.8825 122.8491 107.0092 109.5591 160.652 115.8297
126.6748 103.6549 223.0254 96.98644 137.6694 0 121.7036 219.7706 205.3301 202.7142 243.1545 99.51438 241.503 107.3594 239.4754 240.334 282.1354 241.1972 285.1363 153.9787 160.2949 292.5788 121.1808 130.6501 126.2383 171.0403 135.1933 164.312 310.5994 161.0511 166.4243 312.3736 293.3394 164.4963 294.0792 297.1812 201.081 301.9807 305.4992 200.7022 305.6688 303.4638 203.7145 297.0765 301.2907 207.7238 250.3253 247.6827 175.9124 213.8763 254.1813 218.3677 221.0046 185.0091 226.7194
70.88958 92.06824 112.4342 86.65143 78.37572 121.7036 0 100.1699 86.44202 84.28671 140.8013 131.6435 141.0682 136.8377 141.598 143.0874 177.2191 145.4545 186.4603 116.1077 118.423 189.3733 160.3034 141.5238 160.4151 129.1395 175.3416 140.8119 211.5555 144.8068 144.0626 218.6436 200.2987 166.6741 203.653 205.4392 160.4132 209.4523 212.5135 163.0008 213.3565 212.2228 164.519 208.0385 211.1516 169.7536 183.1748 185.1244 214.5951 179.8947 191.7807 185.0027 187.5 224.9361 193.7294
147.8106 180.6105 92.75788 177.5349 116.1585 219.7706 100.1699 0 14.72715 17.75528 71.25307 199.4492 75.04166 201.3944 80.025 82.02439 94.15207 86.05231 111.2771 144.4611 141.7674 107.1226 222.6995 193.6311 220.0659 146.3728 234.5009 168.5052 132.256 176.5814 171.2577 145.3688 130.6643 204.155 136.9546 136.6903 164.5255 139.0297 141.039 168.9682 142.6359 143.0612 168.4948 142.4149 143.5862 173.012 150.8807 157.6058 264.8345 183.5262 162.548 187.6273 189.2492 274.2066 194.1709
137.7057 169.3871 94.12793 165.9238 102.6542 205.3301 86.44202 14.72715 0 3.28718 72.66743 185.3345 75.64041 187.4587 79.67992 81.6551 100.5757 85.46669 115.7246 132.4055 130.1085 113.5377 209.0017 180.4159 206.5282 135.4372 221.0726 156.9805 138.2001 164.8046 159.8266 149.9044 134.0484 192.2051 139.7392 139.966 155.5052 142.7567 145.0594 159.8097 146.4942 146.5448 159.5725 145.0433 146.6943 164.2674 146.9441 153.0116 252.2328 174.9229 158.3475 179.2193 180.9792 261.7317 186.1468
136.8436 168.141 96.0554 164.5495 99.36708 202.7142 84.28671 17.75528 3.28718 0 71.94616 182.0803 74.72617 184.188 78.54457 80.50621 100.8828 84.25705 115.5315 129.1869 126.9262 113.8112 205.719 177.1306 203.2419 132.3301 217.7855 153.8059 138.317 161.6052 156.6607 149.6746 133.5792 188.9881 139.1273 139.4633 152.6406 142.3517 144.7178 156.9235 146.1138 146.0796 156.7203 144.3892 146.1446 161.4391 144.9422 150.8821 248.9687 172.1111 156.2859 176.4348 178.2148 258.4744 183.4177
