0 192.0985 32.14032 6.403124 6.708204 8.062258 11.40175 13.52368 15.13275 18.35756 16.62077 39.87794 34.91856 26.2123 25.04441 26.07681 40.49691 30.35067 31.89044 29.21948 39.65476 38.8973 39.59798 36.23534 36.87818 43.44665 36.05551 32.31099 34 34.98571 44.54773 47.38143 46.69047 186.9369 52.50298 50.28419 47.50789 46.23851 60.82763 58.13777 47.12218 62.93648 59.03389 64.38167 62.482 57.68882 57.61003 59.36329 53.24802 66.70832 51.0392 65 53.15073 71.82032 56.30275 64.14047 55.87933 67.15095 66.64083 62.58594 68.02941 68.74045 68.06247 65.79704 79.05694 76.14402 72.8011 69.52877 79.15807 80.75447 77 80.80842 90.47099 87.32125 91.08238 91.71968 93.60823 96.20811 105.1095 98.71423 100.7174 100.4042 108.6324 141.0142 116.1077 111.4002 111.9866 114.1403 118.2582 126.5306 130.9198 134.7166 135.6798 134.8925 230.7834 137.1732 219.6677 218.4313 141.3825 143.2515 145.8888 148.0068 149.1518 149.6429 151.608 161.531 164.0122 163.8429 163.7132 166.14 171.6071 181.6865 187.0547 188.6637 196.253 198.4061 203.0394 342.7977 210.9625 284.1003 316.8256 234.0299 280.8345 238.8828 329.2966 228.9729 230.1521 286.007 233.0536 289.2335 250.5873 244.0778 252.5094 252.2935 255.331 308.8041 302.6301 316.6228 321.5062 341.3124 263.574 316.0514 322.326 314.8412 337.4568 329.8257 332.7011 318.6534 341.9159 335.0761 334.0884 286.027 331.8509 319.8281 295.5778 324.0772 313.3209 327.8735 369.5149
192.0985 0 177.2927 189.4893 185.3903 184.5082 180.9259 180.4894 177.8421 182.4062 180.1168 160.3537 160.8946 168.1803 167.0552 166.1899 158.6202 162.068 161.4663 162.8819 185.4693 156.0084 183.3626 180.3113 156.6054 180.3762 176.913 159.9135 158.1157 157.2473 182.8452 183.3141 181.2543 165.3107 182.1157 179.5933 179.0839 164.7739 180.6702 177.8707 162.6666 181.3849 175.7381 179.9898 176.43 170.8334 134.5052 169.3868 143.6094 176.5052 147.0274 172.9199 153.9972 171.0657 158.3778 166.5306 148.4559 166.9338 160.1728 149.0746 124.1407 157.0062 154.5101 145.8091 168.7569 146.1505 152.4759 144.2824 157.2294 154.0494 127.816 138.404 150.6058 136.7443 143.9975 141.0968 142.9232 144.9231 143.9647 117.7534 121.1997 118.8006 144.182 66.46661 140.4131 125.455 123.2235 123.1008 122.0878 132.6768 136.2188 134.5088 137.6992 128.536 112.2999 127.2648 98.24671 94.98226 132.7393 135.3531 134.9905 134.1084 118.8545 116.1969 115.7824 126.4257 130.2261 127.6869 125.1482 115.2838 120.5348 126.5645 119.7328 123.1512 130.5674 133.1278 87.1523 162.4392 89.23986 110.4121 153.487 49.68837 99.92044 52.02017 163.2114 111.1274 84.53861 102.4956 109.09 104.8095 62.98029 123.914 74.81565 79.61556 78.07311 124.4142 115.806 133.4101 137.6144 163.0228 103.712 128.3488 136.2163 125.649 152.0956 142.5005 146.1394 128.3661 156.2082 147.4284 144.9918 158.2925 141.0891 127.811 168.2945 132.9741 128.9707 136.4341 181.7559
32.14032 177.2927 0 36.05551 29.15476 31.40064 30.08322 34.43966 32.31099 43.01163 38.74597 17.18284 19.78507 38.05867 28.29998 26.1725 19.10497 26.74521 23.70654 29.62169 65.83692 24.33105 65 60.41523 26.24881 67.60876 58.59181 33.6006 31.38471 30.41381 69.60244 72.49828 71.11259 155.0485 77.03287 74.0304 71.11962 63.25346 84.59905 81.12336 63.07535 86.83317 81.30191 87.81799 84.90583 78.23682 48.36165 79.40403 56.76106 89.04493 56.60389 86.26703 65.19202 92.41748 71.42129 83.24062 65.10376 86.44218 83.48653 74.02702 59.13544 84.5 82.77983 76.20531 98.85848 88.30144 87.11487 79.92027 95.46203 96.0709 80.62258 90.42677 104.9952 97.09789 103.6002 103.3465 105.908 109.2016 118.0042 102.9684 106.5129 105.3091 121.6059 119.708 128.1405 119.4194 119.4069 121.6429 125.6742 136.6931 141.8344 145.188 146.8128 144.059 203.3421 146.036 193.0584 192.097 151.3275 153.6815 156.1598 158.0285 156.0617 156 157.848 169.5472 172.6297 171.9956 171.3972 171.8793 178.0842 188.6929 192.5438 194.6407 202.9652 205.3874 201.9505 320.732 209.6288 261.6028 291.9227 222.596 259.925 226.8083 304.6067 229.6421 226.1791 265.6558 232.9571 269.0818 238.4303 245.2575 243.2488 244.1823 246.2497 288.321 283.0477 295.6772 300.6913 318.7644 258.5019 296.6353 302.2235 296.1216 316.9142 310.0968 312.642 300.5279 321.4444 315.4251 315.1255 287.6971 313.9554 304.6654 297.6361 310.266 303.033 313.7005 349.6001
6.403124 189.4893 36.05551 0 7.071068 5.830952 9.219544 9.082401 11.6619 12.08305 11.01136 41.31888 35.42425 21.92977 23.14207 24.75884 41.62932 29.09871 31.40064 27.22948 33.35416 38.83298 33.24154 29.83287 36.23534 37.05326 29.68164 29.68164 32.01562 33.30165 38.19031 41.03657 40.31129 189.9071 46.14177 43.89191 41.10961 40.16217 54.45181 51.73973 41.14 56.56854 52.63079 58 56.0803 51.31277 55.3406 53 48.86121 60.30755 46.38965 58.60034 47.51842 65.42504 50.28916 57.80138 50.56184 60.79679 60.41523 56.88585 65.36819 62.57995 61.9879 60.17682 72.67049 70.24442 66.7308 63.86901 72.91776 74.57179 72.11103 75.13322 84.30896 81.58431 85.07056 85.7817 87.60422 90.13878 99.0202 93.53342 95.33625 95.13149 102.528 140.0357 110.0545 105.7213 106.3673 108.5035 112.6144 120.6027 124.92 128.7444 129.6534 129.031 231.3266 131.3335 219.9414 218.6167 135.44 137.2662 139.9115 142.0458 143.4686 144.0139 145.9863 155.7185 158.1423 158.0142 157.9272 160.5382 165.9217 175.9346 181.4418 183 190.5087 192.6344 198.1616 341.5949 206.1025 283.0689 316.4398 230.6881 279.4011 235.648 328.8362 223.8331 225.6214 284.431 228.0022 287.6056 247.3479 238.8589 248.7609 248.3566 251.5484 307.2344 300.8521 315.1587 320.0051 340.2381 259.1549 314.2205 320.651 312.8514 335.8744 328.0549 331.006 316.5265 340.3124 333.2822 332.1356 280.7121 329.6604 317.0757 290.2124 321.0561 309.6724 324.9185 367.7557
6.708204 185.3903 29.15476 7.071068 0 2.828427 5 8.407735 9.055385 15.6205 12.5 34.471 28.9239 20.18709 18.33636 19.41649 34.88553 23.71601 25.45584 22.51173 38.42525 32.64966 38.01316 34.05877 30.41381 41.41994 33.24154 25.63201 27.29469 28.30194 42.90105 45.80393 44.82187 182.8407 50.75985 48.21307 45.34314 42.05948 58.89822 55.9017 42.71417 61.07373 56.56854 62.36986 60.10824 54.67175 50.903 56.22277 47.04839 64.3506 45.01111 62.28965 48.08326 68.98182 51.89412 60.80296 50.40337 63.90031 62.76942 57.56735 61.32699 64.64712 63.73774 60.64858 76.05919 71.41086 68.44706 64.42243 75.29276 76.68627 71.06335 75.69016 86.31338 82.28001 86.53901 87.02011 89.04212 91.7878 100.7224 92.98656 95.18929 94.76286 104.2785 134.5362 111.6154 106.2309 106.7333 108.9082 113.031 121.758 126.2894 130.024 131.103 129.9885 224.9311 132.229 213.6794 212.4012 136.6236 138.5785 141.1969 143.2794 143.9522 144.3676 146.3216 156.5224 159.1006 158.86 158.66 160.8182 166.3971 176.5701 181.7373 183.4148 191.1183 193.3132 197.0025 336.2763 204.9111 277.622 310.5613 227.3785 274.2572 232.2154 323.005 223.1349 223.8951 279.4011 227.1409 282.6181 243.9201 238.3074 245.9431 245.7824 248.7736 302.2003 295.9899 310.0403 314.9163 334.8247 257.2552 309.4035 315.7033 308.172 330.8514 323.1873 326.0751 311.9695 335.3066 328.4342 327.4241 280.341 325.1615 313.1214 289.9418 317.3846 306.7263 321.176 362.8791
8.062258 184.5082 31.40064 5.830952 2.828427 0 3.605551 5.787055 7.071068 12.80625 9.708244 35.58441 29.59764 18.16823 17.66981 19.10497 35.8469 23.44947 25.6125 21.81997 35.67212 33.01515 35.22783 31.241 30.4795 38.60412 30.41381 24.59675 26.62705 27.80288 40.10611 43.01163 42.0119 184.4678 47.95375 45.39273 42.52058 39.35734 56.0803 53.07542 40.05621 58.25805 53.74012 59.5483 57.28001 51.85557 50.13497 53.41348 45.18943 61.52235 43.01163 59.46427 45.60702 66.16093 49.24429 58.00862 48.08846 61.10033 60.03332 55.08176 60.37384 61.94554 61.07782 58.20868 73.24616 68.84847 65.79514 61.96975 72.56032 73.98503 69.00725 73.24616 83.63014 79.81228 83.9345 84.45413 86.44362 89.15716 98.0867 90.81024 92.91394 92.54188 101.6366 134.4173 109.0046 103.8123 104.3456 106.5129 110.6345 119.2183 123.7134 127.4642 128.5146 127.4873 225.4994 129.7401 214.1282 212.8104 134.0821 136.0147 138.6382 140.7302 141.5495 141.993 143.9514 154.056 156.6046 156.3857 156.2082 158.4629 164 174.1407 179.3817 181.0331 188.6961 190.8769 195.0231 336.0541 202.9421 277.4779 310.7097 226.1526 273.9288 231.0411 323.1196 221.0289 222.0923 279.0072 225.08 282.2003 242.7447 236.1636 244.524 244.2724 247.3385 301.8095 295.503 309.6982 314.5572 334.661 255.5117 308.8924 315.2643 307.5874 330.4552 322.7042 325.6271 311.3214 334.9007 327.9405 326.8571 278.1535 324.4842 312.181 287.7295 316.3179 305.3604 320.1406 362.4021
11.40175 180.9259 30.08322 9.219544 5 3.605551 0 4.548626 4.123106 13 9.013878 32.76049 26.4606 15.19899 14.0673 15.55635 32.89377 19.90026 22.2036 18.21477 36.00694 29.68164 35.35534 31.06445 27.01851 38.41368 29.83287 21.0238 23.02173 24.20744 40.13104 43.04649 41.88078 182.0181 47.84415 45.10543 42.2019 37.73592 55.80323 52.63079 38.26879 58.00862 53.15073 59.20304 56.72742 50.93133 46.53438 52.40229 42.05414 60.959 40.0125 58.69412 43.32436 65.28478 47.41308 56.85068 45.50275 59.98541 58.5235 52.81098 56.79789 60.28474 59.26635 55.84129 72.24957 66.74837 63.95311 59.62592 71.02112 72.31264 66.06815 70.88018 81.88406 77.49194 81.939 82.35593 84.43044 87.23531 96.17692 88.0142 90.25519 89.80535 99.74467 130.8625 107.0187 101.3903 101.8676 104.0481 108.1712 117.047 121.6306 125.34 126.4634 125.2278 222.1914 127.4539 210.7618 209.426 131.9129 133.8992 136.5097 138.5785 139.0944 139.4884 141.439 151.721 154.3308 154.0665 153.8441 155.9247 161.5333 171.7323 176.843 178.5385 186.2737 188.4808 192.0026 332.476 199.9114 273.9142 307.2216 222.6567 270.3368 227.528 319.6205 218.1437 218.9155 275.4088 222.1441 278.6001 239.2321 233.3232 241.1079 240.9025 243.9301 298.2113 291.899 306.1046 310.9618 331.093 252.29 305.2876 311.6626 303.9819 326.8564 319.1003 322.0248 307.7174 331.3012 324.3362 323.2515 275.3674 320.8816 308.6098 284.9759 312.7747 301.9205 316.5896 358.7983
13.52368 180.4894 34.43966 9.082401 8.407735 5.787055 4.548626 0 3.176476 8.572631 4.465423 35.89345 29.11252 12.91384 15.00818 17.06722 35.82304 21.26961 24.1969 18.86799 31.50698 31.80707 30.82353 26.51584 28.72786 33.86544 25.31581 20.88277 23.54761 25.0138 35.58778 38.50312 37.33216 185.4216 43.29553 40.56217 37.66019 33.65546 51.261 48.10499 34.30875 53.46485 48.64864 54.66708 52.21963 46.51548 46.53678 48.0176 39.94314 56.45432 37.60439 54.2355 39.82826 60.85911 43.49126 52.52704 42.38502 55.64477 54.38281 49.3 56.40647 56.2418 55.33254 52.43892 67.86671 63.06313 60.04407 56.19555 66.90209 68.28061 63.50504 67.47362 77.90565 74.03303 78.15939 78.6695 80.66654 83.39358 92.326 85.1909 87.22207 86.8878 95.87956 131.7372 103.2322 98.04637 98.59153 100.7556 104.8765 113.4314 117.9309 121.6791 122.735 121.7016 224.0779 123.956 212.4719 211.0761 128.2953 130.2301 132.853 134.944 135.7878 136.2428 138.2031 148.2756 150.8194 150.6038 150.431 152.721 158.24 168.3695 173.6389 175.2789 182.9269 185.1035 189.5608 333.0978 197.4892 274.6738 308.4374 221.6057 270.799 226.5672 320.7808 215.4508 216.8103 275.7624 219.5402 278.9138 238.2668 230.5543 239.7079 239.3376 242.5006 298.5654 292.096 306.5366 311.3653 331.8093 250.2927 305.4421 311.9349 304.0146 327.1964 319.2987 322.2805 307.6434 331.6246 324.5164 323.3103 272.5098 320.7567 308.0407 282.068 311.987 300.6079 315.8558 359.0008
15.13275 177.8421 32.31099 11.6619 9.055385 7.071068 4.123106 3.176476 0 11.04536 6.576473 32.88237 26.00039 11.15287 11.86966 13.89244 32.75668 18.10739 21.0238 15.79381 33.53357 28.63564 32.69557 28.17801 25.55386 35.45341 26.62705 18.02776 20.51828 21.93171 37.343 40.24922 38.94868 182.4482 44.90058 42.02975 39.11521 33.83785 52.69725 49.40648 34.30015 54.91812 49.81967 56.0357 53.41348 47.38143 43.69495 48.79549 38.12896 57.62812 36 55.22681 39.21734 61.73863 43.41659 53.15073 41.38236 56.30497 54.6443 48.70318 53.7122 56.34048 55.26753 51.72282 68.62215 62.66693 59.94164 55.50901 67.1193 68.35655 62.03225 66.76077 77.89737 73.37575 77.87811 78.27196 80.36479 83.19255 92.13577 83.93152 86.14523 85.70881 95.70789 128.6934 102.9563 97.26767 97.74457 99.92497 104.0481 112.9469 117.5457 121.2473 122.3846 121.1156 220.9072 123.339 209.3121 207.9213 127.8124 129.8075 132.4156 134.4805 134.9713 135.3662 137.3172 147.6017 150.2165 149.9483 149.7231 151.8042 157.4103 167.6097 172.7226 174.4162 182.1507 184.3583 188.0106 330.1192 195.9251 271.6616 305.3379 219.2282 267.86 224.1473 317.6905 214.0922 215.0279 272.8534 218.1124 276.0163 235.8495 229.2568 237.5079 237.2277 240.3165 295.6569 289.2335 303.6067 308.4433 328.8081 248.4416 302.593 309.0503 301.2042 324.2925 316.4364 319.401 304.8688 328.7256 321.6598 320.4919 271.286 318 305.4521 280.8865 309.4915 298.3639 313.3369 356.138
18.35756 182.4062 43.01163 12.08305 15.6205 12.80625 13 8.572631 11.04536 0 4.5 43.68352 36.52033 14.81616 21.29684 23.76973 43.41659 27.56069 31.04835 24.46994 23.03259 38.60052 22.47221 18.43909 35.1141 25.79944 17.80449 25.23886 28.6531 30.41381 27.32215 30.23243 29.20616 193.2426 35.15057 32.59601 29.73214 28.16026 43.27817 40.31129 29.23183 45.45327 41.03657 46.75468 44.55334 39.40812 50.01782 41.04875 39.60746 48.79549 36.68787 46.8615 36.05551 53.62568 38.32754 45.79301 39.57903 48.81854 48.33218 45.27693 59.03389 50.5099 49.96499 48.66467 60.80296 58.36761 54.70832 52.29006 60.83584 62.49361 61.66036 63.50591 72.23573 69.87131 73.08215 73.85459 75.62076 78.1089 86.97701 82.53787 84.05355 84 90.47652 136.0294 98.03061 94.04786 94.76286 96.87621 100.9752 108.6692 112.9292 116.7733 117.6435 117.1537 229.8391 119.4759 217.973 216.4861 123.4909 125.2837 127.9344 130.0807 131.7659 132.3707 134.3503 143.8793 146.2498 146.1592 146.113 148.9178 154.2077 164.1493 169.8012 171.3038 178.7276 180.8259 187.4513 336.7606 195.4118 278.6001 313.1017 222.3083 274.2207 227.4379 325.3494 212.7528 215.3903 278.9928 217.0369 282.0727 239.1171 227.6705 239.7082 239.0084 242.4395 301.783 295.0424 309.8855 314.6621 335.6337 249.0668 308.3059 315.0025 306.6627 330.375 322.2328 325.3137 310.0984 334.7723 327.4156 325.9947 269.3928 323.113 309.5884 278.8301 313.1214 300.7341 317.0899 361.9244
