179.4473 141.0528
7 67
10 37
10 82
11 33
11 79.5
12 59
12 77
14 33
17 29
19 30.5
23 24
24 100
25 97
29 40
29 54
30.33333 31
32 20.33333
35 48
39.5122 229.9268
42 35
44 6
47.5 26
48 21
50 11
54.26316 51.84211
52 1
52.5 9
52 21
53 7
53 18
53 33
54 44
54 48
55 46
57.5 74
57 12
59 22
59 40
59 48
60 19
60 33
61.33333 36.11111
60 80
60 82
61 10
63 10
64 20
64 28
64 36
64 41.5
66 7
70.24242 27.12121
66 71
67 47
70 4
70 17
72 20
73 35
78.45161 22.45161
76 45
77 47
79 32
81 33
82 29
82 46
83 32
85 28.75
85 2
85 33
88 6
90 10.25
91 59
92 13
92.5 24.5
93 66
94 6
94 10
94 58
95 4
95 30
95 44
96 53
97 46
99 30
99 38
99 50
101 29
101 34
102 21
102 25
104 9
106 12
107 140
128 1
132 237
133.3333 222.3333
134 9.5
135 219.5
177.5714 8.285714
185 13.33333
186 10
189 241
192.3333 3.333333
194 1
196.5 241
203 229
204 51
211.9 52.13333
214 235
215.8261 279.8696
222 124
223.5 225
224 227
225 130
226.5 228.5
227 286.5
229.75 36.9
229 226
230 70
231 227
233 227
233 229
234 42
236 134
236 226
238.5714 227.4286
238 224
239 214
239 231
240 233
244.5714 31.28571
243 220
243 236
245 112
246 230
247 103
248.1429 111.1429
247 235
248 217
249 235
250 233
251 238
255 209
258 222.1667
257.5 234.5
258 271.6
258 231
262.5 80
262 221
262 223
264 216
264 220.5
268 227
269 242
273 241
277 236
279.5 215
280.8571 230.4286
285.8846 21.46154
282 220
285.6667 216
287 261
292 258
293 190
294 188
295 16.5
298 279
304 258.5
