0 192.7998 188.7826 185.4107 175.9802 190.6067 182.38 168.9397 187.4872 177.8733 169.9317 178.6131 166.7515 191.4556 165.3432 182.6074 172.4883 161.8707 188.2104 173.6509 177.6634 169.9099 185.9972 177.8444 174.9581 168.7645 161.5151 166.946 169.1358 186.6201 165.5245 152.66 181.817 153.3087 148.7685 183.0511 154.6787 169.9048 165.6198 150.0172 176.8796 165.2085 147.9859 140.2921 176.966 156.5306 172.285 174.1465 157.4513 170.682 152.5847 150.6153 140.1764 173.8628 178.549 136.4664 140.5479 146.3607 178.859 170.7824 151.0662 166.5211 152.4937 172.4643 150.3238 142.2297 133.5983 159.5912 123.0849 163.845 137.6197 136.4395 131.63 120.8222 161.0194 149.9758 143.5593 158.1355 120.8016 154.8053 147.7894 117.2324 149.0667 109.8244 126.2292 111.4451 145.0342 108.0248 110.2595 113.5306 108.201 110.7035 111.3663 138.3692 108.538 121.1659 110.714 149.972 67.82195 144.6081 144.2209 141.2717 134.1878 133.4311 132.2613 110.679 96.73118 93.45798 132.6093 131.0801 128.8022 120.9899 117.9497 120.9133 121.9675 125.3759 132.7121 135.2536 88.85441 90.73487 107.6033 150.7497 87.77759 162.5972 48.6018 100.5426 50.60699 160.4305 112.4034 85.28113 110.2178 61.37919 124.9786 73.99268 79.07509 77.24675 106.9044 160.1537 103.5915 148.5165 126.522 151.3381 154.2621 153.3247 133.2124 170.5418 135.4714 162.7236 158.8624 172.6039 167.0617 161.7315 173.0789 181.1491 138.0229 166.7077 126.0588 169.947 178.0764 168.8151 180.9013 186.9105 122.3919 135.0566 185.5187 125.3761 178.954
192.7998 0 4.242641 11.40175 39.11521 5 14.86607 58.30952 7.28011 22.13594 41 15.6205 50.01 22.31204 52.17279 12.04159 25.94224 60.41523 23.86304 19.84943 16.12452 25.6125 23.34524 18.11077 18.43909 24.83948 40.70626 26.40076 24.04163 36.12478 27.29469 56.36488 35.4683 44.82187 58.18075 42.4323 39.69887 32.01562 31 45.27693 41.6173 184.7747 46.2277 64.89992 47.80167 38.47077 45.96194 48.25971 40.0125 48.37355 42.57934 44.63463 53.11544 58.20462 63.78087 56.34159 52.55473 52.13566 72.24957 65.45991 57.15418 65 59.42128 72.20111 62.52839 60.00833 61.61169 69.26848 69.83552 71.19691 62.1289 62.28965 64.32729 72.02951 72.00694 71.5061 64.49806 71.58911 72.01389 71.92666 81.14335 81.21576 90.62009 86.58522 85.14693 86.68333 91.83106 89.26926 90.09439 90.35486 91.41116 92.54188 93.34345 98.0816 95.52487 96.33276 97.12878 115.4513 138.946 115.317 120.7021 125 126.8267 128.7362 134.7665 228.5695 217.4693 216.2389 140.1321 141.7604 146.2942 170.6283 171.0205 172.5862 186.4433 188.0877 195.7351 197.9091 202.0099 209.9234 282.0284 314.6782 271.0074 339.6603 232.4328 281.2774 237.2551 327.1563 228.0712 228.9651 232.1056 248.9598 243.2174 251.0339 250.8804 253.8662 297.8943 339.2444 262.338 334.8194 318.9513 337.6152 340.2029 340.0368 324.3921 353.8902 326.3817 348.6001 285.2172 356.7086 352.6046 348.6388 357.6646 364.3614 329.8196 353.4204 318.7358 357.817 364.4009 294.797 367.2002 372.0484 307.8457 327.8323 371.8849 309.8855 367.5517
188.7826 4.242641 0 8 36 6.082763 11.18034 55.08176 6.403124 18.43909 37.48333 11.40175 46.52956 23.54769 48.6621 9.848858 21.93171 56.88585 24.52436 15.6205 13.0384 21.40093 23.60085 15.81139 15.0333 20.61553 36.67424 22.2036 20.39608 36.61967 23.25941 52.39275 35.38361 40.60788 54.12024 42.57347 35.4683 30.08322 28.16026 41.03657 41.10961 181.2431 42.0119 60.74537 47.42362 35.12834 45.10543 47.63402 37.05401 47.43416 39.20459 41.24621 48.97193 57.70423 63.63961 52.35814 48.70318 49.05568 72.12489 64.81512 54.86164 64.07027 57.34884 71.70077 60.4202 57.14018 58.0517 67.96308 65.76473 70.17834 59.00847 59.07622 60.82763 67.97978 70.83078 69.66104 61.98387 70.23532 68.02941 70.38071 79.38179 77.78175 89.05055 82.9759 82.38932 83.18654 90.09409 85.70298 86.70063 87.14356 87.9659 89.27486 90.13878 96.13532 92.26592 93.64828 94.02127 114.0395 134.7145 113.719 119.1008 123.3086 124.92 126.8109 132.8157 224.397 213.2672 212.0289 138.1919 139.7784 144.2498 168.3449 168.6713 170.2939 184.1062 185.809 193.5516 195.7601 199.0025 206.9 277.7949 310.4387 266.8127 335.423 228.6329 277.065 233.4181 322.9152 225.2567 225.7189 229.2182 245.1224 240.4653 247.3863 247.3156 250.2325 293.7771 335.0122 259.0179 330.6267 314.8819 333.4217 336.006 335.8467 320.2737 349.6731 322.2561 344.4009 282.5398 352.4954 348.4021 344.4488 353.4544 360.142 325.7192 349.2277 314.7483 353.6355 360.2027 292.1648 363.0014 367.8396 304.12 323.8271 367.6859 306.1846 363.3776
185.4107 11.40175 8 0 28 14.03567 3.605551 47.09565 13.60147 10.77033 29.61419 7.071068 38.63936 31.06703 40.79216 15 15 49.0306 31.64561 12.16553 15.81139 15.81139 30.41381 19.84943 16.55295 16.76305 29.68164 18.68154 20.39608 43.41659 21.09502 45.17743 41.6173 34.65545 47.16991 48.95406 30.88689 33.83785 30.08322 36.05551 46.75468 173.3961 37.58989 54.20332 53.15073 35.35534 50.2245 53.03772 38.32754 52.40229 39.20459 41.14912 45.23549 63.17524 69.52697 49.63374 46.69047 49.7216 77.98718 70.03571 57.34283 68.88396 60.25133 77.07788 63.2155 58.24946 57.07889 72.15544 62.39391 74.8131 59.4138 59.21149 60.03332 64.72442 75.21303 72.88448 63.89053 74.33034 65.14599 74.14475 82.69367 77.05842 92.66067 81.61495 83.54639 82.21922 93.39314 84.48077 86.05231 87.05171 87.14356 89.00562 90.04999 99.00505 92.00543 94.92102 94.19129 117.8346 129.6302 117.1836 122.5439 126.5741 127.7693 129.6187 135.5581 217.8486 206.9337 205.7675 140.9433 142.443 146.7787 170.3291 170.511 172.2556 185.951 187.7791 195.7163 197.9949 199.2034 207.0495 272.5913 304.6149 262.1545 330.115 226.241 272.2003 230.8679 317.1534 225.934 225.2221 229.7063 242.5634 241.2861 245.5687 245.7906 248.4634 289.7464 329.8235 258.2755 325.9724 311.1486 328.7583 331.3065 331.2175 316.2266 344.7307 318.1588 339.6763 283.5161 347.6047 343.6393 339.8191 348.6001 355.1651 321.7903 344.5693 311.4651 349.0851 355.4856 293.2444 358.2764 363.0014 301.9818 320.4497 362.9584 304.1398 358.8917
175.9802 39.11521 36 28 0 42.0119 25.07987 19.23538 41.19466 18.43909 6.082763 27.89265 12.20656 58.39943 14.42221 41 18.35756 22.36068 58.39045 28.63564 39.21734 23.02173 56.75385 43.65776 38.07887 28.01785 16.27882 29.20616 37.73592 69.26038 33.42155 24.18677 66.48308 25.31798 27.73085 73.81396 29.96665 54.70832 48.01042 31.04835 70.21396 146.0627 34.48188 36.24914 76.47876 48.10405 72.37748 75.66373 53.03772 74.09453 50.44799 51.70348 42.68782 85.52063 92.66067 49.98974 50.15974 60.91354 100.8464 91.52595 72.5989 89.40358 76.37335 98.73702 78.82766 69.63476 62.24147 90.94178 58.21512 94.64143 68.60029 67.60178 65.39113 60.70626 94.36631 89.0413 77.00649 92.76314 62.514 91.70302 98.61518 80.95678 109.0413 82.9759 93.05912 84.89994 108.8529 86.12201 89.56004 92.358 89.98889 93.60556 95.18929 113.0044 96.46243 104.2017 99.95999 134.0634 114.4902 132.4387 137.6118 141.0142 140.9007 142.5798 148.1891 195.7805 185.7818 184.9115 153.4959 154.6932 158.5181 179.9222 179.6274 181.7471 194.872 197.0913 205.5778 208.0625 202.4105 209.9858 255.5191 285.0641 247.2023 312.4411 219.9659 256.4157 223.9732 297.8024 230.4859 225.7189 233.5744 235.5356 246.193 241.197 242.4644 244.2418 277 312.5987 257.6242 310.7571 299.4019 313.4996 315.905 316.0775 303.3006 328.3828 305.0393 324.1543 288.6582 331.4408 327.9634 324.649 332.5688 338.6595 309.2782 329.278 301.3677 334.1802 339.9441 298.6842 342.6981 346.9899 296.0828 309.9677 347.3578 298.5649 344.1965
190.6067 5 6.082763 14.03567 42.0119 0 17.02939 61.03278 3.162278 24.18677 43.28972 16.15549 52.34501 17.6932 54.45181 8.246211 27.20294 62.64982 19.00292 19.41649 13 25.94224 18.38478 14.03567 15.65248 24.20744 41.78516 25.4951 21.47091 31.241 25.6125 57.58472 30.4795 44.94441 59.09315 37.47666 38.94868 27.45906 27.16616 44.68781 36.61967 186.9549 45.25483 65.36819 42.80187 35.17101 40.9939 43.26662 36.22154 43.41659 39.29377 41.35517 51.61637 53.20505 58.79626 54.21415 50.08992 48.41503 67.26812 60.46487 52.72191 60.03332 54.8503 67.20119 57.97241 56.0357 58.5235 64.37597 67.95587 66.24198 58.42089 58.69412 61.13101 70.06604 67.08204 66.8041 60.20797 66.70832 69.83552 67.10522 76.39721 77.87811 85.79627 83.52245 81.02469 83.43261 87.06862 86.12781 86.68333 86.70063 88.07383 88.95504 89.6772 93.40771 91.92388 92.13577 93.34345 110.5712 137.9746 110.4943 115.8792 120.2082 122.1229 124.0403 130.0807 228.8165 217.5022 216.2019 135.44 137.0876 141.651 166.1114 166.5443 168.0744 181.9563 183.5647 191.1558 193.3106 198.0631 205.9913 281.0427 314.2005 269.6145 338.7407 229.6519 280.0321 234.557 326.621 223.935 225.282 228.0351 246.26 239.0248 247.9456 247.6489 250.7524 296.0574 338.2297 258.7436 333.4022 316.9145 336.2038 338.8171 338.6001 322.5574 352.6815 324.5797 347.2305 280.9582 355.4603 351.262 347.2002 356.3888 363.1766 327.9055 352.0014 316.4214 356.3193 363.022 290.5017 365.8265 370.7573 304.8967 325.5718 370.5119 306.8876 366.0058
182.38 14.86607 11.18034 3.605551 25.07987 17.02939 0 44.01136 16.12452 7.28011 26.30589 5.385165 35.35534 33.45552 37.48333 16.55295 11.40175 45.70558 33.73096 10.04988 16.27882 12.52996 32.31099 20.61553 16.40122 14.14214 26.07681 16.12452 19.31321 45.18849 19.0263 41.59327 43.04649 31.14482 43.56604 50.42321 27.73085 34.05877 29.52965 32.75668 47.80167 170.0635 34.43835 50.60632 54.20332 33.95585 50.95586 53.90733 37.33631 53.03772 37.65634 39.53796 42.25222 64.03211 70.60453 46.95858 44.28318 48.34958 79.02531 70.72482 56.71684 69.35416 59.80431 77.83315 62.70247 57.00877 55 72.28698 59.46427 75.16648 57.87055 57.55867 58.00862 61.82435 75.43209 72.53235 62.96825 74.4043 62.36185 74.05253 82.35183 75 92.43917 79.30952 82.2253 80.05623 93.01762 82.21922 84 85.2115 85.02353 87.09191 88.20431 98.4124 90.08885 93.62158 92.43917 117.6605 126.2101 116.8461 122.1884 126.1269 127.122 128.9496 134.8518 214.2452 203.3402 202.1788 140.2355 141.6933 145.9623 169.2483 169.3665 171.1637 184.7993 186.6815 194.7012 197.0102 197.3651 205.1879 269.1338 301.066 258.8011 326.6379 223.486 268.8048 228.0636 313.6116 224.2739 223.1098 227.9693 239.754 239.6789 242.9918 243.3105 245.9016 286.531 326.3663 256.0649 322.6159 308.0045 325.3998 327.9405 327.8658 313.0052 341.3169 314.9254 336.3049 281.9611 344.2005 340.2602 336.4669 345.2028 351.7446 318.5969 341.2111 308.4388 345.749 352.115 291.7298 354.9042 359.6067 299.2925 317.3972 359.5855 301.4797 355.5689
168.9397 58.30952 55.08176 47.09565 19.23538 61.03278 44.01136 0 60.00833 37.01351 18.24829 46.17359 9.848858 76.91875 8.602325 59.3043 35.51056 7.071068 76.6123 45.89118 56.88585 39.29377 74.8131 61.18823 55.31727 43.9659 25.55386 44.59821 53.75872 86.88498 48.46648 19.31321 83.67795 31.82766 23.08679 90.86528 40 70.5762 63.15853 38.18377 86.64872 126.9016 41.72529 30.26549 92.69844 61.05735 88.1164 91.5478 66.37017 89.55445 62.42596 63.20008 48.2001 101.0269 108.462 56.02001 58.0517 71.82165 116.3615 106.4378 84.84456 103.8316 88.89069 113.6002 90.96043 79.98125 69.6563 104.3749 60.00833 108.5587 77.7946 76.41989 72.62231 62.3077 107.912 101.0686 87.86353 105.9481 64.88451 104.4291 110.1986 86.09297 120.6151 86.33076 101.0445 89.00562 119.8817 89.47067 93.94147 97.7548 93.91486 98.48858 100.3444 123.0447 101.1187 111.6065 105.3091 145.0414 104.3552 142.8356 147.8005 150.7481 149.8032 151.344 156.6461 179.6552 170.3239 169.6622 161.8178 162.8005 166.2348 185.9301 185.3213 187.6646 200.2559 202.7141 211.4842 214.0841 203.8431 211.1529 242.5283 270.3249 235.6968 298.8671 214.6742 244.297 218.2155 283.1629 232.5663 225.0622 235.1616 229.5931 248.3922 237.0527 239.0335 240.1786 266.8651 299.3212 255.9282 298.8244 289.855 301.5294 303.8322 304.1792 292.9373 315.6458 294.5386 311.9776 290.7519 318.8181 315.6739 312.7059 320.0312 325.7933 299.1739 317.2412 292.9377 322.388 327.7133 300.9306 330.4361 334.4309 290.5529 301.2408 335.0698 293.2456 332.518
187.4872 7.28011 6.403124 13.60147 41.19466 3.162278 16.12452 60.00833 0 23 42.04759 14.31782 51.08816 17.46566 53.15073 5.09902 25.4951 61.29437 18.19646 17 9.848858 23.76973 17.20465 11 12.52996 21.63331 39.84972 22.80351 18.35756 30.23243 22.67157 55.65968 29 42.54409 57.00877 36.17319 36.23534 24.73863 24.08319 42.0119 34.82815 185.4541 42.44997 63.06346 41.10961 32.01562 38.96794 41.40048 33.13608 41.34005 36.13862 38.20013 48.65439 51.43388 57.28001 51.12378 46.95743 45.32002 65.76473 58.60034 49.91192 57.98276 52.14616 65.43699 55.25577 53.00943 55.36244 62.09883 64.89992 64.14047 55.3263 55.57877 57.97413 66.9944 64.88451 64.2297 57.31492 64.40497 66.7308 64.69243 73.87534 74.73286 83.38465 80.36168 78.05767 80.28076 84.5672 82.96987 83.54639 83.60024 84.92938 85.84288 86.57944 90.80198 88.81441 89.20202 90.27181 108.2589 135.1037 108.0787 113.4637 117.7455 119.5492 121.4578 127.4873 226.3382 214.9431 213.6171 132.8533 134.4805 139.0144 163.3677 163.7712 165.3269 179.1911 180.8259 188.4619 190.6332 195.041 202.9649 278.1528 311.4567 266.6271 335.866 226.4906 277.0776 231.3979 323.8584 220.9809 222.1936 225.0555 243.1008 236.095 244.7877 244.4995 247.5957 292.9846 335.3299 255.6389 330.4073 313.8116 333.2101 335.8288 335.601 319.4844 349.7331 321.5121 344.2456 278.0599 352.5025 348.2829 344.2005 353.4247 360.2336 324.82 349.0057 313.2866 353.3072 360.0347 287.6217 362.8402 367.7893 301.735 322.4422 367.5257 303.7269 362.9838
177.8733 22.13594 18.43909 10.77033 18.43909 24.18677 7.28011 37.01351 23 0 19.10497 9.486833 28.16026 40.00895 30.26549 22.56103 5.385165 38.47077 39.95136 11.31371 21.0238 9.055385 38.32754 25.4951 20.24846 13 19.20937 14.86607 21.26029 50.92151 18.78829 34.48188 48.33218 25.23886 36.61967 55.70009 23.5372 37.64306 31.89044 27.85678 52.47857 162.8115 30.08322 43.93177 58.83026 34.43835 55.10445 58.24946 38.58756 57.00877 37.69615 39.38591 38.34384 68.27721 75.16648 43.9292 42.04759 48.5594 83.48653 74.65253 58.36609 72.91776 61.77018 81.8352 64.51201 57.38467 53.46027 75.23379 55.54278 78.49204 57.56735 57.00877 56.56854 57.97629 78.51751 74.57534 63.95311 77.23341 58.85576 76.57748 84.35515 73.33485 94.62558 77 82.21922 78.1025 94.90492 80.00625 82.29824 84.0119 83.15047 85.70881 86.97701 99.84989 88.68484 93.60556 91.41116 119.8541 120.4326 118.7266 124.0202 127.7693 128.3628 130.1422 135.9559 207.4078 196.6322 195.5153 141.3259 142.6955 146.8196 169.517 169.4993 171.406 184.8976 186.893 195.0783 197.4487 195.9235 203.6851 263.1539 294.6562 253.2212 320.5689 219.7385 263.0684 224.1785 307.2397 223.2178 221 226.7355 235.8495 238.7314 239.7082 240.2769 242.6562 281.4125 320.3803 253.6972 317.0142 303.1064 319.7906 322.3042 322.2809 307.8624 335.5015 309.7434 330.6478 281.1069 338.4213 334.5744 330.8791 339.4496 345.9021 313.5427 335.601 303.8955 340.2169 346.4592 290.9609 349.242 353.8616 295.6907 312.7747 353.9204 297.9547 350.0818
