0 172.2514 100.2673 120.4416 112.4342 108.8365 185.0262 182.3364 117.7171 190.3912 185.885 197.4303 92.75788 94.12793 200.3901 96.0554 112.3077 111.2867 137.7009 141.4898 159.7417 243.0454 247.6451 211.0031 210.6919 271.0162 248.7211 270.4478 218.6536 285.4953 210.2906 236.9219 243.2316 240.0758 243.2494 268.7036 232.7659 289.8553 284.1149 236.866 292.1612 242.8146 286.6126 294.3654 291.4391 285.7754 287.4535 322.7339 293.8232 291.0288 297.4933 297.1709 291.5122 296.5756 296.6499 298.2399 270.6791 332.9039 306.2847 300.885 298.7915 300.8523 270.6403 311.7672 273.0712
172.2514 0 80.1092 76.69821 75.80668 73.72605 99.45554 90.98474 59.49447 91.52517 85.76574 93.3603 114.7614 101.145 93.27103 97.85871 64.40272 67.77003 112.7999 109.7095 62.86474 85.70315 86.94408 40.67603 42.61898 107.9385 79.64481 105.3833 53.43274 119.9609 78.98501 66.18885 71.49359 69.43839 76.22766 96.45245 103.5466 117.873 111.8821 117.3096 120.2901 116.0741 114.3811 122.468 119.3466 113.5644 115.2675 152.7575 121.5897 118.7824 125.3344 124.9587 119.3858 124.3244 124.4398 125.9932 110.4374 162.612 134.0417 128.8704 126.9636 128.9903 123.1478 139.6987 124.6236
100.2673 80.1092 0 24.5204 14.14214 8.602325 93.53609 88.60463 20.61553 95.64402 90.24965 102.1335 87.28115 73.97447 104.6425 72.04339 47.63402 51.66237 116.8084 117.112 99.56154 142.8636 147.6632 120.7849 122.3765 171.0993 150.6021 170.8362 132.5179 185.8467 142.4825 146.1643 150.8807 149.4209 156.1089 174.018 168.122 193.6744 188.9477 177.9345 195.7269 180.2679 191.4079 197.9596 195.5326 191.5098 193.3287 224.2447 198.5674 196.3517 201.7647 201.7176 197.6373 201.6978 202.2965 203.4945 188.9577 234.5341 211.5396 207.3379 205.7693 207.7318 197.2536 217.9646 199.1607
120.4416 76.69821 24.5204 0 10.54751 17.95132 69.08871 64.42559 27.22591 71.74511 66.59767 78.43469 110.5995 96.77365 81.11142 94.55686 65.31654 70.06604 136.53 136.2332 111.2036 125.5637 131.1503 116.1303 119.0011 154.5601 137.5364 155.0492 130.0779 169.8472 148.4739 140.0973 143.4686 143.3233 152.1389 164.1417 174.2161 182.1163 178.3928 185.6599 183.8947 186.6872 180.7823 186.127 184.2098 181.6845 183.5899 209.8351 187.7931 186.1082 190.5236 190.7256 188.0326 191.2073 192.2356 193.0913 187.0809 220.2045 201.0305 197.8465 196.7009 198.5604 199.0132 208.1317 200.6496
112.4342 75.80668 14.14214 10.54751 0 7.615773 79.40403 74.47672 20.12461 81.57478 76.24303 88.12066 100.1699 86.44202 90.6811 84.28671 56.22277 60.80296 127.0913 126.9825 104.4629 131.6435 136.8377 116.1077 118.423 160.3034 141.5238 160.4151 129.1395 175.3416 144.0668 140.8119 144.8068 144.0626 151.9539 166.6741 169.8382 185.4736 181.2712 180.6544 187.3846 182.2053 183.6981 189.6207 187.4593 184.2281 186.0967 214.5951 190.7905 188.8544 193.7447 193.8298 190.4849 194.0773 194.9068 195.9235 186.0672 224.9361 203.924 200.2623 198.9196 200.8295 196.4714 210.7207 198.2246
108.8365 73.72605 8.602325 17.95132 7.615773 0 86.14523 80.89364 15.13275 87.72938 82.2253 94.10765 92.64988 78.86416 96.54306 76.68931 48.9183 53.41348 119.5935 119.5459 98.29802 134.3577 139.2239 114.3372 116.2497 162.6717 142.5798 162.4838 126.6689 177.4803 139.2345 139.4633 143.8923 142.7206 149.9333 166.5691 164.9758 185.942 181.3898 175.3882 187.9495 177.2598 183.8396 190.1841 187.843 184.0924 185.9301 216.091 190.9791 188.8597 194.0953 194.0928 190.2695 194.1649 194.8453 195.9796 183.393 226.3962 204.0123 200.0025 198.517 200.4607 192.7511 210.572 194.579
185.0262 99.45554 93.53609 69.08871 79.40403 86.14523 0 8.487123 88.56636 12.33333 15.23155 17.86757 176.8191 162.3717 21.27352 159.7568 125.9286 131.0267 195.4298 193.9989 156.7498 89.56004 97.30482 124.1692 129.8499 117.2535 115.3516 120.5073 141.3153 132.9349 177.9164 139.646 138.5208 142.272 155.8621 148.7187 201.5341 159.3365 159.227 216.0518 160.05 213.8515 161.1521 162.0771 162 164.5144 166.5083 175.3991 167.0269 167.1915 168.0119 169 170.9576 171.0468 173.3496 173.0462 192.7693 185.4191 180 180.2776 180.5436 181.9299 213.49 188.6961 214.2942
182.3364 90.98474 88.60463 64.42559 74.47672 80.89364 8.487123 0 82.21637 8.547457 7.875992 15.7371 170.4722 155.937 19.09925 153.2544 118.9707 124.0687 187.9743 186.4428 148.58 84.38176 91.96422 115.9268 121.5516 112.6849 108.9198 115.5834 133.049 128.4742 169.4296 131.8381 130.9562 134.5109 147.9351 141.9829 193.0648 153.3625 152.8975 207.5683 154.1915 205.3896 154.8791 156.2539 155.9857 158.0357 160.0337 170.9038 160.9007 160.889 162.0664 162.9809 164.5085 164.8857 167.0803 166.8855 184.8838 181.0253 173.9742 173.9239 174.0647 175.5001 205.3023 182.5594 206.136
117.7171 59.49447 20.61553 27.22591 20.12461 15.13275 88.56636 82.21637 0 88.03093 82.0975 93.76167 88.27797 73.8053 95.7735 71.20569 38.91015 43.86342 110.2143 109.652 84.45413 125.8769 130.1336 100.1699 101.789 153.4242 131.4002 152.7416 112.0089 167.7915 124.2427 125.5747 130.384 128.8306 135.5175 153.8416 150 173.8432 168.8824 160.6208 175.9659 162.3205 171.3534 178.1937 175.636 171.2921 173.0925 205.3045 178.5329 176.2073 181.8351 181.7278 177.3711 181.5957 182.1068 183.3712 168.5823 215.5371 191.4262 187.0401 185.4077 187.3833 177.6345 197.7125 179.4714
190.3912 91.52517 95.64402 71.74511 81.57478 87.72938 12.33333 8.547457 88.03093 0 6.227181 7.213028 176.0619 161.4449 10.55179 158.6853 123.8713 128.9552 191.9253 190.2002 150.7877 77.31609 85.03022 113.7136 119.5817 105.214 103.0604 108.3456 130.9101 120.9451 169.1509 128.2437 126.8231 130.8023 144.6298 136.4955 192.2744 147.0034 146.9128 207.0741 147.7208 204.4814 148.8314 149.7502 149.6667 152.2228 154.2156 163.4069 154.6958 154.8734 155.6795 156.6667 158.6598 158.7171 161.0277 160.7165 181.4427 173.4715 167.6667 167.9646 168.2501 169.6279 202.7744 176.3648 203.4997
185.885 85.76574 90.24965 66.59767 76.24303 82.2253 15.23155 7.875992 82.0975 6.227181 0 11.88486 170.0265 155.3938 14.54519 152.618 117.72 122.8007 185.6987 183.9734 144.6876 76.68768 84.22249 109.078 114.826 105.1502 101.0445 107.9352 126.2458 120.9639 163.6956 124.4227 123.3694 127.0575 140.6307 134.1315 187.0187 145.5018 145.0216 201.707 146.3421 199.276 147.0034 148.4082 148.1216 150.1632 152.1611 163.3601 153.0294 153.0131 154.2077 155.1161 156.6349 157.0127 159.2045 159.0126 177.5387 173.5115 166.1084 166.0482 166.1927 167.6261 198.3381 174.687 199.1231
