0 42.50314 21.22499 10.79352 10.5119 56.67892 46.15734 44.63743 140.6604 92.37153 92.80356 92.43406 55.54268 66.78667 189.7184 59.5525 96.46348 79.45124 104.6733 103.6931 106.2045 85.14334 108.2705 85.70006 91.46857 116.8867 116.3293 97.5833 130.1096 127.9941 120.1823 136.8851 114.8934 148.9245 193.2266 183.6338 182.8859 161.3893 168.3846 182.7327 173.8059 182.5171 180.0347 189.0304 195.6591 200.6496 202.9298 211.4917 214.0058 239.5047 238.4502 207.1195 241.2105 214.6231 247.0395 249.897 254.7479 283.3682 315.5261 222.4646 251.1543 257.9467 226.3018 296.1659 235.4057 255.5944 229.8097 261.9132 238.3537 237.8035 273.5663 266.7742 269.668 272.9405 276.6632 277.6698 269.9009 251.1569 277.4067 273.9754 244.128 272.1296 282.1321 279.6637 294.7943 245.6471 247.2037 273.0394 283.3593 282.6278 284.1065 275.308 278.8449 286.7237 284.6515 311.6996 292.8592 261.4025 295.4463 292.261 294.0621 299.5638 298.5486 299.0326 301.7988 298.3597 306.8718 315.9786 301.507 305.4651 307.0806 318.0476 305.4709 327.3996 293.6141 325.6847 329.4488 325.7798 335.6428 333.14 302.3218 341.3774 339.5828 303.6878 342.4828 307.4972 304.3427 311.8052 344.0963
42.50314 0 53.7344 36.32332 34.85305 83.42866 60.37934 58.38678 110.8167 108.2724 107.4518 105.9891 48.62922 68.60061 151.585 46.22403 98.05942 68.57611 105.4133 103.5141 105.5382 72.00456 107.9368 69.39483 80.06014 115.0382 113.7361 82.848 130.241 127.549 114.9374 133.7823 73.88303 142.7002 151.9191 141.7583 140.8746 150.0047 153.5457 170.1178 157.2775 169.1434 165.2119 174.4313 179.4581 182.6638 185.4224 194.4738 197.2043 197.0101 196.0249 181.1932 198.7779 188.1296 204.6082 207.5016 212.2757 241.086 273.024 185.9466 209.1278 215.643 189.1943 253.8474 210.3831 213.6312 200.0194 219.8531 212.3957 200.4336 231.2777 224.8095 227.6044 230.7078 234.385 235.3629 227.948 226.2206 235.1777 231.9293 209.0064 230.2389 239.8294 237.6014 252.4391 211.5021 212.1781 231.2274 241.0871 240.4642 241.8825 233.5631 236.8906 244.527 242.7435 269.2018 250.7286 229.746 253.3941 250.3046 252.0725 257.4363 256.5326 256.9712 259.6722 256.8388 265.0211 273.725 259.9945 263.7587 265.3427 275.8504 263.9081 285.0205 268.1969 283.362 287.0963 283.5401 293.2807 290.8065 262.0854 298.9476 297.1953 278.4964 300.1257 267.9805 267.4142 272.4593 301.9547
21.22499 53.7344 0 18.68154 20.61553 35.51056 28.30194 27.29469 159.2803 71.58911 72.20111 72.02237 45.9357 51.27616 189.8819 52.23983 79.0209 68.06614 87.20092 86.55201 89.13411 74.25556 91.02198 76.23647 79.30952 99.86491 99.56907 86.49277 112.1606 110.2588 104.2155 119.7825 119.8165 132.6084 205.4118 194.8407 193.7892 146.697 154.9373 168.1703 160.9752 168.2528 166.3881 175.1628 182.3623 188.0544 190.0973 198.3487 200.7436 248.0685 245.6013 198.3381 248.4029 206.0635 254.2007 256.8132 262.2403 293.2416 323.4297 220.7374 256.6281 264.3672 225.0778 305.8697 225.8185 260.8697 223.0359 267.4416 229.2444 236.7298 279.866 272.0074 275.1772 279.0143 282.9081 284.037 275.0891 241.3808 283.4519 279.4155 241.0145 277.1426 288.4666 285.1328 301.3453 241.7457 243.9866 277.8489 289.5583 288.4171 290.1103 279.9464 284.0035 292.6175 289.6636 319.4476 298.5029 255.5704 300.8322 297.3785 299.2674 305.177 303.8161 304.4355 307.402 302.412 311.6602 322.0093 305.5307 309.905 311.5895 323.8537 309.5884 334.0015 283.7903 331.9955 335.9003 331.7303 342.1319 339.4867 304.171 348.2786 346.208 293.6839 348.9312 308.3586 302.4235 312.4356 349.6416
10.79352 36.32332 18.68154 0 2 53.00943 38.07887 36.35932 140.644 86.03488 86.16264 85.52712 44.90607 57.20354 180.0489 48.76474 87.34893 68.8767 95.52487 94.40471 96.87392 74.49534 99.00505 74.94665 80.9506 107.4895 106.8316 86.92526 121.0826 118.8697 110.3951 127.4552 106.4378 139.1761 188.2153 178.069 177.1588 151.1721 157.9216 172.4623 163.2483 172.1859 169.5936 178.6197 185.1513 190.0459 192.3538 200.9525 203.4822 232.6994 231.0433 196.3288 233.8226 203.8366 239.6435 242.4046 247.4934 277.2004 308.4794 212.4241 243.1152 250.2659 216.3631 289.9228 224.6132 247.4874 219.1073 253.9016 227.561 227.9035 265.8496 258.66 261.6546 265.1377 268.9275 269.9815 261.7728 240.3658 269.596 265.9398 233.8568 263.9413 274.434 271.6422 287.187 235.2573 236.9175 264.781 275.6102 274.725 276.2843 266.9925 270.712 278.862 276.4706 304.5852 284.9088 250.7873 287.4039 284.1215 285.9545 291.6059 290.4656 290.9983 293.8384 289.862 298.6254 308.1834 293.0017 297.0995 298.739 310.1697 296.9983 319.8281 282.8223 318 321.8198 317.9591 328.031 325.4723 293.1638 333.9296 332.0256 292.898 334.8582 298.0805 294.3077 302.3326 336.1343
10.5119 34.85305 20.61553 2 0 55.00909 39.82462 38.07887 138.6832 87.92042 88.02272 87.36259 45.76486 58.59024 179.5843 49.33559 88.83675 69.77105 97 95.84493 98.30169 75.31416 100.449 75.61085 81.88406 108.8944 108.2081 87.72685 122.5765 120.3412 111.6776 128.8442 105.5509 140.4635 186.6789 176.6104 175.7249 152.2662 158.8728 173.5259 164.128 173.2166 170.5579 179.6023 186.0672 190.8825 193.2149 201.8429 204.3844 231.4584 229.9239 196.7562 232.6994 204.2372 238.5225 241.3048 246.3433 275.8488 307.291 212.132 242.1425 249.2087 216.0208 288.5849 225.1121 246.5319 219.3171 252.9229 228.0088 227.5434 264.8018 257.7072 260.6769 264.1098 267.8843 268.9275 260.8237 240.8787 268.5703 264.9679 233.6942 263.0076 273.3825 270.6672 286.1158 235.1723 236.7643 263.8655 274.5706 273.7214 275.2617 266.0921 269.7647 277.8489 275.5358 303.4102 283.9172 250.8909 286.435 283.1766 285.0018 290.6166 289.5069 290.0276 292.8498 289.0121 297.7087 307.1563 292.1541 296.2141 297.8473 309.1622 296.1419 318.7507 283.3277 316.9479 320.7554 316.9385 326.963 324.4168 292.515 332.8258 330.9456 293.4199 333.7933 297.5231 294.0153 301.7963 335.1481
56.67892 83.42866 35.51056 53.00943 55.00909 0 26.90725 28.42534 192.7588 39.59798 41.10961 41.86752 52.79415 43.00783 198.5221 60.959 59.00482 65.19202 66.21933 66.59767 69.13192 71.26165 70.34202 75.76939 72.78049 79.12016 79.55501 81.25269 88.14193 86.92526 85.93882 97.68541 137.9746 111.9464 231.0087 219.2971 217.8629 129.2942 139.9686 150.3804 147.1054 151.1092 150.6254 158.6852 166.9042 173.9045 175.4138 182.8457 184.9459 268.2629 263.7973 191.3766 266.6252 199.3331 272.3105 274.536 280.7437 314.8914 342.0117 225.6236 272.2223 281.2774 230.7054 327.1884 216.7602 276.1159 219.2031 282.9912 221.0204 242.3922 296.4355 287.0627 290.6134 295.2558 299.366 300.6659 290.0431 231.6999 299.6064 294.7032 243.2139 291.8099 305.0049 300.4061 318.0912 242.5943 245.9609 292.2003 305.884 304.1398 306.1389 294.0153 298.8193 308.4575 304.2006 337.828 313.9124 252.8463 315.8307 312.0016 314.0064 320.4809 318.6083 319.4276 322.6717 315.3569 325.6528 337.8062 318.4023 323.3782 325.1538 339.2967 322.5678 350.571 273.4476 348.1408 352.23 347.3327 358.4757 355.6336 313.6511 365.2027 362.7299 282.8962 365.1685 316.2183 305.7924 319.8828 364.5014
46.15734 60.37934 28.30194 38.07887 39.82462 26.90725 0 2 171.1387 49.0306 48.76474 47.85627 26.31138 23.53027 173.3324 34.4093 50.83013 43.10452 59.03389 58.30309 60.87601 49.44582 62.80127 52.7731 53.15073 71.61006 71.28113 61.0082 84.21995 82.21922 75.93603 91.56003 111.072 104.3072 204.6583 192.7431 191.2492 118.596 127.2343 140.0723 133.5215 140.2355 138.5785 147.2583 154.6512 160.6283 162.5608 170.667 173.0116 241.3566 236.9662 173.1849 239.7937 181.0303 245.4893 247.7458 253.8996 288.0001 315.1814 201.7573 245.6685 254.5683 206.5841 300.2869 199.9749 249.6157 199.3038 256.4527 203.7106 218.2888 269.774 260.6012 264.0975 268.6336 272.7196 274 263.6001 215.3621 272.9982 268.2126 220.4654 265.4148 278.3523 273.9222 291.4214 220.4359 223.3157 265.859 279.2579 277.5929 279.5514 267.7256 272.4059 281.8971 277.8381 311.0109 287.4178 232.4505 289.4011 285.6309 287.6178 294.0068 292.2144 293.0017 296.2043 289.3061 299.4046 311.27 292.3696 297.2274 298.9866 312.8134 296.5164 323.9383 257.634 321.5618 325.6286 320.8302 331.8753 329.0581 288.4528 338.5336 336.1086 267.399 338.5853 291.5099 282.6889 295.3117 338.1261
44.63743 58.38678 27.29469 36.35932 38.07887 28.42534 2 0 169.1412 50.9902 50.69517 49.75496 25.26174 24.12975 172.4675 33.28663 52.09449 43.01163 60.30755 59.5084 62.06896 49.35135 64.03124 52.46904 53.33854 72.8011 72.42237 61.07373 85.58621 83.54639 76.93556 92.77521 109.6221 105.3945 202.9212 191.0512 189.5739 119.4362 127.898 140.9122 134.1044 141.0319 139.2839 148.0034 155.3222 161.2083 163.1748 171.3298 173.6923 239.8854 235.595 173.2888 238.4219 181.1172 244.125 246.4021 252.5173 286.4691 313.8082 201.1219 244.4361 253.2686 205.9053 298.7746 200.2058 248.4029 199.2034 255.2254 203.8872 217.6097 268.4958 259.4012 262.8779 267.3724 271.448 272.7196 262.4062 215.6286 271.7425 267.0019 219.9932 264.2366 277.0776 272.7134 290.1384 220.0454 222.8572 264.6979 277.9946 276.361 278.3038 266.5802 271.2213 280.6599 276.6695 309.6472 286.2045 232.2784 288.21 284.4591 286.4402 292.8003 291.0348 291.8116 295 288.2256 298.2691 310.0403 291.2937 296.1195 297.8741 311.6027 295.4353 322.6701 257.933 320.3155 324.3732 319.6123 330.6202 327.8128 287.5639 337.2492 334.8447 267.7242 337.3366 290.7129 282.1507 294.5386 336.9499
140.6604 110.8167 159.2803 140.644 138.6832 192.7588 171.1387 169.1412 0 218.9319 217.973 216.3677 156.9683 177.6383 175.4354 152.1798 204.8737 171.4317 211.2792 209.0012 210.5878 172.4933 213.0062 167.6648 180.4953 218.6021 216.8851 179.7604 234.1187 231.1991 215.9737 235.0052 112.4342 240.4456 92.75788 94.12793 96.0554 241.3828 239.9132 258.0031 240.6819 256.0473 250.3762 259.039 261.064 260.9204 264.247 273.311 276.1774 154.6496 163.6799 243.0454 165.5939 247.6451 170.5129 174.532 174.5615 183.2508 224.885 211.0031 185.4561 184.5536 210.6919 195.8372 271.0162 190.4307 248.7211 193.9191 270.4478 218.6536 198.4986 199.9734 200.5351 199.49 201.5112 201.5517 202.9 285.4953 203.4906 204.6414 236.9219 205.9592 205.6095 209.2915 215.1991 243.2316 240.0758 208.0982 207.5767 209.6889 209.5274 211.1673 210.677 212.5268 216.6329 222.4266 219.5256 268.7036 223.4974 222.5071 223.4897 225.5987 226.9973 226.5244 227.631 234.901 237.4879 237.4249 237.8394 238.5534 239.52 240.7445 240.6926 244.0215 322.7339 244.3455 246.8507 246.7649 252.2496 250.8814 252.9862 254.8726 254.9829 332.9039 258.7683 264.0531 279.7286 269.3578 266.0267
92.37153 108.2724 71.58911 86.03488 87.92042 39.59798 49.0306 50.9902 218.9319 0 3.162278 5.962848 63.66178 43.74555 191.321 70.34202 34.10526 60.74537 37.64306 39.38591 41.22162 64.6701 41.23106 70.80254 61.52235 48.37355 49.64877 69.35416 52.7731 52.34501 57.22831 63.58648 144.9034 78.40918 243.6329 230.6236 228.71 98.0051 110.5346 117.9248 118.423 119.2057 120 127.1417 136.0331 144.0189 145.0034 151.5274 153.3264 272.9194 266.0169 167.8362 268.8215 175.7804 274.2572 275.9601 283.0283 320.7102 343.5067 213.3776 271.0885 281.5759 219.1278 332.4098 190.5187 274.4886 197.9949 281.6026 195.4738 230.5515 296.0574 285.007 288.9547 294.4962 298.8043 300.2932 287.8142 204.5797 298.6704 292.7969 227.6335 289.2075 304.4536 298.3896 317.6028 225.6103 230.0799 289.2145 305.059 302.6077 304.9475 290.663 296.2786 307.0016 301.2408 339.1185 311.8541 231.9984 313.2491 309.0259 311.1398 318.2012 315.7392 316.787 320.3202 310.345 321.7314 335.8943 313.2603 318.8732 320.732 336.9366 317.4933 349.451 245.108 346.5285 350.7962 345.0681 356.9885 353.9368 304.6851 364.3583 361.4153 254.0595 363.4776 305.4079 290.2912 308.566 361.1444
