0 184.4762 7.158911 10.30776 8.902247 6 9.962429 11.88486 20.52438 13.58308 14.08013 14.63728 17.26268 32.1753 19.78004 20.02498 22.61084 31.70568 19.90603 22.00568 22.58871 28.42974 25.5049 28.37693 29.76995 31.00403 54.50917 57.5 161.465 39.80264 39.91554 47.28901 40.50309 61.95361 61.16576 46.5 50.59295 52.06006 57.03069 57.12249 71.13543 83.41613 56.00893 69.09302 70.30825 72.25822 86.62707 60.90361 85.2247 64.06637 82.52566 65.09416 64.50775 76.66159 67.33595 66.62019 75.36743 72.33429 74.00169 78.71031 75.69841 75.10826 78.1333 87.24248 99.53015 80.69232 76.64366 91.22197 78.78134 75.60589 78.58276 80.31967 80.65513 80.52484 82.55453 88.40956 93.56415 97.04767 102.2998 93.16786 101.9343 99.18291 113.8607 102.06 101.3718 102.4051 110.4627 122.818 103.3211 124.977 114.2421 131.652 130.0817 122.7013 122.4723 120.3422 119.6923 127.1151 134.6263 209.5859 199.1996 150.5299 198.2032 152.9747 154.749 153.1747 172.355 192.9569 194.6388 256.3299 254.0399 203.6916 211.4322 262.216 261.8497 267.2083 297.877 248.508 320.4087 254.6002 258.7455 264.7343 226.3211 262.0348 268.3398 270.5961 230.654 271.3876 310.5358 231.0872 265.2287 228.5197 272.7879 275.1778 286.1881 234.5576 242.304 284.9882 287.7555 246.6248 286.5768 288.8862 246.6034 247.3262 249.5748 288.6531 292.252 324.2925 301.2578 299.8771 261.0939 295.2139 297.6214 335.2029 301.208 349.5014 314.8734 289.017 298.8888 299.9654 316.5221
184.4762 0 185.5803 185.8071 181.8794 178.845 176.6651 172.6446 168.3167 172.3941 170.4223 170.1869 169.7259 179.9453 169.9449 166.187 162.7673 177.2161 167.8186 168.5399 162.7381 169.387 160.9239 161.7788 158.6922 155.478 175.4166 176.4517 165.0259 159.8591 152.178 160.6929 146.8206 170.9921 167.5444 141.6292 137.7669 145.639 151.9352 147.0123 163.9947 174.5042 133.651 150.1287 153.5145 154.1056 168.2796 125.9769 165.3899 122.6229 150.7026 127.0963 125.2464 147.9799 124.4559 122.0388 142.0993 138.2121 138.7458 142.4878 139.3134 133.2195 135.8932 148.4356 162.3694 136.3074 127.7202 147.6447 129.8539 118.5404 122.2517 124.0004 115.0273 113.2876 112.2342 125.6496 133.7298 137.6702 144.1587 127.919 130.6529 120.3285 147.0832 125.7974 124.2344 121.891 134.2629 153.6866 103.7825 68.12911 111.2536 146.4681 143.7557 124.9906 122.3771 118.9405 117.2179 121.8209 135.8889 110.0445 96.12806 139.2207 92.85274 138.9951 138.4618 135.0852 133.662 122.7768 125.1865 103.99 97.12844 89.53076 91.35516 99.81725 98.36312 106.6849 149.8389 73.25203 160.3868 80.69744 87.38907 96.91446 48.44121 90.99267 100.1132 103.6197 50.33061 102.4758 159.5143 112.9604 92.08441 85.68802 102.3383 105.5147 118.1604 110.7329 61.03034 113.7121 117.8491 125.4743 113.7431 116.8507 73.91005 79.08446 77.16204 114.0401 119.2566 159.2413 126.3799 123.2896 103.7308 113.0686 116.2843 167.2493 118.1517 181.5929 134.2029 159.2095 169.1468 121.1409 132.2245
7.158911 185.5803 0 3.162278 4 8.321658 8.944272 14.14214 26 13.20038 16.27882 15.81139 16.00781 25.6125 17 19.44865 26.24881 25.45584 18.24829 19.0263 22.84732 23.76973 24.86463 26 28.16026 30.43846 48.16638 51.08816 167.9439 35.73514 37.52999 42.48529 39.71461 55.86591 55.31727 45.54119 49.65368 49.07647 52.73756 53.43382 65.43699 77.15569 54.82928 64.46567 65.36819 67.23095 80.65978 60.63827 79.39773 63.90814 77.56536 63.59638 63.50591 72.00174 65.97484 65.9242 71.22149 68.68042 70.21396 74.4232 71.7844 71.80529 74.4232 82.36504 93.8616 76.844 73.82412 86.34735 75.60589 74.06079 76.23647 77.64664 79.02531 79.15807 81.09871 85.14693 89.5377 92.70383 97.52948 89.56004 97.94366 95.94009 108.9082 98.37174 97.80082 98.96408 106.1614 117.5968 101.1781 127.6401 111.198 126.7636 125.2996 118.7866 118.691 116.7604 116.211 123.3288 130.1883 214.2008 203.536 146.0291 202.4506 148.4992 150.3064 148.8498 168.2409 189.4671 191.0864 259.733 257.2353 201.5589 209.3597 265.2244 264.8037 270.3368 301.7203 250.7309 323.8248 256.9436 261.2661 267.4864 226.5502 264.5921 271.0904 273.4264 231.0411 274.1168 314.3187 228.6097 267.6752 227.0352 275.436 277.8835 289.0393 232.2434 242.72 287.6421 290.5047 244.0529 289.1375 291.5081 246.3331 246.7894 249.2647 291.0993 294.8237 327.4609 303.7269 302.2085 259.8774 296.9529 299.475 338.2385 302.8036 352.5798 316.8407 286.3693 296.1659 299.9083 317.7704
10.30776 185.8071 3.162278 0 4.242641 10.59481 9.899495 15.81139 28.4605 13.90144 17.80449 16.97056 16.10124 22.67157 16.27882 19.67867 28.01785 22.67157 18.02776 18.11077 23.32381 21.84033 24.88473 25.17936 27.65863 30.37269 45.27693 48.16638 170.6625 33.95585 36.53081 40.31129 39.42398 53.07542 52.63079 45.12206 49.21416 47.71268 50.75677 51.72637 62.80127 74.27651 54.25173 62.30135 63.06346 64.88451 77.89737 60.44005 76.6942 63.74363 75.23287 62.83709 62.96825 69.80867 65.26776 65.51336 69.25677 66.94027 68.41053 72.39 69.92138 70.21396 72.64511 80.06248 91.21403 75 72.44308 84.04151 74.06247 73.24616 75.05998 76.32169 78.16009 78.40918 80.30567 83.54639 87.59566 90.62009 95.25755 87.80091 96.00708 94.33186 106.5505 96.56604 96.04686 97.26539 104.0829 115.1217 100.045 128.6002 109.6586 124.4227 123.0041 116.8637 116.8256 114.9826 114.4771 121.4578 128.0352 216.0093 205.2175 143.8419 204.0913 146.3216 148.1418 146.7353 166.2077 187.6906 189.2829 260.9717 258.3796 200.3597 208.1838 266.2818 265.8364 271.448 303.1546 251.4359 325.0593 257.7014 262.103 268.4269 226.3736 265.4449 272.0294 274.4012 230.9329 275.0455 315.7234 227.2538 268.4772 226.1084 276.3277 278.8008 290.0207 230.9567 242.6211 288.5342 291.4395 242.6529 289.9871 292.385 245.9309 246.2702 248.8443 291.8966 295.6772 328.5812 304.5324 302.9521 259.0584 297.4307 300.0037 339.2967 303.2161 353.6559 317.4177 284.9287 294.6918 299.5881 318.0252
8.902247 181.8794 4 4.242641 0 7.017834 5.656854 11.6619 24.73863 9.708244 13.60147 12.72792 12.1758 23.32381 13 15.69235 23.85372 22.80351 14.31782 15.0333 19.23538 20.12461 21.02974 22 24.18677 26.58007 45.60702 48.60041 167.1199 31.95309 33.53357 38.94868 35.79455 53.07542 52.34501 41.59327 45.70296 45.1276 49.04335 49.59453 62.36986 74.51845 50.85519 60.8889 61.91123 63.81222 77.78175 56.75385 76.41989 60.03541 74.12412 59.60285 59.5399 68.44158 61.98613 61.98387 67.50185 64.84597 66.40783 70.7447 68.00735 67.91171 70.6032 78.89233 90.78546 73.05477 69.87131 82.87526 71.69554 70.06426 72.24957 73.68175 75.02666 75.16648 77.10383 81.25269 85.79627 89.05055 94.02127 85.72631 94.19639 92.04618 105.4751 94.55686 93.96276 95.10287 102.5 114.2847 97.18539 124.4026 107.28 123.3086 121.8031 115.0267 114.9009 112.9292 112.361 119.5408 126.5741 211.816 200.9981 142.4377 199.8656 144.9 146.697 145.2042 164.5387 185.6281 187.2592 256.7358 254.1535 197.5702 205.3687 262.0687 261.6276 267.2265 298.9122 247.3095 320.8239 253.5587 257.938 264.2366 222.6859 261.2757 267.8395 270.2036 227.2004 270.8579 311.4807 224.6428 264.3218 223.0359 272.1489 274.6159 285.822 228.2652 238.8828 284.3554 287.2508 240.0943 285.819 288.21 242.4046 242.8353 245.3319 287.7428 291.5081 324.3588 300.3764 298.8143 255.8833 293.3888 295.9413 335.0839 299.2023 349.4403 313.3369 282.4187 292.2229 296.0017 314.086
6 178.845 8.321658 10.59481 7.017834 0 4.609772 6.264982 17.86757 7.648529 8.5 8.732125 11.40175 29.34706 14.32655 14.03567 18.03469 28.41215 14.08013 16.5605 16.62077 23.71181 19.50641 22.61084 23.83799 25.005 51.04165 54.11331 160.1587 34.55792 34.07712 42.40578 34.50362 58.10551 57.0548 40.5 44.59323 46.32764 51.79286 51.61051 66.83001 79.701 50.01 63.99453 65.40069 67.40363 82.54847 54.9477 81.00154 58.12487 77.59823 59.10372 58.50855 71.56116 61.33947 60.63209 70.00179 66.77013 68.4854 73.40513 70.22998 69.42082 72.5797 82.25114 95.12229 75.1881 70.82549 86.22131 73.05135 69.61501 72.67221 74.46644 74.6676 74.52684 76.5588 82.69371 88.11498 91.74012 97.21754 87.55712 96.46041 93.45186 108.8772 96.46891 95.74053 96.73058 105.119 118.0095 97.37171 119.9552 108.4493 126.6106 124.977 117.1791 116.8994 114.7007 114.0186 121.5411 129.33 205.9035 195.2805 145.2558 194.2125 147.6863 149.4431 147.8124 166.8899 187.2601 188.961 251.7479 249.3316 197.7277 205.4624 257.401 257.0044 262.4619 293.5895 243.2987 315.8384 249.4459 253.6755 259.7812 220.4796 256.983 263.3861 265.6845 224.8449 266.4231 306.2066 225.1628 260.1235 222.5202 267.7821 270.2014 281.2887 228.6116 236.5021 279.9862 282.8025 240.7134 281.5284 283.8684 240.6808 241.3716 243.647 283.5495 287.2094 319.5726 296.1659 294.7206 255.0961 289.809 292.261 330.4073 295.7503 344.7307 309.5598 283.1152 292.9991 294.0769 310.9473
9.962429 176.6651 8.944272 9.899495 5.656854 4.609772 0 6.324555 20.09975 4.272002 8.062258 7.071068 7.5 25.29822 9.848858 10.68878 18.35756 24.16609 10.04988 12.08305 13.92839 19.10497 16.19413 18.43909 20.02498 21.78302 46.64762 49.73932 162.4486 30.01666 30.00833 37.80212 31.19695 53.60037 52.49762 37.12142 41.23587 42.10107 47.25727 47.19764 62.24147 75.21303 46.54299 59.42608 60.80296 62.80127 77.98718 51.97115 76.41989 55.21096 73.00401 55.50225 55.14526 66.9944 57.80554 57.42822 65.51717 62.39391 64.07808 68.89712 65.79514 65.14599 68.19687 77.66595 90.52072 70.77429 66.70832 81.63794 68.82042 66.00758 68.73136 70.40597 71.02816 71.00704 73 78.44743 83.67198 87.23531 92.64988 83.21658 92.0313 89.22163 104.2929 92.11406 91.41663 92.44398 100.6293 113.4063 93.53609 118.8108 104.2929 122.0369 120.4159 112.7791 112.5325 110.3857 109.7315 117.1751 124.8239 206.228 195.3737 140.7427 194.2325 143.1782 144.9414 143.3327 162.4592 182.9948 184.6781 251.0881 248.5196 193.933 201.6929 256.4527 256.0176 261.5989 293.2558 241.814 315.177 248.0403 252.3886 258.6523 217.8004 255.7206 262.2556 264.6091 222.2521 265.2772 305.8239 221.2401 258.7856 219 266.5802 269.0388 280.2257 224.751 233.9252 278.7867 281.6682 236.7581 280.2651 282.6464 237.7394 238.296 240.6854 282.2085 285.9528 318.7297 294.8389 293.3019 251.6987 288.0087 290.5327 329.4681 293.8605 343.8204 307.9026 279.1371 288.9952 291.2473 308.8462
11.88486 172.6446 14.14214 15.81139 11.6619 6.264982 6.324555 0 14 4.924429 2.236068 3.162278 8.13941 30.59412 12.20656 9.394147 12.20656 29.12044 10.63015 14.21267 11.04536 22.47221 14.43087 18.86796 19.31321 19.6596 50.9902 54.12947 156.1934 31.89044 29.80772 40.31129 29.10756 57.45433 56.0357 35.12834 39.1737 42.29066 48.90041 48.11624 65.43699 79.07591 44.67941 61.28476 63.03174 65.11528 81.40025 49.16299 79.64923 52.29006 75.12912 53.89341 53.03772 68.80589 56.04177 55.00909 66.72706 63.06346 64.88451 70.2411 66.7308 65.39113 68.87534 79.64923 93.43447 71.58911 66.40783 83.58813 68.89303 64.38167 67.91171 69.92138 69.46222 69.18092 71.25307 78.54935 84.59905 88.50989 94.40339 83.67198 92.87066 89.24405 106.2121 92.61209 91.7878 92.66727 101.7853 115.6244 92.39589 113.719 104.0433 123.8103 122.0656 113.4471 113.0526 110.6933 109.9318 117.686 126.0516 200.2049 189.4559 142.0018 188.3514 144.4022 146.1232 144.3823 163.233 183.0604 184.808 245.6242 243.1666 192.6292 200.3268 251.2051 250.8007 256.285 287.5782 237.0359 309.716 243.1872 247.4268 253.5528 214.4411 250.7369 257.1575 259.4648 218.7693 260.1922 300.177 220.2484 253.87 217.0829 261.5435 263.9682 275.0715 223.6001 230.4192 273.7481 276.5737 235.8489 275.2826 277.6274 234.7765 235.5525 237.7545 277.296 280.9644 313.4017 289.9138 288.4614 249.5321 283.5507 285.9987 324.2148 289.4996 338.5447 303.2952 278.2813 288.2087 288.1059 304.7261
20.52438 168.3167 26 28.4605 24.73863 17.86757 20.09975 14 0 18.60779 13.15295 15.29706 20.74247 44.40721 25 19.90603 8.062258 42.75512 22.47221 26.57066 18.60108 35.1141 22.41093 28.84441 27.65863 25.54408 63.90618 67.06713 142.4163 42.43819 37.50333 51.31277 33.3654 69.77822 68 38.91015 42.44822 49.74435 58.42303 56.52979 76.8505 91.24144 48.0026 70.83146 73.10951 75.28612 92.96236 50.01 90.97252 52.69013 84.86804 57.29311 55.36244 78.1425 59.01085 56.51548 75.11658 70.60453 72.62231 78.78967 74.65253 72.11103 76.3008 89.10668 104.2017 79.20227 72.06941 92.94609 75.20804 67.35726 72.49828 75.13322 72.42237 71.56815 73.76313 84.72308 92.20087 96.67471 103.3247 90.42677 100.2086 95.09206 115.3126 99.32271 98.27004 98.85624 109.6004 125.1599 95.81753 106.4707 109.165 132.5481 130.5986 120.2628 119.5919 116.8461 115.8836 124.1692 133.8096 189.1296 178.8637 149.7281 177.9164 152.0526 153.688 151.7111 169.9559 188.313 190.1841 236.6839 234.6103 194.941 202.4725 242.9897 242.687 247.8427 277.8289 230.3259 300.7209 236.2372 240.1333 245.815 211.7475 243.3701 249.4193 251.575 215.7406 252.4916 290.531 223.1595 246.7104 217.9197 253.9941 256.3082 267.1301 226.1526 227.2994 266.1766 268.8215 238.8989 267.8852 270.1129 233.0408 234.3608 236.0915 270.1131 273.5416 304.8534 282.6765 281.4853 249.7003 277.7139 279.9379 315.9039 283.9331 330.1492 296.9983 281.3602 291.4211 285.8129 299.8166
13.58308 172.3941 13.20038 13.90144 9.708244 7.648529 4.272002 4.924429 18.60779 0 5.5 3.640055 3.807887 25.81182 7.433034 6.519202 15.33786 24.25387 6.5 9.552487 9.656604 17.61391 12.04159 15.04161 16.19413 17.61391 46.06788 49.2062 160.3119 27.5 26.44334 35.72464 27.07397 52.57614 51.20791 33.03407 37.14237 38.74597 44.65423 44.20006 60.68978 74.20411 42.50294 56.96913 58.57687 60.63209 76.61103 47.76243 74.9016 50.9902 70.7233 51.53882 51.06124 64.51744 53.80455 53.28461 62.69968 59.29798 61.05121 66.15559 62.8351 61.85669 65.11192 75.30106 88.7764 67.75876 63.19217 79.25558 65.45991 62.05038 65.025 66.82253 67.09136 67.00187 69.0163 75.10826 80.72329 84.47041 90.15681 80.03905 89.04387 85.85598 101.9031 88.96207 88.20573 89.16729 97.80849 111.2036 89.7399 114.7007 100.8229 119.5669 117.8739 109.7176 109.4005 107.1553 106.453 114.0406 122.0502 202.6802 191.712 137.99 190.5361 140.4074 142.1487 140.4706 159.4624 179.6757 181.387 247.1083 244.4898 190.1085 197.8501 252.3812 251.935 257.5524 289.3942 237.6158 311.1927 243.857 248.2302 254.5314 213.5539 251.5676 258.1342 260.5019 217.996 261.1518 301.942 217.5195 254.6159 215.0052 262.4409 264.9091 276.121 220.9779 229.6677 274.6475 277.545 233.067 276.1109 278.5018 233.5385 234.1287 236.4892 278.0373 281.8 314.6866 290.6703 289.1146 247.6459 283.7627 286.2953 325.3959 289.6053 339.7562 303.6746 275.4675 285.3507 287.0248 304.5772
