0 194.319 191.6309 175.8737 188.0841 182.5546 178.8556 187.1589 192.5375 188.2 191.4859 189.9599 166.7908 178.2929 164.2428 161.4115 160.9574 157.4875 158.4103 157.5026 169.7287 161.7017 182.5497 179.2123 180.079 175.1929 170.077 154.9317 170.3478 155.1231 153.9322 165.9749 184.807 164.072 152.6359 165.6282 154.9647 181.0989 171.3689 183.3204 152.05 173.9047 162.3079 149.1444 156.2277 180.7847 174.4707 173.1217 149.3333 170.2953 168.9411 137.6877 171.6272 150.6694 148.9002 135.3394 141.6019 138.0531 167.3498 140.1233 131.2563 137.5149 163.8128 125.7765 158.8774 130.9958 126.4561 128.239 150.4691 126.2788 123.4184 150.5636 147.7807 115.7822 117.38 111.6772 125.0506 149.818 143.6282 68.94926 141.1071 125.45 136.2032 110.2423 96.3644 93.08681 131.9935 126.1658 120.5328 122.8524 126.2533 133.5337 89.39885 101.1606 91.15219 94.19341 97.35346 97.52148 106.2526 149.479 163.3372 47.67061 49.52205 100.0736 102.988 159.1121 112.6839 85.26605 107.4123 110.4124 101.4871 60.2044 114.913 118.1135 112.0608 120.3679 125.1334 105.9931 73.16975 78.38803 76.42068 111.254 116.2784 158.6916 103.1075 131.8786 134.0297 120.207 121.5004 117.6489 123.8585 127.0472 116.721 138.8289 156.9665 158.4901 168.4525 162.7777 166.5562 171.0543 158.7337 133.239 165.481 176.0069 137.6469 168.6583 129.245 133.0725 131.8197 132.4124 127.5578 177.4091
194.319 0 7.031674 52.00427 13.00427 22.12339 32.08496 9.597453 5.897269 6.119187 11.31371 8.353309 56.05008 20.74716 56.94539 61.25448 57.198 66.78406 58.33333 62.18342 26.46591 44.51342 21.32552 22.16103 24.07858 23.96409 24.66667 45.53692 27.35162 41.99735 44.25808 29.94068 40.60925 31.37055 44.07884 190.9503 39.67927 41.54697 33.30832 44.75124 42.97609 38.78717 36.38834 45.87059 39.61621 53.59364 51.2212 49.53562 45.85605 50.38959 49.54908 56.9208 52.64768 47.01891 48.31034 60.07865 53.23324 56.55479 56.66667 55.34237 63.5199 57.60449 58.61835 68.9215 62.61345 64.00347 67.97794 66.61665 67.07539 68.65392 71.12587 74.01694 77.11077 80.6398 83.6585 85.71432 85.84644 92.67206 90.43982 140.9697 113.248 114.7538 126.3551 232.347 220.95 219.6209 134.2042 142.2182 146.8084 181.6101 183.1505 190.6294 198.5374 275.3491 206.4821 272.8891 275.6395 277.2059 283.9926 317.4097 344.8885 231.3528 236.3284 284.3732 287.123 329.801 224.1414 226.074 292.1834 228.3333 288.9033 248.0271 300.9789 303.5805 299.3439 306.2995 239.1449 295.6819 249.3601 248.9232 252.1417 302.9045 306.9334 341.1573 259.6293 322.0788 324.0717 313.145 314.2416 311.4013 316.8968 319.5087 310.7883 329.9497 345.7375 346.9733 355.3028 351.1063 354.5034 357.8631 280.9696 326.8681 354.0785 363.1789 331.3208 290.4549 322.4202 326.4089 324.4032 325.2221 311.0716 368.6123
191.6309 7.031674 0 45 6.082763 15.29706 25.17936 4.472136 12.08305 7.211103 17.32372 13.60147 49.23921 15 50.21952 54.57105 50.62114 60.16644 51.86521 55.65968 22.2036 38.47077 25.6125 25.55386 28.01785 26.27737 24.02082 40.40421 28.63564 37.64306 39.62323 30.01666 46.01087 31.01612 39.90614 184.1891 36.67424 46.55362 36.24914 50.03561 39.62953 42.72002 37.33631 42.54409 39.11521 58.7069 55.70009 53.82379 44.72136 54.3783 53.33854 53.94365 56.85948 47.01064 48.07402 56.60389 51.66237 54.72456 60.53924 54.12947 60.41523 56.14713 62.17717 65.88295 65.79514 62.36185 65.81624 64.84597 69.54229 66.90478 69.06116 76.80861 79.75688 79.30952 83.24533 84.5488 86.67468 95.85406 93.13565 136.6931 116.1077 116.709 129.0213 226.8766 215.6708 214.4067 136.6821 144.4308 148.7658 183.4996 185.154 192.8191 199.01 271.0295 206.9237 268.7769 271.494 273.1172 279.7803 312.6474 340.6552 229.5953 234.4376 280.4924 283.2216 325.1004 225.0755 225.9779 288.3002 229.107 285.2034 246.1422 297.1473 299.7015 295.6011 302.4424 240.2254 292.1387 248.131 247.9516 250.9585 299.5413 303.4535 336.9863 259.3593 318.5216 320.4949 309.9435 311.0064 308.3699 313.7077 316.223 307.8575 326.4751 342.0015 343.2098 351.3915 347.3219 350.6807 353.9437 282.2313 323.7901 350.312 359.2777 328.2499 291.8154 320.1406 324.0988 322.2328 323.0139 309.7535 365.0907
175.8737 52.00427 45 0 39.01282 30.14963 20.22375 43.18565 56.22277 49.36598 60.62269 56.56854 9.192388 34.20526 11.7047 15.26434 14.91643 20.61553 17.46425 18.78829 36.71512 21.09502 64.19502 62.03225 65.19202 59.75366 50.11986 30.20761 58.18075 35.80503 34.1321 54.91812 84.8646 53.82379 37.58324 140.2398 43.93177 83.98952 68.47627 88.13945 42.90105 76.94154 62.20129 44.10215 57.31492 95.48036 90.2358 87.81799 57.48913 87.13208 85.44004 52.14914 90.21086 64.38167 64.00087 50.28916 59.36329 59.83124 92.08692 62.96825 55.36244 62.94839 92.20087 59.60757 93.723 66.21178 65.47349 67.23095 93.69168 68.89303 68.51602 101.6468 103.5672 81.27115 90.11237 86.6516 100.1624 120.9669 115.9493 111.8928 138.2245 133.7759 149.3871 191.2538 181.4907 180.6938 155.6181 161.4938 164.1531 197.2489 199.542 208.1207 203.5927 242.7385 211.0934 241.9008 244.3645 246.3493 252.1151 281.0607 312.3493 219.0639 222.926 255.0314 257.5937 293.8371 231.89 226.2764 262.7394 234.8297 260.8946 234.4376 271.8391 274.0547 270.8967 276.914 247.644 268.7936 240.6741 242.1673 243.7464 277.3085 280.4086 309.1129 257.8803 294.8237 296.6513 288.6694 289.4996 288.2308 292.4765 294.3331 288.3856 303.2507 316.9385 317.9591 325.1169 321.9045 324.9895 327.599 290.1 303.1914 324.99 333.0173 307.6573 300.177 304.8032 308.5207 307.5858 308.112 300.786 341.2642
188.0841 13.00427 6.082763 39.01282 0 9.219544 19.10497 5 17.46425 11.18034 22.35571 18.38478 43.15669 10 44.14748 48.50773 44.5926 54.12024 45.88028 49.64877 18.38478 32.75668 29.06888 28.3196 31.1127 28.15138 23.5372 35.36241 29.54657 33.28663 35 29.83287 50 30.41381 35.67212 178.108 33.52611 50.17808 38.27532 53.88008 36.11786 45.45327 37.64306 39 38.11824 62.32576 58.75798 56.72742 43.04649 57.00877 55.80323 50.55228 59.66574 46.27094 47.11806 52.7731 49.49747 52.29829 63.00794 52.23983 56.85948 54.02314 64.3506 62.3423 67.60178 60.01666 63.00353 62.36986 70.68472 64.43019 66.30569 78.18927 80.98988 77.10383 81.79277 82.45302 86.26993 97.49359 94.34644 132.0076 117.3882 117.1751 130.0942 221.3594 210.2718 209.0484 137.5682 145.0629 149.1618 183.7855 185.5398 193.3638 198.0404 266.248 205.92 264.1401 266.8333 268.4958 275.0709 307.5603 335.9196 226.7532 231.4865 276.0163 278.7302 320.0519 224.4809 224.5017 283.8204 228.3703 280.8558 243.1892 292.7021 295.222 291.2198 297.9777 239.7471 287.9028 245.7031 245.7336 248.5663 295.4353 299.2608 332.2944 257.7154 314.269 316.2278 305.9542 306.9919 304.5078 309.7265 312.1698 304.0711 322.2809 337.6152 338.8038 346.8789 342.9001 346.2311 349.4249 281.8869 319.889 345.9024 354.7711 324.3532 291.5532 316.8485 320.7819 319.0251 319.7765 307.2256 360.8549
182.5546 22.12339 15.29706 30.14963 9.219544 0 10 13.0384 26.07681 19.23538 30.53049 26.4764 33.94849 6.708204 34.9285 39.29377 35.41892 44.92215 36.76955 40.49691 15.13275 24.20744 35.35534 33.83785 36.89173 32.59601 25.23886 28.15138 32.64966 27.51363 28.63564 31.38471 56.4358 31.30495 30.04164 168.8927 30.01666 56.13591 42.42641 60.07547 31.81981 50.32892 39.44617 34.52535 37.94733 68.12122 63.83181 61.6198 41.59327 61.52235 60.10824 46.01582 64.38167 46.17359 46.65952 47.43416 47.04253 49.34347 67.20863 50.15974 51.92302 51.52184 68.11755 57.35035 70.80254 57.03508 59.20961 59.13544 72.88299 61.16576 62.55753 80.64777 83.20312 74.10803 79.93272 79.57701 85.97965 100.1699 96.41188 124.8079 119.4194 117.9873 131.7593 212.8497 201.9354 200.7716 138.9244 146.0111 149.7406 184.109 186.0108 194.0598 196.4306 258.7991 204.245 256.9066 259.5631 261.2834 267.7256 299.6521 328.5184 222.2521 226.8149 269.0167 271.7066 312.1975 223.3998 222.0811 276.8122 227.0683 274.0456 238.5037 285.742 288.21 284.3554 290.9869 238.8227 281.2561 241.8119 242.1611 244.7265 288.9792 292.6739 324.9581 255.0025 307.5874 309.5238 299.6681 300.6676 298.4125 303.451 305.7859 298.0893 315.6834 330.728 331.887 339.8029 335.9591 339.248 342.3392 281.1216 313.7292 338.9786 347.7017 318.1981 290.9042 311.6023 315.4964 313.9044 314.6109 303.1356 354.1839
178.8556 32.08496 25.17936 20.22375 19.10497 10 0 23.02173 36.05551 29.15476 40.39939 36.34556 24.13504 14.31782 25.29822 29.73214 26.16295 35.4683 27.78489 31.30495 19.20937 17.49286 44.38468 42.48529 45.61798 40.65095 31.89044 24.13504 39.82462 26.01922 26.07681 37.48333 65.30697 36.87818 28.50439 159.0792 31.32092 64.70889 50 68.76818 31.97655 58.24946 45.34314 34.23449 42.19005 76.48856 71.72517 69.40461 44.38468 69.02898 67.47592 45.00164 72.00694 50.11986 50.23722 45.27693 48.50773 50.14756 74.41102 51.92302 50.15974 52.76836 74.96666 55.35397 77.15569 57.55867 58.70075 59.3043 78.34494 61.24745 62.0224 86.25 88.55936 74.24284 81.26368 79.76528 88.89601 105.8017 101.5148 118.9832 124.3423 121.7415 136.2736 204.8048 194.1938 193.1301 143.1084 149.764 153.1086 187.1081 189.156 197.4147 197.3449 252.3826 205.0692 250.8007 253.4028 255.2038 261.4517 292.5303 322.1286 219.7635 224.1093 263.2299 265.8844 305.1512 224.8321 222.036 271.0074 228.2542 268.5163 235.7626 279.9973 282.3916 278.7436 285.1959 240.3967 275.9438 240.0271 240.753 242.9983 283.9172 287.4335 318.6625 254.5707 302.2085 304.1135 294.8237 295.7719 293.8197 298.6176 300.8072 293.6448 310.4126 325.0554 326.1733 333.8652 330.2098 333.4392 336.3868 282.8076 309.0405 333.2514 341.7697 313.5124 292.7033 308.0844 311.9263 310.5415 311.1913 301.0391 348.7926
187.1589 9.597453 4.472136 43.18565 5 13.0384 23.02173 0 13.0384 6.324555 17.62889 13.60147 46.71723 11.18034 47.51842 51.78803 47.67075 57.27128 48.76474 52.63079 17.80449 34.9285 24.08319 23.43075 26.1725 23.50532 20.02498 36.31116 25.29822 33.30165 35.35534 26.1725 45 27.01851 35.53168 181.5098 32.20248 45.19336 33.61547 48.88315 35.1639 40.60788 33.73426 38.07887 35.01428 57.34544 53.85629 51.85557 40.4475 52.20153 51.0392 49.47177 54.81788 43.01163 44.00505 52.15362 47.29693 50.32009 58.24946 49.81967 55.9464 51.79286 59.68249 61.41305 63.06346 57.97413 61.37137 60.44005 66.42086 62.5 64.62284 73.82792 76.69394 74.95332 79.06248 80.21534 82.84021 93.03763 90.06803 132.382 113.0885 113.2652 125.8908 222.991 211.6929 210.4002 133.4541 141.0753 145.2971 179.9855 181.6865 189.4287 195 266.7377 202.9032 264.4409 267.1647 268.7769 275.4651 308.4774 336.3461 225.1622 229.9935 276.1159 278.8485 320.9116 221.1998 221.8152 283.9243 225.1799 280.8006 241.6982 292.7636 295.3252 291.2044 298.0627 236.3949 287.7169 243.756 243.6144 246.5897 295.1017 299.0251 332.664 255.1534 314.1019 316.0775 305.4914 306.5567 303.9079 309.2547 311.7772 303.3912 322.0466 337.6048 338.8171 347.0216 342.9322 346.2968 349.5751 278.4558 319.3305 345.9198 354.9063 323.7901 288.0733 315.6739 319.631 317.7704 318.5498 305.3641 360.6678
192.5375 5.897269 12.08305 56.22277 17.46425 26.07681 36.05551 13.0384 0 7.071068 5.426274 3 59.60285 23.34524 60.29925 64.49806 60.25363 69.87131 61.18823 65.11528 27.29469 46.84015 15.81139 17.11724 18.68154 19.55761 22.47221 46.73863 23.5372 42.43819 44.94441 26.92582 34.71311 28.63564 44.30011 194.1826 38.8973 35.68809 28.28427 38.85952 42.4323 33.24154 32.55764 45.25483 36.76955 47.71268 45.45877 43.82921 43.38202 44.77723 44.01136 55.83418 46.95743 43.68066 45.11959 59.4138 51 54.49261 51.07837 52.80152 62.482 55.23133 53.14132 67.77951 57.28001 61.7171 66.08412 64.41273 62.0607 66.41724 69.1287 68.82632 71.98028 78 80.32753 82.92466 81.68537 87.28115 85.2599 140.7587 107.9676 109.8954 121.1466 233.4202 221.7879 220.3798 129.0736 137.2051 141.9163 176.7299 178.2134 185.5996 194.4351 275.0654 202.3941 272.3913 275.1745 276.6821 283.593 317.5929 344.4896 228.7794 233.8568 283.6371 286.4062 329.911 219.7528 222.3151 291.4464 224.0357 287.9878 245.5443 300.1874 302.8349 298.4661 305.5313 234.6675 294.6133 246.3757 245.7519 249.1223 301.6637 305.8006 340.6948 255.9692 321.014 323.0248 311.7515 312.8786 309.8548 315.4909 318.1902 309.1525 328.8039 344.8376 346.0997 354.573 350.2521 353.6859 357.1407 276.3799 325.3583 353.206 362.4369 329.803 285.8098 320.2249 324.2376 322.118 322.9675 308.1286 367.5
188.2 6.119187 7.211103 49.36598 11.18034 19.23538 29.15476 6.324555 7.071068 0 11.31862 7.28011 52.55949 16.27882 53.23533 57.42822 53.18364 62.80127 54.12947 58.0517 20.80865 39.84972 18.43909 18.35756 20.80865 19.30026 18.68154 40.13104 22.09072 36.23534 38.60052 24.18677 39.05125 25.4951 38.24265 187.1119 33.6006 39.45681 29.15476 43.01816 36.93914 35.51056 31.01612 39.82462 33.73426 51.6188 48.50258 46.61545 39.84972 47.16991 46.14109 50.82165 49.64877 41.30375 42.52581 54.03702 47.16991 50.46561 53.33854 49.33559 57.42822 51.56064 55.00909 62.82167 58.69412 57.93962 61.86904 60.53924 62.63649 62.57995 65.02393 69.81091 72.80357 74.63243 77.86681 79.7402 80.51397 88.76936 86.17569 135.0592 109.11 110.0227 122.084 226.9471 215.4357 214.0707 129.8075 137.6526 142.0889 176.8581 178.4657 186.0588 193.0932 269.4309 201.0266 266.9176 269.6757 271.2287 278.045 311.6367 338.943 225.3042 230.2629 278.3523 281.1059 324.0035 218.8999 220.4223 286.1625 223.0202 282.8516 241.9628 294.9483 297.5584 293.2985 300.2733 233.9737 289.6084 243.403 243.0226 246.1943 296.8114 300.8521 335.1963 253.9237 316.0063 318.0016 307.0391 308.138 305.2868 310.7901 313.4087 304.6707 323.8673 339.6896 340.9296 349.285 345.0659 348.4694 351.8467 275.8906 320.7554 348.0352 357.1589 325.2076 285.4264 316.3195 320.3061 318.3112 319.1269 305.0998 362.5345
