0 16.61845 190.1489 20.4555 6.014386 10.09156 4.813818 10.10806 18.41363 20.62511 49.54977 22.66803 14.74323 25.81248 29.50811 24.45757 14.0141 28.04868 26.84432 25.77802 24.04985 27.97927 18.55689 27.03199 26.65624 22.91423 24.56184 46.36157 23.95263 22.60913 42.42321 36.68154 33.23411 32.61315 29.00873 24.81164 25.41556 53.52108 30.9418 34.39297 28.39563 48.11624 32.08938 36.25152 40.3752 37.15269 32.66761 33.56678 175.4429 36.09949 50.91557 44.34948 35.58488 43.49688 38.11978 42.95418 39.92849 69.83755 50.81563 68.78352 49.84064 69.98139 52.57434 44.38788 55.34323 56.51406 51.60306 59.31138 57.56885 48.62276 52.18957 63.72865 68.51241 57.91714 80.96419 71.31585 62.72852 62.7097 82.52512 64.37698 65.81165 78.25504 68.59912 82.54262 71.18486 88.7165 85.307 95.96617 107.6442 116.5335 132.6016 220.6054 209.7414 208.5902 201.693 209.5506 275.5497 307.5074 323.1961 229.1335 233.7759 320.054 228.3243 271.1868 227.8488 283.2568 232.1387 245.4727 287.8278 243.6454 248.3977 248.5812 251.2864 332.7821 260.9474 310.1596 313.9279 285.8427 295.5471 321.1293 321.1829 320.6112
16.61845 0 185.6734 5.422433 22.36068 26.4764 16.15549 25.96151 7.071068 8.544004 33.76481 11.7047 26.9194 13.89244 16.27882 13.92839 19.84943 17 17.08801 17.46425 38.47077 18.97367 25.82204 19.41649 40.28101 36.05551 37.20215 33.30165 35.4683 28.30194 57.25576 50.51624 47.16991 25.70992 41.23106 29.06888 27.85678 40.45986 43.41659 47.40019 28.74456 63.06346 43.93177 29.83287 52.99571 48.49111 32.38827 43.27817 159.6418 45 64.63745 56.39247 41.14608 54.80192 46.179 38.47077 46.52956 57.98276 62.99603 57.31492 61.17393 58.79626 64.3506 45.70558 66.60284 68.62215 50.91295 71.44928 69.29646 51.92302 57.9554 75.30536 80.62258 66.57327 94.33054 83.45058 72.13356 71.56116 95.60102 73.4983 73.92564 87.74049 72.53275 93.60556 76.55064 100.449 96.42614 105.3945 117.6435 126.1943 124.3423 208.3387 198.0384 197.0692 204.4138 212.136 266.4001 296.8531 313.3483 226.367 230.6534 309.5291 231.9012 263.6001 229.0546 275.1872 235.3253 242.2932 280.232 247.4631 246.7894 247.5884 249.7717 323.5747 261.5478 302.6157 306.498 289.8717 299.7637 316.1906 316.3947 315.9881
190.1489 185.6734 0 180.7985 190.0226 190.839 185.3482 188.603 178.7145 177.1373 168.3886 173.9751 180.257 172.1144 170.9753 171.7641 176.2946 168.9529 168.602 168.28 183.1309 166.7 173.1298 166.3864 180.0255 179.4112 177.6701 157.8865 175.3303 168.9451 184.9469 179.5149 180.2945 160.062 175.2216 166.2808 165.0249 152.8086 175.4029 176.4093 161.78 186.2736 173.1754 155.9542 173.7186 169.987 157.5136 167.1609 168.6579 164.0747 178.1259 170.49 158.7272 167.8413 161.1592 147.823 157.2186 136.4754 169.7838 135.7464 166.1572 133.766 167.5083 147.0048 164.4511 168.4759 138.9837 168.2433 166.3 145.4212 147.2759 164.4399 167.1077 152.6812 176.8962 167.0768 153.8199 151.447 174.5184 151.9728 147.0964 149.5504 131.2767 158.8746 133.9281 163.6735 159.0686 145.7442 149.3569 146.4518 70.79314 113.6272 99.75885 96.48094 86.05451 87.76863 108.4981 151.9501 157.2961 45.43906 47.65414 161.4475 109.2873 91.41104 81.93683 105.9002 107.0225 58.5801 106.8625 121.7505 70.71267 75.70246 73.96861 160.4456 100.1492 127.7197 130.7256 155.4658 165.4081 131.0113 131.0351 130.4778
20.4555 5.422433 180.7985 0 25.75013 29.76972 18.86539 28.91487 4.131518 4.15164 29.14201 7.087744 28.35849 8.71222 10.8583 9.168939 20.08489 11.87025 12.29103 13.08572 40.29147 14.26193 25.72963 15.08541 41.68648 37.38631 38.28929 27.90286 36.19028 27.47549 58.98081 51.80434 48.56511 21.20305 42.02066 27.71707 26.01415 35.07472 44.2482 48.36565 26.17383 64.80151 44.49423 25.29301 53.68811 48.74355 29.4149 43.05697 155.0848 44.43988 65.68919 56.78334 39.59254 54.91724 45.29425 34.15752 45.14683 52.56174 63.35405 51.89319 61.20242 53.37824 64.52056 42.73058 66.53308 68.88567 47.28835 71.69776 69.3907 49.38356 56.05951 75.27873 80.78203 65.51898 94.99686 83.60065 71.2863 70.51881 96.11719 72.53323 72.59869 86.79039 69.88969 93.23484 74.29941 100.3248 96.06284 104.322 116.7365 125.1275 119.0486 202.9612 192.6318 191.6566 201.008 208.6877 261.0171 291.4307 307.937 221.7493 225.9718 304.107 228.6951 258.3239 225.2533 269.8705 232.0124 237.5964 274.9528 244.3098 242.3749 243.2949 245.3737 318.1859 257.5864 297.3383 301.2301 286.7489 296.6874 311.2032 311.4279 311.0446
6.014386 22.36068 190.0226 25.75013 0 4.123106 7.28011 4.242641 23.19483 25.31798 54.58079 26.92582 11.00566 30.08322 33.95585 28.4605 14.21267 31.95309 30.46309 29.06888 18.43909 31.30495 16.97384 30.01666 21.30164 17.88854 19.69772 50.32892 19.64688 21.18962 36.54525 31.1029 27.65863 35 24.16609 23.76973 25.05993 57.38467 25.94224 29.12235 28.57009 42.2019 27.313 38.28838 35.15557 32.45153 32.75668 29.61419 180.2615 32.38827 45.27693 39.27821 33.24154 38.69431 34.67708 44.04543 37 73.06162 45.63442 71.86793 44.94719 72.94518 47.50789 43.32436 50.42048 51.31277 51.06292 54.08327 52.47857 46.69047 49.25777 58.64508 63.24555 53.85165 75.32762 66.0303 58.35452 58.5235 76.95598 60.08328 61.84658 73.74165 66.06815 77.52419 68.11755 83.48653 80.26207 91.38928 102.8591 111.8258 134.0634 223.5733 212.4693 211.2398 199.01 206.9018 277.1372 309.7054 325.043 228.32 233.0858 322.1898 225.3259 272.1489 225.6413 284.4011 229.264 244.7897 288.7802 240.5535 247.1457 247.1113 249.9981 334.3575 258.9117 311.076 314.7968 282.6497 292.288 321.0335 321.0306 320.3974
10.09156 26.4764 190.839 29.76972 4.123106 0 11.04536 2.236068 27.07397 29.15476 58.4642 30.59412 10.6443 33.73426 37.65634 32.01562 16.40122 35.44009 33.83785 32.31099 15.26434 34.53983 17.84501 33.10589 18.42715 15.52417 17.46425 53.75872 18.02776 21.9545 32.83122 27.82787 24.41311 37.73592 21.84033 24.69818 26.40076 60.74537 23.4094 26.23822 30.15377 38.41875 25 40.80441 32.27625 30.14421 34.20526 28.07134 184.0043 31.01612 41.86884 36.53005 32.98485 36.22499 33.50373 45.96738 36.22154 76.05919 42.73757 74.79305 42.34678 75.80237 44.72136 43.86342 47.76516 48.37355 51.88969 51.10773 49.64877 46.57252 48.35109 55.80309 60.20797 51.97115 71.87663 62.96825 56.18051 56.51548 73.57913 57.97413 60.01666 71.39625 65.37584 74.70609 67 80.45496 77.41447 88.95504 100.2247 109.252 135.9485 226.3184 215.0772 213.8019 198.0101 205.9238 279.034 311.9739 327.0929 228.6504 233.4995 324.4183 224.0769 273.6494 224.9822 286.0157 228.1074 245.204 290.2706 239.2282 247.1639 246.9757 249.9898 336.2362 258.3665 312.5384 316.2278 281.2361 290.8217 321.8268 321.7858 321.1114
4.813818 16.15549 185.3482 18.86539 7.28011 11.04536 0 10.04988 16.03122 18.11077 47.41901 19.64688 11.62178 22.80351 26.68333 21.18962 9.219544 24.69818 23.25941 21.9545 22.47221 24.18677 14.06335 23.02173 24.58373 20.51828 21.93171 43.08132 20.80865 18 41.22162 34.80863 31.40064 28.3196 26.24881 20.09975 20.61553 50.15974 28.3196 32.05897 23.58495 47.01064 29.20616 31.82766 37.90248 34.12731 27.85678 29.96665 173.0092 32.31099 49.0408 41.65466 31.14482 40.51234 34.15406 38.27532 35.69314 66.03787 48.21307 64.89992 46.90682 66.0303 49.81967 39.62323 52.41125 53.90733 46.79315 56.72742 54.81788 44.01136 47.90175 60.94461 65.94695 54.23099 78.97626 68.76772 59.2558 59.09315 80.40246 60.83584 62.03225 74.85561 64.12488 79.6304 66.91039 86.05231 82.41966 92.5905 104.4462 113.2519 128.0625 216.6887 205.6993 204.5098 197.2055 205.051 271.0609 303.2342 318.793 224.3234 228.9629 315.7566 223.9446 266.5371 223.2241 278.6485 227.7125 240.6595 283.1766 239.3004 243.6144 243.8217 246.5065 328.2919 256.2816 305.5016 309.2604 281.5348 291.2666 316.3329 316.3829 315.8077
10.10806 25.96151 188.603 28.91487 4.242641 2.236068 10.04988 0 26 28.01785 57.32855 29.27456 8.42656 32.38827 36.34556 30.59412 14.42221 33.95585 32.28002 30.67572 14.21267 32.89377 15.62406 31.38471 17.15109 13.92839 15.81139 52.20153 16.12452 19.72308 32.33505 26.87267 23.43075 35.8469 20.24846 22.47221 24.20744 59.13544 21.93171 24.98222 27.9866 38.01316 23.4094 38.83298 31.02322 28.56 32.01562 26.1725 182.6655 29.06888 41.03657 35.19628 30.80584 34.73111 31.50397 43.84062 34.1321 74.24284 41.50301 72.94518 40.92982 73.92564 43.41659 41.62932 46.38283 47.16991 49.6542 49.92995 48.37355 44.38468 46.29879 54.53784 59.07622 50.21952 71.08622 61.85467 54.55502 54.81788 72.72016 56.32051 58.24946 69.85713 63.28507 73.43024 65.00769 79.32213 76.15773 87.46428 98.84331 107.8378 133.7946 224.3769 213.0897 211.8 196.0026 203.9112 276.8772 309.8898 324.9622 226.4332 231.2769 322.3248 222.1366 271.4424 222.8991 283.8204 226.1415 242.9815 288.0625 237.3105 244.9755 244.806 247.8044 334.0757 256.2621 310.3276 314.0143 279.3462 288.9485 319.5911 319.5507 318.8769
18.41363 7.071068 178.7145 4.131518 23.19483 27.07397 16.03122 26 0 2.236068 31.39367 5 24.68522 7.81025 11.18034 7.211103 16.12452 10.63015 10.29563 10.44031 36.68787 12.08305 21.66667 12.36932 37.92308 33.61547 34.43835 28.30194 32.24903 23.34524 55.28311 47.97542 44.77723 18.68154 38.07887 23.60085 21.9545 35.51056 40.31129 44.45347 22.2991 61.09828 40.49691 22.80351 49.70353 44.68575 25.70992 38.94868 157.1193 40.31129 61.77378 52.7394 35.51056 50.83552 41.1643 31.40064 41.04875 52.49762 59.30008 51.66237 57.10736 53.03772 60.44005 39.05125 62.42661 64.81512 43.96936 67.62396 65.29931 45.54119 52.04881 71.17359 76.6942 61.40033 90.97939 79.51101 67.15839 66.4003 92.07364 68.41053 68.50547 82.6685 66.09841 89.10668 70.38466 96.20811 91.93476 100.2098 112.6144 121.0165 117.8855 203.2166 192.6704 191.6279 197.588 205.2921 260.2249 291.1262 307.3733 219.3171 223.618 303.7618 225.1708 257.0778 222.0811 268.7638 228.5432 235.2616 273.7152 240.7601 239.7186 240.5203 242.7007 317.4261 254.5314 296.0933 299.955 283.186 293.1028 309.2968 309.4861 309.0639
20.62511 8.544004 177.1373 4.15164 25.31798 29.15476 18.11077 28.01785 2.236068 0 29.3183 3.162278 26.30155 5.656854 8.944272 5.385165 17.46425 8.602325 8.544004 9.055385 38.32754 10.44031 22.75473 11.04536 39.4203 35.1141 35.8469 26.07681 33.54102 24.08319 56.82038 49.38766 46.23851 17.26268 39.35734 24.08319 22.2036 33.28663 41.59327 45.7651 22.14159 62.62587 41.67733 21.37756 50.89482 45.72701 25.29822 39.82462 154.9605 41.03657 63.06346 53.80624 35.80503 51.8001 41.74326 30.14963 41.40048 50.32892 60.33656 49.51767 58.01939 50.91169 61.40033 38.60052 63.28684 65.80274 43.14625 68.60029 66.21933 45.31004 52.1256 72.03491 77.62087 61.84658 92.08284 80.43009 67.68493 66.8431 93.1194 68.88396 68.8186 83.13009 65.78754 89.80535 70.26379 97 92.63369 100.6032 113.0708 121.4002 115.9655 201.0224 190.5017 189.4683 196.8604 204.5422 258.2131 289.0127 305.3106 217.9105 222.1711 301.6558 224.5435 255.1901 221.1447 266.8352 227.8618 233.8055 271.8253 240.1585 238.4366 239.3094 241.4286 315.4076 253.5079 294.2061 298.0772 282.5981 292.5376 307.6467 307.8508 307.4451
