0 109.6242 22.92194 17.45551 13.17826 9.083871 1.475343 14.61694 134.3306 53.88929 64.08078 61.69238 48.5116 60.26465 90.95444 94.04064 92.41908 99.5432 96.25038 94.53503 62.65165 93.77097 143.8867 133.1581 132.1048 190.1965 171.3372 190.6931 178.1788 174.6021 177.818 200.6091 189.4482 202.4455 188.9138 189.0451 214.9721 216.424 197.7554 218.9677 200.3424 200.9338 224.7733 225.7247 229.039 259.1207 224.6942 218.8654 232.5477 222.1041 243.9967 245.6351 235.7558 240.4077 258.2369 238.7544 268.5607 258.9982 257.816
109.6242 0 88.96231 125.9514 96.98956 101.0266 108.1863 124.2404 166.1876 162.1055 171.8364 169.0774 153.8423 166.7469 193.6249 196.1467 194.2519 202.1549 198.3613 195.5547 112.4342 188.4087 92.75788 94.12793 96.0554 154.0435 243.0454 167.5603 247.6379 211.0031 210.6919 271.0162 248.7211 270.4478 219.5384 218.6536 203.2798 285.4953 236.9219 206.0292 243.2316 240.0758 210.8254 212.9437 218.1455 222.4266 220.6658 268.7036 228.4564 247.9655 232.9046 242.831 290.9819 295.9813 322.7339 265.9729 332.9039 310.7248 264.8305
22.92194 88.96231 0 37.33631 10 13.89244 21.47091 36.78919 143.1441 76.6942 86.92526 84.58132 71.34424 83.18654 113.7209 116.7647 115.1086 122.3315 118.9832 117.1444 70.00714 115.4066 135.0592 126.0763 125.5637 186.3867 189.7077 189.6207 196.2069 185.7794 188.3215 219.0648 205.6453 220.4768 199.2034 199.1231 216.947 234.7831 210.0119 220.7714 213.4104 213.2434 226.4906 227.706 231.4822 256.7048 228.4841 233.6049 236.4783 232.0539 246.6779 250.0661 251.73 256.4937 276.1032 249.2429 286.4686 274.5323 264.4617
17.45551 125.9514 37.33631 0 29.01724 25.07987 18.68154 6.64162 143.1107 41.6173 51.86521 50 40 49.57822 81.55843 84.85281 83.45058 89.87213 86.97701 85.93163 74.30343 88.32668 160.5895 149.481 148.2877 205.2364 170.4494 204.6118 177.6817 181.1077 184.8378 199.3802 191.0497 201.7622 196.0102 196.3059 227.2972 215.2267 203.1576 231.3655 205.0024 206.2666 237.1919 238 241.0519 273.3967 235.9682 221.8023 243.7047 229.2444 255.8202 256.4407 237.3057 241.8119 257.4729 245.3813 267.7037 260.9099 267.1666
13.17826 96.98956 10 29.01724 0 4.123106 11.7047 27.52171 137.3992 67.06713 77.25283 74.84651 61.40033 73.34848 103.7454 106.7801 105.119 112.361 109 107.1472 64.38167 105.5005 136.8832 127.0455 126.2785 186.0108 180.6793 188.0425 187.2882 179.2261 182.0247 210.0256 197.3271 211.5703 193.0026 193.0026 214.1074 225.7805 203.0887 218.0092 206.1941 206.304 223.7722 224.8777 228.4644 255.8026 224.9022 225.808 232.8476 226.0199 243.5775 246.2438 243.5159 248.2438 267.271 243.0185 277.6261 266.4808 259.7537
9.083871 101.0266 13.89244 25.07987 4.123106 0 7.615773 23.40465 136.705 62.96825 73.1642 70.77429 57.45433 69.31811 99.84711 102.9029 101.2571 108.4528 105.119 103.3197 63.95311 101.9904 139.3126 129.1958 128.3404 187.6086 178 189.1692 184.6878 178.0702 181.0028 207.3294 195.1333 208.9713 192.0234 192.0651 214.6928 223.1076 201.7176 218.6253 204.6583 204.9224 224.4037 225.4617 228.9651 257.159 225.1577 223.9269 233.0772 225.1089 244.0348 246.3813 241.3732 246.0772 264.7125 242.0021 275.0586 264.4334 259.4783
1.475343 108.1863 21.47091 18.68154 11.7047 7.615773 0 16.05546 134.5462 55.36244 65.55151 63.15853 49.92995 61.7171 92.36221 95.44108 93.81365 100.9554 97.65244 95.91716 62.64184 95.03129 143.0035 132.364 131.3402 189.6233 172.3079 190.2866 179.122 175.0114 178.1797 201.5926 190.2446 203.3937 189.2644 189.3806 214.7673 217.4018 198.2524 218.7533 200.9005 201.4357 224.5551 225.5238 228.869 258.6526 224.6108 219.5547 232.4758 222.441 243.8463 245.5998 236.5439 241.2053 259.1792 239.1339 269.5074 259.7557 257.9322
14.61694 124.2404 36.78919 6.64162 27.52171 23.40465 16.05546 0 136.4751 40.10126 50.38629 48.20904 36.53461 47.24522 78.78593 82.00068 80.49914 87.24932 84.16914 82.83531 67.80692 84.07502 155.4384 144.0779 142.8053 199.2422 165.0973 198.3333 172.2475 174.597 178.2894 194.1309 185.1993 196.3877 189.4592 189.744 220.7777 209.98 196.7582 224.8528 198.6893 199.8757 230.6804 231.4738 234.5011 267.1769 229.3668 215.7391 237.0966 222.6966 249.2524 249.8169 231.4882 236.0235 252.1455 238.8754 262.4018 255.0349 260.5279
134.3306 166.1876 143.1441 143.1107 137.3992 136.705 134.5462 136.4751 0 134.6231 135.5461 132.9744 122.6114 128.7908 125.4778 124.8545 123.301 128.9879 125.8048 121.5582 73.15654 103.7477 107.059 93.51566 90.22858 102.4333 93.47231 87.8301 94.6778 45.32007 46.27664 115.6554 87.06488 113.032 56.63799 56.34141 93.88221 127.5577 71.19933 98.116 77.08794 74.41764 103.6873 103.5953 105.0562 151.7226 96.86108 102.7116 103.9616 89.01894 118.348 115.4094 125.633 130.6207 159.8775 106.466 169.6649 144.6125 124.0801
53.88929 162.1055 76.6942 41.6173 67.06713 62.96825 55.36244 40.10126 134.6231 0 10.29563 8.485281 12.80625 9.486833 41.00135 44.40721 43.26662 48.9183 46.40043 46.06473 81.12336 52.97442 179.5689 166.551 164.6549 214.6113 139.3018 209.5376 147.046 165.0818 169.9441 167.0619 164 170.3174 180.953 181.648 226.1415 182.7199 183.8614 230.3606 183.9837 186.7318 236.1356 236.4572 238.6001 278.4 231.3115 196.7543 238.5372 213.4596 252.4916 249.9846 209.2893 213.4596 225.1782 228.0351 235.1664 233.2595 256.3942
