0 22.34277 12.97191 12.56139 108.4786 10.32544 16.84172 18.65812 14.60812 10.91645 6.225329 131.3832 51.12224 42.05421 55.37997 51.22284 43.53261 58.19749 53.33294 70.86267 95.92522 101.3139 91.49774 90.57367 101.4985 99.06876 62.54734 85.37958 86.93698 97.91659 88.25923 91.38944 90.51603 143.1201 132.457 93.87756 93.13494 131.4256 156.4222 160.6029 185.1934 182.9112 187.7861 191.5909 172.0252 188.1894 178.8121 194.9826 193.9734 174.8313 178.0091 201.308 196.4046 189.9915 203.1148 189.2153 217.1181 198.0606 198.0551 200.6914 201.2374 202.5549 207.7742 225.474 224.7574 258.6651 233.518 219.321 220.3749 217.8232 239.04 223.6868 222.833 228.1499 245.6246 238.4865 238.4189 258.9013 242.1713 248.2323 242.4331 247.3358 246.8744 252.234 248.8673 245.5275 253.3705 254.4164 247.9496 254.5567 269.2289 253.6914 251.6184 250.1181 250.7234 256.2992 256.6227 252.1157 259.3217 257.1995 257.7678 254.1133 262.4692
22.34277 0 17.58551 20.88061 94.40726 20.61553 30.36445 33.04921 28.79236 24.62214 18.60108 147.1342 70.66293 62.26556 74.91662 71.11962 64.3506 78.29432 74.33034 92.08692 117.6138 122.9004 113.4548 112.6099 123.2274 120.8801 77.10383 107.7126 109.1387 120.2539 110.1454 113.2519 112.2943 143.5444 134.6522 115.395 114.5426 134.1538 162.9847 168.6209 190.263 188.6796 195.059 198.5309 193.6517 195.8858 200.3028 202.6055 202.1584 192.3746 195.0923 222.9818 207.8485 210.6086 224.6152 206.0097 238.7593 214.6683 216.3354 219.4949 219.5545 219.0205 224.1994 235.9746 236.9209 265.276 249.9891 239.149 239.8919 235.5441 259.3041 243.1954 240.6013 245.7615 258.1661 259.0232 258.6523 280.3498 261.9637 268.8122 262.0534 267.5502 266.688 265.5485 268.561 262.3342 266.9176 274.7217 264.7505 268.4702 290.6979 268.0019 268.6328 267.0075 267.5 270.4404 270.9686 269.0074 279.4351 272.0092 272.3894 271.0074 282.5916
12.97191 17.58551 0 3.354102 111.04 4.031129 12.81601 15.50806 11.41271 7.778175 6.800735 144.3356 53.52102 45.51099 57.74296 54.11331 47.9505 61.32088 57.94178 75.74464 101.6477 106.786 97.93493 97.25868 107.2952 105.0774 75.48013 93.63893 96.60228 106.6501 98.69777 101.8541 101.1249 153.0694 142.9888 104.8296 104.2173 142.1285 168.2714 172.7896 196.7009 194.6002 199.8431 203.5762 182.6315 200.3397 189.5835 207.1238 206.2311 187.5667 190.8173 211.8088 209.1871 201.5471 213.844 202.0575 227.6484 210.9219 210.6164 213.1015 213.7873 215.4304 220.6524 238.1496 237.6232 270.6271 246.3847 231.3115 232.507 230.5022 250.781 235.8204 235.5 240.8463 258.5256 250.0545 250.1784 269.6442 254.1638 259.7638 254.5059 259.1006 258.8537 265.1815 260.9028 258.3502 266.3273 266.1226 260.7725 267.5238 279.9402 266.6632 264.41 262.9282 263.5489 269.2698 269.5946 264.925 271.137 270.1671 270.7383 266.9218 274.2777
12.56139 20.88061 3.354102 0 113.981 2.236068 9.486833 12.1758 8.062258 4.716991 7.071068 143.3647 50.1722 42.2019 54.3921 50.77401 44.68781 57.98276 54.67175 72.47068 98.4124 103.5302 94.76286 94.11164 104.0625 101.8627 74.94665 90.6973 93.92151 103.7738 96.20811 99.368 98.68131 154.4571 144.1546 102.489 101.9215 143.2245 168.8076 173.104 197.4335 195.2332 200.2498 204.0306 180.1361 200.682 187.1357 207.4729 206.4946 186.172 189.5178 209.2746 208.9234 199.379 211.3764 200.8084 225.119 209.7041 209.0383 211.4001 212.1985 214.2382 219.4646 238.0252 237.2186 271.1003 245.1713 229.3431 230.6181 229.0349 248.6844 233.9316 234.0192 239.3965 258.0443 247.881 248.0907 267.1701 252.1924 257.5733 252.5787 257.0139 256.8745 264.56 258.9537 257.0614 265.6633 264.0076 259.4837 266.7925 277.455 265.859 263.0749 261.62 262.2637 268.4958 268.7824 263.6152 269.0725 269.2675 269.874 265.6106 272.2095
108.4786 94.40726 111.04 113.981 0 112.937 122.9279 125.4278 120.9278 116.4279 108.937 163.3069 158.8865 149.4793 163.0554 158.6748 150.1065 165.2293 159.0744 175.158 197.0948 202.7869 191.1344 189.5959 202.1724 199.3417 112.4342 179.7536 174.818 188.8768 171.3549 173.7448 172.0336 92.75788 94.12793 172.1711 170.5027 96.0554 133.2178 144.0163 148.9778 150.6103 162.4992 164.008 243.0454 165.0614 247.6451 170.4903 172.5896 211.0031 210.6919 271.0162 192.5011 248.7211 270.4478 218.6536 285.4953 225.2882 236.9219 243.2316 240.0758 228.3699 232.7947 212.9437 221.7603 222.4266 256.5484 268.7036 267.0351 250.8559 291.0899 270.04 255.7917 259.5534 242.9538 293.1882 290.2179 322.7339 289.7546 302.8308 288.5035 298.4473 294.3661 253.6499 295.1893 269.9379 256.1109 306.0052 272.1447 259.4528 332.9039 261.1171 277.0476 274.7761 274.5541 262.4757 264.0531 276.6512 308.8456 267.5182 266.8509 278.528 311.9141
10.32544 20.61553 4.031129 2.236068 112.937 0 10.04988 12.65899 8.246211 4.031129 5 141.2186 50.09241 41.88078 54.33691 50.60632 44.20407 57.80138 54.20332 72.00694 97.8366 103.0073 94.04786 93.34881 103.4795 101.2373 72.73239 89.627 92.57564 102.6255 94.7048 97.86215 97.14422 152.4336 142.0688 100.8811 100.2846 141.1214 166.6043 170.8801 195.2562 193.0414 198.0328 201.818 178.6393 198.4597 185.6041 205.2511 204.267 184.1331 187.4513 207.8078 206.693 197.6689 209.8595 198.7285 223.6486 207.6162 207.0604 209.4684 210.2245 212.1438 217.3692 235.7902 234.9972 268.8888 243.0829 227.5286 228.7662 227.0198 246.9356 232.0797 232.0086 237.376 255.8295 246.1747 246.3372 265.6584 250.3797 255.8769 250.7449 255.2599 255.0657 262.3604 257.1303 254.9932 263.4692 262.2689 257.4156 264.6077 275.9515 263.6854 261.0199 259.5573 260.1946 266.3175 266.6102 261.5531 267.3069 267.1105 267.7107 263.5489 270.4459
16.84172 30.36445 12.81601 9.486833 122.9279 10.04988 0 2.692582 2.236068 6.576473 14.14214 142.3455 40.9176 33.30165 45.10543 41.6173 36.06938 48.82622 45.96738 63.70243 89.80535 94.81825 86.4523 85.91275 95.46203 93.34881 75.58439 83.35466 87.55712 96.64885 90.52072 93.68031 93.14505 159.8405 148.9985 97.29337 96.88137 147.8927 171.9593 175.6502 201.0622 198.6001 203.0025 206.907 174.2441 203.2591 181.3967 210.0595 208.8492 183.7879 187.4166 203.223 209.8118 194.5508 205.548 198.8416 219.0714 207.8192 206.0607 208.0385 209.1839 212.4241 217.6574 239.2697 237.6735 273.9601 243.2597 225.125 226.6498 226.3736 244.042 229.9609 231.3115 236.7777 258.2597 242.9918 243.4769 261.2831 247.9456 252.6222 248.4713 252.3968 252.5995 264.3672 254.7724 254.9128 265.3469 259.2952 257.3331 266.2804 271.5258 265.1358 260.7819 259.4089 260.1216 267.8582 268.0336 261.3982 264.5184 268.2629 268.9721 263.3875 267.6416
18.65812 33.04921 15.50806 12.1758 125.4278 12.65899 2.692582 0 4.5 9 16.53028 142.0127 38.27532 30.77743 42.45292 39.0032 33.63406 46.20877 43.4885 61.19028 87.3284 92.31062 84.06099 83.55387 92.98521 90.89692 75.82381 81.24808 85.73506 94.59519 88.8946 92.05026 91.56009 161.3079 150.319 95.80318 95.43715 149.1643 172.7896 176.3073 202.0155 199.4799 203.7063 207.6445 172.5058 203.913 179.6994 210.7137 209.4379 183.0417 186.7492 201.4319 209.9839 193.1068 203.8192 198.2076 217.2782 207.2049 205.1371 207.0054 208.2488 211.8284 217.0618 239.5334 237.7134 274.6751 242.627 223.8448 225.4398 225.5333 242.6381 228.7493 230.4566 235.9466 258.2262 241.5186 242.0811 259.5277 246.6521 251.1299 247.217 250.9983 251.2971 264.2163 253.4961 254.2102 265.1608 257.8687 256.6292 266.0385 269.7573 264.8344 260.037 258.6876 259.4195 267.5804 267.7242 260.6746 263.1354 267.881 268.6192 262.6619 266.2541
14.60812 28.79236 11.41271 8.062258 120.9278 8.246211 2.236068 4.5 0 4.5 12.04159 140.8968 42.10998 34.20526 46.33034 42.72002 36.79674 49.92995 46.75468 64.53681 90.55385 95.62688 87.04596 86.4523 96.20811 94.04786 73.82412 83.52844 87.38564 96.74709 90.13878 93.30059 92.72001 157.6325 146.8181 96.77293 96.31718 145.7232 169.9206 173.6779 198.9799 196.5426 201.01 204.9012 173.954 201.2865 181.0619 208.0865 206.9034 182.6171 186.1881 202.9864 208.0625 193.9613 205.2438 197.588 218.8355 206.5506 205.022 207.0869 208.1539 211.1421 216.3748 237.4721 235.9933 271.961 242.0013 224.3819 225.845 225.2687 243.4101 229.1572 230.2173 235.6651 256.6195 242.4252 242.8374 261.0023 247.2125 252.0734 247.7035 251.7591 251.874 262.7946 254.0236 253.7037 263.7954 258.6832 256.1246 264.7626 271.2586 263.6551 259.6032 258.2131 258.9117 266.3625 266.5577 260.2038 263.8655 266.8333 267.5238 262.1946 266.9925
10.91645 24.62214 7.778175 4.716991 116.4279 4.031129 6.576473 9 4.5 0 7.566373 139.9167 46.06517 37.85829 50.31153 46.57521 40.21505 53.77034 50.21205 68.01654 93.88424 99.03661 90.15681 89.48324 99.53015 97.30493 72.05033 85.98401 89.23284 99.0568 91.58739 94.74835 94.08108 154.0008 143.373 97.94003 97.39738 142.3411 167.1235 171.1264 196.0006 193.6653 198.3791 202.2208 175.5057 198.7272 182.5253 205.5243 204.4364 182.3026 185.7344 204.628 206.2214 194.916 206.7565 197.0692 220.4737 205.9924 205.0055 207.2661 208.1562 210.5499 215.7795 235.4788 234.347 269.2947 241.4578 225.0078 226.3391 225.0939 244.2626 229.6525 230.0658 235.4693 255.082 243.4117 243.6745 262.5458 247.8533 253.0934 248.2705 252.5978 252.5297 261.4426 254.6296 253.2761 262.5 259.5732 255.6982 263.5574 272.826 262.5476 259.2467 257.8163 258.4811 265.2155 265.4623 259.81 264.6701 265.8576 266.5 261.8038 267.8045
